Player Name,Pos,Salary,Team,Proj FP,Actual FP
James Harden,SG,11400,HOU,54.0,43.6
Giannis Antetokounmpo,PF,11400,MIL,50.3,59.8
Luka Doncic,PG,11100,DAL,52.2,60.7
Joel Embiid,C,9900,PHI,51.4,47.2
Stephen Curry,PG,9500,GSW,50.0,50.8
Andre Drummond,C,9500,CLE,47.1,37.8
Trae Young,PG,9400,ATL,44.9,49.4
Domas Sabonis,PF,9200,IND,43.5,43.7
Jayson Tatum,PF,9100,BOS,45.7,55.2
Christian Wood,PF,9100,HOU,39.8,34.4
Bam Adebayo,C,8700,MIA,43.0,34.6
Ben Simmons,PG,8700,PHI,44.0,34.0
Jaylen Brown,SF,8500,BOS,40.2,28.5
John Wall,PG,8500,HOU,38.2,22.8
Brandon Ingram,SF,8400,NOR,40.1,55.8
Nikola Vucevic,C,8300,ORL,43.3,50.6
Julius Randle,PF,8100,NYK,45.7,57.9
Shai Gilgeous-Alexander,SG,8000,OKC,38.6,24.4
Tobias Harris,SF,8000,PHI,38.4,30.0
De'Aaron Fox,PG,8000,SAC,43.9,42.3
Fred Van Vleet,SG,7900,TOR,37.8,53.1
Gordon Hayward,SF,7900,CHA,35.7,34.6
Malcolm Brogdon,PG,7800,IND,38.0,57.9
Jimmy Butler,SG,7700,MIA,38.1,33.6
Khris Middleton,SG,7700,MIL,36.5,29.8
Kyle Lowry,PG,7500,TOR,37.7,36.5
Zion Williamson,PF,7500,NOR,38.5,42.0
Myles Turner,C,7400,IND,32.5,30.4
Jerami Grant,SF,7300,DET,33.2,43.3
Pascal Siakam,PF,7200,TOR,35.3,35.7
Larry Nance Jr.,SF,7200,CLE,34.0,18.1
Victor Oladipo,SG,7200,IND,34.5,44.0
Terry Rozier,PG,7100,CHA,28.4,23.6
Collin Sexton,SG,7100,CLE,36.2,26.4
John Collins,PF,6800,ATL,36.2,34.1
Clint Capela,C,6500,ATL,37.3,29.4
Lonzo Ball,PG,6500,NOR,30.9,30.2
Aaron Gordon,PF,6400,ORL,28.3,39.7
Jrue Holiday,PG,6400,MIL,32.1,40.7
LaMelo Ball,PG,6400,CHA,31.1,37.9
O.G. Anunoby,SF,6300,TOR,28.7,13.5
Richaun Holmes,C,6300,SAC,34.8,9.6
Andrew Wiggins,SG,6300,GSW,33.6,30.1
Chris Boucher,C,6200,TOR,28.7,28.7
Mason Plumlee,C,6200,DET,30.4,23.6
Goran Dragic,PG,6100,MIA,28.3,15.5
R.J. Barrett,SF,6100,NYK,33.5,52.7
