Player Name,Pos,Salary,Team,Proj FP,Actual FP
Harrison Barnes,SF,6100,SAC,30.0,33.3
Steven Adams,C,6000,NOR,29.3,24.6
Tim Hardaway Jr.,SF,5800,DAL,24.5,39.4
Markelle Fultz,PG,5800,ORL,33.2,19.0
Derrick Rose,SG,5800,DET,25.3,41.4
Terrence Ross,SG,5700,ORL,28.9,28.9
Buddy Hield,SG,5700,SAC,32.0,19.7
George Hill,PG,5600,OKC,23.6,9.0
Mitchell Robinson,C,5500,NYK,30.9,33.4
Darius Bazley,PF,5500,OKC,26.8,35.6
Seth Curry,SG,5500,PHI,26.0,16.2
De'Andre Hunter,SF,5400,ATL,23.6,37.1
Tyler Herro,SF,5400,MIA,26.8,30.8
Devonte' Graham,SG,5400,CHA,26.8,18.9
Elfrid Payton,PG,5300,NYK,32.4,29.1
Al Horford,C,5300,OKC,27.3,9.5
Eric Gordon,SF,5300,HOU,20.7,34.0
Kelly Oubre,SF,5200,GSW,28.8,33.6
PJ Washington,PF,5200,CHA,24.4,28.1
Bismack Biyombo,C,5100,CHA,26.0,14.8
Eric Bledsoe,SG,5100,NOR,25.6,28.7
Draymond Green,PF,5000,GSW,23.2,23.5
Miles Bridges,SF,5000,CHA,23.0,10.0
Marvin Bagley,PF,4800,SAC,28.0,12.8
Josh Richardson,SG,4800,DAL,25.9,18.2
Donte DiVincenzo,SF,4800,MIL,23.3,31.5
Luguentz Dort,SG,4700,OKC,21.8,16.2
Bogdan Bogdanovic,SF,4700,ATL,24.2,8.9
Bobby Portis,C,4700,MIL,25.0,21.1
JaVale McGee,C,4700,CLE,18.9,8.9
Brook Lopez,C,4700,MIL,20.1,23.9
Cam Reddish,SF,4600,ATL,23.3,14.3
Kelly Olynyk,PF,4600,MIA,23.7,28.1
James Wiseman,C,4600,GSW,24.1,21.3
Kevin Huerter,SG,4500,ATL,20.7,18.9
Jalen Brunson,PG,4500,DAL,14.1,12.0
Shake Milton,PG,4500,PHI,21.1,24.4
Delon Wright,SG,4400,DET,19.3,9.4
Josh Hart,SG,4400,NOR,21.4,19.5
Dorian Finney-Smith,SF,4400,DAL,22.1,20.3
Tristan Thompson,C,4300,BOS,24.5,17.4
Daniel Theis,C,4300,BOS,21.0,5.6
Robert Williams,C,4200,BOS,20.2,35.0
Justin Jackson,SF,4200,OKC,0.0,16.4
Saddiq Bey,SF,4200,DET,22.9,12.6
Trey Burke,PG,4200,DAL,14.2,3.2
P.J. Tucker,C,4200,HOU,18.6,2.8
Hamidou Diallo,SG,4100,OKC,16.6,12.1
Duncan Robinson,SG,4100,MIA,20.3,22.3
Isaiah Roby,PF,4100,OKC,12.7,10.4
Eric Paschall,PF,4100,GSW,14.5,27.4
DeMarcus Cousins,C,4100,HOU,17.2,12.6
Aron Baynes,C,4000,TOR,18.5,4.8
Hassan Whiteside,C,4000,SAC,0.0,18.4
Justin Holiday,SF,4000,IND,19.5,27.9
Dwight Powell,C,4000,DAL,15.0,10.4
Cedi Osman,SF,4000,CLE,22.1,42.9
Maxi Kleber,PF,4000,DAL,21.7,14.3
Avery Bradley,SG,3900,MIA,13.2,13.7
Rajon Rondo,PG,3900,ATL,14.3,0.0
Kevon Looney,C,3900,GSW,13.6,17.6
J.J. Redick,SG,3900,NOR,13.5,4.7
Danny Green,SF,3900,PHI,17.4,26.7
Killian Hayes,PG,3900,DET,17.5,5.5
Doug McDermott,PF,3900,IND,18.1,13.1
Sterling Brown,SG,3900,HOU,0.0,6.2
Matt Thomas,SG,3800,TOR,0.0,0.0
Mike Muscala,PF,3800,OKC,15.8,6.4
Andre Iguodala,SG,3800,MIA,12.5,13.5
Cole Anthony,PG,3800,ORL,19.2,22.0
Gary Clark,PF,3800,ORL,11.2,10.0
Malik Monk,SG,3800,CHA,0.0,4.5
Nickeil Alexander-Walker,SG,3800,NOR,0.0,9.9
Cory Joseph,PG,3800,SAC,20.5,20.0
Brad Wanamaker,PG,3800,GSW,12.1,12.2
Tony Bradley,PF,3800,PHI,0.0,0.0
Damion Lee,SG,3800,GSW,14.5,14.7
Jae'Sean Tate,SF,3800,HOU,12.9,14.2
Payton Pritchard,PG,3700,BOS,21.9,34.4
Austin Rivers,PG,3700,NYK,15.0,13.9
Theo Maledon,PG,3700,OKC,13.6,11.2
Norman Powell,SF,3700,TOR,18.8,7.0
Jordan Poole,PG,3700,GSW,0.0,8.2
D.J. Augustin,PG,3700,MIL,13.9,20.2
Khem Birch,PF,3700,ORL,12.1,32.9
Michael Carter-Williams,PG,3700,ORL,24.5,6.7
Nemanja Bjelica,PF,3700,SAC,15.9,7.6
Willie Cauley-Stein,C,3700,DAL,19.7,32.4
David Nwaba,SG,3700,HOU,14.3,11.9
Maurice Harkless,SF,3600,MIA,0.0,0.0
Kendrick Nunn,PG,3600,MIA,0.0,11.0
Reggie Bullock,SG,3600,NYK,20.7,13.1
T.J. McConnell,PG,3600,IND,13.0,22.8
Dante Exum,PG,3600,CLE,23.5,-1.0
Dwight Howard,C,3600,PHI,14.8,23.1
Ben McLemore,SG,3600,HOU,10.5,0.0
Caleb Martin,SF,3600,CHA,12.4,16.6
Sviatoslav Mykhailiuk,SG,3600,DET,13.4,27.1
Guillermo Hernangomez,C,3600,NOR,0.0,0.0
Precious Achiuwa,SF,3500,MIA,12.0,16.4
Max Strus,SF,3500,MIA,0.0,0.0
Malachi Flynn,PG,3500,TOR,0.0,4.5
Aaron Nesmith,SG,3500,BOS,0.0,2.4
Jalen Harris,PG,3500,TOR,0.0,0.0
Josh Hall,SF,3500,OKC,0.0,5.6
Tacko Fall,C,3500,BOS,0.0,0.0
Jared Harper,PG,3500,NYK,0.0,0.0
Skylar Mays,SG,3500,ATL,0.0,0.0
Nathan Knight,PF,3500,ATL,0.0,0.0
Moses Brown,C,3500,OKC,0.0,11.6
Chris Silva,PF,3500,MIA,0.0,6.5
Terence Davis,SG,3500,TOR,0.0,21.9
Immanuel Quickley,PG,3500,NYK,13.6,24.9
Kevin Knox,SF,3500,NYK,12.4,11.0
Stanley Johnson,SF,3500,TOR,10.4,12.4
DeAndre Bembry,SG,3500,TOR,0.0,0.0
Semi Ojeleye,SF,3500,BOS,11.1,22.1
Nerlens Noel,PF,3500,NYK,17.9,0.0
Solomon Hill,SF,3500,ATL,6.7,4.4
Udonis Haslem,PF,3500,MIA,0.0,0.0
Meyers Leonard,C,3500,MIA,0.0,0.0
Darius Miller,SF,3500,OKC,0.0,2.0
Alex Len,C,3500,TOR,0.0,2.9
Yuta Watanabe,SG,3500,TOR,0.0,4.2
Kenrich Williams,SF,3500,OKC,10.1,10.2
Tremont Waters,PG,3500,BOS,14.9,10.9
Bruno Fernando,PF,3500,ATL,0.0,0.0
Carsen Edwards,PG,3500,BOS,8.3,0.0
Grant Williams,PF,3500,BOS,11.1,27.2
KZ Okpala,SF,3500,MIA,0.0,6.4
Theo Pinson,SG,3500,NYK,0.0,0.0
Brandon Goodwin,PG,3500,ATL,0.0,1.5
Paul Watson,SG,3500,TOR,0.0,4.2
Ignas Brazdeikis,SF,3500,NYK,0.0,0.0
Juan Toscano-Anderson,SF,3500,GSW,0.0,0.0
Marques Bolden,PF,3500,CLE,0.0,4.2
Isaiah Stewart,PF,3500,DET,13.5,13.9
Saben Lee,PG,3500,DET,0.0,0.0
Jalen Lecque,PG,3500,IND,0.0,0.0
Kelan Martin,SF,3500,IND,0.0,0.0
Thanasis Antetokounmpo,SF,3500,MIL,13.8,2.0
Dean Wade,PF,3500,CLE,10.4,1.2
Mychal Mulder,SF,3500,GSW,0.0,15.4
Dakota Mathias,SG,3500,PHI,0.0,8.0
Tyler Bey,SF,3500,DAL,0.0,0.0
Nate Darling,SG,3500,CHA,0.0,0.0
Nico Mannion,PG,3500,GSW,0.0,5.4
Cassius Stanley,SG,3500,IND,0.0,0.0
Vincent Poirier,C,3500,PHI,0.0,4.7
Jahmi'us Ramsey,PG,3500,SAC,0.0,3.0
Robert Woodard,PF,3500,SAC,0.0,11.2
Kenyon Martin,SF,3500,HOU,0.0,0.0
Karim Mane,PG,3500,ORL,0.0,0.0
Lamar Stevens,PF,3500,CLE,0.0,14.0
Brodric Thomas,SG,3500,HOU,0.0,0.0
Nick Richards,C,3500,CHA,0.0,5.4
Josh Green,SG,3500,DAL,0.0,0.0
Kira Lewis,PG,3500,NOR,0.0,0.0
Vernon Carey,PF,3500,CHA,0.0,0.0
Jordan Nwora,PF,3500,MIL,8.8,2.4
Tyrell Terry,PG,3500,DAL,0.0,0.0
Naji Marshall,SF,3500,NOR,0.0,0.0
Will Magnay,C,3500,NOR,0.0,0.0
Nate Hinton,SG,3500,DAL,0.0,0.0
Tyrese Maxey,SG,3500,PHI,14.6,19.4
Paul Reed,SF,3500,PHI,0.0,2.0
Isaiah Joe,PG,3500,PHI,0.0,6.9
Grant Riller,SG,3500,CHA,0.0,0.0
Thon Maker,C,3500,CLE,0.0,15.5
Kent Bazemore,SF,3500,GSW,15.4,14.9
Wayne Ellington,SG,3500,DET,15.6,23.8
Dwayne Bacon,SG,3500,ORL,18.5,12.9
Boban Marjanovic,C,3500,DAL,0.0,0.0
James Johnson,PF,3500,DAL,14.8,4.1
Chimezie Metu,C,3500,SAC,0.0,7.0
Mohamed Bamba,C,3500,ORL,0.0,5.9
Terrance Ferguson,SG,3500,PHI,0.0,0.0
Damyean Dotson,SG,3500,CLE,18.8,22.2
Bryn Forbes,SG,3500,MIL,12.7,11.4
Wesley Iwundu,SG,3500,DAL,0.0,1.2
D.J. Wilson,PF,3500,MIL,8.4,0.0
Edmond Sumner,PG,3500,IND,0.0,0.0
Jahlil Okafor,C,3500,DET,0.0,3.2
Bruno Caboclo,PF,3500,HOU,0.0,0.0
Rodney McGruder,SG,3500,DET,0.0,0.0
Aaron Holiday,PG,3500,IND,18.1,5.4
Jaxson Hayes,C,3500,NOR,13.6,17.0
Jalen McDaniels,PF,3500,CHA,8.9,17.8
Justin James,SG,3500,SAC,0.0,4.0
Cody Martin,SG,3500,CHA,0.0,0.0
Jakarr Sampson,PF,3500,IND,0.0,11.2
Sekou Doumbouya,PF,3500,DET,13.6,22.9
Nicolo Melli,PF,3500,NOR,0.0,0.0
Deividas Sirvydis,SG,3500,DET,0.0,0.0
Kyle Guy,SG,3500,SAC,0.0,18.1
Wenyen Gabriel,PF,3500,NOR,0.0,0.0
Jaylen Adams,PG,3500,MIL,0.0,0.0
Matisse Thybulle,SF,3500,PHI,11.8,18.4
Jordan Bone,PG,3500,ORL,0.0,1.2
Glenn Robinson III,SF,3500,SAC,13.3,10.4
