Player Name,Pos,Salary,Team,Proj FP,Actual FP
Luka Doncic,PG,11300,DAL,53.4,77.1
Giannis Antetokounmpo,PF,11000,MIL,51.5,59.0
Karl-Anthony Towns,C,10500,MIN,47.4,51.3
Kevin Durant,SF,10100,BKN,51.9,43.6
LeBron James,SF,9900,LAL,46.6,41.7
Anthony Davis,PF,9800,LAL,46.3,27.9
C.J. McCollum,SG,9200,POR,42.9,50.4
Kawhi Leonard,SF,9200,LAC,46.0,52.7
Damian Lillard,PG,9200,POR,46.3,69.7
Julius Randle,PF,9100,NYK,46.2,49.9
Paul George,SG,9000,LAC,43.6,43.2
Shai Gilgeous-Alexander,SG,8800,OKC,40.8,18.9
Brandon Ingram,SF,8800,NOR,45.7,35.7
Trae Young,PG,8800,ATL,0.0,0.0
Jerami Grant,SF,8300,DET,37.5,34.3
Caris LeVert,PG,8000,BKN,0.0,0.0
Kristaps Porzingis,PF,8000,DAL,31.4,26.8
Devin Booker,SG,7800,PHO,0.0,0.0
Gordon Hayward,SF,7800,CHA,37.3,25.3
Jrue Holiday,PG,7600,MIL,34.0,46.7
D'Angelo Russell,SG,7500,MIN,35.2,41.6
LaMelo Ball,PG,7400,CHA,37.3,17.9
Khris Middleton,SF,7400,MIL,38.5,27.4
De'Aaron Fox,PG,7300,SAC,38.4,46.2
John Collins,PF,7200,ATL,0.0,0.0
Jarrett Allen,C,7200,BKN,0.0,0.0
Chris Paul,PG,7100,PHO,0.0,0.0
Jonas Valanciunas,C,6900,MEM,34.5,49.7
Harrison Barnes,SF,6800,SAC,31.4,21.7
Tim Hardaway Jr.,SG,6800,DAL,28.1,30.9
Steven Adams,C,6800,NOR,31.4,28.7
Deandre Ayton,C,6700,PHO,0.0,0.0
Terry Rozier,PG,6700,CHA,29.6,27.2
PJ Washington,PF,6500,CHA,30.0,38.0
Darius Bazley,PF,6400,OKC,27.6,11.0
Jusuf Nurkic,C,6400,POR,32.5,44.4
Clint Capela,C,6400,ATL,0.0,0.0
Richaun Holmes,C,6400,SAC,32.9,39.8
Dillon Brooks,SG,6300,MEM,29.7,17.4
R.J. Barrett,SF,6300,NYK,32.7,30.5
Tyus Jones,PG,6200,MEM,29.1,25.1
De'Andre Hunter,SF,6200,ATL,0.0,0.0
Blake Griffin,PF,6100,DET,28.7,28.4
Mitchell Robinson,C,6000,NYK,31.8,32.4
Devonte' Graham,SG,6000,CHA,28.8,30.5
Dennis Schroder,PG,5900,LAL,27.9,29.5
Bobby Portis,PF,5900,MIL,23.2,23.0
Mason Plumlee,C,5900,DET,27.3,34.1
Malik Beasley,SF,5800,MIN,28.8,47.7
Montrezl Harrell,C,5800,LAL,25.6,30.2
Elfrid Payton,PG,5700,NYK,30.5,18.2
Mikal Bridges,SF,5700,PHO,0.0,0.0
Marvin Bagley,PF,5700,SAC,27.0,19.7
Brandon Clarke,PF,5600,MEM,29.3,43.3
Hamidou Diallo,SG,5600,OKC,22.2,16.5
Serge Ibaka,PF,5600,LAC,26.3,22.6
Delon Wright,PG,5500,DET,24.6,29.1
Kyle Anderson,SF,5400,MEM,28.8,22.9
Tyrese Haliburton,SG,5400,SAC,27.6,35.5
Ricky Rubio,PG,5300,MIN,21.8,14.4
Nicolas Batum,PF,5300,LAC,21.0,17.4
Enes Kanter,C,5300,POR,22.0,21.0
Willie Cauley-Stein,C,5000,DAL,25.6,33.8
Buddy Hield,SG,5000,SAC,27.5,43.7
Kevin Huerter,SG,4900,ATL,0.0,0.0
Joe Harris,SF,4900,BKN,27.8,21.9
Talen Horton-Tucker,SG,4800,LAL,17.4,11.4
Taurean Waller-Prince,PF,4800,BKN,0.0,0.0
Robert Covington,PF,4800,POR,25.2,17.2
Josh Jackson,SF,4800,DET,18.1,16.7
Naz Reid,PF,4700,MIN,16.3,10.6
Bismack Biyombo,C,4700,CHA,21.5,27.8
De'Anthony Melton,PG,4600,MEM,19.1,30.2
Donte DiVincenzo,SG,4600,MIL,23.0,23.5
Anthony Edwards,SG,4500,MIN,19.7,7.1
George Hill,PG,4500,OKC,23.2,21.4
Carmelo Anthony,SF,4500,POR,21.0,14.9
Austin Rivers,PG,4500,NYK,24.3,20.2
Brook Lopez,C,4500,MIL,24.9,33.7
Trey Burke,PG,4500,DAL,22.9,18.4
Cam Reddish,SG,4500,ATL,0.0,0.0
Juan Hernangomez,PF,4400,MIN,15.7,14.6
John Konchar,SG,4400,MEM,0.0,0.0
Josh Hart,SF,4400,NOR,28.3,17.9
Louis Williams,PG,4400,LAC,17.3,5.9
Jae Crowder,PF,4400,PHO,0.0,0.0
Gorgui Dieng,C,4300,MEM,14.6,0.0
Cameron Johnson,SF,4300,PHO,0.0,0.0
Miles Bridges,SF,4300,CHA,20.8,17.7
Jarred Vanderbilt,SF,4200,MIN,0.0,6.8
James Johnson,PF,4200,DAL,25.1,31.0
Hassan Whiteside,C,4200,SAC,0.0,12.9
Danilo Gallinari,SF,4200,ATL,0.0,0.0
Jeff Green,PF,4200,BKN,21.0,21.8
Saddiq Bey,SF,4200,DET,18.7,10.4
Isaiah Roby,PF,4100,OKC,21.4,25.8
Luguentz Dort,SG,4100,OKC,19.2,10.7
Jarrett Culver,SF,4100,MIN,16.5,4.4
Timothe Luwawu,SF,4100,BKN,20.4,17.4
Dario Saric,PF,4100,PHO,0.0,0.0
Markieff Morris,PF,4000,LAL,8.3,22.4
Mike Muscala,PF,4000,OKC,17.7,12.3
Kentavious Caldwell-Pope,SG,4000,LAL,16.1,18.1
Obi Toppin,SF,4000,NYK,0.0,0.0
Patrick Beverley,PG,4000,LAC,19.9,31.2
Ivica Zubac,C,4000,LAC,15.3,17.9
Brandon Goodwin,PG,4000,ATL,0.0,0.0
Josh Okogie,SF,3900,MIN,17.2,21.6
Kyle Kuzma,PF,3900,LAL,17.8,22.2
J.J. Redick,SG,3900,NOR,17.4,24.5
Rajon Rondo,PG,3900,ATL,0.0,0.0
Desmond Bane,SG,3800,MEM,15.4,6.6
Marc Gasol,C,3800,LAL,17.7,27.5
Kevin Knox,SF,3800,NYK,16.4,14.4
Reggie Jackson,SG,3800,LAC,0.0,0.0
Immanuel Quickley,PG,3800,NYK,15.1,27.9
Marcus Morris,PF,3800,LAC,18.3,10.6
Nickeil Alexander-Walker,SG,3800,NOR,27.9,50.1
DeAndre Jordan,C,3800,BKN,28.0,32.4
Wayne Ellington,SG,3800,DET,14.5,6.7
Jabari Parker,PF,3800,SAC,0.0,0.0
Solomon Hill,SF,3800,ATL,0.0,0.0
Kris Dunn,PG,3800,ATL,0.0,0.0
Cameron Payne,PG,3800,PHO,0.0,0.0
Malik Monk,SG,3800,CHA,0.0,0.0
Derrick Jones Jr.,SF,3800,POR,17.0,12.8
Theo Maledon,PG,3700,OKC,13.2,14.4
Xavier Tillman,PF,3700,MEM,15.5,28.5
Grayson Allen,SG,3700,MEM,12.1,34.0
Sviatoslav Mykhailiuk,SG,3700,DET,9.9,19.2
Jevon Carter,PG,3700,PHO,0.0,0.0
Caleb Martin,SF,3700,CHA,12.6,21.5
Landry Shamet,SG,3700,BKN,14.1,20.7
Isaiah Stewart,PF,3700,DET,11.9,21.9
Luke Kennard,SG,3700,LAC,12.2,11.7
Cory Joseph,PG,3700,SAC,14.7,7.4
Ed Davis,C,3600,MIN,0.0,0.0
Justin Jackson,SF,3600,OKC,0.0,1.0
Alex Caruso,PG,3600,LAL,14.0,8.2
D.J. Augustin,PG,3600,MIL,14.1,10.2
Chimezie Metu,C,3600,SAC,0.0,1.0
Tony Snell,SG,3600,ATL,0.0,0.0
Bogdan Bogdanovic,SF,3600,ATL,0.0,0.0
Frank Jackson,PG,3600,DET,13.3,0.5
Guillermo Hernangomez,C,3600,NOR,0.0,0.0
Jaden McDaniels,SF,3500,MIN,0.0,0.0
Josh Hall,SF,3500,OKC,0.0,3.0
Devontae Cacok,PF,3500,LAL,0.0,0.0
Ashton Hagans,SG,3500,MIN,0.0,0.0
Aleksej Pokusevski,PF,3500,OKC,14.9,26.8
Sean McDermott,SF,3500,MEM,0.0,0.0
Quinn Cook,PG,3500,LAL,0.0,8.7
Jaylen Nowell,PG,3500,MIN,0.0,0.0
Jordan McLaughlin,PG,3500,MIN,0.0,0.0
Kenrich Williams,SF,3500,OKC,8.2,27.0
Darius Miller,SF,3500,OKC,0.0,0.0
Tim Frazier,PG,3500,MEM,0.0,7.2
Alfonzo McKinnie,SF,3500,LAL,0.0,6.2
Moses Brown,C,3500,OKC,0.0,14.1
Jordan Nwora,PF,3500,MIL,0.0,0.0
CJ Elleby,SF,3500,POR,0.0,0.0
Onyeka Okongwu,C,3500,ATL,0.0,0.0
Saben Lee,PG,3500,DET,0.0,7.0
Vernon Carey,PF,3500,CHA,0.0,5.4
Grant Riller,SG,3500,CHA,0.0,0.0
Skylar Mays,SG,3500,ATL,0.0,0.0
Thanasis Antetokounmpo,SF,3500,MIL,7.6,3.0
Glenn Robinson III,SF,3500,SAC,12.1,6.0
Amir Coffey,PF,3500,LAC,0.0,0.0
Naji Marshall,SF,3500,NOR,0.0,0.0
Jared Harper,PG,3500,NYK,0.0,0.0
Tyrell Terry,PG,3500,DAL,0.0,0.2
Robert Woodard,PF,3500,SAC,0.0,0.0
Reggie Perry,PF,3500,BKN,14.2,17.0
Nate Darling,SG,3500,CHA,0.0,0.0
Bryn Forbes,SG,3500,MIL,10.2,13.5
Ty-Shon Alexander,SG,3500,PHO,0.0,0.0
Nathan Knight,PF,3500,ATL,0.0,0.0
Mamadi Diakite,PF,3500,MIL,0.0,0.0
Jahmi'us Ramsey,PG,3500,SAC,0.0,0.0
Tyler Bey,SF,3500,DAL,0.0,0.0
Will Magnay,C,3500,NOR,0.0,0.0
Nick Richards,C,3500,CHA,0.0,0.0
Sam Merrill,PG,3500,MIL,0.0,0.0
Nate Hinton,SG,3500,DAL,0.0,0.0
Daniel Oturu,C,3500,LAC,0.0,0.0
Josh Green,SG,3500,DAL,10.0,10.5
Jalen Smith,PF,3500,PHO,0.0,0.0
Kira Lewis,PG,3500,NOR,13.1,14.4
Jaxson Hayes,C,3500,NOR,13.1,19.0
Gary Trent,SG,3500,POR,18.0,29.2
Wesley Iwundu,SG,3500,DAL,17.5,9.1
Bruce Brown,SG,3500,BKN,22.3,32.8
E'Twaun Moore,SF,3500,PHO,0.0,0.0
Rodions Kurucs,PF,3500,BKN,0.0,0.0
Nemanja Bjelica,PF,3500,SAC,0.0,0.0
Jaylen Adams,PG,3500,MIL,0.0,0.0
Anfernee Simons,PG,3500,POR,0.0,0.0
Patrick Patterson,PF,3500,LAC,0.0,0.0
D.J. Wilson,PF,3500,MIL,0.0,0.0
Rodney Hood,SF,3500,POR,8.9,3.0
Boban Marjanovic,C,3500,DAL,16.9,14.0
Pat Connaughton,SG,3500,MIL,13.8,17.1
Frank Kaminsky,PF,3500,PHO,0.0,0.0
Rodney McGruder,SG,3500,DET,0.0,0.0
Harry Giles,PF,3500,POR,0.0,0.0
Dennis Smith Jr.,PG,3500,NYK,0.0,0.0
Langston Galloway,SG,3500,PHO,0.0,0.0
Jahlil Okafor,C,3500,DET,0.0,3.6
Wenyen Gabriel,PF,3500,NOR,0.0,0.0
Sindarius Thornwell,SG,3500,NOR,16.2,4.2
Jalen McDaniels,PF,3500,CHA,0.0,0.0
Damian Jones,C,3500,PHO,0.0,0.0
Nassir Little,SF,3500,POR,0.0,0.0
Cody Martin,SG,3500,CHA,0.0,18.3
Deividas Sirvydis,SG,3500,DET,0.0,0.0
Sekou Doumbouya,PF,3500,DET,0.0,0.0
Kyle Guy,SG,3500,SAC,0.0,0.0
Mfiondu Kabengele,SF,3500,LAC,0.0,0.0
Chris Chiozza,PG,3500,BKN,17.0,25.1
Terance Mann,SG,3500,LAC,0.0,0.0
Nerlens Noel,PF,3500,NYK,14.5,12.1
Theo Pinson,SG,3500,NYK,0.0,0.0
Bruno Fernando,PF,3500,ATL,0.0,0.0
Ignas Brazdeikis,SF,3500,NYK,0.0,0.0
Justin James,SG,3500,SAC,0.0,0.0
Abdel Nader,SF,3500,PHO,0.0,0.0
Nicolo Melli,PF,3500,NOR,13.7,11.1
