Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,16,,PG,11300,DAL,@CHA,3,112,38,25,102,105,-9%,21,20,20,39,35,34,53.1,50.5,36.0,64.9,36.5,53.4,4.7,34.8,77.1,6.8
Giannis Antetokounmpo,5,,PF,11000,MIL,@DET,1,118,35,27,102,111,8%,21,20,18,30,31,31,51.1,49.6,37.2,61.9,32.0,51.5,4.7,33.5,59.0,5.4
Karl-Anthony Towns,7,,C,10500,MIN,MEM,3,112,27,27,102,104,9%,18,15,15,34,32,32,50.4,50.4,48.0,52.8,32.0,47.4,4.5,34.4,51.3,4.9
Kevin Durant,21,,SF,10100,BKN,@NYK,0,110,31,27,99,107,-13%,20,19,18,37,37,35,53.0,48.7,41.0,56.4,35.0,51.9,5.1,30.4,43.6,4.3
LeBron James,6,,SF,9900,LAL,@OKC,0,113,34,24,103,106,5%,18,18,18,30,33,32,44.6,45.3,37.9,52.7,33.0,46.6,4.7,27.5,41.7,4.2
Anthony Davis,6,,PF,9800,LAL,@OKC,0,113,26,26,103,106,18%,10,14,16,29,32,33,48.4,44.8,34.0,55.6,33.0,46.3,4.7,24.6,27.9,2.8
Kyrie Irving,,O,PG,9500,BKN,@NYK,7,110,30,27,99,107,1%,20,21,20,34,34,33,45.8,46.1,36.6,55.6,0.0,0.0,0.0,,0.0,0.0
C.J. McCollum,14,,SG,9200,POR,@SAC,1,120,29,27,104,115,10%,21,20,21,34,34,35,44.5,45.1,35.9,54.4,36.0,42.9,4.7,42.5,50.4,5.5
Kawhi Leonard,3,,SF,9200,LAC,NOR,2,113,30,25,101,105,-10%,20,19,19,36,36,35,41.4,45.5,33.6,57.3,35.0,46.0,5.0,38.9,52.7,5.7
Damian Lillard,13,P,PG,9200,POR,@SAC,1,120,30,23,104,115,16%,16,19,19,35,35,35,43.0,41.9,30.4,53.3,36.5,46.3,5.0,42,69.7,7.6
Julius Randle,12,,PF,9100,NYK,BKN,1,107,29,19,106,106,10%,13,17,16,34,36,37,45.1,44.0,33.0,54.9,37.5,46.2,5.1,40.3,49.9,5.5
Paul George,6,,SG,9000,LAC,NOR,2,113,29,24,101,105,-10%,16,19,17,40,39,35,48.4,42.7,31.7,53.7,36.5,43.6,4.8,38.4,43.2,4.8
Shai Gilgeous-Alexander,6,,SG,8800,OKC,LAL,0,105,27,21,103,102,-9%,13,14,15,35,34,34,42.6,39.0,27.8,50.3,34.5,40.8,4.6,27.3,18.9,2.1
Brandon Ingram,12,,SF,8800,NOR,@LAC,4,104,30,23,99,111,-11%,13,18,18,36,35,35,43.2,42.9,31.9,53.8,37.5,45.7,5.2,38.4,35.7,4.1
Trae Young,3,,PG,8800,ATL,@PHO,1,110,35,22,98,108,-14%,19,17,17,31,34,33,33.7,39.8,27.7,51.9,0.0,0.0,0.0,,0.0,0.0
Ja Morant,,O,PG,8500,MEM,@MIN,15,110,38,31,104,112,2%,14,18,18,23,27,27,40.3,40.3,11.2,69.4,0.0,0.0,0.0,,0.0,0.0
Jerami Grant,3,,SF,8300,DET,MIL,2,108,26,21,105,105,-5%,17,19,19,39,37,37,42.4,39.8,29.7,49.8,35.0,37.5,4.5,35.4,34.3,4.1
Caris LeVert,3,,PG,8000,BKN,@NYK,0,110,31,19,99,107,-10%,16,20,17,31,30,28,41.4,35.3,20.4,50.2,0.0,0.0,0.0,,0.0,0.0
Kristaps Porzingis,3,,PF,8000,DAL,@CHA,n/a,112,,,102,105,25%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,25.5,31.4,3.9,21.1,26.8,3.4
Devin Booker,2,,SG,7800,PHO,ATL,1,117,29,16,103,107,-11%,20,17,17,34,37,36,38.5,34.7,27.3,42.1,0.0,0.0,0.0,,0.0,0.0
Gordon Hayward,5,,SF,7800,CHA,DAL,1,109,26,19,100,104,-10%,16,18,17,35,36,36,39.5,39.8,27.6,52.0,36.0,37.3,4.8,26.8,25.3,3.2
Zion Williamson,3,O,PF,7700,NOR,@LAC,4,104,28,22,99,111,-11%,20,15,16,33,30,32,34.2,36.2,24.8,47.5,0.0,0.0,0.0,,0.0,0.0
Jrue Holiday,6,,PG,7600,MIL,@DET,1,118,20,19,102,111,6%,11,11,12,33,33,31,34.1,34.0,24.9,43.1,32.5,34.0,4.5,36.9,46.7,6.1
D'Angelo Russell,6,,SG,7500,MIN,MEM,2,112,31,16,102,104,-14%,22,19,17,35,33,31,40.3,33.3,20.9,45.7,32.0,35.2,4.7,36.1,41.6,5.5
LaMelo Ball,13,,PG,7400,CHA,DAL,1,109,26,20,100,104,-25%,13,13,11,30,28,25,41.7,34.1,21.0,47.3,29.5,37.3,5.0,25.4,17.9,2.4
Khris Middleton,4,,SF,7400,MIL,@DET,1,118,26,25,102,111,6%,17,15,15,33,34,32,38.4,39.3,31.8,46.7,33.0,38.5,5.2,31.3,27.4,3.7
De'Aaron Fox,13,,PG,7300,SAC,POR,1,116,29,16,104,110,8%,14,15,16,32,31,33,33.5,36.2,23.0,49.4,34.0,38.4,5.3,36.4,46.2,6.3
John Collins,2,,PF,7200,ATL,@PHO,1,110,21,21,98,108,0%,7,11,12,27,31,28,28.8,31.0,23.4,38.6,0.0,0.0,0.0,,0.0,0.0
Jarrett Allen,5,,C,7200,BKN,@NYK,0,110,15,21,99,107,9%,7,7,5,34,32,27,34.8,30.8,20.3,41.4,0.0,0.0,0.0,,0.0,0.0
Chris Paul,4,,PG,7100,PHO,ATL,1,117,22,18,103,107,4%,10,11,11,35,35,32,34.9,33.3,24.0,42.5,0.0,0.0,0.0,,0.0,0.0
Jonas Valanciunas,10,,C,6900,MEM,@MIN,1,110,22,18,104,112,13%,8,11,10,22,25,27,29.2,32.3,24.9,39.7,27.0,34.5,5.0,30.2,49.7,7.2
Harrison Barnes,5,,SF,6800,SAC,POR,1,116,19,19,104,110,2%,11,10,12,35,34,35,33.3,32.5,23.9,41.1,35.5,31.4,4.6,35.2,21.7,3.2
Tim Hardaway Jr.,5,,SG,6800,DAL,@CHA,3,112,23,17,102,105,-9%,16,16,14,33,34,30,31.3,27.9,19.3,36.6,34.5,28.1,4.1,33.4,30.9,4.5
Steven Adams,4,,C,6800,NOR,@LAC,4,104,14,18,99,111,-9%,6,8,7,35,33,31,31.5,30.1,23.4,36.7,33.0,31.4,4.6,29,28.7,4.2
Deandre Ayton,2,,C,6700,PHO,ATL,1,117,18,17,103,107,-6%,10,10,10,29,31,30,29.7,30.7,24.9,36.5,0.0,0.0,0.0,,0.0,0.0
Terry Rozier,3,,PG,6700,CHA,DAL,1,109,24,18,100,104,-25%,12,11,14,35,32,32,30.4,32.0,20.2,43.8,33.0,29.6,4.4,36.4,27.2,4.1
PJ Washington,4,,PF,6500,CHA,DAL,1,109,20,14,100,104,-8%,11,10,10,34,32,28,34.5,28.5,16.2,40.8,31.5,30.0,4.6,32.3,38.0,5.8
Darius Bazley,3,,PF,6400,OKC,LAL,0,105,18,11,103,102,-6%,10,12,11,33,30,30,26.4,26.5,16.4,36.6,32.0,27.6,4.3,24.6,11.0,1.7
Jusuf Nurkic,6,Q,C,6400,POR,@SAC,1,120,21,15,104,115,17%,7,10,9,16,21,23,27.0,25.8,14.9,36.7,26.5,32.5,5.1,30.3,44.4,6.9
Clint Capela,,,C,6400,ATL,@PHO,1,110,17,18,98,108,-5%,9,9,8,27,28,26,33.1,30.9,23.3,38.6,0.0,0.0,0.0,,0.0,0.0
Richaun Holmes,7,P,C,6400,SAC,POR,1,116,16,22,104,110,4%,9,8,8,30,28,28,31.2,31.4,18.1,44.7,30.0,32.9,5.1,34.7,39.8,6.2
Dillon Brooks,2,,SG,6300,MEM,@MIN,1,110,28,13,104,112,-4%,17,15,17,31,30,30,28.5,30.7,23.9,37.4,29.5,29.7,4.7,27.6,17.4,2.8
R.J. Barrett,12,,SF,6300,NYK,BKN,1,107,23,10,106,106,-3%,16,17,17,34,38,38,33.3,31.8,22.3,41.3,37.0,32.7,5.2,38.1,30.5,4.8
Tyus Jones,3,,PG,6200,MEM,@MIN,1,110,17,14,104,112,2%,11,10,8,31,31,27,30.9,24.7,13.8,35.6,30.0,29.1,4.7,27.5,25.1,4.0
De'Andre Hunter,1,,SF,6200,ATL,@PHO,1,110,18,18,98,108,-18%,10,12,11,28,32,32,34.0,30.2,22.2,38.2,0.0,0.0,0.0,,0.0,0.0
Blake Griffin,1,,PF,6100,DET,MIL,2,108,21,13,105,105,-5%,13,10,12,37,29,32,25.9,28.9,19.3,38.4,30.5,28.7,4.7,32.1,28.4,4.7
