Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,9,,PF,11300,MIL,@BKN,2,122,35,27,105,107,2%,18,18,18,32,30,31,46.1,49.7,37.9,61.5,33.0,53.0,4.7,39.8,63.9,5.7
Luka Doncic,6,,PG,11200,DAL,@TOR,0,109,38,27,104,108,4%,27,24,22,37,37,35,67.5,55.9,39.6,72.2,35.5,53.2,4.8,34.6,33.9,3.0
Kevin Durant,7,,SF,10500,BKN,MIL,1,118,32,28,104,105,-2%,22,20,19,35,36,35,52.2,49.3,41.3,57.3,36.5,50.4,4.8,35.7,52.8,5.0
James Harden,8,,SG,10300,BKN,MIL,1,118,31,24,104,105,-5%,17,15,17,35,36,37,46.2,50.1,35.8,64.5,37.0,53.6,5.2,40.8,56.2,5.5
Christian Wood,7,,PF,9800,HOU,@CHI,1,114,26,23,107,112,-3%,19,19,18,38,32,34,42.6,44.0,33.6,54.4,34.0,46.2,4.7,30.7,42.3,4.3
Stephen Curry,7,,PG,9800,GSW,@LAL,3,110,32,23,103,102,-13%,20,19,21,36,37,35,40.9,45.2,31.5,58.9,35.0,45.2,4.6,35.6,36.7,3.7
Anthony Davis,10,P,PF,9500,LAL,GSW,2,118,26,26,107,108,7%,12,15,16,31,32,33,49.5,45.2,34.9,55.6,32.5,48.4,5.1,37,61.9,6.5
Kyrie Irving,1,O,PG,9500,BKN,MIL,12,118,31,27,104,105,0%,20,21,20,34,34,33,45.8,46.1,36.6,55.6,0.0,0.0,0.0,,0.0,0.0
LeBron James,7,Q,SF,9500,LAL,GSW,2,118,33,25,107,108,-6%,16,17,18,29,30,32,42.7,45.2,38.3,52.1,32.5,47.8,5.0,38,30.5,3.2
Zach LaVine,12,,SG,9300,CHI,HOU,0,112,30,20,103,106,1%,14,20,19,37,38,36,48.2,42.2,28.9,55.4,37.0,43.7,4.7,36.7,52.3,5.6
Pascal Siakam,7,,SF,8200,TOR,DAL,1,113,25,16,101,103,1%,15,15,16,35,36,36,41.3,38.6,26.9,50.2,36.0,40.3,4.9,33.8,27.1,3.3
Chris Boucher,8,,PF,8100,TOR,DAL,1,113,20,29,101,103,1%,10,11,10,30,29,25,43.9,36.9,23.9,49.9,29.0,37.4,4.6,27.7,47.0,5.8
Fred Van Vleet,4,,SG,8000,TOR,DAL,1,113,25,18,101,103,-26%,18,18,18,36,36,36,34.0,39.3,28.5,50.1,36.5,37.9,4.7,33.5,29.8,3.7
Khris Middleton,12,,SF,8000,MIL,@BKN,2,122,26,23,105,107,-4%,16,17,15,34,34,32,38.9,38.6,31.0,46.2,34.0,40.3,5.0,36.2,45.8,5.7
Ja Morant,,,PG,7800,MEM,PHO,1,106,35,26,98,108,-15%,11,17,17,22,28,28,36.7,36.7,11.9,61.5,32.0,35.6,4.6,34,40.6,5.2
Devin Booker,1,,SG,7800,PHO,@MEM,6,112,29,16,103,104,-7%,20,17,17,34,37,36,38.5,34.7,27.3,42.1,35.5,35.5,4.6,35.3,21.6,2.8
Jrue Holiday,10,,PG,7600,MIL,@BKN,2,122,20,19,105,107,-4%,14,13,12,36,34,32,37.3,35.0,25.9,44.0,34.0,35.8,4.7,37.3,35.8,4.7
John Wall,,O,PG,7600,HOU,@CHI,1,114,26,16,107,112,20%,13,13,15,32,33,34,30.4,35.4,23.4,47.3,0.0,0.0,0.0,,0.0,0.0
Coby White,5,,PG,7500,CHI,HOU,0,112,23,11,103,106,8%,13,15,15,35,37,35,31.8,29.8,18.9,40.7,36.0,32.8,4.4,31.7,23.8,3.2
Victor Oladipo,13,,SG,7500,HOU,@CHI,5,114,27,17,107,112,0%,21,19,17,34,36,33,37.3,37.1,31.9,42.4,32.5,36.2,4.8,32.1,50.5,6.7
Kyle Lowry,9,,PG,7400,TOR,DAL,1,113,23,16,101,103,-26%,12,14,14,36,36,36,37.6,36.9,31.5,42.4,36.0,37.2,5.0,35.1,43.3,5.9
Chris Paul,1,,PG,7100,PHO,@MEM,6,112,22,18,103,104,3%,10,11,11,35,35,32,34.9,33.3,24.0,42.5,31.5,36.3,5.1,31.3,33.1,4.7
Kristaps Porzingis,7,,PF,6900,DAL,@TOR,0,109,29,13,104,108,8%,19,18,18,31,28,28,31.0,31.0,26.5,35.4,30.0,35.8,5.2,31.9,40.3,5.8
Jonas Valanciunas,,O,C,6800,MEM,PHO,1,106,23,19,98,108,-5%,13,12,11,25,27,28,33.4,33.9,25.1,42.7,0.0,0.0,0.0,,0.0,0.0
Andrew Wiggins,4,,SG,6700,GSW,@LAL,3,110,23,13,103,102,3%,17,14,15,35,33,33,32.8,31.7,21.5,41.9,34.0,31.1,4.6,31.8,26.1,3.9
Deandre Ayton,2,,C,6700,PHO,@MEM,6,112,18,17,103,104,9%,10,10,10,29,31,30,29.7,30.7,24.9,36.5,31.5,35.5,5.3,34.6,41.7,6.2
Tim Hardaway Jr.,3,,SG,6400,DAL,@TOR,0,109,22,17,104,108,4%,17,16,14,35,33,31,33.4,28.6,20.7,36.5,32.0,26.1,4.1,26.7,5.5,0.9
Brandon Clarke,,,PF,6200,MEM,PHO,1,106,20,14,98,108,0%,15,15,13,32,31,30,34.3,28.9,19.6,38.3,31.0,31.2,5.0,34.8,32.5,5.2
Lauri Markkanen,9,,PF,6100,CHI,HOU,0,112,23,19,103,106,-3%,17,14,13,34,29,29,29.6,30.8,19.9,41.6,31.5,31.8,5.2,33.7,30.4,5.0
Dennis Schroder,5,,PG,6000,LAL,GSW,2,118,23,12,107,108,8%,13,11,13,31,31,31,30.3,27.5,20.2,34.8,30.5,28.3,4.7,33.1,38.5,6.4
Dillon Brooks,,,SG,6000,MEM,PHO,1,106,28,11,98,108,-19%,15,15,16,27,29,30,25.9,28.8,21.2,36.3,28.0,24.6,4.1,22.2,8.9,1.5
Wendell Carter,4,,C,5900,CHI,HOU,0,112,19,17,103,106,2%,8,10,9,30,28,27,33.1,28.5,19.6,37.4,27.5,29.2,4.9,20.8,21.1,3.6
Kyle Anderson,,,SF,5800,MEM,PHO,1,106,21,14,98,108,-19%,8,8,11,27,28,30,28.1,29.6,20.0,39.2,29.0,27.3,4.7,27.9,29.6,5.1
Bobby Portis,,,PF,5800,MIL,@BKN,2,122,18,19,105,107,-2%,9,9,9,20,24,24,25.4,26.0,16.0,36.0,21.0,22.0,3.8,14.4,18.4,3.2
O.G. Anunoby,7,,SF,5800,TOR,DAL,1,113,15,13,101,103,-1%,11,11,10,34,36,35,31.4,29.4,20.7,38.1,35.5,28.7,4.9,32.9,34.2,5.9
Mikal Bridges,0,,SF,5700,PHO,@MEM,6,112,15,18,103,104,-1%,14,11,10,30,32,33,27.5,28.3,21.5,35.1,34.5,28.0,4.9,30.8,34.6,6.1
Tyus Jones,,,PG,5600,MEM,PHO,1,106,18,14,98,108,-15%,10,10,9,22,27,26,28.9,24.3,14.4,34.3,16.0,14.3,2.6,22.2,24.5,4.4
Montrezl Harrell,5,,C,5400,LAL,GSW,2,118,20,23,107,108,7%,11,11,9,23,25,24,29.5,26.1,19.4,32.8,23.5,26.9,5.0,28.1,34.1,6.3
Kelly Oubre,3,,SF,5400,GSW,@LAL,3,110,21,8,103,102,3%,11,11,12,30,27,27,22.3,23.9,15.8,32.1,28.5,25.5,4.7,37.1,39.8,7.4
