"C","C","W","W","D","D","UTIL","UTIL","G","","Instructions"
"","","","","","","","","","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","54683-64102:Connor McDavid","54683-64102","C","Connor","Connor McDavid","McDavid","23.325000762939453","16","9000","WPG@EDM","EDM","WPG","","","","",""
"","","","","","","","","","","54683-8233:Curtis McElhinney","54683-8233","G","Curtis","Curtis McElhinney","McElhinney","26.399999618530273","1","8600","FLA@TB","TB","FLA","","","","",""
"","","","","","","","","","","54683-70899:Auston Matthews","54683-70899","C","Auston","Auston Matthews","Matthews","21.650000435965403","14","8600","OTT@TOR","TOR","OTT","","","","",""
"","","","","","","","","","","54683-54565:Andrei Vasilevskiy","54683-54565","G","Andrei","Andrei Vasilevskiy","Vasilevskiy","22.666666666666668","12","8600","FLA@TB","TB","FLA","","","","",""
"","","","","","","","","","","54683-8262:Patrick Kane","54683-8262","W","Patrick","Patrick Kane","Kane","19.368749618530273","16","8500","CHI@DET","CHI","DET","","","","",""
"","","","","","","","","","","54683-12619:Jack Campbell","54683-12619","G","Jack","Jack Campbell","Campbell","23.200000762939453","2","8400","OTT@TOR","TOR","OTT","IR","Leg","","",""
"","","","","","","","","","","54683-23072:Frederik Andersen","54683-23072","G","Frederik","Frederik Andersen","Andersen","18.399999765249397","13","8400","OTT@TOR","TOR","OTT","","","","",""
"","","","","","","","","","","54683-11294:Michael Hutchinson","54683-11294","G","Michael","Michael Hutchinson","Hutchinson","11.5","16","8400","OTT@TOR","TOR","OTT","","","","",""
"","","","","","","","","","","54683-8655:Steven Stamkos","54683-8655","W","Steven","Steven Stamkos","Stamkos","18.818181818181817","11","8300","FLA@TB","TB","FLA","","","","",""
"","","","","","","","","","","54683-58331:Leon Draisaitl","54683-58331","C","Leon","Leon Draisaitl","Draisaitl","20.537500381469727","16","8300","WPG@EDM","EDM","WPG","","","","",""
"","","","","","","","","","","54683-8732:Semyon Varlamov","54683-8732","G","Semyon","Semyon Varlamov","Varlamov","22.719999694824217","10","8200","NYI@BUF","NYI","BUF","","","","",""
"","","","","","","","","","","54683-9052:James Reimer","54683-9052","G","James","James Reimer","Reimer","17.94285692487444","7","8200","CBJ@CAR","CAR","CBJ","","","","",""
"","","","","","","","","","","54683-97232:Ilya Sorokin","54683-97232","G","Ilya","Ilya Sorokin","Sorokin","5.066666603088379","3","8200","NYI@BUF","NYI","BUF","","","","",""
"","","","","","","","","","","54683-15400:Petr Mrazek","54683-15400","G","Petr","Petr Mrazek","Mrazek","19.600000381469727","4","8200","CBJ@CAR","CAR","CBJ","O","Thumb","","",""
"","","","","","","","","","","54683-59226:Alex Nedeljkovic","54683-59226","G","Alex","Alex Nedeljkovic","Nedeljkovic","12","2","8200","CBJ@CAR","CAR","CBJ","","","","",""
"","","","","","","","","","","54683-70635:David Rittich","54683-70635","G","David","David Rittich","Rittich","2.799999952316284","2","8100","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54683-12283:Jacob Markstrom","54683-12283","G","Jacob","Jacob Markstrom","Markstrom","22.133333841959637","12","8100","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54683-8893:Anton Khudobin","54683-8893","G","Anton","Anton Khudobin","Khudobin","14.971429007393974","7","7900","NSH@DAL","DAL","NSH","","","","",""
"","","","","","","","","","","54683-103202:Jake Oettinger","54683-103202","G","Jake","Jake Oettinger","Oettinger","12.800000508626303","6","7900","NSH@DAL","DAL","NSH","","","","",""
"","","","","","","","","","","54683-66556:Landon Bow","54683-66556","G","Landon","Landon Bow","Bow","0","0","7900","NSH@DAL","DAL","NSH","","","","",""
"","","","","","","","","","","54683-66683:Mitchell Marner","54683-66683","W","Mitchell","Mitchell Marner","Marner","18.740000406901043","15","7900","OTT@TOR","TOR","OTT","","","","",""
"","","","","","","","","","","54683-66693:Sam Montembeault","54683-66693","G","Sam","Sam Montembeault","Montembeault","11.257143293108259","14","7800","FLA@TB","FLA","TB","","","","",""
"","","","","","","","","","","54683-58926:Brayden Point","54683-58926","C","Brayden","Brayden Point","Point","17.253846388596756","13","7800","FLA@TB","TB","FLA","","","","",""
"","","","","","","","","","","54683-42853:Chris Driedger","54683-42853","G","Chris","Chris Driedger","Driedger","22.88000030517578","5","7800","FLA@TB","FLA","TB","","","","",""
"","","","","","","","","","","54683-12163:Sergei Bobrovsky","54683-12163","G","Sergei","Sergei Bobrovsky","Bobrovsky","15.771428789411273","7","7800","FLA@TB","FLA","TB","","","","",""
"","","","","","","","","","","54683-15271:Laurent Brossoit","54683-15271","G","Laurent","Laurent Brossoit","Brossoit","22.933334350585938","3","7700","WPG@EDM","WPG","EDM","","","","",""
"","","","","","","","","","","54683-58909:Connor Hellebuyck","54683-58909","G","Connor","Connor Hellebuyck","Hellebuyck","19.12727217240767","11","7700","WPG@EDM","WPG","EDM","","","","",""
"","","","","","","","","","","54683-82115:Stuart Skinner","54683-82115","G","Stuart","Stuart Skinner","Skinner","18.399999618530273","1","7600","WPG@EDM","EDM","WPG","","","","",""
"","","","","","","","","","","54683-73946:Sebastian Aho","54683-73946","C","Sebastian","Sebastian Aho","Aho","12.808333079020182","12","7600","CBJ@CAR","CAR","CBJ","","","","",""
"","","","","","","","","","","54683-8672:Mike Smith","54683-8672","G","Mike","Mike Smith","Smith","40","2","7600","WPG@EDM","EDM","WPG","","","","",""
"","","","","","","","","","","54683-9039:Mikko Koskinen","54683-9039","G","Mikko","Mikko Koskinen","Koskinen","15.13846177321214","13","7600","WPG@EDM","EDM","WPG","DTD","Not injury related","","",""
"","","","","","","","","","","54683-15321:Mark Scheifele","54683-15321","C","Mark","Mark Scheifele","Scheifele","16.94285692487444","14","7600","WPG@EDM","WPG","EDM","","","","",""
"","","","","","","","","","","54683-54514:Johnny Gaudreau","54683-54514","W","Johnny","Johnny Gaudreau","Gaudreau","14.385713849748884","14","7600","CGY@VAN","CGY","VAN","","","","",""
