Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Curtis McElhinney,,,G,8600,TB,FLA,1,60%,2.70,12.0,10.0,10.0,0.958,0.958,5.3,4.4,4.4,-6.4,15.2,20.6,2.4,-12.0,-1.4
Frederik Andersen,,,G,8400,TOR,OTT,1,72%,2.51,59.6,61.7,61.7,0.909,0.909,23.2,18.4,18.4,6.8,30.0,22.7,2.7,-4.0,-0.5
James Reimer,,,G,8200,CAR,CLS,3,62%,2.64,61.6,60.7,60.7,0.889,0.889,16.2,17.9,17.9,7.8,28.1,18.5,2.3,29.6,3.6
Semyon Varlamov,,,G,8200,NYI,@BUF,1,54%,2.64,61.7,60.5,60.5,0.926,0.926,21.1,21.5,21.5,4.0,39.0,19.3,2.4,24.0,2.9
Jacob Markstrom,,,G,8100,CGY,@VAN,1,54%,2.88,59.5,60.0,60.0,0.925,0.925,21.9,22.1,22.1,6.6,37.7,18.0,2.2,24.0,3.0
Anton Khudobin,,,G,7900,DAL,NSH,3,57%,2.54,42.4,49.1,49.1,0.902,0.902,3.5,13.1,13.1,-4.1,30.3,20.3,2.6,0.0,0.0
Chris Driedger,,,G,7800,FLA,@TB,1,40%,3.30,48.8,43.4,43.4,0.935,0.935,17.6,15.8,15.8,3.8,27.8,15.2,1.9,17.6,2.3
Connor Hellebuyck,,,G,7700,WPG,@EDM,1,44%,3.44,60.6,60.2,60.2,0.921,0.921,19.5,19.1,19.1,9.3,29.0,16.3,2.1,24.0,3.1
Mike Smith,,,G,7600,EDM,WPG,3,56%,3.06,40.0,40.0,40.0,0.985,0.985,26.7,26.7,26.7,1.3,52.0,17.8,2.3,-10.4,-1.4
Malcolm Subban,,,G,7400,CHI,@DET,7,53%,2.67,25.0,30.6,30.6,0.913,0.913,9.8,8.5,8.5,-4.7,21.8,20.6,2.8,25.6,3.5
Joonas Korpisalo,,,G,7200,CLS,@CAR,1,38%,3.36,59.6,57.8,57.8,0.894,0.894,10.6,14.1,14.1,1.0,27.2,13.8,1.9,-4.0,-0.6
Pekka Rinne,,,G,7100,NSH,@DAL,1,42%,2.96,43.2,39.9,39.9,0.907,0.907,12.8,10.2,10.2,0.4,20.0,15.9,2.2,0.0,0.0
Linus Ullmark,,,G,7000,BUF,NYI,15,46%,2.86,63.5,62.6,62.6,0.914,0.914,20.3,18.1,18.1,10.4,25.9,18.0,2.6,8.8,1.3
Thatcher Demko,,,G,6900,VAN,CGY,1,46%,3.12,58.8,53.6,53.6,0.899,0.899,11.5,14.0,14.0,-1.4,29.4,17.0,2.5,2.4,0.3
John Gibson,,,G,6800,ANH,@SJ,3,51%,2.72,49.4,55.3,55.3,0.920,0.920,11.0,18.4,18.4,-0.5,37.3,19.5,2.9,8.8,1.3
Martin Jones,,,G,6800,SJ,ANH,1,49%,2.78,52.9,50.0,50.0,0.866,0.866,4.6,10.1,10.1,-5.4,25.6,16.3,2.4,24.8,3.6
Thomas Greiss,,,G,6700,DET,CHI,3,47%,2.83,49.9,52.1,52.1,0.898,0.898,10.9,8.9,8.9,-4.0,21.8,18.9,2.8,4.8,0.7
Marcus Hogberg,,,G,6600,OTT,@TOR,1,28%,3.99,32.8,39.4,39.4,0.859,0.859,5.6,3.7,3.7,-7.5,15.0,12.7,1.9,18.4,2.8
