Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Nikola Jokic,21,,C,11200,DEN,GSW,1,115,30,31,107,108,1%,16,18,16,32,34,35,57.5,56.3,43.9,68.8,34.5,54.5,4.9,35.9,60.8,5.4
Joel Embiid,8,,C,10200,PHI,MIA,1,116,30,30,104,107,-7%,20,17,16,31,31,32,55.0,51.6,36.5,66.7,33.0,49.9,4.9,23.6,16.5,1.6
Stephen Curry,18,,PG,9600,GSW,@DEN,1,111,32,23,100,112,17%,17,18,20,37,35,34,40.4,44.5,30.3,58.6,35.5,45.8,4.8,37,53.2,5.5
C.J. McCollum,6,,SG,9500,POR,IND,0,116,29,26,103,107,-2%,21,20,21,41,35,35,44.4,45.6,36.7,54.5,36.5,42.1,4.4,34.1,33.6,3.5
Damian Lillard,10,,PG,9200,POR,IND,0,116,30,25,103,107,-6%,20,19,19,41,36,36,49.4,44.4,30.7,58.1,37.0,45.9,5.0,35.8,33.2,3.6
Domas Sabonis,15,,PF,9200,IND,@POR,1,113,25,20,104,111,-5%,18,18,16,38,38,38,45.4,44.1,35.6,52.7,37.5,48.8,5.3,38.5,51.5,5.6
Pascal Siakam,14,,PF,8900,TOR,CHA,2,115,25,18,102,105,26%,18,17,17,39,36,36,46.2,40.1,28.2,52.0,36.5,42.7,4.8,37.7,39.4,4.4
Jimmy Butler,0,O,SF,8600,MIA,@PHI,1,107,25,22,105,105,8%,19,12,13,35,28,29,34.9,37.1,18.5,55.7,0.0,0.0,0.0,0,0.0,0.0
Malcolm Brogdon,15,,PG,8600,IND,@POR,1,113,25,22,104,111,-6%,18,20,18,35,39,38,46.6,42.1,32.2,51.9,37.5,42.7,5.0,34.8,48.5,5.6
Fred Van Vleet,6,,SG,8200,TOR,CHA,2,115,24,19,102,105,-2%,17,17,17,38,36,36,38.6,39.1,27.6,50.6,36.5,39.1,4.8,35.5,26.2,3.2
Ben Simmons,7,,PG,8200,PHI,MIA,1,116,21,15,104,107,0%,8,9,9,32,34,33,36.0,38.0,29.9,46.2,34.0,40.4,4.9,34.4,44.0,5.4
