Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Nathan MacKinnon,C,8800,COL,ANH,1,15.7,6.4
Connor McDavid,C,8700,EDM,TOR,1,16.2,23.2
Max Pacioretty,W,8300,VGK,ARI,1,11.9,4.8
Sidney Crosby,C,8300,PIT,NYR,1,12.6,4.8
Artemi Panarin,W,8200,NYR,PIT,2,13.3,13.3
John Tavares,C,8000,TOR,EDM,1,11.9,20.5
Patrick Kane,W,8000,CHI,DET,1,14.0,25.8
Leon Draisaitl,C,7900,EDM,TOR,2,15.3,18.8
Mitchell Marner,W,7800,TOR,EDM,1,12.6,23.7
Evgeni Malkin,C,7700,PIT,NYR,2,13.5,9.6
Mikko Rantanen,W,7700,COL,ANH,1,12.0,16.8
Mika Zibanejad,C,7600,NYR,PIT,1,14.2,6.4
Mark Stone,W,7600,VGK,ARI,1,11.6,14.9
Jack Eichel,C,7600,BUF,WAS,1,14.2,9.6
Jake Guentzel,W,7500,PIT,NYR,1,13.4,4.8
Taylor Hall,W,7400,BUF,WAS,1,12.2,4.8
Ryan Nugent-Hopkins,W,7300,EDM,TOR,1,10.9,12.8
Evander Kane,W,7200,SJ,MIN,1,10.4,1.6
Logan Couture,C,7200,SJ,MIN,2,10.1,1.6
Filip Forsberg,W,7100,NSH,DAL,1,10.7,8.0
Jamie Benn,W,7000,DAL,NSH,1,9.2,4.8
Dylan Larkin,C,6900,DET,CHI,1,11.1,21.6
Alex Pietrangelo,D,6900,VGK,ARI,30,10.4,4.8
Phil Kessel,W,6800,ARI,VGK,2,8.5,4.8
Brent Burns,D,6800,SJ,MIN,32,11.0,14.4
Gabriel Landeskog,W,6800,COL,ANH,1,11.0,29.6
Roman Josi,D,6600,NSH,DAL,34,12.3,12.8
William Nylander,W,6500,TOR,EDM,2,10.4,18.1
John Carlson,D,6500,WAS,BUF,36,12.4,20.8
T.J. Oshie,W,6500,WAS,BUF,2,9.0,11.2
Nicklas Backstrom,C,6400,WAS,BUF,1,10.5,20.0
Jonathan Audy-Marchessault,W,6400,VGK,ARI,2,10.2,4.8
Victor Olofsson,W,6300,BUF,WAS,2,9.3,14.4
Anthony Mantha,W,6300,DET,CHI,2,11.3,3.2
Nazem Kadri,C,6200,COL,ANH,2,8.4,4.8
Shea Theodore,D,6200,VGK,ARI,43,9.2,28.5
Kevin Fiala,W,6100,MIN,SJ,2,10.3,15.2
Kris Letang,D,6100,PIT,NYR,45,10.8,4.8
Alexander Radulov,W,6100,DAL,NSH,2,9.2,37.8
Tomas Hertl,C,6100,SJ,MIN,1,10.2,1.6
Chris Kreider,W,5900,NYR,PIT,1,9.3,1.6
Timo Meier,W,5800,SJ,MIN,1,10.1,3.2
Alex DeBrincat,W,5700,CHI,DET,1,10.5,26.6
Viktor Arvidsson,W,5700,NSH,DAL,1,8.8,6.4
Cale Makar,D,5700,COL,ANH,52,10.0,14.4
