Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Robin Lehner,,,G,8700,VGK,@ARI,1,62%,2.44,39.8,39.8,39.8,0.926,0.926,16.0,16.0,16.0,1.6,30.4,19.6,2.3,0.8,0.1
Philipp Grubauer,1,,G,8500,COL,@ANH,2,63%,2.41,73.0,73.0,73.0,0.923,0.923,19.2,19.2,19.2,7.7,30.7,21.7,2.6,32.8,3.9
Cameron Talbot,1,,G,8200,MIN,SJ,3,61%,2.69,61.8,61.8,61.8,0.926,0.926,21.9,21.9,21.9,17.5,26.3,19.0,2.3,4.8,0.6
Frederik Andersen,,,G,8000,TOR,EDM,1,60%,2.72,66.4,66.4,66.4,0.886,0.886,12.6,12.6,12.6,-2.2,27.4,20.4,2.5,28.0,3.5
Tristan Jarry,,,G,7900,PIT,NYR,4,57%,3.00,23.8,23.8,23.8,0.667,0.667,-8.8,-8.8,-8.8,-9.6,-8.0,17.8,2.3,24.8,3.1
Anton Khudobin,,Q,G,7900,DAL,NSH,n/a,50%,2.75,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,18.6,2.4,47.2,6.0
Darcy Kuemper,,,G,7800,ARI,VGK,1,38%,3.06,60.6,60.6,60.6,0.879,0.879,6.7,6.7,6.7,-0.5,13.9,16.3,2.1,27.2,3.5
Vitek Vanecek,,,G,7700,WAS,BUF,2,47%,2.83,40.4,40.4,40.4,0.902,0.902,10.7,10.7,10.7,-7.8,29.1,17.4,2.3,19.2,2.5
Igor Shesterkin,,,G,7700,NYR,@PIT,2,42%,3.50,38.8,38.8,38.8,0.902,0.902,6.8,6.8,6.8,6.2,7.4,16.3,2.1,8.0,1.0
Mikko Koskinen,,,G,7600,EDM,@TOR,1,40%,3.28,63.3,63.3,63.3,0.906,0.906,16.8,16.8,16.8,3.0,30.6,15.3,2.0,8.0,1.1
Juuse Saros,,,G,7400,NSH,@DAL,5,50%,2.75,60.0,60.0,60.0,0.959,0.959,34.4,34.4,34.4,29.9,38.9,18.3,2.5,-8.0,-1.1
John Gibson,,,G,7300,ANH,COL,3,37%,3.09,59.2,59.2,59.2,0.927,0.927,21.1,21.1,21.1,-3.2,45.3,16.3,2.2,11.2,1.5
Devan Dubnyk,,,G,7000,SJ,@MIN,1,39%,3.31,23.7,23.7,23.7,0.857,0.857,1.3,1.3,1.3,0.1,2.6,13.7,2.0,12.0,1.7
Linus Ullmark,,Q,G,6900,BUF,@WAS,6,53%,2.67,58.0,58.0,58.0,0.905,0.905,7.2,7.2,7.2,7.2,7.2,19.6,2.8,11.2,1.6
Thomas Greiss,,,G,6700,DET,@CHI,3,43%,3.21,57.9,57.9,57.9,0.930,0.930,16.4,16.4,16.4,5.7,27.1,16.9,2.5,7.2,1.1
Kevin Lankinen,,,G,6600,CHI,DET,2,56%,2.79,62.0,62.0,62.0,0.821,0.821,-1.6,-1.6,-1.6,-1.6,-1.6,0.0,0.0,32.0,4.8
