Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Pekka Rinne,,,G,8800,NSH,@COL,2,55%,2.84,60.7,60.8,60.8,0.923,0.923,25.0,23.0,23.0,8.8,37.3,18.5,2.1,-6.4,-0.7
David Rittich,1,,G,8700,CGY,NJ,1,59%,2.96,62.0,59.9,59.9,0.915,0.915,27.5,21.0,21.0,4.2,37.7,17.0,2.0,20.8,2.4
Carey Price,,,G,8600,MON,@PHI,1,47%,3.34,58.8,60.0,60.0,0.910,0.910,17.9,18.9,18.9,7.8,29.9,15.8,1.8,20.0,2.3
Matthew Murray,0,,G,8600,PIT,@NYI,2,50%,2.99,53.3,57.3,57.3,0.917,0.917,16.2,18.5,18.5,4.3,32.7,18.2,2.1,16.0,1.9
Frederik Andersen,,,G,8500,TOR,VGK,1,57%,2.99,62.2,59.9,59.9,0.908,0.908,19.2,18.9,18.9,6.1,31.8,19.8,2.3,37.6,4.4
Darcy Kuemper,0,,G,8400,ARI,CLS,1,59%,2.51,61.1,60.2,60.2,0.940,0.940,22.9,23.8,23.8,11.0,36.7,20.8,2.5,12.0,1.4
Sergei Bobrovsky,,,G,8300,FLA,WAS,4,52%,3.20,51.6,53.5,53.5,0.882,0.882,14.6,12.6,12.6,-1.6,26.8,17.6,2.1,0.8,0.1
Semyon Varlamov,,,G,8200,NYI,PIT,1,50%,3.01,60.9,56.0,56.0,0.929,0.929,30.1,22.7,22.7,7.6,37.9,18.3,2.2,12.0,1.5
Braden Holtby,,,G,8000,WAS,@FLA,3,48%,3.30,61.1,56.2,56.2,0.895,0.895,25.0,15.3,15.3,1.2,29.5,15.8,2.0,21.6,2.7
Petr Mrazek,2,,G,7900,CAR,NYR,1,72%,2.55,60.6,52.3,52.3,0.909,0.909,21.6,17.8,17.8,-0.2,35.8,19.8,2.5,0.0,0.0
Henrik Lundqvist,0,,G,7800,NYR,@CAR,0,28%,3.95,55.2,56.4,56.4,0.916,0.916,19.5,19.2,19.2,6.3,32.1,12.4,1.6,40.0,5.1
Malcolm Subban,,,G,7800,VGK,@TOR,1,42%,3.51,41.7,41.7,41.7,0.887,0.887,6.8,6.8,6.8,-0.6,14.2,12.6,1.6,20.0,2.6
Jacob Markstrom,0,,G,7600,VAN,@CHI,1,55%,2.85,62.1,61.2,61.2,0.918,0.918,14.1,18.3,18.3,6.0,30.7,18.8,2.5,13.6,1.8
Alex Stalock,,,G,7500,MIN,@SJ,1,43%,3.21,55.4,52.7,52.7,0.917,0.917,14.9,15.8,15.8,0.3,31.3,14.7,2.0,-9.6,-1.3
Carter Hart,1,,G,7500,PHI,MON,1,53%,3.16,46.1,50.0,50.0,0.885,0.885,8.0,11.6,11.6,-7.0,30.1,16.9,2.3,21.6,2.9
Joonas Korpisalo,,,G,7500,CLS,@ARI,1,41%,2.99,53.1,57.3,57.3,0.892,0.892,7.5,12.8,12.8,2.3,23.3,14.9,2.0,28.0,3.7
Corey Crawford,1,,G,7400,CHI,VAN,1,45%,3.15,58.9,58.8,58.8,0.892,0.892,11.7,11.6,11.6,1.5,21.7,17.8,2.4,32.8,4.4
Martin Jones,,,G,7400,SJ,MIN,1,56%,2.79,51.4,54.7,54.7,0.889,0.889,7.4,10.3,10.3,-1.7,22.3,17.1,2.3,8.8,1.2
Pavel Francouz,,,G,7400,COL,NSH,1,45%,3.16,60.5,60.5,60.5,0.919,0.919,20.0,20.0,20.0,2.0,38.0,16.7,2.3,12.0,1.6
Anders Nilsson,1,,G,7300,OTT,LA,1,46%,3.37,53.7,54.6,54.6,0.922,0.922,22.6,19.6,19.6,3.2,36.0,17.0,2.3,24.8,3.4
Jack Campbell,,,G,7300,LA,@OTT,1,54%,3.13,60.5,60.5,60.5,0.881,0.881,10.4,12.1,12.1,2.6,21.7,16.5,2.3,12.0,1.6
MacKenzie Blackwood,,,G,7300,NJ,@CGY,1,41%,3.54,61.8,57.3,57.3,0.891,0.891,19.4,13.3,13.3,-4.1,30.7,14.3,2.0,6.4,0.9
