Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Alexander Ovechkin,W,9000,WAS,FLA,1,17.0,45.3
Auston Matthews,C,8900,TOR,VGK,1,18.1,22.1
Nathan MacKinnon,C,8600,COL,NSH,1,18.6,54.1
Sidney Crosby,C,8300,PIT,NYI,1,16.1,4.8
Artemi Panarin,W,8100,NYR,CAR,1,13.9,23.2
Aleksander Barkov,C,8000,FLA,WAS,1,16.4,23.7
Mark Stone,W,7900,VGK,TOR,2,14.5,8.0
Mitchell Marner,W,7800,TOR,VGK,2,15.3,11.2
Evgeni Malkin,C,7800,PIT,NYI,2,15.4,28.0
Patrick Kane,W,7700,CHI,VAN,2,17.5,37.0
Anze Kopitar,C,7600,LA,OTT,1,13.1,8.0
Taylor Hall,W,7600,NJ,CGY,1,16.5,17.6
Evgeny Kuznetsov,C,7500,WAS,FLA,2,13.1,27.7
Evander Kane,W,7500,SJ,MIN,1,13.1,26.9
Claude Giroux,C,7500,PHI,MON,1,13.3,9.6
Brock Boeser,W,7400,VAN,CHI,1,14.5,3.2
Jake Guentzel,W,7400,PIT,NYI,1,15.1,4.8
Filip Forsberg,W,7400,NSH,COL,1,14.6,16.8
Elias Pettersson,C,7300,VAN,CHI,1,14.6,13.3
Brendan Gallagher,W,7300,MON,PHI,1,12.6,4.8
Johnny Gaudreau,W,7300,CGY,NJ,1,16.3,24.8
John Tavares,C,7300,TOR,VGK,2,16.9,28.5
Brent Burns,D,7200,SJ,MIN,28,14.9,21.8
Jonathan Huberdeau,W,7200,FLA,WAS,1,14.4,10.1
John Carlson,D,7100,WAS,FLA,30,13.8,39.7
Sean Monahan,C,7100,CGY,NJ,1,14.7,23.2
Sebastian Aho,C,7000,CAR,NYR,1,15.4,16.8
Phil Kessel,W,7000,ARI,CLS,1,14.0,6.4
Max Pacioretty,W,7000,VGK,TOR,2,12.0,20.0
Viktor Arvidsson,W,6900,NSH,COL,1,14.1,22.9
Matthew Tkachuk,W,6900,CGY,NJ,2,14.1,3.2
Sean Couturier,C,6900,PHI,MON,2,14.9,18.4
Cam Atkinson,W,6800,CLS,ARI,3,13.1,13.3
Matt Duchene,C,6800,NSH,COL,2,12.0,14.1
Roman Josi,D,6700,NSH,COL,42,13.8,14.9
Anders Lee,W,6700,NYI,PIT,1,11.3,12.8
William Karlsson,C,6600,VGK,TOR,1,11.8,4.8
Elias Lindholm,W,6600,CGY,NJ,1,12.2,11.2
Jakub Voracek,W,6600,PHI,MON,3,12.8,16.0
Tomas Hertl,C,6600,SJ,MIN,2,13.2,30.1
Dougie Hamilton,D,6500,CAR,NYR,48,11.7,23.2
Kyle Palmieri,W,6400,NJ,CGY,1,12.4,0.0
Mathew Barzal,C,6400,NYI,PIT,1,13.0,9.6
Logan Couture,C,6400,SJ,MIN,1,13.9,45.0
Jonathan Audy-Marchessault,W,6400,VGK,TOR,1,13.5,3.2
Tomas Tatar,W,6400,MON,PHI,1,10.7,1.6
Morgan Rielly,D,6400,TOR,VGK,54,13.4,19.7
Eric Staal,C,6400,MIN,SJ,1,11.4,32.8
Evgeni Dadonov,W,6400,FLA,WAS,1,12.4,26.9
Teuvo Teravainen,W,6300,CAR,NYR,2,12.4,12.8
T.J. Oshie,W,6300,WAS,FLA,1,10.8,4.8
Erik Karlsson,D,6300,SJ,MIN,60,14.6,11.2
Bo Horvat,C,6200,VAN,CHI,2,13.0,16.5
