Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Connor McDavid,C,9400,EDM,DET,1,19.2,6.4
Sidney Crosby,C,8800,PIT,DAL,1,16.1,4.8
Leon Draisaitl,W,8700,EDM,DET,1,16.4,11.2
Nathan MacKinnon,C,8600,COL,FLA,1,18.6,20.0
Alexander Ovechkin,W,8500,WAS,NYR,1,17.0,20.8
Patrick Kane,W,8300,CHI,CLS,2,17.5,30.9
Mikko Rantanen,W,7900,COL,FLA,1,16.1,4.8
Artemi Panarin,W,7800,NYR,WAS,1,13.9,15.2
Evgeny Kuznetsov,C,7700,WAS,NYR,2,13.1,3.2
Tyler Seguin,C,7600,DAL,PIT,1,16.8,3.2
Mika Zibanejad,C,7600,NYR,WAS,1,14.8,18.1
Jake Guentzel,W,7600,PIT,DAL,1,15.1,16.0
Aleksander Barkov,C,7500,FLA,COL,1,16.4,11.2
Cam Atkinson,W,7300,CLS,CHI,1,13.1,11.2
Dylan Larkin,C,7300,DET,EDM,1,16.1,6.4
Sebastian Aho,C,7100,CAR,ANH,1,15.4,3.2
Gabriel Landeskog,W,7100,COL,FLA,1,14.7,8.0
Jonathan Huberdeau,W,7100,FLA,COL,1,14.4,36.8
Mike Hoffman,W,6900,FLA,COL,2,12.5,1.6
Jamie Benn,W,6900,DAL,PIT,2,13.0,8.0
Kris Letang,D,6800,PIT,DAL,26,13.3,33.6
Jonathan Toews,C,6700,CHI,CLS,1,13.9,18.4
John Carlson,D,6700,WAS,NYR,28,13.8,27.7
Anthony Mantha,W,6600,DET,EDM,1,13.0,3.2
Evgeni Dadonov,W,6500,FLA,COL,1,12.4,3.2
Alexander Radulov,W,6500,DAL,PIT,1,14.2,1.6
Vincent Trocheck,C,6400,FLA,COL,2,14.1,9.6
T.J. Oshie,W,6400,WAS,NYR,1,10.8,33.0
Teuvo Teravainen,W,6400,CAR,ANH,1,12.4,13.3
Jakob Silfverberg,W,6300,ANH,CAR,2,10.9,15.2
Dougie Hamilton,D,6300,CAR,ANH,36,11.7,14.9
Nicklas Backstrom,C,6300,WAS,NYR,1,12.0,11.7
Ryan Getzlaf,C,6200,ANH,CAR,1,11.5,3.2
Alex DeBrincat,W,6200,CHI,CLS,1,14.1,25.3
Joe Pavelski,W,6200,DAL,PIT,3,12.3,1.6
Ryan Nugent-Hopkins,C,6000,EDM,DET,2,12.5,4.8
Patric Hornqvist,W,5900,PIT,DAL,2,10.5,36.0
Jacob Trouba,D,5800,NYR,WAS,43,13.2,26.1
Rickard Rakell,W,5800,ANH,CAR,2,13.4,22.8
Gustav Nyquist,W,5800,CLS,CHI,1,10.8,12.8
Seth Jones,D,5700,CLS,CHI,46,12.9,3.2
Oscar Klefbom,D,5600,EDM,DET,47,11.7,8.0
Erik Haula,C,5600,CAR,ANH,3,9.8,14.1
James Neal,W,5600,EDM,DET,2,10.3,18.4
Roope Hintz,C,5500,DAL,PIT,2,8.5,16.8
Zachary Werenski,D,5500,CLS,CHI,51,10.9,3.2
John Klingberg,D,5400,DAL,PIT,52,12.5,28.0
Keith Yandle,D,5400,FLA,COL,53,10.8,4.8
Tyler Bertuzzi,W,5400,DET,EDM,1,10.5,8.0
Chris Kreider,W,5400,NYR,WAS,2,11.3,9.6
Pavel Buchnevich,W,5300,NYR,WAS,1,10.3,17.3
Andrei Svechnikov,W,5300,CAR,ANH,2,11.1,4.8
Duncan Keith,D,5300,CHI,CLS,59,9.1,1.6
Jordan Staal,C,5200,CAR,ANH,2,9.5,3.2
Erik Gustafsson,D,5200,CHI,CLS,61,11.9,8.5
Dylan Strome,C,5100,CHI,CLS,2,11.3,3.2
Kaapo Kakko,W,5100,NYR,WAS,2,12.5,0.0
Pierre-Luc Dubois,C,5000,CLS,CHI,1,11.4,18.4
Nazem Kadri,C,5000,COL,FLA,2,11.0,4.8
Brandon Saad,W,5000,CHI,CLS,3,10.1,3.2
Nino Niederreiter,W,5000,CAR,ANH,1,11.2,4.8
Nick Foligno,W,5000,CLS,CHI,2,9.1,8.0
Darnell Nurse,D,4900,EDM,DET,70,11.3,27.2
Adam Henrique,C,4900,ANH,CAR,2,9.2,20.0
Andreas Athanasiou,C,4900,DET,EDM,2,12.1,4.8
Ryan Dzingel,W,4800,CAR,ANH,3,9.9,3.2
Cam Fowler,D,4800,ANH,CAR,74,8.7,9.6
Jakub Vrana,W,4800,WAS,NYR,3,9.9,6.4
Oliver Bjorkstrand,W,4800,CLS,CHI,2,9.6,8.0
