Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,17,,PF,11300,MIL,ATL,2,119,35,26,103,105,-4%,22,19,19,37,33,32,48.5,49.8,37.9,61.8,33.5,55.2,4.9,36.4,53.8,4.8
Trae Young,6,O,PG,10500,ATL,@MIL,1,111,35,22,104,106,-1%,24,18,18,38,34,33,46.9,42.2,29.1,55.2,0.0,0.0,0.0,,0.0,0.0
Brad Beal,14,,SG,10300,WAS,@SAS,12,113,36,27,103,108,-7%,26,26,25,37,35,36,57.3,51.8,40.7,62.8,39.0,52.4,5.1,32.5,41.4,4.0
Clint Capela,6,O,C,10000,ATL,@MIL,1,111,19,24,104,106,-8%,15,14,11,35,34,30,57.6,41.2,22.9,59.5,0.0,0.0,0.0,,0.0,0.0
Russell Westbrook,8,,PG,9900,WAS,@SAS,14,113,31,13,103,108,4%,17,19,19,36,38,37,45.7,47.3,37.2,57.4,25.0,33.8,3.4,25.3,23.6,2.4
Damian Lillard,23,,PG,9700,POR,NYK,5,109,31,24,98,105,-3%,23,20,19,39,39,36,48.1,44.7,31.8,57.5,38.5,51.2,5.3,35,57.0,5.9
Jayson Tatum,,O,PF,9600,BOS,CLE,15,109,31,23,99,105,6%,24,23,21,36,36,35,46.8,44.1,35.1,53.2,0.0,0.0,0.0,,0.0,0.0
Nikola Vucevic,17,,C,9500,ORL,CHA,1,106,28,26,102,107,4%,28,21,19,42,36,33,48.9,45.8,36.6,55.0,35.5,51.4,5.4,34.9,40.6,4.3
Julius Randle,15,,PF,9100,NYK,@POR,1,105,28,21,103,112,5%,14,16,17,36,36,37,46.3,45.0,36.0,53.9,36.5,42.6,4.7,32.7,41.9,4.6
C.J. McCollum,,O,SG,8700,POR,NYK,7,109,28,26,98,105,-11%,21,19,21,38,34,35,42.7,44.6,35.4,53.8,0.0,0.0,0.0,,0.0,0.0
Andre Drummond,10,,C,8600,CLE,@BOS,1,103,31,21,102,109,6%,13,17,16,27,34,31,50.8,47.0,30.9,63.1,28.0,41.6,4.8,17.8,20.0,2.3
Jaylen Brown,18,,SF,8300,BOS,CLE,1,109,31,25,99,105,1%,26,23,20,34,35,34,47.1,43.3,32.6,54.1,35.0,42.0,5.1,19.2,43.1,5.2
Collin Sexton,6,,SG,8100,CLE,@BOS,1,103,28,23,102,109,-12%,24,21,20,34,36,37,41.9,38.9,28.5,49.2,32.5,31.4,3.9,16.2,12.4,1.5
Khris Middleton,11,,SF,7900,MIL,ATL,2,119,26,23,103,105,-4%,18,17,16,36,34,33,37.6,38.9,31.5,46.2,34.0,39.6,5.0,33.1,40.1,5.1
Gordon Hayward,12,,SF,7800,CHA,@ORL,1,108,26,20,101,108,-16%,17,16,17,38,35,35,34.8,37.8,25.3,50.3,36.0,36.8,4.7,38,55.3,7.1
Aaron Gordon,7,O,PF,7800,ORL,CHA,1,106,24,18,102,107,21%,10,12,12,37,34,29,38.5,32.7,21.1,44.2,0.0,0.0,0.0,,0.0,0.0
Jrue Holiday,12,,PG,7700,MIL,ATL,2,119,20,20,103,105,-4%,17,14,13,38,36,33,36.8,35.4,26.9,43.9,34.5,35.7,4.6,33.1,27.5,3.6
DeMar DeRozan,20,,SG,7700,SAS,WAS,1,119,26,22,108,113,4%,14,15,15,33,34,34,39.2,40.8,30.1,51.5,34.5,41.2,5.4,27.4,25.6,3.3
Dejounte Murray,10,,PG,7600,SAS,WAS,1,119,23,17,108,113,8%,13,14,15,31,32,32,38.8,35.8,27.1,44.5,32.0,37.0,4.9,30.7,41.2,5.4
Larry Nance Jr.,5,,SF,7300,CLE,@BOS,1,103,14,15,102,109,5%,11,10,9,38,38,37,31.8,32.5,21.7,43.3,32.0,27.7,3.8,12.6,7.1,1.0
LaMelo Ball,5,,PG,7200,CHA,@ORL,1,108,26,17,101,108,9%,9,11,11,20,24,25,28.6,31.5,17.8,45.2,24.0,30.6,4.3,27.7,28.0,3.9
R.J. Barrett,11,,SF,7000,NYK,@POR,1,105,24,14,103,112,-6%,17,15,16,36,35,37,35.4,32.8,24.8,40.8,36.5,31.8,4.5,22.8,15.8,2.3
Terry Rozier,7,,PG,7000,CHA,@ORL,1,108,23,17,101,108,9%,16,15,15,38,37,34,31.6,32.5,22.0,43.0,36.0,31.6,4.5,38,23.4,3.3
Jarrett Allen,2,,PF,7000,CLE,@BOS,1,103,21,23,102,109,6%,10,8,6,25,30,26,30.1,31.2,20.8,41.5,19.5,21.9,3.1,25.8,26.4,3.8
PJ Washington,7,,PF,6800,CHA,@ORL,1,108,21,14,101,108,3%,14,14,11,33,33,29,33.1,30.3,19.0,41.7,32.0,31.2,4.6,31.7,27.1,4.0
Kemba Walker,7,,PG,6800,BOS,CLE,1,109,,,99,105,-9%,16,15,15,25,23,23,29.4,29.4,21.4,37.3,30.0,33.5,4.9,23.8,42.0,6.2
Devonte' Graham,11,,SG,6700,CHA,@ORL,1,108,21,12,101,108,9%,17,15,13,38,37,34,34.7,30.1,22.8,37.3,36.0,31.7,4.7,34.9,25.2,3.8
John Collins,9,,PF,6600,ATL,@MIL,1,111,20,19,104,106,-4%,16,12,12,36,33,30,29.8,30.6,21.7,39.5,33.5,38.3,5.8,37.4,41.9,6.3
Darius Garland,1,,PG,6600,CLE,@BOS,1,103,24,13,102,109,-12%,14,15,14,28,32,34,23.7,29.9,16.0,43.8,26.0,21.1,3.2,23.1,14.9,2.3
Keldon Johnson,10,,SF,6600,SAS,WAS,1,119,19,15,108,113,4%,13,12,11,31,30,31,29.7,30.1,19.7,40.5,31.0,30.3,4.6,28.4,18.3,2.8
Enes Kanter,11,,C,6500,POR,NYK,5,109,18,26,98,105,6%,9,7,7,28,21,20,28.3,25.9,13.7,38.0,28.0,34.3,5.3,23.5,27.1,4.2
Marcus Smart,8,,SG,6400,BOS,CLE,1,109,21,14,99,105,1%,18,15,12,37,33,33,29.2,29.8,23.5,36.2,35.0,31.6,4.9,27.2,41.5,6.5
Thomas Bryant,,O,C,6400,WAS,@SAS,14,113,17,19,103,108,-1%,4,6,9,16,23,27,23.1,26.4,13.6,39.2,0.0,0.0,0.0,,0.0,0.0
Cedi Osman,3,,SF,6200,CLE,@BOS,1,103,22,11,102,109,-3%,13,15,13,40,38,31,31.0,25.6,14.2,36.9,30.5,24.4,3.9,17.7,12.4,2.0
Jusuf Nurkic,,O,C,6000,POR,NYK,9,109,21,16,98,105,6%,8,10,9,26,25,25,33.1,28.9,19.6,38.2,0.0,0.0,0.0,,0.0,0.0
Derrick White,,O,PG,6000,SAS,WAS,22,119,,,108,113,8%,9,9,9,23,23,23,15.7,15.7,15.7,15.7,0.0,0.0,0.0,,0.0,0.0
Mitchell Robinson,8,,C,5900,NYK,@POR,1,105,11,19,103,112,5%,10,7,6,28,29,30,26.5,28.5,21.5,35.5,29.5,29.1,4.9,25.6,18.8,3.2
Kevin Huerter,5,,SG,5700,ATL,@MIL,1,111,18,13,104,106,-4%,10,11,11,37,34,30,27.1,24.8,16.0,33.5,33.0,28.6,5.0,29.2,18.4,3.2
Kevin Love,,O,PF,5700,CLE,@BOS,27,103,,,102,109,5%,9,9,9,23,23,23,20.4,20.4,10.8,30.1,0.0,0.0,0.0,,0.0,0.0
LaMarcus Aldridge,12,,PF,5600,SAS,WAS,1,119,23,14,108,113,-3%,13,12,14,27,25,28,20.9,26.1,14.5,37.8,29.0,29.5,5.3,24.1,23.4,4.2
Evan Fournier,16,,SF,5500,ORL,CHA,1,106,25,20,102,107,-1%,18,12,11,32,26,27,25.0,26.6,14.4,38.8,31.5,29.8,5.4,32.8,32.6,5.9
Alec Burks,7,,SG,5400,NYK,@POR,1,105,24,18,103,112,-6%,11,11,11,29,28,28,28.0,28.0,19.9,36.1,28.0,25.5,4.7,27,31.3,5.8
Cole Anthony,6,,PG,5400,ORL,CHA,1,106,23,10,102,107,-1%,7,12,11,32,30,25,26.7,21.9,14.6,29.1,29.0,26.9,5.0,32.6,33.0,6.1
Elfrid Payton,6,,PG,5300,NYK,@POR,1,105,24,12,103,112,11%,12,10,12,34,29,30,20.1,24.2,14.6,33.8,30.0,25.6,4.8,24,16.6,3.1
De'Andre Hunter,8,,SF,5300,ATL,@MIL,1,111,19,17,104,106,4%,11,10,11,32,30,32,25.8,28.9,20.9,36.8,32.5,28.4,5.4,41.6,44.8,8.5
Brook Lopez,11,,C,5300,MIL,ATL,2,119,14,13,103,105,-3%,12,10,9,33,32,28,28.7,23.7,17.0,30.4,31.0,28.9,5.5,25.6,14.6,2.8
Terrence Ross,6,,SG,5200,ORL,CHA,1,106,24,14,102,107,-1%,12,13,13,29,29,29,23.4,25.4,17.9,32.9,28.0,26.3,5.1,30,15.9,3.1
Taurean Waller-Prince,0,,PF,5100,CLE,@BOS,1,103,18,15,102,109,-3%,7,8,6,27,25,19,24.4,17.4,9.6,25.2,20.0,15.6,3.1,21.3,28.7,5.6
Jakob Poeltl,0,,C,5100,SAS,WAS,1,119,14,15,108,113,7%,6,6,4,21,22,20,23.2,18.4,9.8,27.0,19.0,19.8,3.9,21.4,21.7,4.3
Rui Hachimura,,O,SF,5100,WAS,@SAS,12,113,18,15,103,108,13%,14,11,10,27,30,28,24.2,23.9,16.4,31.4,0.0,0.0,0.0,,0.0,0.0
Daniel Theis,3,,PF,5000,BOS,CLE,1,109,14,15,99,105,6%,7,6,6,26,24,23,22.4,19.1,10.8,27.4,24.5,22.0,4.4,24,37.7,7.5
Rodney Hood,3,,SG,5000,POR,NYK,5,109,15,5,98,105,-1%,10,5,4,19,15,14,8.8,8.5,1.6,15.4,27.0,17.6,3.5,27,17.9,3.6
Robin Lopez,2,,C,5000,WAS,@SAS,12,113,14,15,103,108,-1%,6,4,4,24,18,16,15.3,13.6,5.2,21.9,27.5,21.1,4.2,24.4,24.9,5.0
Bismack Biyombo,1,,C,4900,CHA,@ORL,1,108,13,13,101,108,-3%,5,4,6,31,27,27,23.6,22.7,16.6,28.8,24.0,20.6,4.2,24.9,18.0,3.7
Danilo Gallinari,,,SF,4800,ATL,@MIL,1,111,,,104,106,4%,5,5,5,9,14,14,13.4,13.4,6.8,20.1,20.5,19.0,4.0,18.7,23.6,4.9
Robert Covington,8,,PF,4800,POR,NYK,5,109,12,7,98,105,-1%,11,10,7,28,30,30,20.0,20.9,14.8,26.9,32.5,25.8,5.4,27.9,16.6,3.5
Bobby Portis,1,,PF,4800,MIL,ATL,2,119,18,19,103,105,6%,5,8,8,15,19,23,22.5,25.0,15.5,34.6,19.0,19.8,4.1,26.6,29.7,6.2
Isaac Okoro,1,,SG,4700,CLE,@BOS,1,103,12,6,102,109,-4%,7,9,8,37,38,37,21.9,17.4,9.5,25.4,32.5,15.8,3.4,29.3,17.2,3.7
Dave Bertans,,O,PF,4600,WAS,@SAS,12,113,18,13,103,108,-5%,9,11,9,23,28,24,21.9,19.5,13.1,25.8,0.0,0.0,0.0,,0.0,0.0
Ishmael Smith,,O,PG,4600,WAS,@SAS,12,113,18,11,103,108,4%,10,7,7,25,20,19,21.4,17.7,11.0,24.4,0.0,0.0,0.0,,0.0,0.0
Derrick Jones Jr.,2,,SF,4600,POR,NYK,5,109,11,10,98,105,-1%,8,6,6,32,25,27,20.7,18.6,10.3,26.8,30.5,22.3,4.8,31.4,21.0,4.6
Moritz Wagner,,O,PF,4500,WAS,@SAS,12,113,13,16,103,108,-5%,6,3,3,21,14,14,13.4,13.4,5.2,21.6,0.0,0.0,0.0,,0.0,0.0
Rudy Gay,7,,SF,4500,SAS,WAS,1,119,22,16,108,113,3%,10,10,11,23,22,23,23.9,24.1,16.1,32.1,22.0,21.9,4.9,22.4,24.2,5.4
Cam Reddish,4,,SG,4500,ATL,@MIL,1,111,20,11,104,106,4%,12,13,11,26,28,28,25.9,22.9,14.3,31.6,27.5,23.1,5.1,28.1,16.3,3.6
Robert Williams,2,,C,4500,BOS,CLE,1,109,14,24,99,105,-7%,3,3,4,15,16,17,18.6,20.7,9.5,31.9,15.0,19.0,4.2,14.6,26.7,5.9
Cody Zeller,,,C,4400,CHA,@ORL,1,108,,,101,108,-3%,5,5,5,15,15,15,14.1,14.1,4.9,23.3,15.5,14.0,3.2,14.8,21.4,4.9
Khem Birch,4,,PF,4400,ORL,CHA,1,106,14,16,102,107,4%,6,6,6,27,27,22,21.0,19.4,12.1,26.8,26.5,23.7,5.4,19.1,19.9,4.5
Donte DiVincenzo,8,,SG,4400,MIL,ATL,2,119,17,14,103,105,-4%,9,8,9,27,27,25,19.1,22.1,14.6,29.6,26.5,22.5,5.1,25.7,25.3,5.8
Jeff Teague,1,,PG,4300,BOS,CLE,1,109,20,11,99,105,-9%,6,6,7,18,17,19,13.2,17.0,7.1,26.9,19.5,17.2,4.0,12.4,-0.5,-0.1
Miles Bridges,2,,SF,4300,CHA,@ORL,1,108,16,11,101,108,-16%,4,6,7,23,26,26,18.9,21.1,11.9,30.2,22.5,17.9,4.2,24.8,33.2,7.7
Devin Vassell,0,,SG,4300,SAS,WAS,1,119,13,14,108,113,4%,5,6,5,24,23,18,23.4,16.4,8.8,23.9,19.5,16.7,3.9,24.1,29.3,6.8
JaVale McGee,0,,PF,4300,CLE,@BOS,3,103,24,18,102,109,6%,6,6,7,17,17,17,19.7,21.4,12.5,30.2,0.0,0.0,0.0,15.2,28.7,6.7
Tristan Thompson,3,,PF,4300,BOS,CLE,1,109,14,12,99,105,-7%,4,4,6,23,23,23,16.5,19.7,15.0,24.4,25.0,21.2,4.9,22.4,20.9,4.9
Lonnie Walker,4,,SG,4200,SAS,WAS,1,119,19,10,108,113,4%,8,9,11,27,27,29,14.7,20.7,12.4,29.1,28.0,20.9,5.0,29.5,28.9,6.9
Immanuel Quickley,3,,SG,4200,NYK,@POR,1,105,26,15,103,112,11%,7,11,8,14,18,17,23.5,17.5,6.5,28.5,17.0,16.2,3.9,24,39.6,9.4
Raul Neto,1,O,PG,4200,WAS,@SAS,12,113,19,16,103,108,4%,11,6,7,22,15,17,11.5,15.1,2.7,27.4,0.0,0.0,0.0,,0.0,0.0
Nerlens Noel,1,,PF,4200,NYK,@POR,1,105,11,13,103,112,5%,3,2,2,20,19,16,22.2,16.2,8.1,24.3,17.5,17.3,4.1,22.4,23.7,5.6
Carmelo Anthony,9,,SF,4100,POR,NYK,5,109,20,13,98,105,-7%,12,11,10,28,27,25,23.9,21.2,13.7,28.8,26.0,21.1,5.1,25.8,27.3,6.7
Damyean Dotson,,,PG,4100,CLE,@BOS,1,103,18,10,102,109,-4%,7,11,8,17,28,25,18.3,16.2,4.9,27.6,0.0,0.0,0.0,27.8,22.7,5.5
Carsen Edwards,,O,PG,4000,BOS,CLE,15,109,,,99,105,-9%,3,4,4,7,7,7,5.4,5.4,-2.9,13.7,0.0,0.0,0.0,19.4,26.5,6.6
Patrick Mills,9,,PG,4000,SAS,WAS,1,119,21,16,108,113,8%,12,11,11,30,27,26,18.2,21.0,15.8,26.2,24.5,20.5,5.1,20.8,32.3,8.1
Pat Connaughton,1,,SG,4000,MIL,ATL,2,119,12,17,103,105,-4%,4,4,5,21,19,18,19.5,16.4,11.7,21.1,20.0,16.8,4.2,16.5,13.3,3.3
Austin Rivers,,,PG,3900,NYK,@POR,5,105,17,9,103,112,-6%,4,7,8,17,25,26,11.7,15.9,6.3,25.4,20.0,12.7,3.3,28.5,13.9,3.6
Payton Pritchard,,O,PG,3900,BOS,CLE,1,109,17,13,99,105,-9%,3,7,6,18,21,22,16.4,17.7,9.3,26.2,0.0,0.0,0.0,,0.0,0.0
Javonte Green,,,SG,3900,BOS,CLE,1,109,14,14,99,105,1%,6,5,4,24,21,19,16.0,13.6,8.8,18.5,20.0,15.7,4.0,10.4,10.3,2.6
Garrison Mathews,10,,SG,3900,WAS,@SAS,12,113,,,103,108,-7%,11,5,5,22,13,13,13.6,13.6,1.5,25.8,24.0,21.3,5.5,34.6,21.8,5.6
Kris Dunn,,O,PG,3800,ATL,@MIL,n/a,111,,,104,106,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Tremont Waters,,,PG,3800,BOS,CLE,6,109,,,99,105,-9%,2,3,3,8,10,10,7.9,7.9,3.6,12.2,0.0,0.0,0.0,12,5.9,1.6
Brandon Goodwin,,,PG,3700,ATL,@MIL,1,111,19,8,104,106,-1%,2,5,5,8,13,14,8.3,10.6,2.5,18.8,21.0,17.2,4.6,14.3,7.5,2.0
Michael Carter-Williams,,O,PG,3700,ORL,CHA,19,106,15,7,102,107,-1%,8,7,6,24,25,23,17.4,16.0,9.9,22.2,0.0,0.0,0.0,,0.0,0.0
Deni Avdija,,O,SF,3700,WAS,@SAS,12,113,12,11,103,108,13%,11,6,6,26,20,23,13.9,18.3,6.3,30.2,0.0,0.0,0.0,,0.0,0.0
Obi Toppin,1,,SF,3700,NYK,@POR,1,105,,,103,112,-4%,6,5,5,12,12,12,13.7,12.6,4.5,20.8,12.0,11.3,3.1,15.1,6.6,1.8
