Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Auston Matthews,C,8700,TOR,VAN,1,16.0,35.2
Alexander Ovechkin,W,8400,WAS,NYR,1,14.8,24.8
Patrick Kane,W,8100,CHI,CAR,1,14.0,42.9
Johnny Gaudreau,W,7800,CGY,WPG,2,11.1,1.6
Artemi Panarin,W,7800,NYR,WAS,2,13.3,32.0
Sebastian Aho,C,7600,CAR,CHI,1,8.6,26.4
Mitchell Marner,W,7600,TOR,VAN,1,12.6,36.0
Patrik Laine,W,7400,CLS,DAL,1,12.1,13.6
John Tavares,C,7400,TOR,VAN,2,11.9,18.4
Mark Scheifele,C,7300,WPG,CGY,1,11.9,15.2
Jamie Benn,W,7300,DAL,CLS,1,9.2,18.4
Kyle Connor,W,7200,WPG,CGY,2,12.6,15.2
Brock Boeser,W,7200,VAN,TOR,1,10.6,11.2
Jonathan Huberdeau,W,7200,FLA,NSH,2,11.8,57.8
Filip Forsberg,W,7200,NSH,FLA,1,10.7,61.3
John Carlson,D,7200,WAS,NYR,20,12.4,8.0
Brendan Gallagher,W,7200,MON,OTT,1,10.5,20.0
Aleksander Barkov,C,7100,FLA,NSH,1,11.8,25.8
Andrei Svechnikov,W,7000,CAR,CHI,1,11.1,24.8
Joe Pavelski,C,6900,DAL,CLS,1,8.1,14.4
J.T. Miller,W,6800,VAN,TOR,1,11.1,25.3
Nicklas Backstrom,C,6800,WAS,NYR,1,10.5,9.6
Mika Zibanejad,C,6800,NYR,WAS,1,14.2,11.2
Sean Monahan,C,6700,CGY,WPG,2,10.0,0.0
Elias Pettersson,C,6700,VAN,TOR,2,0.0,11.2
John Klingberg,D,6700,DAL,CLS,31,8.9,3.2
Blake Wheeler,W,6500,WPG,CGY,2,10.8,3.2
Roman Josi,D,6500,NSH,FLA,33,12.3,24.8
Bo Horvat,C,6500,VAN,TOR,1,10.5,13.6
Nikolaj Ehlers,W,6400,WPG,CGY,1,10.5,9.6
Phil Kessel,W,6400,ARI,STL,3,8.5,4.8
Brady Tkachuk,W,6400,OTT,MON,1,10.8,3.2
T.J. Oshie,W,6400,WAS,NYR,2,9.0,1.6
William Nylander,W,6400,TOR,VAN,2,10.4,26.1
Tyler Toffoli,W,6400,MON,OTT,3,8.7,3.2
Alexander Radulov,W,6400,DAL,CLS,1,9.2,30.9
Ryan O'Reilly,C,6300,STL,ARI,1,9.9,20.0
David Perron,W,6200,STL,ARI,1,9.1,25.6
Matthew Tkachuk,W,6200,CGY,WPG,1,11.1,3.2
Alex DeBrincat,W,6100,CHI,CAR,2,10.5,36.8
Brayden Schenn,C,6100,STL,ARI,2,9.0,17.6
Elias Lindholm,C,6000,CGY,WPG,1,10.3,6.4
Tomas Tatar,W,6000,MON,OTT,1,9.5,16.0
Shea Weber,D,5900,MON,OTT,49,9.6,3.2
Nick Suzuki,C,5900,MON,OTT,2,8.2,3.2
Teuvo Teravainen,W,5800,CAR,CHI,3,10.5,4.8
Quinn Hughes,D,5800,VAN,TOR,52,9.2,10.1
Jaden Schwartz,W,5700,STL,ARI,2,9.0,11.2
Denis Gurianov,W,5700,DAL,CLS,2,7.8,11.7
Chris Kreider,W,5700,NYR,WAS,1,9.3,6.4
Viktor Arvidsson,W,5700,NSH,FLA,2,8.8,11.2
