Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Connor McDavid,C,9000,EDM,OTT,1,16.2,17.6
Leon Draisaitl,C,8700,EDM,OTT,2,15.3,20.0
Patrick Kane,W,8100,CHI,CAR,1,14.0,18.4
Johnny Gaudreau,W,7800,CGY,WPG,2,11.1,12.8
Mikko Rantanen,W,7700,COL,MIN,1,12.0,8.0
Sebastian Aho,C,7600,CAR,CHI,1,8.6,4.8
Patrik Laine,W,7600,CLS,DAL,1,12.1,3.2
Jack Eichel,C,7500,BUF,NYI,1,14.2,0.0
Ryan Nugent-Hopkins,W,7500,EDM,OTT,1,10.9,0.0
Mark Scheifele,C,7400,WPG,CGY,1,11.9,12.8
Jamie Benn,W,7300,DAL,CLS,1,9.2,32.8
Anze Kopitar,C,7300,LA,ANH,1,10.1,1.6
Brendan Gallagher,W,7200,MON,VAN,1,10.5,9.6
Brock Boeser,W,7200,VAN,MON,1,10.6,12.8
Kyle Connor,W,7000,WPG,CGY,2,12.6,3.2
Andrei Svechnikov,W,7000,CAR,CHI,3,11.1,21.6
Sean Monahan,C,6900,CGY,WPG,2,10.0,9.6
Anders Lee,W,6900,NYI,BUF,1,9.5,0.0
Mathew Barzal,C,6800,NYI,BUF,1,11.0,0.0
Taylor Hall,W,6800,BUF,NYI,2,12.2,0.0
J.T. Miller,W,6800,VAN,MON,1,11.1,19.7
Gabriel Landeskog,W,6600,COL,MIN,1,11.0,1.6
Joe Pavelski,C,6600,DAL,CLS,1,8.1,50.1
John Klingberg,D,6600,DAL,CLS,30,8.9,21.3
Nikolaj Ehlers,W,6600,WPG,CGY,1,10.5,15.2
Bo Horvat,C,6500,VAN,MON,2,10.5,4.8
Victor Olofsson,W,6500,BUF,NYI,1,9.3,0.0
Brady Tkachuk,W,6500,OTT,EDM,1,10.8,4.8
David Perron,W,6400,STL,ARI,1,9.1,4.8
Phil Kessel,W,6400,ARI,STL,2,8.5,24.5
Ryan O'Reilly,C,6300,STL,ARI,1,9.9,16.8
Nazem Kadri,C,6300,COL,MIN,2,8.4,1.6
Alexander Radulov,W,6300,DAL,CLS,1,9.2,22.1
Cale Makar,D,6300,COL,MIN,40,10.0,9.6
Blake Wheeler,W,6200,WPG,CGY,2,10.8,3.2
Matthew Tkachuk,W,6100,CGY,WPG,1,11.1,30.4
Brayden Schenn,C,6100,STL,ARI,2,9.0,3.2
Alex DeBrincat,W,6100,CHI,CAR,2,10.5,22.4
Tomas Tatar,W,6000,MON,VAN,1,9.5,1.6
Teuvo Teravainen,W,5900,CAR,CHI,1,10.5,4.8
Zach Parise,W,5900,MIN,COL,1,8.7,11.7
Shea Weber,D,5900,MON,VAN,49,9.6,11.2
Cam Atkinson,W,5900,CLS,DAL,1,9.6,1.6
Tyler Toffoli,W,5900,MON,VAN,3,8.7,40.0
Elias Lindholm,C,5800,CGY,WPG,1,10.3,11.2
Quinn Hughes,D,5800,VAN,MON,53,9.2,32.5
Jaden Schwartz,W,5700,STL,ARI,2,9.0,9.6
Rickard Rakell,W,5700,ANH,LA,1,9.2,3.2
Drew Doughty,D,5600,LA,ANH,56,8.3,12.8
Jordan Eberle,W,5600,NYI,BUF,2,8.9,0.0
Denis Gurianov,W,5600,DAL,CLS,2,7.8,17.3
Nick Suzuki,C,5600,MON,VAN,2,8.2,16.0
Jeff Petry,D,5500,MON,VAN,60,8.0,23.2
Paul Stastny,C,5500,WPG,CGY,2,7.6,0.0
Dominik Kubalik,W,5500,CHI,CAR,2,8.6,22.9
Eric Staal,C,5500,BUF,NYI,2,7.9,0.0
Dougie Hamilton,D,5400,CAR,CHI,64,11.5,4.8
Jakob Silfverberg,W,5400,ANH,LA,2,7.8,11.2
Andre Burakovsky,W,5400,COL,MIN,2,8.4,6.4
Torey Krug,D,5400,STL,ARI,67,9.4,8.0
Dylan Strome,C,5300,CHI,CAR,2,8.8,15.2
Clayton Keller,W,5300,ARI,STL,1,8.9,1.6
Mark Giordano,D,5300,CGY,WPG,71,10.0,9.6
Mike Hoffman,W,5200,STL,ARI,3,10.0,21.6
Darnell Nurse,D,5200,EDM,OTT,73,8.9,18.4
Samuel Girard,D,5100,COL,MIN,74,7.0,3.2
Kailer Yamamoto,W,5100,EDM,OTT,2,9.2,12.8
Joel Eriksson Ek,C,5100,MIN,COL,2,7.0,3.2
Miro Heiskanen,D,5100,DAL,CLS,77,9.0,0.0
Dustin Brown,W,5100,LA,ANH,3,7.6,0.0
Oliver Bjorkstrand,W,5100,CLS,DAL,2,11.1,3.2
Ryan Getzlaf,C,5100,ANH,LA,1,8.5,1.6
Brock Nelson,C,5100,NYI,BUF,2,10.0,0.0
Roope Hintz,C,5000,DAL,CLS,2,7.7,13.3
