Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jake Allen,,,G,8600,MON,VAN,0,61%,2.92,35.7,35.7,35.7,0.933,0.933,12.0,12.0,12.0,-0.5,24.5,19.0,2.2,28.8,3.3
Philipp Grubauer,,,G,8500,COL,MIN,1,60%,2.50,60.0,64.9,64.9,0.930,0.930,23.2,21.7,21.7,9.5,33.9,21.0,2.5,29.6,3.5
James Reimer,,,G,8300,CAR,@CHI,1,62%,2.89,60.4,60.4,60.4,0.918,0.918,21.9,21.9,21.9,15.4,28.3,17.5,2.1,24.0,2.9
Jake Oettinger,,,G,8100,DAL,@CLS,1,49%,2.77,44.4,44.4,44.4,0.909,0.909,12.0,12.0,12.0,6.3,17.7,18.0,2.2,18.4,2.3
David Rittich,,,G,8000,CGY,@WPG,0,54%,3.14,60.0,60.0,60.0,0.810,0.810,-2.4,-2.4,-2.4,-2.4,-2.4,16.9,2.1,8.0,1.0
Laurent Brossoit,,,G,7900,WPG,CGY,0,46%,3.36,40.4,40.4,40.4,0.911,0.911,13.9,13.9,13.9,-1.5,29.2,15.8,2.0,27.2,3.4
Cameron Talbot,,,G,7800,MIN,@COL,1,40%,3.00,40.4,44.3,44.3,0.916,0.916,12.6,14.7,14.7,4.5,24.8,15.2,1.9,15.2,1.9
Thatcher Demko,,,G,7700,VAN,@MON,0,39%,3.58,47.9,50.8,50.8,0.914,0.914,20.8,17.5,17.5,0.3,34.7,14.3,1.9,6.4,0.8
Semyon Varlamov,,,G,7700,NYI,BUF,1,57%,2.31,60.0,60.0,60.0,0.918,0.918,15.5,18.1,18.1,-2.3,38.6,21.0,2.7,0.0,0.0
Darcy Kuemper,,,G,7600,ARI,@STL,4,41%,2.98,59.3,59.8,59.8,0.910,0.910,14.6,13.4,13.4,4.7,22.0,17.0,2.2,6.4,0.8
Jordan Binnington,,,G,7600,STL,ARI,1,59%,2.52,62.0,68.2,68.2,0.914,0.914,23.2,20.1,20.1,8.1,32.1,19.0,2.5,24.0,3.2
Mikko Koskinen,,,G,7400,EDM,OTT,1,67%,2.70,59.1,61.2,61.2,0.893,0.893,11.4,14.1,14.1,1.3,26.9,20.8,2.8,22.4,3.0
Kevin Lankinen,,,G,7200,CHI,CAR,1,38%,3.61,60.7,60.9,60.9,0.936,0.936,26.1,21.5,21.5,7.8,35.2,13.9,1.9,18.4,2.6
Joonas Korpisalo,,,G,7200,CLS,DAL,1,51%,2.73,60.9,60.9,60.9,0.936,0.936,21.6,21.6,21.6,11.4,31.8,17.9,2.5,-5.6,-0.8
Linus Ullmark,,,G,7000,BUF,@NYI,1,42%,2.69,63.5,62.6,62.6,0.914,0.914,20.3,18.1,18.1,10.4,25.9,18.2,2.6,0.0,0.0
Cal Petersen,,,G,6900,LA,ANH,4,53%,2.67,58.8,58.8,58.8,0.919,0.919,15.7,15.7,15.7,0.1,31.3,18.3,2.7,24.0,3.5
John Gibson,,,G,6800,ANH,@LA,1,47%,2.83,48.0,53.2,53.2,0.918,0.918,16.2,17.2,17.2,-3.2,37.7,18.6,2.7,24.0,3.5
Marcus Hogberg,,,G,6600,OTT,@EDM,1,33%,3.80,47.8,47.8,47.8,0.845,0.845,1.4,1.4,1.4,-4.0,6.8,14.1,2.1,0.8,0.1
