Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
C.J. McCollum,,O,SG,8700,POR,@MIL,15,113,29,26,104,109,-2%,21,19,21,38,34,35,42.7,44.6,35.4,53.8,0.0,0.0,0.0,,0.0,0.0
Jimmy Butler,9,,SF,8700,MIA,CHA,1,112,27,24,102,108,-9%,19,15,14,35,31,30,40.8,39.0,21.3,56.7,33.5,41.5,4.8,37.2,52.3,6.0
Deandre Ayton,4,,C,8300,PHO,@DAL,1,108,19,19,101,109,9%,12,11,11,31,34,32,36.4,34.7,24.2,45.3,34.0,38.1,4.6,32.9,32.9,4.0
Zion Williamson,6,,PF,8300,NOR,SAC,1,118,28,24,102,116,-5%,16,16,17,32,34,34,40.7,39.7,32.7,46.7,35.0,42.2,5.1,30.9,40.6,4.9
Shai Gilgeous-Alexander,6,,SG,8300,OKC,HOU,2,110,27,22,104,104,9%,14,15,15,31,34,34,44.4,39.8,28.3,51.3,33.5,42.5,5.1,29,32.9,4.0
De'Aaron Fox,11,,PG,8200,SAC,@NOR,1,116,31,18,102,111,3%,20,19,17,33,35,33,38.7,38.6,23.5,53.7,34.0,40.6,5.0,39.7,57.8,7.0
Victor Oladipo,5,,SG,8200,HOU,@OKC,1,115,31,16,103,110,2%,19,19,18,31,33,33,36.4,37.8,29.6,45.9,34.0,39.0,4.8,24.8,30.1,3.7
Brandon Ingram,3,,SF,8000,NOR,SAC,1,118,28,20,102,116,7%,15,17,18,34,35,35,37.0,39.3,29.7,48.9,36.0,40.8,5.1,35.6,34.0,4.3
Khris Middleton,4,,SF,7900,MIL,POR,1,122,25,22,102,113,-3%,13,15,16,34,35,33,38.3,38.9,31.2,46.6,34.0,41.1,5.2,25.3,41.5,5.3
Chris Paul,6,,PG,7800,PHO,@DAL,1,108,25,18,101,109,-13%,16,17,13,31,36,33,44.3,36.7,25.5,47.9,32.0,35.5,4.6,38,59.3,7.6
Ja Morant,6,,PG,7800,MEM,@SAS,1,109,33,24,102,108,2%,12,13,16,31,28,29,30.5,36.7,17.4,56.1,33.0,37.5,4.8,21.6,30.6,3.9
Devin Booker,0,,SG,7600,PHO,@DAL,9,108,29,15,101,109,0%,20,20,18,37,36,37,36.8,34.2,26.0,42.3,34.0,32.8,4.3,31.4,26.2,3.4
Gordon Hayward,7,,SF,7600,CHA,@MIA,1,104,25,20,101,109,9%,17,18,17,37,38,36,39.7,38.3,26.4,50.2,37.5,37.6,4.9,42,34.7,4.6
Jrue Holiday,8,,PG,7500,MIL,POR,1,122,21,18,102,113,-3%,17,16,13,39,37,33,37.5,35.7,27.3,44.0,34.5,36.6,4.9,30,46.4,6.2
John Collins,1,,PF,7300,ATL,LAL,2,106,20,19,102,103,-6%,12,12,12,35,34,32,32.9,32.1,23.1,41.2,33.0,32.8,4.5,35,29.4,4.0
John Wall,4,,PG,7200,HOU,@OKC,1,115,28,17,103,110,-6%,14,14,15,28,26,31,29.5,33.8,23.3,44.2,31.5,36.9,5.1,21.7,38.7,5.4
DeMar DeRozan,5,,SG,7100,SAS,MEM,1,113,24,22,103,104,-5%,10,11,14,31,33,34,31.8,38.0,25.2,50.8,33.0,36.6,5.2,29.9,30.0,4.2
D'Angelo Russell,4,,SG,7100,MIN,@CLE,0,109,30,16,100,107,4%,15,15,17,28,28,30,30.7,33.0,20.0,46.1,31.0,36.4,5.1,28.9,29.4,4.1
Enes Kanter,3,,C,7000,POR,@MIL,1,113,18,25,104,109,-6%,11,9,7,33,30,22,34.9,28.4,16.1,40.8,31.5,37.3,5.3,25,19.2,2.7
Kristaps Porzingis,7,,PF,7000,DAL,PHO,2,110,25,18,99,106,-5%,16,16,16,28,31,30,34.2,33.8,24.5,43.2,32.0,36.6,5.2,34.2,40.5,5.8
Dejounte Murray,1,,PG,6900,SAS,MEM,1,113,24,17,103,104,3%,16,14,14,30,31,32,37.1,35.9,28.0,43.9,31.5,35.5,5.1,24.2,17.0,2.5
Collin Sexton,9,,SG,6800,CLE,MIN,0,112,29,19,104,111,4%,17,15,18,33,29,34,25.2,34.3,21.8,46.8,33.5,38.2,5.6,41.5,32.1,4.7
Richaun Holmes,3,,C,6800,SAC,@NOR,1,116,15,19,102,111,-5%,4,7,8,27,32,30,29.2,31.0,19.4,42.6,30.5,31.5,4.6,33.1,47.5,7.0
Jonas Valanciunas,,O,C,6800,MEM,@SAS,15,109,23,19,102,108,1%,13,12,11,25,27,28,33.4,33.9,25.1,42.7,0.0,0.0,0.0,,0.0,0.0
Lauri Markkanen,1,,PF,6700,CHI,NYK,1,111,21,18,98,107,-10%,15,15,14,33,33,32,29.1,31.7,24.8,38.6,33.0,31.3,4.7,33.6,38.0,5.7
Tyler Herro,1,,SG,6500,MIA,CHA,1,112,24,12,102,108,-9%,17,19,15,36,36,34,36.1,30.4,19.9,41.0,33.5,28.9,4.4,33.5,26.6,4.1
Malik Beasley,2,,SF,6500,MIN,@CLE,0,109,25,17,100,107,4%,18,18,16,29,30,32,32.0,30.5,22.7,38.4,31.0,29.5,4.5,33.2,21.9,3.4
De'Andre Hunter,,O,SF,6400,ATL,LAL,2,106,19,18,102,103,0%,10,13,12,29,32,32,32.4,30.0,20.5,39.4,0.0,0.0,0.0,,0.0,0.0
Buddy Hield,5,,SG,6400,SAC,@NOR,1,116,20,12,102,111,5%,14,13,14,38,34,34,33.3,28.2,19.6,36.7,35.0,30.3,4.7,39,29.1,4.5
R.J. Barrett,4,,SF,6400,NYK,@CHI,0,108,24,14,106,112,-2%,17,16,16,35,37,37,32.8,32.7,25.3,40.1,35.0,29.9,4.7,30.3,24.9,3.9
Brandon Clarke,4,,PF,6400,MEM,@SAS,1,109,20,15,102,108,-3%,12,13,13,31,31,30,31.5,29.0,20.3,37.6,31.5,31.8,5.0,22.1,37.2,5.8
Naz Reid,,,C,6300,MIN,@CLE,4,109,20,19,100,107,8%,13,10,8,26,27,22,35.2,24.7,13.2,36.2,20.5,22.2,3.5,13.2,15.6,2.5
LaMelo Ball,3,,PG,6300,CHA,@MIA,1,104,26,18,101,109,3%,12,10,11,30,26,25,32.0,31.6,17.8,45.4,33.5,37.7,6.0,31.4,27.5,4.4
Al Horford,1,,C,6300,OKC,HOU,2,110,19,16,104,104,0%,14,14,12,27,28,28,34.7,30.6,22.1,39.0,28.0,30.8,4.9,25.3,32.9,5.2
PJ Washington,2,,PF,6200,CHA,@MIA,1,104,20,15,101,109,4%,6,8,10,30,29,30,28.4,30.6,20.1,41.1,32.0,29.8,4.8,24.2,26.9,4.3
Terry Rozier,,O,PG,6100,CHA,@MIA,1,104,22,16,101,109,3%,15,14,15,32,35,34,29.9,32.0,22.5,41.5,0.0,0.0,0.0,,0.0,0.0
Harrison Barnes,4,,SF,6100,SAC,@NOR,1,116,18,17,102,111,5%,11,10,11,37,36,35,30.5,30.2,20.2,40.3,35.5,29.2,4.8,40.4,42.6,7.0
Jusuf Nurkic,,O,C,6000,POR,@MIL,17,113,21,16,104,109,-6%,8,10,9,26,25,25,33.1,28.9,19.6,38.2,0.0,0.0,0.0,,0.0,0.0
Jarrett Allen,12,,PF,6000,CLE,MIN,0,112,17,22,104,111,18%,7,6,6,21,23,26,23.0,29.0,18.8,39.3,30.0,36.7,6.1,34.8,60.1,10.0
Coby White,3,,PG,6000,CHI,NYK,1,111,22,11,98,107,-1%,9,11,14,29,31,34,25.0,28.5,17.6,39.3,32.5,28.6,4.8,37.5,22.8,3.8
Larry Nance Jr.,,O,SF,5900,CLE,MIN,0,112,13,14,104,111,-4%,6,9,8,31,36,35,32.3,30.4,19.4,41.4,0.0,0.0,0.0,,0.0,0.0
Wendell Carter,,O,C,5900,CHI,NYK,13,111,19,17,98,107,6%,7,9,9,24,27,27,30.0,28.0,19.2,36.7,0.0,0.0,0.0,,0.0,0.0
Marvin Bagley,2,,PF,5900,SAC,@NOR,1,116,22,14,102,111,3%,8,10,11,23,26,26,25.5,25.6,17.3,33.8,26.0,25.5,4.3,21.6,17.3,2.9
Kendrick Nunn,1,,SG,5900,MIA,CHA,3,112,21,12,102,108,-9%,14,15,11,36,36,26,26.8,21.1,6.2,35.9,0.0,0.0,0.0,,0.0,0.0
Goran Dragic,1,,PG,5800,MIA,CHA,6,112,27,16,102,108,-1%,16,15,13,32,32,28,29.4,28.0,20.3,35.8,26.0,24.6,4.2,24.7,26.4,4.6
Kyle Anderson,5,,SF,5800,MEM,@SAS,1,109,21,15,102,108,9%,9,8,11,24,27,29,30.3,29.7,20.9,38.5,27.5,26.7,4.6,25.7,34.1,5.9
Mikal Bridges,2,,SF,5700,PHO,@DAL,1,108,16,17,101,109,-3%,11,12,11,32,35,34,28.2,28.8,20.0,37.5,32.5,26.2,4.6,38.3,21.3,3.7
Lonzo Ball,8,,PG,5700,NOR,SAC,1,118,21,12,102,116,4%,14,13,12,31,29,32,30.7,28.2,17.2,39.1,32.0,30.8,5.4,32,31.9,5.6
Kevin Love,,O,PF,5700,CLE,MIN,35,112,,,104,111,-4%,9,9,9,23,23,23,20.4,20.4,10.8,30.1,0.0,0.0,0.0,,0.0,0.0
Eric Bledsoe,4,,PG,5600,NOR,SAC,1,118,22,13,102,116,4%,17,17,12,32,32,30,30.7,25.4,15.6,35.1,32.5,30.1,5.4,36.3,22.4,4.0
LaMarcus Aldridge,5,,PF,5600,SAS,MEM,1,113,22,15,103,104,-2%,5,11,13,24,26,27,27.4,25.6,14.8,36.3,27.5,28.5,5.1,18.3,18.2,3.3
Jarred Vanderbilt,1,,PF,5500,MIN,@CLE,0,109,15,19,100,107,7%,6,7,5,25,24,20,27.8,23.1,13.0,33.3,23.0,25.3,4.6,19.2,19.8,3.6
Gary Trent,5,,SG,5500,POR,@MIL,1,113,18,13,104,109,-2%,15,13,11,37,32,28,22.1,19.2,8.9,29.5,35.5,24.9,4.5,29.1,13.4,2.4
DeMarcus Cousins,1,,C,5500,HOU,@OKC,1,115,26,15,103,110,3%,4,10,8,12,24,18,32.7,23.8,8.9,38.8,14.5,20.5,3.7,20.9,34.1,6.2
Derrick White,1,,PG,5500,SAS,MEM,1,113,,,103,104,3%,10,10,10,22,22,22,21.3,21.3,13.4,29.2,20.5,20.6,3.7,21.4,18.7,3.4
Devonte' Graham,7,,SG,5500,CHA,@MIA,1,104,21,12,101,109,3%,12,13,13,34,35,35,25.2,30.0,23.3,36.6,35.0,28.1,5.1,41.1,35.3,6.4
Keldon Johnson,4,,SF,5400,SAS,MEM,1,113,19,16,103,104,-5%,14,13,11,32,31,31,30.3,30.1,19.9,40.3,29.0,27.6,5.1,30.6,46.5,8.6
Montrezl Harrell,0,,C,5400,LAL,@ATL,1,113,19,21,102,107,3%,10,8,9,26,27,25,23.9,25.9,18.8,33.1,24.5,25.3,4.7,28.6,31.6,5.9
Jae Crowder,3,,PF,5400,PHO,@DAL,1,108,16,12,101,109,-2%,9,11,9,30,32,29,27.4,22.8,13.7,31.9,29.5,22.6,4.2,15.4,5.9,1.1
Tyrese Haliburton,8,,SG,5400,SAC,@NOR,1,116,18,16,102,111,3%,10,11,9,32,30,29,28.7,27.0,17.2,36.8,30.0,28.4,5.3,32.4,29.2,5.4
Taurean Waller-Prince,2,,PF,5400,CLE,MIN,0,112,18,14,104,111,-5%,7,8,7,22,24,21,20.7,18.3,9.3,27.3,29.0,24.9,4.6,31.6,30.8,5.7
Mitchell Robinson,2,,C,5300,NYK,@CHI,0,108,11,18,106,112,-3%,5,6,6,26,27,29,21.6,27.0,20.0,34.0,28.0,26.6,5.0,20.4,21.6,4.1
Tim Hardaway Jr.,5,,SG,5300,DAL,PHO,1,110,21,14,99,106,-9%,12,13,14,31,33,32,23.8,25.7,16.5,35.0,32.0,24.0,4.5,31.3,30.8,5.8
Dennis Schroder,2,,PG,5300,LAL,@ATL,1,113,22,12,102,107,3%,8,9,12,31,29,31,19.5,25.4,16.7,34.0,30.0,25.3,4.8,29.6,27.1,5.1
Darius Garland,9,,PG,5300,CLE,MIN,0,112,25,13,104,111,4%,16,12,14,30,28,32,23.2,27.1,15.6,38.6,32.0,28.2,5.3,38.4,37.1,7.0
Immanuel Quickley,7,,SG,5200,NYK,@CHI,0,108,29,19,106,112,19%,17,14,10,26,23,20,28.3,21.5,9.4,33.6,24.5,25.6,4.9,30.3,32.7,6.3
Cody Zeller,10,,C,5200,CHA,@MIA,1,104,18,17,101,109,-9%,10,8,7,30,25,22,28.3,24.2,14.0,34.4,29.5,30.0,5.8,39.4,44.4,8.5
Xavier Tillman,4,,PF,5100,MEM,@SAS,1,109,16,17,102,108,-3%,8,8,7,25,23,21,26.6,21.3,13.6,28.9,27.0,26.6,5.2,23.8,33.3,6.5
Steven Adams,2,O,C,5100,NOR,SAC,1,118,13,15,102,116,8%,4,6,6,31,30,30,22.7,26.7,17.3,36.1,0.0,0.0,0.0,,0.0,0.0
Thaddeus Young,3,,PF,5100,CHI,NYK,1,111,19,17,98,107,-10%,11,9,8,30,27,25,32.3,25.0,13.9,36.1,26.0,25.6,5.0,30.6,39.6,7.8
Brook Lopez,2,,C,5100,MIL,POR,1,122,14,14,102,113,5%,9,9,9,30,30,29,23.1,23.9,17.3,30.5,30.0,27.2,5.3,17.3,11.4,2.2
Darius Bazley,5,,PF,5100,OKC,HOU,2,110,18,10,104,104,-7%,11,10,10,31,31,30,22.8,23.9,14.8,32.9,30.0,26.5,5.2,30.1,21.7,4.3
Dillon Brooks,3,,SG,5100,MEM,@SAS,1,109,27,10,102,108,9%,13,15,16,27,29,30,26.2,28.4,21.1,35.8,29.0,26.1,5.1,22.9,20.5,4.0
Grayson Allen,,O,SG,5000,MEM,@SAS,13,109,16,13,102,108,-5%,9,8,6,26,24,22,24.2,17.1,8.4,25.8,0.0,0.0,0.0,,0.0,0.0
Eric Gordon,1,,SF,4900,HOU,@OKC,1,115,24,15,103,110,2%,10,13,13,26,30,28,24.8,24.4,14.9,33.8,27.5,22.8,4.7,21.8,27.0,5.5
Robert Covington,5,,PF,4900,POR,@MIL,1,113,12,7,104,109,10%,6,8,7,31,29,30,21.1,21.1,15.0,27.3,32.5,25.2,5.1,27.9,21.6,4.4
Derrick Jones Jr.,,O,SF,4900,POR,@MIL,3,113,12,11,104,109,10%,6,7,6,27,30,27,22.2,18.8,10.1,27.4,0.0,0.0,0.0,,0.0,0.0
Carmelo Anthony,0,,SF,4900,POR,@MIL,1,113,20,12,104,109,0%,12,14,11,28,28,26,26.0,22.2,13.5,30.9,26.0,22.0,4.5,18.4,9.9,2.0
Anthony Edwards,8,,SG,4800,MIN,@CLE,0,109,26,10,100,107,4%,14,15,14,30,28,26,29.8,20.9,10.7,31.1,29.5,24.3,5.1,31.3,22.6,4.7
Jakob Poeltl,3,,C,4800,SAS,MEM,1,113,13,16,103,104,9%,5,4,5,22,20,21,21.6,20.2,12.7,27.7,20.0,21.1,4.4,20.6,22.2,4.6
Alec Burks,2,,SG,4800,NYK,@CHI,0,108,22,17,106,112,-2%,7,10,10,23,25,26,22.7,26.0,18.5,33.4,22.5,20.4,4.2,28.5,26.7,5.6
Nickeil Alexander-Walker,6,,SG,4700,NOR,SAC,1,118,23,13,102,116,16%,12,9,10,28,25,22,23.8,20.8,8.2,33.4,25.5,24.1,5.1,18.1,13.0,2.8
Bobby Portis,2,,PF,4700,MIL,POR,1,122,18,19,102,113,-3%,5,8,8,16,19,22,18.9,23.7,14.2,33.2,18.5,19.5,4.1,23.7,41.6,8.9
Justise Winslow,,O,SF,4700,MEM,@SAS,n/a,109,,,102,108,9%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Tyus Jones,1,,PG,4600,MEM,@SAS,1,109,18,14,102,108,2%,9,9,9,22,24,26,25.5,24.1,14.9,33.3,18.0,16.9,3.7,27.8,40.6,8.8
Cam Reddish,4,,SG,4600,ATL,LAL,2,106,20,10,102,103,0%,12,11,11,34,30,29,24.7,22.9,13.9,32.0,32.5,24.2,5.3,29.3,10.7,2.3
Kelly Olynyk,1,,C,4600,MIA,CHA,1,112,17,12,102,108,22%,8,8,9,25,22,27,19.3,23.1,14.2,32.0,21.5,19.2,4.2,22.1,21.4,4.7
Gorgui Dieng,3,,C,4600,MEM,@SAS,1,109,19,21,102,108,1%,6,5,6,21,19,18,21.9,20.9,12.6,29.2,18.5,20.3,4.4,24.1,33.3,7.2
De'Anthony Melton,3,,PG,4600,MEM,@SAS,1,109,20,15,102,108,-5%,10,10,8,22,22,21,23.0,21.5,12.4,30.5,25.0,23.0,5.0,26.6,39.9,8.7
Cedi Osman,2,,SF,4500,CLE,MIN,0,112,21,11,104,111,-5%,7,8,12,20,23,29,15.7,23.1,11.5,34.7,28.0,24.5,5.4,17.7,27.4,6.1
Ricky Rubio,1,,PG,4500,MIN,@CLE,0,109,18,10,100,107,-10%,5,6,6,19,23,23,20.2,20.4,12.8,28.0,20.5,19.7,4.4,19.5,13.0,2.9
Otto Porter,1,Q,SF,4500,CHI,NYK,1,111,20,17,98,107,-3%,9,9,10,24,24,25,23.6,25.7,14.9,36.5,23.0,23.9,5.3,18.1,10.5,2.3
Kevin Huerter,3,,SG,4500,ATL,LAL,2,106,18,12,102,103,-1%,11,10,11,34,33,30,18.5,23.8,15.8,31.7,34.0,23.6,5.2,39.4,19.3,4.3
Elfrid Payton,1,,PG,4400,NYK,@CHI,0,108,23,11,106,112,19%,7,8,11,22,24,28,13.8,22.0,12.0,32.0,23.5,19.7,4.5,17.7,8.4,1.9
Cameron Johnson,4,,SF,4400,PHO,@DAL,1,108,17,14,101,109,-3%,7,9,9,32,32,26,17.5,20.2,13.8,26.5,31.0,23.3,5.3,35.1,19.0,4.3
Duncan Robinson,0,,SF,4400,MIA,CHA,1,112,15,10,102,108,-9%,9,11,10,34,37,35,19.3,21.9,15.6,28.1,33.5,21.4,4.9,27.7,16.4,3.7
Kyle Kuzma,,,PF,4400,LAL,@ATL,1,113,18,12,102,107,3%,13,8,9,27,23,24,18.5,19.7,11.5,28.0,22.5,17.9,4.1,19.5,11.6,2.6
Luguentz Dort,4,,SF,4400,OKC,HOU,2,110,17,11,104,104,1%,13,11,10,32,31,30,16.0,21.2,10.8,31.6,31.5,24.2,5.5,23.9,11.1,2.5
Juan Hernangomez,,D,PF,4400,MIN,@CLE,18,109,14,10,100,107,7%,6,8,6,28,27,20,22.9,15.3,3.4,27.2,0.0,0.0,0.0,,0.0,0.0
Willie Cauley-Stein,,,C,4400,DAL,PHO,1,110,13,15,99,106,-1%,4,3,4,19,17,19,13.5,16.5,5.2,27.8,0.0,0.0,0.0,13.8,5.2,1.2
George Hill,,O,PG,4300,OKC,HOU,7,110,17,16,104,104,9%,11,9,9,29,27,26,18.6,21.2,12.4,30.0,0.0,0.0,0.0,,0.0,0.0
Austin Rivers,,,PG,4300,NYK,@CHI,0,108,17,11,106,112,-2%,8,7,8,21,23,25,18.1,17.1,7.4,26.7,18.5,11.9,2.8,15.4,3.7,0.9
Hamidou Diallo,3,,SG,4300,OKC,HOU,2,110,23,18,104,104,1%,9,9,8,20,20,20,22.4,22.1,12.8,31.4,21.5,21.7,5.0,15.3,26.4,6.1
Theo Maledon,2,,PG,4300,OKC,HOU,2,110,18,8,104,104,9%,8,7,7,32,24,21,18.8,14.7,7.9,21.6,30.0,21.8,5.1,28.4,17.7,4.1
Rajon Rondo,,P,PG,4300,ATL,LAL,2,106,19,11,102,103,-10%,3,4,4,10,16,15,15.3,12.8,2.1,23.5,14.5,11.3,2.6,14.8,19.4,4.5
James Johnson,,,PF,4200,DAL,PHO,1,110,17,13,99,106,-5%,6,6,6,20,22,21,21.1,18.8,9.2,28.4,14.0,12.3,2.9,6,2.4,0.6
Nerlens Noel,,,PF,4200,NYK,@CHI,2,108,10,14,106,112,-3%,2,3,3,21,21,17,21.6,16.9,9.1,24.6,16.5,15.8,3.8,27.6,31.4,7.5
Patrick Williams,1,,PF,4200,CHI,NYK,1,111,16,10,98,107,-3%,10,8,8,28,26,26,18.4,19.1,12.1,26.2,23.5,17.6,4.2,28,14.2,3.4
Miles Bridges,3,,SF,4200,CHA,@MIA,1,104,17,11,101,109,9%,9,10,8,28,27,26,22.7,22.3,14.4,30.1,28.0,21.7,5.2,27.1,23.1,5.5
Danilo Gallinari,1,,SF,4200,ATL,LAL,2,106,,,102,103,0%,7,6,6,16,16,15,12.2,12.4,4.5,20.2,20.0,15.9,3.8,19.1,10.2,2.4
Trevor Ariza,,O,SF,4200,OKC,HOU,n/a,110,,,104,104,1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
David Nwaba,,O,SG,4200,HOU,@OKC,1,115,15,14,103,110,2%,7,8,7,14,20,23,25.0,19.4,9.9,28.8,0.0,0.0,0.0,,0.0,0.0
Dario Saric,,O,PF,4100,PHO,@DAL,20,108,24,14,101,109,-2%,8,9,8,19,20,19,20.0,18.1,12.0,24.3,0.0,0.0,0.0,,0.0,0.0
Isaac Okoro,1,,SG,4100,CLE,MIN,0,112,12,7,104,111,12%,7,7,7,32,33,36,18.9,17.9,10.7,25.1,34.0,19.1,4.7,32.5,9.7,2.4
Maxi Kleber,,,PF,4100,DAL,PHO,22,110,11,13,99,106,-5%,6,5,5,30,27,24,19.7,18.8,13.7,24.0,18.5,13.9,3.4,18,11.7,2.9
Hassan Whiteside,3,,C,4000,SAC,@NOR,1,116,22,20,102,111,-5%,6,6,5,20,15,14,17.9,17.3,7.9,26.6,16.5,21.3,5.3,14.5,10.2,2.5
Rodney Hood,3,,SG,4000,POR,@MIL,1,113,14,5,104,109,10%,6,7,5,24,23,16,15.1,9.5,2.8,16.2,23.5,15.4,3.9,16.8,9.7,2.4
Jarrett Culver,,O,SF,4000,MIN,@CLE,6,109,18,11,100,107,4%,6,7,7,20,19,21,18.8,17.4,8.6,26.2,0.0,0.0,0.0,,0.0,0.0
Patrick Mills,,,PG,4000,SAS,MEM,1,113,21,17,103,104,3%,9,11,11,24,26,26,24.2,21.8,16.2,27.5,22.0,17.5,4.4,23.2,16.9,4.2
Lonnie Walker,1,,SG,4000,SAS,MEM,1,113,18,10,103,104,-5%,7,9,11,27,29,29,19.9,20.5,12.2,28.8,27.0,19.2,4.8,15.9,11.8,3.0
Andre Iguodala,,,SG,4000,MIA,CHA,1,112,13,10,102,108,-9%,5,5,4,21,24,21,21.9,16.1,8.6,23.6,19.5,14.9,3.7,26.8,23.3,5.8
Jalen Brunson,,,PG,4000,DAL,PHO,1,110,20,16,99,106,-6%,8,6,8,26,27,24,17.2,19.6,10.0,29.2,18.0,14.2,3.5,21.2,20.3,5.1
Donte DiVincenzo,2,,SG,4000,MIL,POR,1,122,17,13,102,113,-3%,7,8,8,26,26,26,17.1,20.9,13.3,28.6,26.0,22.0,5.5,18.1,20.3,5.1
JaVale McGee,2,,PF,3900,CLE,MIN,6,112,24,18,104,111,18%,8,7,7,14,16,17,20.5,21.2,12.4,30.0,17.5,21.6,5.5,13.2,13.0,3.3
Isaiah Roby,,,PF,3900,OKC,HOU,2,110,16,16,104,104,1%,1,6,6,11,21,20,17.1,18.0,7.1,28.9,12.5,11.1,2.8,11.7,16.6,4.3
Jaden McDaniels,,,PF,3900,MIN,@CLE,0,109,15,7,100,107,8%,6,6,5,22,21,16,15.3,12.8,3.7,21.9,16.0,12.7,3.3,21.6,13.8,3.5
Rudy Gay,1,,SF,3900,SAS,MEM,1,113,22,15,103,104,-3%,9,9,10,19,21,22,20.1,22.9,15.0,30.7,19.5,19.6,5.0,19.4,15.1,3.9
Sterling Brown,,,SG,3900,HOU,@OKC,1,115,14,15,103,110,2%,7,7,6,19,20,20,19.9,17.3,8.8,25.8,13.0,10.2,2.6,18.2,3.5,0.9
Jae'Sean Tate,1,,SF,3900,HOU,@OKC,1,115,14,12,103,110,11%,6,6,6,20,24,26,19.8,19.7,10.8,28.5,25.0,18.2,4.7,23,26.4,6.8
P.J. Tucker,2,,PF,3900,HOU,@OKC,1,115,8,7,103,110,11%,5,5,4,28,30,31,16.4,16.8,7.7,25.8,31.5,17.7,4.5,26.9,20.0,5.1
Dorian Finney-Smith,1,,SF,3900,DAL,PHO,1,110,13,11,99,106,0%,7,8,8,28,30,29,20.8,20.0,10.9,29.1,31.0,20.9,5.4,37.3,14.5,3.7
Abdel Nader,,,SF,3900,PHO,@DAL,1,108,18,13,101,109,-3%,10,8,6,24,23,19,19.0,15.5,8.4,22.6,17.5,13.2,3.4,,0.0,0.0
Josh Hart,5,,SF,3900,NOR,SAC,1,118,12,12,102,116,16%,6,4,6,22,25,28,20.6,21.2,14.3,28.0,27.0,20.9,5.4,31.6,42.6,10.9
Danuel House,2,,SF,3900,HOU,@OKC,1,115,12,8,103,110,0%,7,6,6,24,25,27,15.8,16.3,10.7,21.9,24.0,16.1,4.1,25.9,25.3,6.5
