Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
David Pastrnak,1,,W,9200,BOS,WAS,0,L1,P1,3.10,21.3,19.1,19.1,4.8,3.8,3.8,14.9,23.8,23.8,9.1,38.6,17.6,1.9,20.0,2.2
Nathan MacKinnon,1,,C,8800,COL,@VAN,1,L1,P1,3.04,19.7,21.0,21.0,6.2,5.0,5.0,26.3,22.0,22.0,9.2,34.9,18.6,2.1,38.9,4.4
Alexander Ovechkin,,,W,8800,WAS,@BOS,0,L1,P1,2.90,22.1,21.3,21.3,5.8,5.0,5.0,20.8,20.7,20.7,6.9,34.5,17.0,1.9,4.8,0.5
Auston Matthews,,,C,8700,TOR,@PIT,0,L1,P1,3.09,20.9,19.9,19.9,4.4,3.9,3.9,24.2,20.4,20.4,6.9,33.8,18.1,2.1,3.2,0.4
Patrick Kane,,,W,8300,CHI,@NSH,2,L2,P1,2.81,21.1,21.0,21.0,3.6,3.2,3.2,28.0,17.7,17.7,5.2,30.2,17.5,2.1,23.2,2.8
Aleksander Barkov,1,,C,8300,FLA,NYR,1,L1,P1,3.71,22.3,20.1,20.1,4.4,2.6,2.6,23.4,16.7,16.7,6.3,27.0,16.4,2.0,14.4,1.7
Brad Marchand,,,W,8200,BOS,WAS,0,L1,P1,3.10,19.7,19.6,19.6,2.6,2.8,2.8,13.1,21.2,21.2,5.9,36.6,16.4,2.0,1.6,0.2
Artemi Panarin,,,W,8200,NYR,@FLA,1,L1,P1,2.79,19.3,20.3,20.3,3.2,3.1,3.1,21.7,17.0,17.0,10.2,23.9,13.9,1.7,29.6,3.6
Evgeni Malkin,1,,C,8200,PIT,TOR,0,L1,P1,3.41,18.0,17.3,17.3,3.8,3.6,3.6,17.4,14.5,14.5,5.8,23.1,15.4,1.9,28.5,3.5
Sidney Crosby,,Q,C,8100,PIT,TOR,0,,,3.41,19.0,20.5,20.5,3.4,2.7,2.7,12.0,14.3,14.3,3.3,25.3,0.0,0.0,0.0,0.0
Jack Eichel,2,,C,7900,BUF,OTT,1,L1,P1,3.69,22.3,21.3,21.3,3.6,3.4,3.4,10.4,17.0,17.0,1.1,33.0,17.5,2.2,56.0,7.1
Patrice Bergeron,1,,C,7800,BOS,WAS,0,L1,P1,3.10,19.1,19.0,19.0,2.8,3.4,3.4,10.0,15.3,15.3,5.9,24.7,0.0,0.0,0.0,0.0
Filip Forsberg,1,,W,7800,NSH,CHI,3,L1,P1,3.69,18.3,17.8,17.8,3.4,4.1,4.1,19.0,19.2,19.2,13.3,25.1,14.6,1.9,6.4,0.8
Evander Kane,2,,W,7700,SJ,DET,1,L1,P1,3.78,19.6,19.7,19.7,3.2,3.9,3.9,19.9,18.9,18.9,5.3,32.4,13.1,1.7,1.6,0.2
Mitchell Marner,,Q,W,7700,TOR,@PIT,5,,,3.09,19.8,19.7,19.7,2.0,2.7,2.7,10.2,14.6,14.6,4.0,25.2,0.0,0.0,0.0,0.0
Evgeny Kuznetsov,,,C,7600,WAS,@BOS,0,L2,P1,2.90,20.1,17.8,17.8,3.2,2.7,2.7,22.3,15.4,15.4,4.2,26.7,13.1,1.7,9.6,1.3
John Tavares,,,C,7600,TOR,@PIT,0,L2,P1,3.09,18.7,18.3,18.3,2.6,2.1,2.1,18.4,13.5,13.5,4.7,22.4,16.9,2.2,6.4,0.8
Mikko Rantanen,,,W,7500,COL,@VAN,25,,,3.04,18.0,18.9,18.9,2.2,2.7,2.7,15.6,18.3,18.3,7.9,28.6,0.0,0.0,0.0,0.0
Claude Giroux,,,C,7500,PHI,NYI,0,L1,P1,2.74,20.4,19.6,19.6,2.8,3.4,3.4,9.5,12.8,12.8,4.9,20.8,13.3,1.8,4.8,0.6
Brent Burns,1,,D,7400,SJ,DET,1,D1,P2,3.78,24.9,25.9,25.9,3.8,3.0,3.0,18.2,15.6,15.6,8.0,23.3,14.9,2.0,1.6,0.2
Jonathan Huberdeau,1,,W,7400,FLA,NYR,1,L1,P1,3.71,20.1,18.8,18.8,1.6,2.4,2.4,12.7,16.4,16.4,4.5,28.4,14.4,1.9,31.4,4.2
Brendan Gallagher,,,W,7300,MON,NJ,0,L1,P2,3.57,17.6,17.1,17.1,2.6,3.5,3.5,12.0,15.0,15.0,3.5,26.6,12.6,1.7,18.4,2.5
Taylor Hall,,,W,7300,NJ,@MON,0,L1,P1,2.93,18.2,19.5,19.5,4.8,3.7,3.7,11.6,13.6,13.6,7.3,19.9,16.5,2.3,23.4,3.2
Elias Pettersson,,,C,7200,VAN,COL,1,L1,P1,3.46,19.9,18.8,18.8,2.6,2.5,2.5,12.7,16.0,16.0,3.2,28.8,14.6,2.0,16.0,2.2
John Carlson,,,D,7200,WAS,@BOS,0,D1,P1,2.90,24.7,25.3,25.3,3.8,2.9,2.9,22.9,21.2,21.2,10.7,31.8,13.8,1.9,16.0,2.2
Jake Guentzel,1,,W,7200,PIT,TOR,0,L1,P1,3.41,21.1,21.2,21.2,3.4,3.4,3.4,8.2,13.5,13.5,5.5,21.6,15.1,2.1,28.5,4.0
Jeff Skinner,,,W,7200,BUF,OTT,1,L3,P1,3.69,17.4,17.9,17.9,3.2,3.8,3.8,9.1,13.6,13.6,2.5,24.6,13.3,1.8,12.8,1.8
Brock Boeser,,,W,7100,VAN,COL,1,L1,P1,3.46,20.7,19.4,19.4,2.2,2.8,2.8,9.5,14.1,14.1,1.9,26.3,14.5,2.0,20.0,2.8
Mika Zibanejad,,,C,7100,NYR,@FLA,1,,,2.79,19.3,20.9,20.9,1.8,3.0,3.0,8.1,18.1,18.1,-2.6,38.8,0.0,0.0,0.0,0.0
Gabriel Landeskog,,,W,7000,COL,@VAN,20,,,3.04,19.2,20.4,20.4,2.4,2.4,2.4,6.6,10.9,10.9,1.6,20.3,0.0,0.0,0.0,0.0
Ryan O'Reilly,,,C,7000,STL,ANH,0,L2,P2,3.06,22.1,20.7,20.7,3.0,2.0,2.0,11.7,13.0,13.0,-0.9,26.9,13.1,1.9,1.6,0.2
Matt Duchene,,,C,6900,NSH,CHI,3,L2,P1,3.69,17.5,17.0,17.0,2.4,2.2,2.2,12.8,12.3,12.3,1.8,22.8,12.0,1.7,14.4,2.1
Sean Couturier,,,C,6900,PHI,NYI,0,L2,P2,2.74,19.6,18.9,18.9,2.6,2.7,2.7,11.4,12.2,12.2,4.6,19.7,14.9,2.2,26.9,3.9
Tomas Hertl,,Q,C,6800,SJ,DET,1,L2,P1,3.78,17.5,19.0,19.0,3.0,2.5,2.5,24.7,15.4,15.4,4.2,26.7,13.2,1.9,0.0,0.0
Anthony Mantha,,,W,6800,DET,@SJ,1,L1,P1,2.72,19.7,19.1,19.1,3.4,3.7,3.7,20.4,17.1,17.1,2.3,31.9,13.0,1.9,4.8,0.7
Roman Josi,1,,D,6800,NSH,CHI,3,D1,P1,3.69,24.6,24.5,24.5,3.6,3.4,3.4,16.8,17.5,17.5,7.1,27.9,13.8,2.0,32.0,4.7
Viktor Arvidsson,,,W,6800,NSH,CHI,3,L2,P1,3.69,18.1,17.7,17.7,2.0,2.2,2.2,10.9,11.1,11.1,3.0,19.1,14.1,2.1,6.4,0.9
Logan Couture,2,,C,6700,SJ,DET,1,L1,P1,3.78,19.4,18.6,18.6,3.0,2.4,2.4,20.1,13.0,13.0,2.3,23.6,13.9,2.1,32.5,4.9
Jakub Voracek,,,W,6700,PHI,NYI,0,L3,P1,2.74,16.9,16.4,16.4,1.8,2.0,2.0,6.8,10.2,10.2,-2.0,22.3,12.8,1.9,1.6,0.2
Dylan Larkin,,,C,6600,DET,@SJ,1,L1,P1,2.72,22.5,21.2,21.2,3.0,3.1,3.1,13.9,13.3,13.3,5.6,21.0,16.1,2.4,1.6,0.2
Erik Karlsson,,,D,6600,SJ,DET,1,D2,P1,3.78,25.0,25.2,25.2,0.8,1.5,1.5,11.9,11.5,11.5,3.5,19.4,14.6,2.2,18.9,2.9
Morgan Rielly,,,D,6600,TOR,@PIT,0,D1,P1,3.09,25.0,25.5,25.5,4.0,2.6,2.6,11.6,13.6,13.6,2.1,25.0,13.4,2.0,3.2,0.5
Mathew Barzal,,,C,6600,NYI,@PHI,2,L1,P1,2.76,18.7,19.0,19.0,2.0,2.4,2.4,14.2,14.7,14.7,3.6,25.9,13.0,2.0,14.1,2.1
Anders Lee,,,W,6500,NYI,@PHI,2,L1,P1,2.76,17.0,17.8,17.8,1.6,1.7,1.7,6.1,10.0,10.0,0.1,20.0,11.3,1.7,8.0,1.2
Jakob Silfverberg,,,W,6500,ANH,@STL,1,L2,P2,2.44,17.7,18.0,18.0,2.0,2.0,2.0,13.5,12.9,12.9,4.0,21.8,10.9,1.7,1.6,0.2
Alex DeBrincat,,,W,6500,CHI,@NSH,2,L2,P1,2.81,17.7,17.5,17.5,2.4,2.8,2.8,16.9,13.1,13.1,3.5,22.8,14.1,2.2,12.8,2.0
T.J. Oshie,,,W,6400,WAS,@BOS,0,L1,P1,2.90,19.4,19.2,19.2,2.4,1.8,1.8,8.5,11.6,11.6,3.5,19.6,10.8,1.7,23.2,3.6
Tomas Tatar,,,W,6400,MON,NJ,0,L3,P2,3.57,13.6,15.8,15.8,2.2,2.7,2.7,18.7,13.8,13.8,3.4,24.2,10.7,1.7,12.8,2.0
Alex Pietrangelo,,,D,6400,STL,ANH,0,D1,P2,3.06,25.0,24.0,24.0,2.4,2.7,2.7,17.9,14.5,14.5,6.5,22.5,12.2,1.9,6.4,1.0
Kris Letang,,Q,D,6400,PIT,TOR,0,,,3.41,24.0,25.0,25.0,3.6,3.7,3.7,11.5,15.1,15.1,6.8,23.5,0.0,0.0,0.0,0.0
David Perron,,,W,6300,STL,ANH,0,L2,P2,3.06,19.0,18.2,18.2,2.6,2.5,2.5,12.1,13.5,13.5,2.6,24.4,10.0,1.6,1.6,0.3
Jonathan Toews,,,C,6300,CHI,@NSH,2,L1,P2,2.81,18.6,19.7,19.7,2.6,2.2,2.2,9.9,8.5,8.5,1.5,15.6,13.9,2.2,17.6,2.8
Travis Konecny,,,W,6300,PHI,NYI,0,L2,P2,2.74,17.7,17.4,17.4,2.4,2.3,2.3,12.4,14.0,14.0,6.2,21.7,11.1,1.8,6.4,1.0
Evgeni Dadonov,1,,W,6200,FLA,NYR,1,L1,P1,3.71,20.5,17.6,17.6,2.2,2.4,2.4,14.0,12.9,12.9,2.7,23.2,12.4,2.0,27.7,4.5
Brayden Schenn,,,C,6200,STL,ANH,0,L1,P1,3.06,19.1,18.4,18.4,2.2,2.1,2.1,10.9,13.3,13.3,4.9,21.7,11.5,1.9,8.0,1.3
Vincent Trocheck,,,C,6100,FLA,NYR,1,L2,,3.71,17.6,18.4,18.4,2.8,3.1,3.1,12.3,12.9,12.9,2.4,23.5,14.1,2.3,0.0,0.0
Ryan Getzlaf,,,C,6000,ANH,@STL,1,L1,P1,2.44,19.3,18.1,18.1,3.2,2.6,2.6,10.2,11.9,11.9,5.0,18.8,11.5,1.9,29.6,4.9
Shea Weber,,,D,6000,MON,NJ,0,D1,P2,3.57,24.0,23.0,23.0,3.6,2.6,2.6,24.8,15.6,15.6,4.5,26.6,12.2,2.0,16.5,2.8
Kyle Palmieri,,,W,5900,NJ,@MON,0,L1,P1,2.93,16.5,17.0,17.0,1.6,2.3,2.3,4.9,10.8,10.8,-1.3,22.9,12.4,2.1,17.3,2.9
William Nylander,,,W,5900,TOR,@PIT,0,L1,P1,3.09,19.4,18.0,18.0,3.0,2.5,2.5,17.6,12.2,12.2,3.9,20.5,11.7,2.0,3.2,0.5
Victor Olofsson,,,W,5900,BUF,OTT,1,L1,P1,3.69,18.5,17.7,17.7,2.8,2.3,2.3,10.7,11.7,11.7,2.9,20.6,8.7,1.5,12.8,2.2
Max Domi,,,C,5900,MON,NJ,0,L2,P1,3.57,17.1,17.1,17.1,2.2,2.4,2.4,5.5,10.8,10.8,1.9,19.7,11.9,2.0,11.7,2.0
Timo Meier,2,,W,5800,SJ,DET,1,L2,P2,3.78,16.7,17.8,17.8,2.6,2.8,2.8,22.6,11.9,11.9,4.4,19.4,14.9,2.6,1.6,0.3
