Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Nikita Kucherov,W,8800,TB,BOS,1,18.8,6.4
David Pastrnak,W,8500,BOS,TB,1,17.6,39.9
Steven Stamkos,W,8400,TB,BOS,1,15.9,9.6
Jack Eichel,C,8300,BUF,LA,1,17.5,8.0
Mark Scheifele,C,8200,WPG,NYI,1,14.2,4.8
Brad Marchand,W,8200,BOS,TB,1,16.4,21.8
Patrik Laine,W,8000,WPG,NYI,1,13.7,1.6
Artemi Panarin,W,7800,NYR,NJ,1,13.9,3.2
Mark Stone,W,7700,VGK,OTT,2,14.5,14.9
Vladimir Tarasenko,W,7600,STL,VAN,1,15.2,24.8
Jeff Skinner,W,7600,BUF,LA,2,13.3,0.0
Filip Forsberg,W,7600,NSH,ARI,2,14.6,0.0
Brayden Point,C,7600,TB,BOS,1,14.8,29.6
Mika Zibanejad,C,7600,NYR,NJ,1,14.8,11.2
Johnny Gaudreau,W,7400,CGY,DET,1,16.3,4.8
Anze Kopitar,C,7400,LA,BUF,1,13.1,3.2
Viktor Arvidsson,W,7400,NSH,ARI,1,14.1,4.8
Taylor Hall,W,7400,NJ,NYR,1,16.5,6.4
Blake Wheeler,W,7300,WPG,NYI,1,14.3,9.6
Patrice Bergeron,C,7300,BOS,TB,1,16.6,29.0
Matt Duchene,C,7300,NSH,ARI,2,12.0,0.0
Dylan Larkin,C,7300,DET,CGY,1,16.1,4.8
Brock Boeser,W,7200,VAN,STL,1,14.5,9.6
Phil Kessel,W,7100,ARI,NSH,1,14.0,28.2
Brendan Gallagher,W,7000,MON,MIN,1,12.6,23.2
Max Pacioretty,W,6900,VGK,OTT,2,12.0,16.5
Sean Monahan,C,6900,CGY,DET,1,14.7,18.6
Roman Josi,D,6800,NSH,ARI,32,13.8,8.0
Elias Pettersson,C,6700,VAN,STL,1,14.6,11.2
Jonathan Audy-Marchessault,W,6700,VGK,OTT,1,13.5,17.6
Max Domi,C,6700,MON,MIN,2,11.9,11.2
Anthony Mantha,W,6700,DET,CGY,1,13.0,12.8
Ryan O'Reilly,C,6500,STL,VAN,2,13.1,3.2
Victor Olofsson,W,6500,BUF,LA,1,8.7,4.8
Tomas Tatar,W,6500,MON,MIN,1,10.7,1.6
Mark Giordano,D,6500,CGY,DET,40,13.1,26.9
Anders Lee,W,6400,NYI,WPG,1,11.3,12.8
William Karlsson,C,6400,VGK,OTT,1,11.8,9.6
Victor Hedman,D,6400,TB,BOS,43,13.2,14.4
Matthew Tkachuk,W,6400,CGY,DET,2,14.1,13.3
Brayden Schenn,C,6300,STL,VAN,1,11.5,16.0
Kyle Connor,W,6300,WPG,NYI,2,13.6,6.4
Dustin Brown,W,6300,LA,BUF,1,10.0,4.8
Mathew Barzal,C,6200,NYI,WPG,1,13.0,30.9
Drew Doughty,D,6100,LA,BUF,49,11.5,11.2
Ryan Johansen,C,6000,NSH,ARI,1,10.5,1.6
Kyle Palmieri,W,6000,NJ,NYR,1,12.4,20.5
Rasmus Dahlin,D,6000,BUF,LA,52,11.1,14.4
Alex Pietrangelo,D,5900,STL,VAN,53,12.2,23.2
Sam Reinhart,W,5900,BUF,LA,1,11.9,3.2
Clayton Keller,W,5900,ARI,NSH,1,12.1,20.2
Elias Lindholm,W,5900,CGY,DET,1,12.2,14.1
Alexander Edler,D,5800,VAN,STL,57,12.2,9.6
Jacob Trouba,D,5800,NYR,NJ,58,13.2,8.0
Reilly Smith,W,5800,VGK,OTT,1,11.3,20.0
David Perron,W,5700,STL,VAN,2,10.0,1.6
Torey Krug,D,5700,BOS,TB,61,12.0,21.8
J.T. Miller,W,5600,VAN,STL,1,9.7,20.0
Jonathan Drouin,W,5600,MON,MIN,3,10.7,11.7
Zach Parise,W,5600,MIN,MON,1,13.0,3.2
Tyler Bertuzzi,W,5600,DET,CGY,1,10.5,4.8
Oliver Ekman-Larsson,D,5500,ARI,NSH,67,10.3,1.6
Brady Tkachuk,W,5500,OTT,VGK,1,13.0,11.2
Chris Kreider,W,5500,NYR,NJ,2,11.3,4.8
Jaden Schwartz,W,5400,STL,VAN,1,11.6,12.8
Tyler Toffoli,W,5400,LA,BUF,2,10.4,6.4
Derek Stepan,C,5400,ARI,NSH,1,10.9,23.4
Paul Stastny,C,5400,VGK,OTT,2,10.3,8.0
Eric Staal,C,5400,MIN,MON,2,11.4,0.0
Bo Horvat,C,5300,VAN,STL,2,13.0,16.8
Nikolaj Ehlers,W,5300,WPG,NYI,2,11.7,20.5
Kevin Shattenkirk,D,5300,TB,BOS,79,8.4,18.4
Ryan Suter,D,5300,MIN,MON,80,9.3,1.6
Mikael Granlund,W,5300,NSH,ARI,2,11.6,1.6
Pavel Buchnevich,W,5300,NYR,NJ,1,10.3,12.8
Josh Bailey,W,5200,NYI,WPG,3,9.6,26.9
Brock Nelson,C,5200,NYI,WPG,2,9.8,3.2
Ondrej Palat,W,5200,TB,BOS,2,9.0,8.0
Shea Weber,D,5200,MON,MIN,87,12.2,13.3
Tanner Pearson,W,5100,VAN,STL,2,8.5,3.2
Kaapo Kakko,W,5100,NYR,NJ,2,12.5,3.2
Shea Theodore,D,5100,VGK,OTT,90,11.0,11.2
Tyler Johnson,C,5100,TB,BOS,2,9.7,1.6
Vladislav Namestnikov,W,5000,OTT,VGK,3,8.3,4.8
Marcus Johansson,C,5000,BUF,LA,2,9.0,0.0
Mikael Backlund,C,5000,CGY,DET,2,10.1,3.2
Thomas Chabot,D,5000,OTT,VGK,95,13.3,20.0
Ryan Ellis,D,5000,NSH,ARI,96,11.4,22.4
P.K. Subban,D,5000,NJ,NYR,97,11.7,26.4
Jake DeBrusk,W,4900,BOS,TB,2,11.2,3.2
Mikko Koivu,C,4900,MIN,MON,1,8.5,1.6
Jesperi Kotkaniemi,C,4900,MON,MIN,3,9.1,1.6
Nick Schmaltz,W,4900,ARI,NSH,2,10.1,22.9
Phillip Danault,C,4900,MON,MIN,1,9.4,3.2
Andreas Athanasiou,C,4900,DET,CGY,2,12.1,6.4
Jared Spurgeon,D,4900,MIN,MON,106,10.4,4.8
Jason Zucker,W,4800,MIN,MON,1,11.5,4.8
Charles McAvoy,D,4800,BOS,TB,109,10.3,6.4
Joshua Morrissey,D,4700,WPG,NYI,110,9.6,3.2
Cody Glass,C,4700,VGK,OTT,3,6.8,3.2
Anthony Beauvillier,W,4600,NYI,WPG,2,9.1,1.6
Anthony Cirelli,C,4600,TB,BOS,3,8.5,3.2
Jeff Carter,W,4600,LA,BUF,2,11.2,8.0
Bobby Ryan,W,4600,OTT,VGK,2,9.1,1.6
Yanni Gourde,W,4600,TB,BOS,2,10.2,8.0
Jeff Petry,D,4600,MON,MIN,121,9.9,14.4
Devon Toews,D,4500,NYI,WPG,123,7.8,10.1
Artem Anisimov,C,4500,OTT,VGK,3,0.0,0.0
Mathew Dumba,D,4500,MIN,MON,126,12.7,3.2
Colin White,C,4500,OTT,VGK,1,9.7,3.2
Tyler Bozak,C,4400,STL,VAN,3,8.5,16.0
Vincent Hinostroza,W,4400,ARI,NSH,3,9.8,1.6
Rasmus Ristolainen,D,4400,BUF,LA,132,11.5,13.3
Blake Coleman,W,4400,NJ,NYR,2,9.3,16.8
Adrian Kempe,C,4400,LA,BUF,3,7.4,3.2
Artturi Lehkonen,W,4400,MON,MIN,2,8.9,8.0
Ryan Strome,C,4400,NYR,NJ,2,7.8,11.2
Jack Hughes,C,4400,NJ,NYR,1,12.2,11.2
Kevin Fiala,W,4300,MIN,MON,2,10.1,4.8
Charlie Coyle,C,4300,BOS,TB,2,9.3,4.8
Tyler Myers,D,4200,VAN,STL,143,9.4,11.2
Michael Ferland,W,4200,VAN,STL,3,9.5,15.2
Alex Killorn,W,4200,TB,BOS,3,8.1,14.4
Neal Pionk,D,4100,WPG,NYI,149,9.2,13.3
Alex Iafallo,W,4100,LA,BUF,1,8.0,8.0
Joel Armia,W,4100,MON,MIN,3,8.4,15.7
Luke Kunin,W,4100,MIN,MON,3,8.2,1.6
Anthony Deangelo,D,4100,NYR,NJ,154,9.3,15.2
Quinn Hughes,D,4000,VAN,STL,155,7.2,3.2
Brandon Sutter,C,4000,VAN,STL,3,6.7,9.6
Filip Hronek,D,4000,DET,CGY,158,8.2,6.4
Sami Vatanen,D,4000,NJ,NYR,159,9.6,6.4
Samuel Blais,W,3900,STL,VAN,2,5.4,1.6
Derick Brassard,C,3900,NYI,WPG,3,7.2,3.2
Josh Leivo,W,3900,VAN,STL,2,7.6,11.2
Ryan Pulock,D,3900,NYI,WPG,165,11.3,11.2
Casey Mittelstadt,C,3900,BUF,LA,3,7.6,37.3
Connor Brown,W,3900,OTT,VGK,3,6.7,25.6
Colin Miller,D,3900,BUF,LA,172,9.4,14.9
Travis Zajac,C,3900,NJ,NYR,2,7.3,9.6
Wayne Simmonds,W,3900,NJ,NYR,2,8.5,8.0
Jack Roslovic,C,3800,WPG,NYI,3,6.8,1.6
Brett Howden,C,3800,NYR,NJ,3,7.0,1.6
Chris Tierney,C,3800,OTT,VGK,2,8.9,14.4
Nick Bonino,C,3800,NSH,ARI,3,7.5,16.8
T.J. Brodie,D,3700,CGY,DET,189,8.1,1.6
Nikita Gusev,W,3700,NJ,NYR,3,12.5,15.2
Mike Green,D,3700,DET,CGY,195,9.5,14.4
Andrew Copp,C,3600,WPG,NYI,2,6.8,4.8
Alexander Steen,W,3600,STL,VAN,3,7.4,11.2
Calle Jarnkrok,W,3600,NSH,ARI,1,6.9,4.8
Jesper Bratt,W,3600,NJ,NYR,3,10.2,3.2
Anthony Duclair,W,3600,OTT,VGK,2,8.7,3.2
Taro Hirose,W,3600,DET,CGY,2,6.9,1.6
Christian Dvorak,C,3600,ARI,NSH,2,8.3,15.2
Nikita Zaitsev,D,3600,OTT,VGK,214,6.6,8.0
Pavel Zacha,C,3600,NJ,NYR,3,7.9,1.6
Kyle Clifford,W,3600,LA,BUF,3,5.7,4.8
Brad Richardson,C,3600,ARI,NSH,3,6.7,4.8
Erik Brannstrom,D,3600,OTT,VGK,221,7.9,1.6
Joel Eriksson Ek,C,3600,MIN,MON,3,7.1,8.0
Tom Kuhnhackl,W,3500,NYI,WPG,1,3.7,3.2
Danton Heinen,W,3500,BOS,TB,3,8.6,3.2
Vladimir Sobotka,W,3500,BUF,LA,2,5.2,4.8
Alec Martinez,D,3500,LA,BUF,265,8.7,3.2
Derek Ryan,C,3500,CGY,DET,3,6.9,26.9
Nicolas Hague,D,3500,VGK,OTT,296,5.0,1.6
Will Butcher,D,3500,NJ,NYR,297,7.9,3.2
Cody Eakin,C,3500,VGK,OTT,3,7.6,4.8
Ryan Hartman,W,3500,MIN,MON,2,7.4,0.0
Luke Glendening,W,3500,DET,CGY,2,6.8,3.2
Paul Byron,W,3500,MON,MIN,2,8.7,3.2
Jake Virtanen,W,3400,VAN,STL,3,8.6,4.8
Mathieu Joseph,W,3400,TB,BOS,3,7.0,15.2
Conor Garland,W,3400,ARI,NSH,2,8.8,6.4
Colton Sissons,C,3400,NSH,ARI,3,7.9,1.6
Karson Kuhlman,W,3400,BOS,TB,3,6.9,0.0
Valtteri Filppula,C,3400,DET,CGY,3,6.0,1.6
Brandon Pirri,W,3400,VGK,OTT,3,8.2,6.4
Michael Frolik,W,3400,CGY,DET,2,7.9,3.2
Mathieu Perreault,W,3300,WPG,NYI,3,6.8,3.2
Jesper Fast,W,3300,NYR,NJ,3,6.8,16.8
Austin Watson,W,3300,NSH,ARI,3,7.8,8.0
Andrew Mangiapane,W,3300,CGY,DET,3,6.4,15.2
Michael Grabner,W,3300,ARI,NSH,3,7.3,6.4
Brendan Lemieux,W,3300,NYR,NJ,3,5.9,0.0
Brett Ritchie,W,3300,BOS,TB,2,4.7,3.2
Marcus Foligno,W,3300,MIN,MON,3,5.7,0.0
Adam Lowry,C,3200,WPG,NYI,3,7.3,4.8
Evan Rodrigues,W,3200,BUF,LA,3,8.7,0.0
Tyler Ennis,W,3200,OTT,VGK,1,6.5,12.8
Michael Dal Colle,W,3100,NYI,WPG,2,4.8,1.6
Jimmy Vesey,W,3100,BUF,LA,3,8.7,9.6
Par Lindholm,W,3100,BOS,TB,3,5.4,3.2
Robby Fabbri,W,3000,STL,VAN,3,8.1,15.2
Tobias Rieder,W,3000,CGY,DET,3,1.5,0.0
Austin Wagner,W,3000,LA,BUF,3,5.9,1.6
Adam Erne,W,3000,DET,CGY,3,5.8,0.0
