Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Frederik Andersen,,,G,8700,TOR,@PHI,2,,,59.9,60.2,60.2,0.921,0.921,29.0,21.0,21.0,8.4,33.7,18.2,2.1,-1.6,-0.2
Jaroslav Halak,,,G,8700,BOS,CAR,1,69%,3.28,62.2,61.3,61.3,0.930,0.930,25.8,23.8,23.8,11.1,36.6,17.7,2.0,39.2,4.5
Andrei Vasilevskii,,,G,8600,TB,@NSH,2,66%,,59.9,59.7,59.7,0.906,0.906,18.4,17.3,17.3,4.3,30.3,17.2,2.0,28.0,3.3
Braden Holtby,,,G,8600,WAS,@SJ,2,,,61.1,58.7,58.7,0.909,0.909,21.6,19.0,19.0,6.7,31.2,16.7,1.9,22.4,2.6
Connor Hellebuyck,,,G,8400,WPG,DAL,2,41%,2.99,50.0,56.4,56.4,0.934,0.934,27.2,23.4,23.4,8.5,38.2,18.9,2.3,29.6,3.5
Darcy Kuemper,,,G,8300,ARI,@CLS,2,42%,3.18,63.0,61.0,61.0,0.935,0.935,25.4,22.7,22.7,9.2,36.1,19.4,2.3,30.4,3.7
Anders Nilsson,,,G,8300,OTT,@VAN,2,,,59.6,55.8,55.8,0.917,0.917,18.1,19.1,19.1,3.0,35.2,16.8,2.0,-7.2,-0.9
Martin Jones,,,G,8200,SJ,WAS,2,40%,,60.8,57.7,57.7,0.896,0.896,22.1,15.0,15.0,2.8,27.2,14.1,1.7,-5.6,-0.7
Malcolm Subban,,,G,8100,VGK,@NJ,0,47%,,60.3,56.3,56.3,0.908,0.908,19.2,14.5,14.5,0.6,28.4,17.4,2.1,25.6,3.2
Carey Price,1,,G,8000,MON,NYI,1,49%,2.82,51.6,58.3,58.3,0.898,0.898,1.8,15.3,15.3,1.9,28.7,19.4,2.4,20.8,2.6
Anton Khudobin,,,G,7900,DAL,@WPG,1,59%,2.51,56.4,56.1,56.1,0.931,0.931,23.8,20.1,20.1,8.3,31.9,18.2,2.3,0.0,0.0
Thomas Greiss,1,Q,G,7900,NYI,@MON,0,53%,3.20,52.5,54.9,54.9,0.931,0.931,20.3,22.4,22.4,11.0,33.8,18.2,2.3,16.8,2.1
Joonas Korpisalo,,,G,7800,CLS,ARI,2,56%,2.53,59.4,58.3,58.3,0.902,0.902,22.4,16.4,16.4,4.7,28.0,18.4,2.4,7.2,0.9
Carter Hart,,,G,7700,PHI,TOR,2,57%,,54.4,53.6,53.6,0.906,0.906,13.4,14.2,14.2,-1.5,29.9,15.8,2.1,29.6,3.8
Pekka Rinne,,,G,7600,NSH,TB,2,,,43.1,54.9,54.9,0.898,0.898,4.2,16.7,16.7,-2.4,35.9,16.1,2.1,10.4,1.4
Chris Driedger,,,G,7300,FLA,MIN,2,,,60.0,60.0,60.0,1.000,1.000,41.6,41.6,41.6,41.6,41.6,15.5,2.1,5.6,0.8
James Reimer,,,G,7300,CAR,@BOS,2,60%,3.57,59.9,56.9,56.9,0.915,0.915,19.8,18.3,18.3,2.9,33.8,13.2,1.8,17.6,2.4
Kaapo Kahkonen,,,G,7200,MIN,@FLA,1,34%,,60.0,60.0,60.0,0.941,0.941,29.6,29.6,29.6,29.6,29.6,11.9,1.7,39.2,5.4
Thatcher Demko,,,G,7200,VAN,OTT,1,,,58.8,59.7,59.7,0.907,0.907,9.9,17.0,17.0,4.6,29.5,19.8,2.8,36.0,5.0
MacKenzie Blackwood,,,G,7100,NJ,VGK,0,,,52.4,56.7,56.7,0.898,0.898,9.3,14.4,14.4,-1.2,30.0,15.7,2.2,4.8,0.7
