Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
David Pastrnak,W,9100,BOS,FLA,1,17.6,24.8
Connor McDavid,C,9000,EDM,SJ,1,19.2,9.6
Leon Draisaitl,W,8800,EDM,SJ,1,16.4,24.8
Nathan MacKinnon,C,8600,COL,WPG,1,18.6,50.1
Brad Marchand,W,8300,BOS,FLA,1,16.4,13.3
Aleksander Barkov,C,8200,FLA,BOS,1,16.4,19.2
Artemi Panarin,W,8200,NYR,PIT,1,13.9,12.8
Evgeni Malkin,C,8000,PIT,NYR,2,15.4,14.4
Patrice Bergeron,C,7800,BOS,FLA,1,16.6,12.8
Filip Forsberg,W,7600,NSH,VAN,1,14.6,15.7
Mark Scheifele,C,7500,WPG,COL,1,14.2,4.8
Patrik Laine,W,7500,WPG,COL,1,13.7,12.8
Anze Kopitar,C,7500,LA,MIN,1,13.1,23.2
Jake Guentzel,W,7400,PIT,NYR,1,15.1,4.8
Evander Kane,W,7400,SJ,EDM,1,13.1,23.2
Jonathan Huberdeau,W,7300,FLA,BOS,1,14.4,25.0
Brendan Gallagher,W,7300,MON,CLS,1,12.6,16.8
Brent Burns,D,7300,SJ,EDM,24,14.9,20.0
Brock Boeser,W,7200,VAN,NSH,1,14.5,8.0
Elias Pettersson,C,7200,VAN,NSH,1,14.6,30.9
Ryan O'Reilly,C,7100,STL,ARI,2,13.1,6.4
Cam Atkinson,W,6900,CLS,MON,2,13.1,14.4
Blake Wheeler,W,6900,WPG,COL,2,14.3,1.6
Roman Josi,D,6800,NSH,VAN,32,13.8,26.1
Matt Duchene,C,6800,NSH,VAN,2,12.0,11.2
Phil Kessel,W,6800,ARI,STL,1,14.0,3.2
Tomas Hertl,C,6700,SJ,EDM,2,13.2,15.2
Kyle Connor,W,6700,WPG,COL,1,13.6,6.4
Viktor Arvidsson,W,6700,NSH,VAN,1,14.1,11.2
Anthony Mantha,W,6600,DET,ANH,1,13.0,13.3
Dylan Larkin,C,6600,DET,ANH,1,16.1,17.3
Evgeni Dadonov,W,6500,FLA,BOS,1,12.4,6.4
Logan Couture,C,6500,SJ,EDM,1,13.9,20.8
Alex Pietrangelo,D,6500,STL,ARI,42,12.2,14.4
Eric Staal,C,6400,MIN,LA,1,11.4,6.4
Vincent Trocheck,C,6400,FLA,BOS,2,14.1,3.2
J.T. Miller,W,6300,VAN,NSH,1,9.7,4.8
Ryan Getzlaf,C,6300,ANH,DET,1,11.5,11.2
Ryan Nugent-Hopkins,C,6300,EDM,SJ,2,12.5,0.0
David Perron,W,6300,STL,ARI,2,10.0,1.6
Brayden Schenn,C,6200,STL,ARI,1,11.5,12.8
Max Domi,C,6200,MON,CLS,2,11.9,6.4
Tomas Tatar,W,6200,MON,CLS,3,10.7,16.8
Jakob Silfverberg,W,6200,ANH,DET,2,10.9,15.2
Erik Karlsson,D,6200,SJ,EDM,54,14.6,32.0
Mats Zuccarello,W,5900,MIN,LA,1,11.5,3.2
Bo Horvat,C,5900,VAN,NSH,2,13.0,6.4
Shea Weber,D,5800,MON,CLS,57,12.2,17.6
Rickard Rakell,W,5800,ANH,DET,2,13.4,4.8
Dustin Brown,W,5800,LA,MIN,1,10.0,1.6
Ryan Strome,C,5700,NYR,PIT,1,7.8,0.0
Seth Jones,D,5700,CLS,MON,62,12.9,9.6
Zach Parise,W,5700,MIN,LA,2,13.0,4.8
Drew Doughty,D,5700,LA,MIN,64,11.5,9.6
