Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nikita Kucherov,,,W,9000,TB,@CAR,0,L1,P1,3.06,19.1,19.1,19.1,2.5,2.5,2.5,14.8,14.8,14.8,2.9,26.7,18.8,2.1,0.0,0.0
Steven Stamkos,,,W,8100,TB,@CAR,0,L1,P1,3.06,20.0,20.0,20.0,3.5,3.5,3.5,12.4,12.4,12.4,3.9,20.9,15.9,2.0,20.0,2.5
Tyler Seguin,1,,C,7900,DAL,@DET,0,L1,P1,2.99,21.0,21.0,21.0,3.0,3.0,3.0,4.8,4.8,4.8,2.5,7.1,16.8,2.1,15.2,1.9
Mark Scheifele,2,,C,7700,WPG,@NYI,1,L1,P1,2.78,23.2,23.2,23.2,2.0,2.0,2.0,17.2,17.2,17.2,15.5,18.9,14.2,1.8,1.6,0.2
Brayden Point,,Q,C,7700,TB,@CAR,0,,,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Wheeler,,,W,7600,WPG,@NYI,1,L1,P1,2.78,21.7,21.7,21.7,6.0,6.0,6.0,22.4,22.4,22.4,-2.5,47.3,14.3,1.9,11.2,1.5
Jamie Benn,,,W,7500,DAL,@DET,0,L3,P1,2.99,18.6,18.6,18.6,1.0,1.0,1.0,4.8,4.8,4.8,4.8,4.8,13.0,1.7,4.8,0.6
Dylan Larkin,3,Q,C,7400,DET,DAL,0,L1,P1,2.51,22.2,22.2,22.2,2.0,2.0,2.0,23.2,23.2,23.2,23.2,23.2,16.1,2.2,24.0,3.2
Patrik Laine,2,,W,7400,WPG,@NYI,1,L2,P1,2.78,19.8,19.8,19.8,3.5,3.5,3.5,13.9,13.9,13.9,12.4,15.3,13.7,1.9,21.6,2.9
Joe Pavelski,,,W,7300,DAL,@DET,0,L2,P1,2.99,19.8,19.8,19.8,2.0,2.0,2.0,7.2,7.2,7.2,1.5,12.9,12.3,1.7,0.0,0.0
Sebastian Aho,1,,C,7100,CAR,TB,0,L1,P1,2.94,21.3,21.3,21.3,4.5,4.5,4.5,8.0,8.0,8.0,5.7,10.3,15.4,2.2,6.4,0.9
Victor Hedman,,,D,6700,TB,@CAR,0,D2,P1,3.06,22.5,22.5,22.5,0.5,0.5,0.5,10.4,10.4,10.4,7.0,13.8,13.2,2.0,16.0,2.4
Teuvo Teravainen,,,W,6700,CAR,TB,0,L1,P2,2.94,18.8,18.8,18.8,3.0,3.0,3.0,13.3,13.3,13.3,6.5,20.1,12.4,1.9,13.3,2.0
Anders Lee,1,,W,6600,NYI,WPG,1,L1,P1,3.22,17.2,17.2,17.2,0.0,0.0,0.0,1.6,1.6,1.6,1.6,1.6,11.3,1.7,15.2,2.3
Alexander Radulov,1,,W,6600,DAL,@DET,0,L1,P2,2.99,18.3,18.3,18.3,1.0,1.0,1.0,3.2,3.2,3.2,0.9,5.5,14.2,2.2,4.8,0.7
Kyle Connor,1,,W,6600,WPG,@NYI,1,L2,P1,2.78,19.9,19.9,19.9,4.0,4.0,4.0,12.7,12.7,12.7,1.5,23.8,13.6,2.1,8.0,1.2
John Klingberg,,,D,6400,DAL,@DET,0,D1,P1,2.99,24.6,24.6,24.6,4.0,4.0,4.0,8.0,8.0,8.0,3.5,12.5,12.5,2.0,9.6,1.5
Mathew Barzal,1,,C,6300,NYI,WPG,1,L1,P1,3.22,17.7,17.7,17.7,2.0,2.0,2.0,4.8,4.8,4.8,4.8,4.8,13.0,2.1,19.2,3.0
Jordan Eberle,,,W,6100,NYI,WPG,1,L1,P2,3.22,16.4,16.4,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.6,4.8,0.8
Anthony Mantha,2,,W,5900,DET,DAL,0,L1,P1,2.51,21.4,21.4,21.4,5.0,5.0,5.0,37.6,37.6,37.6,37.6,37.6,13.0,2.2,61.3,10.4
Tyler Johnson,,,C,5700,TB,@CAR,0,L1,P1,3.06,17.6,17.6,17.6,1.5,1.5,1.5,2.4,2.4,2.4,1.3,3.5,9.7,1.7,15.2,2.7
Nino Niederreiter,,,W,5600,CAR,TB,0,L1,P1,2.94,16.3,16.3,16.3,1.0,1.0,1.0,1.6,1.6,1.6,-0.7,3.9,11.2,2.0,6.4,1.1
Dustin Byfuglien,,,D,5400,WPG,@NYI,1,,,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Athanasiou,,Q,W,5400,DET,DAL,0,,,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dougie Hamilton,,,D,5400,CAR,TB,0,D1,P2,2.94,21.6,21.6,21.6,3.0,3.0,3.0,16.3,16.3,16.3,-2.2,34.7,11.7,2.2,25.8,4.8
Tyler Bertuzzi,3,,W,5300,DET,DAL,0,L1,P1,2.51,19.8,19.8,19.8,2.0,2.0,2.0,43.2,43.2,43.2,43.2,43.2,10.5,2.0,8.0,1.5
