Player Name,Pos,Salary,Team,Proj FP,Actual FP
Dakota Mathias,SG,4100,PHI,22.5,28.4
Dario Saric,PF,4100,PHO,17.9,24.7
Aron Baynes,C,4000,TOR,0.0,0.0
Carmelo Anthony,SF,4000,POR,18.4,41.5
Paul Reed,SF,4000,PHI,18.5,20.1
Moritz Wagner,C,4000,WAS,14.6,17.7
Isaiah Joe,PG,3900,PHI,22.2,31.4
Matt Thomas,SG,3800,TOR,0.0,0.0
Jabari Parker,PF,3800,SAC,0.0,0.0
Derrick Jones Jr.,SF,3800,POR,19.2,15.1
Malik Monk,SG,3800,CHA,0.0,0.0
Desmond Bane,SG,3800,MEM,15.4,17.8
Solomon Hill,SF,3800,ATL,13.0,21.6
Dwayne Bacon,SG,3800,ORL,17.5,16.6
Doug McDermott,PF,3700,IND,18.1,30.3
Cory Joseph,PG,3700,SAC,15.7,16.4
Caleb Martin,SF,3700,CHA,12.9,8.0
James Ennis,SF,3700,ORL,15.3,8.9
Xavier Tillman,PF,3700,MEM,14.5,21.2
Isaac Bonga,SF,3700,WAS,0.0,5.4
Troy Brown,SF,3700,WAS,12.3,0.0
Jevon Carter,PG,3700,PHO,14.0,13.5
Immanuel Quickley,PG,3700,NYK,14.4,11.3
Chimezie Metu,C,3600,SAC,0.0,0.0
Tony Snell,SG,3600,ATL,0.0,0.0
Gary Clark,PF,3600,ORL,13.0,7.6
Jerome Robinson,PG,3600,WAS,8.2,0.0
D.J. Augustin,PG,3600,MIL,13.7,18.0
Kyle Guy,SG,3500,SAC,0.0,0.0
Brian Bowen,SG,3500,IND,0.0,0.0
Jalen Lecque,PG,3500,IND,0.0,0.0
Kelan Martin,SF,3500,IND,0.0,0.0
CJ Elleby,SF,3500,POR,0.0,0.0
Jalen Harris,PG,3500,TOR,0.0,0.0
Malachi Flynn,PG,3500,TOR,7.9,0.0
Robert Woodard,PF,3500,SAC,0.0,0.0
Cassius Stanley,SG,3500,IND,0.0,0.0
Jahmi'us Ramsey,PG,3500,SAC,0.0,0.0
Keljin Blevins,PG,3500,POR,0.0,0.0
Nassir Little,SF,3500,POR,0.0,0.0
Terence Davis,SG,3500,TOR,9.7,11.7
Jakarr Sampson,PF,3500,IND,0.0,3.2
Glenn Robinson III,SF,3500,SAC,8.8,12.6
Rodney Hood,SF,3500,POR,9.1,5.5
Alex Len,C,3500,TOR,0.0,5.0
Nemanja Bjelica,PF,3500,SAC,12.6,0.0
DeAndre Bembry,SG,3500,TOR,0.0,0.0
Edmond Sumner,PG,3500,IND,0.0,14.6
Aaron Holiday,PG,3500,IND,16.5,14.5
Yuta Watanabe,SG,3500,TOR,0.0,0.0
Paul Watson,SG,3500,TOR,0.0,0.0
Anfernee Simons,PG,3500,POR,0.0,0.0
Gary Trent,SG,3500,POR,17.3,14.9
Stanley Johnson,SF,3500,TOR,0.0,17.3
Harry Giles,PF,3500,POR,0.0,8.6
Justin James,SG,3500,SAC,0.0,0.0
Anthony Gill,PF,3500,WAS,0.0,6.4
Marques Bolden,PF,3500,CLE,0.0,0.0
Karim Mane,PG,3500,ORL,0.0,1.2
Dean Wade,PF,3500,CLE,9.9,3.8
Thanasis Antetokounmpo,SF,3500,MIL,7.9,9.0
Nathan Knight,PF,3500,ATL,0.0,14.1
Nate Darling,SG,3500,CHA,0.0,0.0
Ty-Shon Alexander,SG,3500,PHO,0.0,0.0
Mamadi Diakite,PF,3500,MIL,0.0,0.0
Lamar Stevens,PF,3500,CLE,8.3,4.0
Cassius Winston,PG,3500,WAS,0.0,1.5
Isaac Okoro,SF,3500,CLE,15.3,20.9
Nick Richards,C,3500,CHA,0.0,0.0
Sam Merrill,PG,3500,MIL,0.0,3.0
Skylar Mays,SG,3500,ATL,0.0,1.5
Anzejs Pasecniks,C,3500,WAS,0.0,0.0
Grant Riller,SG,3500,CHA,0.0,0.0
Jordan Nwora,PF,3500,MIL,0.0,0.0
Sean McDermott,SF,3500,MEM,0.0,0.0
Vernon Carey,PF,3500,CHA,0.0,0.0
Jared Harper,PG,3500,NYK,0.0,0.0
Damian Jones,C,3500,PHO,0.0,11.6
Nerlens Noel,PF,3500,NYK,13.7,18.0
Bryn Forbes,SG,3500,MIL,9.5,23.9
Thon Maker,C,3500,CLE,0.0,0.0
D.J. Wilson,PF,3500,MIL,0.0,3.2
Abdel Nader,SF,3500,PHO,0.0,4.7
Langston Galloway,SG,3500,PHO,10.1,4.4
E'Twaun Moore,SF,3500,PHO,0.0,3.2
Robin Lopez,C,3500,WAS,16.7,27.2
Mike Scott,PF,3500,PHI,15.8,9.8
Frank Kaminsky,PF,3500,PHO,0.0,0.0
Tim Frazier,PG,3500,MEM,0.0,4.4
Pat Connaughton,SG,3500,MIL,13.0,23.8
Ignas Brazdeikis,SF,3500,NYK,0.0,0.0
Bruno Fernando,PF,3500,ATL,0.0,9.0
Jordan Bone,PG,3500,ORL,12.0,14.8
Cody Martin,SG,3500,CHA,0.0,5.9
Jalen McDaniels,PF,3500,CHA,0.0,0.0
Brandon Goodwin,PG,3500,ATL,12.7,28.8
Theo Pinson,SG,3500,NYK,0.0,0.0
Mohamed Bamba,C,3500,ORL,0.0,16.3
Kevin Knox,SF,3500,NYK,16.3,29.0
Dennis Smith Jr.,PG,3500,NYK,9.7,0.0
Grayson Allen,SG,3500,MEM,12.3,15.9
Jaylen Adams,PG,3500,MIL,0.0,0.0
