Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,7,,PF,11200,MIL,@ORL,2,118,35,28,102,107,-28%,20,20,18,31,33,31,56.0,50.6,38.0,63.2,32.5,52.2,4.7,27.3,40.2,3.6
Russell Westbrook,,O,PG,10300,WAS,PHO,1,113,31,13,98,105,-14%,17,19,19,36,38,37,45.7,47.3,37.2,57.4,0.0,0.0,0.0,,0.0,0.0
Brad Beal,17,,SG,10100,WAS,PHO,1,113,36,26,98,105,-13%,32,26,25,38,35,36,52.4,50.3,39.7,60.9,36.5,49.8,4.9,35,65.1,6.4
Andre Drummond,12,,C,9900,CLE,MEM,1,102,31,20,103,106,7%,22,17,17,39,32,31,40.5,46.3,31.1,61.5,33.5,49.4,5.0,34.6,45.3,4.6
Joel Embiid,14,,C,9700,PHI,@ATL,3,108,28,27,103,108,-11%,17,13,15,33,31,32,47.2,49.1,38.6,59.6,34.5,53.6,5.5,22.8,38.7,4.0
Damian Lillard,11,,PG,9600,POR,TOR,1,118,30,24,104,107,-1%,19,20,19,29,34,35,46.8,42.8,31.0,54.5,36.0,46.2,4.8,40,33.9,3.5
Julius Randle,12,,PF,9400,NYK,@CHA,0,104,29,20,103,106,3%,16,18,17,35,38,38,48.2,46.0,37.0,55.0,38.0,47.8,5.1,30.4,23.5,2.5
Domas Sabonis,20,,PF,9200,IND,@SAC,1,117,25,21,104,115,-11%,19,15,15,40,38,38,45.2,44.5,34.9,54.0,37.5,48.7,5.3,39.5,42.7,4.6
Nikola Vucevic,12,,C,9000,ORL,MIL,1,108,26,27,105,106,-7%,22,20,18,32,33,31,46.7,44.2,36.3,52.1,32.5,44.9,5.0,31.9,47.1,5.2
C.J. McCollum,11,,SG,8900,POR,TOR,1,118,30,27,104,107,0%,18,20,21,27,33,34,43.8,44.8,35.1,54.6,35.5,40.7,4.6,39,47.7,5.4
Trae Young,12,,PG,8800,ATL,PHI,1,114,34,20,105,103,4%,14,17,17,36,36,34,32.9,39.3,26.6,52.0,35.5,43.3,4.9,25.5,44.6,5.1
Ja Morant,,O,PG,8500,MEM,@CLE,13,104,38,32,100,101,-18%,14,18,18,23,27,27,40.3,40.3,11.2,69.4,0.0,0.0,0.0,,0.0,0.0
Ben Simmons,,O,PG,8500,PHI,@ATL,3,108,22,16,103,108,4%,11,10,10,34,33,33,37.4,38.9,30.8,47.0,0.0,0.0,0.0,,0.0,0.0
Pascal Siakam,13,,PF,8400,TOR,@POR,0,113,25,17,105,110,-10%,15,15,17,37,34,36,39.0,38.5,26.9,50.2,37.0,40.4,4.8,36.8,52.6,6.3
Malcolm Brogdon,23,,PG,8400,IND,@SAC,1,117,25,23,104,115,8%,23,19,18,39,41,39,48.3,42.7,32.0,53.4,37.5,43.7,5.2,37.9,43.3,5.2
Fred Van Vleet,3,,PG,8200,TOR,@POR,0,113,25,21,105,110,10%,21,19,18,36,37,36,44.8,41.3,31.7,51.0,36.5,39.0,4.8,36.8,19.0,2.3
Tobias Harris,,O,SF,7800,PHI,@ATL,3,108,23,19,103,108,20%,16,15,15,38,34,33,37.7,37.2,24.8,49.7,0.0,0.0,0.0,,0.0,0.0
Gordon Hayward,6,,SF,7800,CHA,NYK,1,109,25,18,100,106,-16%,16,17,17,37,37,35,41.2,37.5,23.7,51.3,36.0,38.1,4.9,34.7,42.1,5.4
Khris Middleton,8,,SF,7800,MIL,@ORL,1,118,26,25,102,107,13%,18,14,15,36,33,32,38.1,39.5,31.8,47.3,34.0,39.5,5.1,29.8,36.5,4.7
Kyle Lowry,7,,PG,7700,TOR,@POR,0,113,24,17,105,110,10%,15,14,14,36,36,37,37.5,37.5,32.6,42.4,36.5,38.0,4.9,35.6,27.8,3.6
Devin Booker,14,,SG,7600,PHO,@WAS,1,119,29,15,109,113,1%,19,16,16,37,38,36,34.0,32.9,25.2,40.6,36.0,37.9,5.0,32.8,41.6,5.5
Jrue Holiday,5,,PG,7600,MIL,@ORL,1,118,20,20,102,107,13%,13,11,12,35,32,31,34.1,34.7,25.4,43.9,33.0,35.0,4.6,29.6,27.1,3.6
Myles Turner,6,,C,7400,IND,@SAC,1,117,16,19,104,115,19%,7,10,9,34,31,30,35.6,35.7,28.6,42.7,31.5,34.7,4.7,30.5,31.2,4.2
LaMelo Ball,11,,PG,7400,CHA,NYK,1,109,26,20,100,106,-3%,12,13,11,28,28,25,40.7,32.9,19.7,46.2,28.5,36.7,5.0,29.6,46.3,6.3
De'Aaron Fox,6,,PG,7300,SAC,IND,1,111,29,17,102,107,-7%,10,12,14,25,24,29,26.1,32.5,16.1,48.9,31.0,34.7,4.8,38.4,41.5,5.7
Chris Boucher,7,,PF,7200,TOR,@POR,0,113,21,28,105,110,-10%,11,9,9,27,24,21,35.5,31.2,13.4,49.0,24.5,31.5,4.4,32.2,40.1,5.6
John Collins,2,,PF,7200,ATL,PHI,1,114,22,22,105,103,-6%,12,12,12,31,31,29,31.7,32.1,24.9,39.3,32.0,34.0,4.7,24.1,20.9,2.9
Victor Oladipo,10,,SG,7000,IND,@SAC,1,117,27,17,104,115,8%,21,18,17,33,35,33,35.3,36.1,31.6,40.6,33.0,35.2,5.0,37.4,45.6,6.5
