Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,6,,C,9200,EDM,@SJ,2,L1,P1,3.06,19.0,22.2,22.2,4.0,3.5,3.5,35.3,23.6,23.6,6.0,41.2,19.2,2.1,33.3,3.6
Leon Draisaitl,2,,W,9100,EDM,@SJ,2,L1,P1,3.06,19.3,22.8,22.8,3.0,3.2,3.2,30.5,24.4,24.4,11.8,36.9,16.4,1.8,14.4,1.6
David Pastrnak,7,,W,9000,BOS,@NJ,2,L1,P1,2.96,21.6,19.3,19.3,5.0,3.9,3.9,14.8,23.6,23.6,9.3,38.0,17.6,2.0,35.7,4.0
Nathan MacKinnon,4,,C,8800,COL,@CGY,2,L1,P1,2.88,20.5,21.2,21.2,5.4,5.0,5.0,31.5,22.9,22.9,9.8,35.9,18.6,2.1,25.6,2.9
Auston Matthews,3,,C,8700,TOR,@VGK,2,L1,P1,2.93,19.8,19.8,19.8,3.6,3.8,3.8,20.4,19.6,19.6,6.0,33.2,18.1,2.1,4.8,0.6
Patrick Kane,3,,W,8500,CHI,CAR,1,L2,P1,3.14,19.7,20.7,20.7,3.4,3.1,3.1,26.8,18.1,18.1,6.1,30.0,17.5,2.1,22.4,2.6
Nikita Kucherov,2,,W,8400,TB,@STL,2,L1,P1,3.10,18.0,18.7,18.7,2.2,2.4,2.4,17.0,14.4,14.4,1.4,27.4,18.8,2.2,0.0,0.0
Aleksander Barkov,5,,C,8300,FLA,PHI,2,L1,P1,3.45,22.8,20.1,20.1,5.2,2.8,2.8,21.6,16.5,16.5,6.5,26.6,16.4,2.0,26.4,3.2
Brad Marchand,2,,W,8200,BOS,@NJ,2,L1,P1,2.96,20.9,19.9,19.9,2.8,2.8,2.8,13.4,20.3,20.3,4.7,35.8,16.4,2.0,24.5,3.0
Steven Stamkos,,,C,8200,TB,@STL,2,L2,P1,3.10,16.5,18.4,18.4,2.8,3.0,3.0,19.7,16.8,16.8,6.6,27.0,15.9,1.9,3.2,0.4
Evgeni Malkin,2,,C,8200,PIT,NYI,2,L1,P1,2.85,18.1,17.1,17.1,4.4,3.7,3.7,21.2,16.0,16.0,6.7,25.4,15.4,1.9,20.2,2.5
Sidney Crosby,,Q,C,8100,PIT,NYI,3,,,2.85,19.0,20.5,20.5,3.4,2.7,2.7,12.0,14.3,14.3,3.3,25.3,0.0,0.0,0.0,0.0
Jack Eichel,6,,C,7900,BUF,MIN,1,L1,P1,3.00,22.5,21.3,21.3,4.0,3.6,3.6,22.7,19.2,19.2,1.8,36.6,17.5,2.2,16.0,2.0
Filip Forsberg,4,,W,7800,NSH,WPG,2,L1,P1,3.66,18.0,17.9,17.9,3.6,4.1,4.1,17.6,18.2,18.2,11.5,24.9,14.6,1.9,4.8,0.6
Patrice Bergeron,2,Q,C,7800,BOS,@NJ,2,L1,P1,2.96,19.1,19.0,19.0,2.8,3.4,3.4,10.0,15.3,15.3,5.9,24.7,16.6,2.1,0.0,0.0
Mitchell Marner,,,W,7700,TOR,@VGK,8,,,2.93,19.8,19.7,19.7,2.0,2.7,2.7,10.2,14.6,14.6,4.0,25.2,0.0,0.0,0.0,0.0
Evander Kane,1,,W,7700,SJ,EDM,2,L1,P1,3.44,19.5,19.6,19.6,3.0,3.8,3.8,16.8,17.9,17.9,4.2,31.6,13.1,1.7,16.0,2.1
Patrik Laine,2,,W,7700,WPG,@NSH,2,L1,P2,2.84,18.9,19.1,19.1,3.4,3.4,3.4,12.7,14.6,14.6,3.4,25.8,13.7,1.8,18.4,2.4
John Tavares,3,,C,7600,TOR,@VGK,2,L2,P1,2.93,19.0,18.3,18.3,2.6,2.2,2.2,14.0,13.1,13.1,4.4,21.8,16.9,2.2,6.4,0.8
Mikko Rantanen,,,W,7500,COL,@CGY,28,,,2.88,18.0,18.9,18.9,2.2,2.7,2.7,15.6,18.3,18.3,7.9,28.6,0.0,0.0,0.0,0.0
Tyler Seguin,1,,C,7500,DAL,VAN,2,L1,P1,2.96,18.0,19.6,19.6,5.0,3.4,3.4,19.2,13.0,13.0,1.8,24.1,16.8,2.2,25.6,3.4
Claude Giroux,3,,C,7500,PHI,@FLA,2,L2,P1,3.05,19.9,19.5,19.5,3.2,3.4,3.4,8.6,12.4,12.4,4.5,20.4,13.3,1.8,8.0,1.1
Mark Scheifele,1,,C,7500,WPG,@NSH,2,L1,P1,2.84,20.0,21.8,21.8,2.4,2.1,2.1,14.9,13.3,13.3,4.2,22.5,14.2,1.9,8.0,1.1
Brent Burns,2,,D,7400,SJ,EDM,2,D1,P2,3.44,24.3,25.8,25.8,2.8,2.9,2.9,16.6,15.0,15.0,6.9,23.1,14.9,2.0,14.4,1.9
Jonathan Huberdeau,2,,W,7400,FLA,PHI,2,L1,P1,3.45,20.6,18.9,18.9,2.2,2.5,2.5,16.9,17.2,17.2,5.1,29.3,14.4,1.9,13.6,1.8
Brendan Gallagher,2,,W,7300,MON,@CLS,2,L1,P2,3.07,17.6,17.1,17.1,2.6,3.5,3.5,11.2,15.2,15.2,3.9,26.5,12.6,1.7,4.8,0.7
Sean Monahan,2,,C,7300,CGY,COL,1,L1,P1,3.12,18.5,18.6,18.6,3.0,2.6,2.6,11.9,11.6,11.6,3.0,20.2,14.7,2.0,11.2,1.5
Mark Stone,1,,W,7300,VGK,TOR,1,L2,P2,3.57,19.7,19.8,19.8,2.6,2.7,2.7,7.3,14.0,14.0,5.3,22.6,14.5,2.0,20.5,2.8
Taylor Hall,,,W,7300,NJ,BOS,2,L1,P1,2.54,19.2,19.6,19.6,4.4,3.7,3.7,12.8,14.1,14.1,7.6,20.7,16.5,2.3,1.6,0.2
Johnny Gaudreau,2,,W,7300,CGY,COL,1,L1,P1,3.12,19.9,19.7,19.7,2.2,2.7,2.7,9.2,11.7,11.7,2.6,20.8,16.3,2.2,1.6,0.2
Brayden Point,1,,C,7200,TB,@STL,2,L1,P1,3.10,16.7,17.8,17.8,1.6,2.1,2.1,6.4,11.9,11.9,-0.6,24.5,14.8,2.1,0.0,0.0
Elias Pettersson,3,,C,7200,VAN,@DAL,2,L1,P1,2.54,20.8,19.0,19.0,3.2,2.6,2.6,13.2,16.0,16.0,3.5,28.5,14.6,2.0,6.4,0.9
Jeff Skinner,1,,W,7200,BUF,MIN,1,L2,P1,3.00,17.7,17.9,17.9,3.4,3.6,3.6,11.0,13.0,13.0,2.2,23.7,13.3,1.8,4.8,0.7
Jake Guentzel,2,,W,7200,PIT,NYI,2,L1,P1,2.85,20.3,21.0,21.0,3.6,3.4,3.4,13.2,14.3,14.3,5.7,22.8,15.1,2.1,30.6,4.3
Sebastian Aho,2,,C,7100,CAR,@CHI,2,L2,P1,3.36,19.2,19.4,19.4,2.2,3.0,3.0,15.2,13.2,13.2,2.9,23.5,15.4,2.2,21.6,3.0
Brock Boeser,2,,W,7100,VAN,@DAL,2,L1,P1,2.54,21.2,19.5,19.5,2.8,2.9,2.9,12.9,14.4,14.4,2.4,26.4,14.5,2.0,17.6,2.5
Matthew Tkachuk,1,,W,7000,CGY,COL,1,L2,P1,3.12,17.7,18.1,18.1,2.6,2.9,2.9,8.6,13.8,13.8,2.0,25.6,14.1,2.0,4.8,0.7
