Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Marc-Andre Fleury,1,,G,8900,VGK,CHI,2,69%,2.64,54.3,57.2,57.2,0.921,0.921,10.9,20.4,20.4,5.6,35.2,19.7,2.2,-3.2,-0.4
Frederik Andersen,1,,G,8800,TOR,@NYI,2,49%,3.04,63.3,60.5,60.5,0.916,0.916,23.5,20.1,20.1,7.2,32.9,18.6,2.1,4.0,0.5
Ben Bishop,,,G,8700,DAL,@CGY,2,44%,2.90,51.4,56.4,56.4,0.928,0.928,22.7,18.1,18.1,3.4,32.7,16.9,1.9,27.2,3.1
Braden Holtby,,,G,8200,WAS,@PHI,1,53%,3.17,61.1,56.8,56.8,0.898,0.898,23.2,16.8,16.8,3.3,30.3,16.9,2.1,32.0,3.9
Semyon Varlamov,,,G,8100,NYI,TOR,3,51%,2.96,60.7,56.9,56.9,0.924,0.924,26.1,21.4,21.4,6.9,35.9,18.6,2.3,14.4,1.8
Carter Hart,,,G,7500,PHI,WAS,2,47%,3.33,53.8,52.4,52.4,0.893,0.893,20.3,13.7,13.7,-3.6,30.9,15.5,2.1,24.0,3.2
Corey Crawford,,,G,7400,CHI,@VGK,2,31%,3.86,60.2,59.7,59.7,0.905,0.905,14.7,14.7,14.7,3.4,26.0,13.2,1.8,31.2,4.2
MacKenzie Blackwood,1,,G,7400,NJ,OTT,2,63%,2.85,61.9,57.8,57.8,0.896,0.896,20.3,14.4,14.4,-2.4,31.2,19.7,2.7,4.8,0.6
Craig Anderson,,,G,7000,OTT,@NJ,1,37%,3.65,47.7,53.4,53.4,0.891,0.891,9.1,10.3,10.3,-0.1,20.8,14.6,2.1,20.8,3.0
Cameron Talbot,1,,G,7000,CGY,DAL,3,56%,2.60,50.6,50.6,50.6,0.899,0.899,9.9,9.9,9.9,-2.1,22.0,18.1,2.6,15.2,2.2
