"C","C","W","W","D","D","UTIL","UTIL","G","","Instructions"
"","","","","","","","","","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","54368-64102:Connor McDavid","54368-64102","C","Connor","Connor McDavid","McDavid","25.616666158040363","12","8900","EDM@CGY","EDM","CGY","","","","",""
"","","","","","","","","","","54368-70899:Auston Matthews","54368-70899","C","Auston","Auston Matthews","Matthews","21.75","10","8600","VAN@TOR","TOR","VAN","","","","",""
"","","","","","","","","","","54368-58331:Leon Draisaitl","54368-58331","C","Leon","Leon Draisaitl","Draisaitl","22.741666158040363","12","8500","EDM@CGY","EDM","CGY","","","","",""
"","","","","","","","","","","54368-11294:Michael Hutchinson","54368-11294","G","Michael","Michael Hutchinson","Hutchinson","11.5","16","8100","VAN@TOR","TOR","VAN","","","","",""
"","","","","","","","","","","54368-12619:Jack Campbell","54368-12619","G","Jack","Jack Campbell","Campbell","23.200000762939453","2","8100","VAN@TOR","TOR","VAN","O","Leg","","",""
"","","","","","","","","","","54368-23072:Frederik Andersen","54368-23072","G","Frederik","Frederik Andersen","Andersen","15.11111111111111","9","8100","VAN@TOR","TOR","VAN","","","","",""
"","","","","","","","","","","54368-66683:Mitchell Marner","54368-66683","W","Mitchell","Mitchell Marner","Marner","19.472726995294746","11","7900","VAN@TOR","TOR","VAN","","","","",""
"","","","","","","","","","","54368-82115:Stuart Skinner","54368-82115","G","Stuart","Stuart Skinner","Skinner","18.399999618530273","1","7900","EDM@CGY","EDM","CGY","","","","",""
"","","","","","","","","","","54368-9039:Mikko Koskinen","54368-9039","G","Mikko","Mikko Koskinen","Koskinen","15.19999972256747","11","7900","EDM@CGY","EDM","CGY","","","","",""
"","","","","","","","","","","54368-8594:Sidney Crosby","54368-8594","C","Sidney","Sidney Crosby","Crosby","13.319999694824219","10","7800","PIT@NYI","PIT","NYI","","","","",""
"","","","","","","","","","","54368-8732:Semyon Varlamov","54368-8732","G","Semyon","Semyon Varlamov","Varlamov","20.133333841959637","6","7700","PIT@NYI","NYI","PIT","","","","",""
"","","","","","","","","","","54368-97232:Ilya Sorokin","54368-97232","G","Ilya","Ilya Sorokin","Sorokin","5.066666603088379","3","7700","PIT@NYI","NYI","PIT","","","","",""
"","","","","","","","","","","54368-70635:David Rittich","54368-70635","G","David","David Rittich","Rittich","2.799999952316284","2","7600","EDM@CGY","CGY","EDM","","","","",""
"","","","","","","","","","","54368-12283:Jacob Markstrom","54368-12283","G","Jacob","Jacob Markstrom","Markstrom","20.299999237060547","8","7600","EDM@CGY","CGY","EDM","","","","",""
"","","","","","","","","","","54368-9416:Braden Holtby","54368-9416","G","Braden","Braden Holtby","Holtby","16.53333282470703","6","7500","VAN@TOR","VAN","TOR","","","","",""
"","","","","","","","","","","54368-54514:Johnny Gaudreau","54368-54514","W","Johnny","Johnny Gaudreau","Gaudreau","15.180000305175781","10","7500","EDM@CGY","CGY","EDM","","","","",""
"","","","","","","","","","","54368-70251:Thatcher Demko","54368-70251","G","Thatcher","Thatcher Demko","Demko","15.600000381469727","8","7500","VAN@TOR","VAN","TOR","","","","",""
"","","","","","","","","","","54368-14563:Ryan Nugent-Hopkins","54368-14563","W","Ryan","Ryan Nugent-Hopkins","Nugent-Hopkins","14.449999491373697","12","7400","EDM@CGY","EDM","CGY","","","","",""
