Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
David Pastrnak,W,9200,BOS,TOR,1,17.6,6.4
Alexander Ovechkin,W,8800,WAS,MON,1,17.0,22.1
Auston Matthews,C,8700,TOR,BOS,1,18.1,20.0
Evgeni Malkin,C,8200,PIT,NJ,1,15.4,12.8
Brad Marchand,W,8200,BOS,TOR,1,16.4,35.2
Patrice Bergeron,C,7800,BOS,TOR,1,16.6,11.2
John Tavares,C,7600,TOR,BOS,2,16.9,9.6
Evgeny Kuznetsov,C,7600,WAS,MON,2,13.1,18.4
Claude Giroux,C,7500,PHI,OTT,1,13.3,8.0
Brendan Gallagher,W,7300,MON,WAS,1,12.6,11.2
Taylor Hall,W,7300,NJ,PIT,1,16.5,6.4
John Carlson,D,7200,WAS,MON,18,13.8,18.1
Jake Guentzel,W,7200,PIT,NJ,1,15.1,9.6
Ryan O'Reilly,C,7000,STL,CLS,2,13.1,4.8
Sean Couturier,C,6900,PHI,OTT,2,14.9,9.6
Cam Atkinson,W,6800,CLS,STL,2,13.1,11.7
Jakub Voracek,W,6700,PHI,OTT,1,12.8,0.0
Morgan Rielly,D,6600,TOR,BOS,24,13.4,6.4
Alex Pietrangelo,D,6400,STL,CLS,25,12.2,4.8
T.J. Oshie,W,6400,WAS,MON,1,10.8,3.2
Tomas Tatar,W,6400,MON,WAS,3,10.7,39.2
Travis Konecny,W,6300,PHI,OTT,2,11.1,6.4
David Perron,W,6300,STL,CLS,2,10.0,10.1
Brayden Schenn,C,6200,STL,CLS,1,11.5,17.3
Shea Weber,D,6000,MON,WAS,32,12.2,24.8
William Nylander,W,5900,TOR,BOS,1,11.7,12.8
Kyle Palmieri,W,5900,NJ,PIT,1,12.4,1.6
Max Domi,C,5900,MON,WAS,2,11.9,4.8
Nicklas Backstrom,C,5800,WAS,MON,1,12.0,13.3
Pierre-Luc Dubois,C,5700,CLS,STL,1,11.4,20.0
David Krejci,C,5600,BOS,TOR,2,10.1,11.2
Jaden Schwartz,W,5600,STL,CLS,1,11.6,11.7
Thomas Chabot,D,5600,OTT,PHI,41,13.3,4.8
Zachary Werenski,D,5600,CLS,STL,42,10.9,23.7
Jakub Vrana,W,5600,WAS,MON,2,9.9,4.8
Gustav Nyquist,W,5500,CLS,STL,1,10.8,1.6
Jean-Gabriel Pageau,C,5400,OTT,PHI,2,9.0,0.0
Seth Jones,D,5400,CLS,STL,47,12.9,14.9
Brady Tkachuk,W,5400,OTT,PHI,1,13.0,1.6
Andreas Johnson,W,5400,TOR,BOS,1,9.9,3.2
Phillip Danault,C,5300,MON,WAS,1,9.4,32.8
James van Riemsdyk,W,5200,PHI,OTT,3,11.3,4.8
Kevin Hayes,C,5200,PHI,OTT,3,10.9,0.0
Ivan Provorov,D,5100,PHI,OTT,53,10.3,1.6
Jonathan Drouin,W,5100,MON,WAS,1,10.7,6.4
Justin Schultz,D,5000,PIT,NJ,55,9.4,4.8
Jack Hughes,C,5000,NJ,PIT,1,12.2,3.2
Oliver Bjorkstrand,W,4900,CLS,STL,1,9.6,3.2
Nico Hischier,C,4800,NJ,PIT,2,12.1,9.6
Alex Galchenyuk,W,4700,PIT,NJ,2,11.1,9.6
Shayne Gostisbehere,D,4700,PHI,OTT,63,11.9,8.0
P.K. Subban,D,4700,NJ,PIT,64,11.7,6.4
Kasperi Kapanen,W,4700,TOR,BOS,2,9.3,20.0
Colin White,C,4600,OTT,PHI,3,9.7,1.6
Colton Parayko,D,4600,STL,CLS,67,10.0,6.4
Oskar Lindblom,W,4600,PHI,OTT,2,9.7,4.8
Bryan Rust,W,4500,PIT,NJ,1,9.0,6.4
Tom Wilson,W,4500,WAS,MON,2,10.4,11.2
Jared McCann,C,4500,PIT,NJ,3,9.8,6.4
Danton Heinen,W,4500,BOS,TOR,2,8.6,3.2
Charles McAvoy,D,4400,BOS,TOR,73,10.3,11.2
Lars Eller,C,4400,WAS,MON,3,8.4,11.2
Vladislav Namestnikov,W,4400,OTT,PHI,3,8.3,1.6
Connor Brown,W,4300,OTT,PHI,2,6.7,6.4
Anthony Duclair,W,4300,OTT,PHI,1,8.7,3.2
Zach Hyman,W,4300,TOR,BOS,2,9.3,11.2
Tyson Barrie,D,4300,TOR,BOS,79,12.4,6.4
Charlie Coyle,C,4300,BOS,TOR,2,9.3,26.4
Jeff Petry,D,4200,MON,WAS,83,9.9,3.2
Alexander Kerfoot,C,4200,TOR,BOS,3,0.0,0.0
Ilya Mikheyev,W,4200,TOR,BOS,3,9.1,0.0
Boone Jenner,C,4200,CLS,STL,3,10.4,8.0
Tyler Bozak,C,4100,STL,CLS,3,8.5,0.0
