Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Robin Lehner,2,,G,8500,VGK,ANH,1,67%,2.49,60.0,60.0,60.0,0.909,0.909,20.0,20.0,20.0,20.0,20.0,20.0,2.4,0.0,0.0
Jack Campbell,2,,G,8200,TOR,@OTT,2,64%,2.82,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,21.4,2.6,17.6,2.1
Alexander Georgiev,1,,G,8200,NYR,NYI,1,46%,3.11,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,18.9,2.3,38.4,4.7
Petr Mrazek,4,,G,8100,CAR,@DET,1,68%,2.27,60.0,60.0,60.0,1.000,1.000,31.2,31.2,31.2,31.2,31.2,20.5,2.5,1.6,0.2
Mikko Koskinen,1,,G,8000,EDM,MON,1,50%,3.26,69.1,69.1,69.1,0.907,0.907,19.2,19.2,19.2,-2.3,40.7,16.5,2.1,4.8,0.6
Ilya Sorokin,,,G,7900,NYI,@NYR,1,54%,2.89,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,19.0,2.4,1.6,0.2
Jacob Markstrom,1,,G,7800,CGY,VAN,1,56%,3.02,61.3,61.3,61.3,0.882,0.882,8.0,8.0,8.0,8.0,8.0,17.7,2.3,45.6,5.8
Carey Price,1,,G,7500,MON,@EDM,2,50%,3.24,166.4,166.4,166.4,0.853,0.853,3.2,3.2,3.2,3.2,3.2,16.1,2.1,35.2,4.7
Cameron Talbot,1,,G,7400,MIN,@LA,1,56%,2.58,63.8,63.8,63.8,0.912,0.912,24.8,24.8,24.8,24.8,24.8,18.8,2.5,24.0,3.2
Elvis Merzlikins,1,,G,7300,CLS,@NSH,n/a,48%,2.81,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,16.7,2.3,2.4,0.3
Braden Holtby,1,,G,7200,VAN,@CGY,2,43%,3.48,77.9,77.9,77.9,0.903,0.903,22.4,22.4,22.4,22.4,22.4,15.2,2.1,13.6,1.9
John Gibson,1,,G,7200,ANH,@VGK,1,33%,3.51,57.5,57.5,57.5,0.828,0.828,-0.8,-0.8,-0.8,-0.8,-0.8,14.2,2.0,16.8,2.3
Juuse Saros,2,,G,6900,NSH,CLS,1,52%,2.69,60.0,60.0,60.0,0.967,0.967,31.2,31.2,31.2,31.2,31.2,18.8,2.7,37.6,5.4
Jon Quick,1,,G,6900,LA,MIN,1,43%,2.92,63.8,63.8,63.8,0.852,0.852,2.4,2.4,2.4,2.4,2.4,15.9,2.3,16.0,2.3
Matthew Murray,,,G,6700,OTT,TOR,0,36%,3.68,59.7,59.7,59.7,0.870,0.870,16.0,16.0,16.0,16.0,16.0,14.6,2.2,17.6,2.6
Jonathan Bernier,1,,G,6600,DET,CAR,n/a,32%,3.23,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,14.8,2.2,27.2,4.1
