Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,3,,C,8800,EDM,MON,1,L1,P1,3.24,18.9,18.9,18.9,7.0,7.0,7.0,34.5,34.5,34.5,-0.7,69.7,16.2,1.8,11.2,1.3
Auston Matthews,3,,C,8400,TOR,@OTT,0,L1,P1,3.68,15.1,15.1,15.1,5.0,5.0,5.0,13.6,13.6,13.6,3.4,23.8,16.0,1.9,30.1,3.6
Leon Draisaitl,3,,C,8400,EDM,MON,1,L2,P1,3.24,17.8,17.8,17.8,1.0,1.0,1.0,22.9,22.9,22.9,4.1,41.7,15.3,1.8,9.6,1.1
Artemi Panarin,2,,W,8100,NYR,NYI,1,L2,P1,2.89,17.4,17.4,17.4,2.0,2.0,2.0,3.2,3.2,3.2,3.2,3.2,13.3,1.6,29.3,3.6
Mika Zibanejad,2,,C,8000,NYR,NYI,1,L1,P1,2.89,19.7,19.7,19.7,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,14.2,1.8,11.2,1.4
Johnny Gaudreau,1,,W,7800,CGY,VAN,1,L2,P1,3.48,18.7,18.7,18.7,3.0,3.0,3.0,17.3,17.3,17.3,17.3,17.3,11.1,1.4,13.3,1.7
Max Pacioretty,1,,W,7700,VGK,ANH,1,L1,P1,3.51,14.7,14.7,14.7,5.0,5.0,5.0,21.6,21.6,21.6,21.6,21.6,11.9,1.5,20.0,2.6
John Tavares,2,,C,7600,TOR,@OTT,0,L2,P2,3.68,10.3,10.3,10.3,4.5,4.5,4.5,32.8,32.8,32.8,27.4,38.1,11.9,1.6,6.4,0.8
Sebastian Aho,2,D,C,7600,CAR,@DET,1,L1,P1,3.23,19.6,19.6,19.6,2.0,2.0,2.0,12.8,12.8,12.8,12.8,12.8,8.6,1.1,3.2,0.4
Mitchell Marner,2,,W,7400,TOR,@OTT,0,L1,P1,3.68,15.9,15.9,15.9,1.0,1.0,1.0,5.8,5.8,5.8,-2.4,14.1,12.6,1.7,34.9,4.7
