Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tuukka Rask,1,,G,9000,BOS,OTT,3,77%,2.16,60.9,60.6,60.6,0.951,0.951,29.4,28.9,28.9,18.1,39.7,22.4,2.5,28.0,3.1
Carey Price,,,G,8500,MON,@DAL,1,49%,2.79,59.3,60.2,60.2,0.914,0.914,24.6,19.7,19.7,7.7,31.7,18.2,2.1,16.8,2.0
Darcy Kuemper,1,,G,8400,ARI,COL,2,56%,2.80,60.8,60.2,60.2,0.933,0.933,20.0,20.9,20.9,9.6,32.2,19.3,2.3,46.4,5.5
Ben Bishop,,,G,8400,DAL,MON,0,51%,2.71,51.0,55.7,55.7,0.916,0.916,18.6,14.4,14.4,1.3,27.5,18.5,2.2,36.0,4.3
Frederik Andersen,,,G,8300,TOR,@PHI,3,55%,3.34,62.0,59.4,59.4,0.901,0.901,19.8,17.0,17.0,3.7,30.4,18.1,2.2,29.6,3.6
Sergei Bobrovsky,1,,G,8300,FLA,DET,2,71%,2.56,51.6,53.0,53.0,0.873,0.873,11.5,10.3,10.3,-2.1,22.7,22.4,2.7,37.6,4.5
Carter Hutton,,,G,8300,BUF,NYI,0,52%,2.69,61.4,61.0,61.0,0.926,0.926,26.7,24.6,24.6,5.0,44.2,19.9,2.4,12.0,1.4
David Rittich,,,G,8300,CGY,@CLS,1,55%,2.85,58.1,59.6,59.6,0.906,0.906,13.1,17.7,17.7,3.0,32.3,17.0,2.0,54.4,6.6
Thatcher Demko,,,G,7900,VAN,@SJ,0,44%,3.44,60.8,60.8,60.8,0.941,0.941,24.4,24.4,24.4,17.7,31.1,15.1,1.9,23.2,2.9
Joonas Korpisalo,,,G,7800,CLS,CGY,0,45%,3.15,54.0,57.0,57.0,0.886,0.886,9.9,13.0,13.0,1.5,24.6,14.8,1.9,12.8,1.6
Malcolm Subban,,,G,7700,VGK,WPG,1,67%,2.70,20.0,20.0,20.0,0.857,0.857,1.6,1.6,1.6,1.6,1.6,18.9,2.5,12.0,1.6
Semyon Varlamov,1,,G,7700,NYI,@BUF,0,48%,2.81,54.7,55.4,55.4,0.918,0.918,21.0,19.6,19.6,5.7,33.5,18.8,2.4,41.6,5.4
Pavel Francouz,,,G,7600,COL,@ARI,0,43%,3.20,60.8,60.8,60.8,0.926,0.926,24.0,24.0,24.0,4.2,43.8,16.3,2.1,8.0,1.1
Aaron Dell,,,G,7500,SJ,VAN,0,56%,3.06,47.6,47.6,47.6,0.891,0.891,11.8,11.8,11.8,-1.9,25.6,15.9,2.1,-1.6,-0.2
Jake Allen,,,G,7400,STL,@MIN,0,45%,2.88,57.5,57.5,57.5,0.849,0.849,8.0,8.0,8.0,-3.3,19.3,15.4,2.1,16.0,2.2
Brian Elliott,,,G,7400,PHI,TOR,0,45%,3.66,49.6,47.0,47.0,0.904,0.904,15.8,13.7,13.7,-0.3,27.7,13.8,1.9,6.4,0.9
Corey Crawford,,,G,7400,CHI,@LA,3,45%,3.14,58.9,58.9,58.9,0.887,0.887,10.7,10.7,10.7,-0.3,21.7,17.8,2.4,16.0,2.2
Devan Dubnyk,,,G,7300,MIN,STL,2,55%,2.62,46.7,51.3,51.3,0.885,0.885,11.4,9.8,9.8,0.8,18.8,18.8,2.6,4.0,0.5
James Reimer,,,G,7300,CAR,NJ,0,65%,2.79,53.9,53.9,53.9,0.918,0.918,16.8,16.8,16.8,0.2,33.4,17.9,2.5,0.8,0.1
Jack Campbell,,,G,7300,LA,CHI,2,55%,2.86,59.7,59.7,59.7,0.880,0.880,10.7,10.7,10.7,0.8,20.6,17.7,2.4,19.2,2.6
Jonathan Bernier,,,G,7200,DET,@FLA,0,28%,3.94,53.3,55.2,55.2,0.887,0.887,5.8,10.6,10.6,-2.0,23.3,11.5,1.6,13.6,1.9
MacKenzie Blackwood,,,G,7100,NJ,@CAR,0,35%,3.71,61.7,55.8,55.8,0.876,0.876,14.9,9.6,9.6,-8.1,27.3,12.9,1.8,19.2,2.7
Craig Anderson,,,G,7100,OTT,@BOS,5,23%,3.84,53.6,55.2,55.2,0.909,0.909,16.2,13.6,13.6,2.7,24.5,12.1,1.7,1.6,0.2
Laurent Brossoit,,,G,7100,WPG,@VGK,0,33%,3.80,53.5,53.5,53.5,0.844,0.844,4.4,4.4,4.4,-10.7,19.5,12.8,1.8,18.4,2.6
