Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
David Pastrnak,1,,W,9200,BOS,OTT,3,L1,P1,3.84,18.2,18.3,18.3,3.0,3.3,3.3,26.5,26.2,26.2,9.7,42.8,17.6,1.9,33.8,3.7
Nathan MacKinnon,1,,C,8700,COL,@ARI,0,L1,P1,2.80,21.3,21.4,21.4,5.6,4.6,4.6,23.8,21.6,21.6,15.9,27.3,18.6,2.1,6.4,0.7
Brad Marchand,1,,W,8700,BOS,OTT,3,L1,P1,3.84,19.3,19.5,19.5,4.2,3.1,3.1,25.3,22.0,22.0,8.0,35.9,16.4,1.9,23.7,2.7
Auston Matthews,1,,C,8600,TOR,@PHI,3,L1,P1,3.66,19.6,19.4,19.4,4.4,4.1,4.1,22.2,19.9,19.9,7.2,32.5,18.1,2.1,1.6,0.2
Jack Eichel,,,C,8500,BUF,NYI,0,L1,P1,2.81,20.6,20.7,20.7,3.6,3.4,3.4,20.0,18.7,18.7,1.5,35.9,17.5,2.1,9.6,1.1
Mikko Rantanen,,,W,8200,COL,@ARI,0,,,2.80,18.0,18.9,18.9,2.2,2.7,2.7,15.6,18.3,18.3,7.9,28.6,0.0,0.0,0.0,0.0
Patrick Kane,,,W,7900,CHI,@LA,3,L2,P1,2.86,20.6,20.9,20.9,3.0,3.2,3.2,6.7,13.0,13.0,2.4,23.5,17.5,2.2,11.2,1.4
Mitchell Marner,,,W,7800,TOR,@PHI,3,L2,P1,3.66,20.2,20.0,20.0,2.4,3.0,3.0,13.0,16.1,16.1,5.1,27.2,15.3,2.0,18.4,2.4
Tyler Seguin,,,C,7800,DAL,MON,0,L1,P1,2.79,19.9,20.5,20.5,3.2,2.9,2.9,13.1,10.8,10.8,0.7,20.9,16.8,2.2,14.9,1.9
Mark Stone,1,,W,7800,VGK,WPG,1,L2,P1,3.80,20.3,19.5,19.5,2.2,2.9,2.9,14.3,17.9,17.9,10.0,25.8,14.5,1.9,9.6,1.2
Aleksander Barkov,1,,C,7800,FLA,DET,2,L1,P1,3.94,18.8,19.5,19.5,1.4,1.8,1.8,18.2,13.1,13.1,2.5,23.7,16.4,2.1,28.5,3.7
Mark Scheifele,,,C,7700,WPG,@VGK,0,L1,P1,2.70,23.8,22.1,22.1,1.8,2.1,2.1,7.0,13.3,13.3,4.6,21.9,14.2,1.8,15.2,2.0
Anze Kopitar,,,C,7600,LA,CHI,2,L1,P1,3.14,18.8,19.7,19.7,1.6,2.6,2.6,10.9,14.8,14.8,4.8,24.9,13.1,1.7,4.8,0.6
Claude Giroux,,,C,7600,PHI,TOR,0,L1,P1,3.34,19.3,19.3,19.3,3.6,3.5,3.5,12.8,11.6,11.6,4.9,18.3,13.3,1.8,29.0,3.8
Patrik Laine,,Q,W,7600,WPG,@VGK,0,,,2.70,20.3,19.3,19.3,2.6,2.9,2.9,7.8,15.5,15.5,2.6,28.4,0.0,0.0,19.2,2.5
Vladimir Tarasenko,,Q,W,7500,STL,@MIN,0,,,2.62,15.1,16.2,16.2,3.2,2.6,2.6,17.6,14.6,14.6,6.2,23.1,0.0,0.0,0.0,0.0
Jeff Skinner,,,W,7500,BUF,NYI,0,L2,P1,2.81,18.0,18.1,18.1,2.2,3.9,3.9,10.0,14.6,14.6,3.8,25.3,13.3,1.8,0.0,0.0
Taylor Hall,,,W,7500,NJ,@CAR,0,L1,P1,2.79,19.8,19.7,19.7,3.0,3.5,3.5,15.9,15.0,15.0,9.0,21.0,16.5,2.2,10.1,1.3
Patrice Bergeron,1,,C,7500,BOS,OTT,3,L1,P1,3.84,19.5,18.7,18.7,4.8,3.5,3.5,18.5,16.3,16.3,5.7,26.9,16.6,2.2,28.5,3.8
Cam Atkinson,,,W,7400,CLS,CGY,0,L1,P1,2.85,17.9,18.9,18.9,3.0,3.9,3.9,13.4,12.7,12.7,5.3,20.2,13.1,1.8,4.8,0.6
John Tavares,,Q,C,7400,TOR,@PHI,3,L2,P1,3.66,17.8,18.2,18.2,1.6,1.8,1.8,11.4,11.4,11.4,4.2,18.6,0.0,0.0,0.0,0.0
Brock Boeser,,,W,7300,VAN,@SJ,0,L1,P1,3.06,19.1,18.9,18.9,3.0,3.2,3.2,21.0,16.3,16.3,2.1,30.5,14.5,2.0,18.1,2.5
Jonathan Huberdeau,1,,W,7300,FLA,DET,2,L1,P1,3.94,17.3,18.5,18.5,1.8,2.2,2.2,17.9,15.7,15.7,5.0,26.4,14.4,2.0,45.3,6.2
Evander Kane,1,,W,7200,SJ,VAN,0,L2,P1,3.44,19.1,20.0,20.0,4.4,4.2,4.2,18.1,18.1,18.1,2.2,34.1,13.1,1.8,21.6,3.0
Johnny Gaudreau,,,W,7200,CGY,@CLS,1,L1,P1,3.15,20.3,19.6,19.6,3.0,2.7,2.7,13.3,12.3,12.3,3.0,21.7,16.3,2.3,11.2,1.6
Gabriel Landeskog,,Q,W,7100,COL,@ARI,0,,,2.80,19.2,20.4,20.4,2.4,2.4,2.4,6.6,10.9,10.9,1.6,20.3,0.0,0.0,0.0,0.0
Brent Burns,,,D,7100,SJ,VAN,0,D1,P1,3.44,25.9,26.3,26.3,1.6,2.7,2.7,14.2,14.7,14.7,6.5,22.9,14.9,2.1,16.4,2.3
Blake Wheeler,,,W,7100,WPG,@VGK,0,L1,P1,2.70,21.7,20.8,20.8,3.8,3.4,3.4,12.2,12.6,12.6,2.0,23.2,14.3,2.0,3.2,0.5
Elias Pettersson,1,,C,7100,VAN,@SJ,0,L1,P1,3.06,18.6,18.6,18.6,2.8,2.1,2.1,22.8,16.5,16.5,2.7,30.4,14.6,2.1,30.9,4.4
Brendan Gallagher,,,W,7100,MON,@DAL,1,L1,P1,2.71,16.9,16.9,16.9,3.8,3.8,3.8,16.2,16.9,16.9,3.9,29.8,12.6,1.8,6.4,0.9
Sean Monahan,,,C,7100,CGY,@CLS,1,L1,P1,3.15,19.1,18.5,18.5,2.6,2.7,2.7,12.9,11.5,11.5,2.3,20.6,14.7,2.1,15.2,2.1
Dylan Larkin,,,C,7100,DET,@FLA,0,L1,P1,2.56,21.3,21.0,21.0,4.6,3.3,3.3,17.4,14.4,14.4,6.0,22.9,16.1,2.3,3.2,0.5
Phil Kessel,,,W,6900,ARI,COL,2,L1,P1,3.20,17.9,17.8,17.8,2.6,2.8,2.8,9.3,10.4,10.4,3.1,17.7,14.0,2.0,25.3,3.7
Jamie Benn,,,W,6900,DAL,MON,0,L1,P1,2.79,17.1,17.1,17.1,2.2,2.1,2.1,8.4,8.2,8.2,2.8,13.6,13.0,1.9,9.6,1.4
Logan Couture,1,,C,6900,SJ,VAN,0,L1,P1,3.44,18.6,18.4,18.4,2.6,2.2,2.2,8.8,11.0,11.0,4.2,17.8,13.9,2.0,4.8,0.7
Sebastian Aho,1,,C,6900,CAR,NJ,0,L2,P1,3.71,20.3,19.4,19.4,2.4,3.1,3.1,17.0,12.8,12.8,2.4,23.3,15.4,2.2,14.4,2.1
Max Pacioretty,,,W,6900,VGK,WPG,1,L2,P1,3.80,18.5,17.8,17.8,4.0,4.1,4.1,10.7,15.1,15.1,6.0,24.2,12.0,1.7,18.4,2.7
Erik Karlsson,,,D,6800,SJ,VAN,0,D2,P2,3.44,23.6,25.3,25.3,1.4,1.8,1.8,6.8,11.3,11.3,4.4,18.1,14.6,2.1,11.2,1.6
Jakub Voracek,,,W,6700,PHI,TOR,0,L1,P1,3.34,16.7,16.4,16.4,1.8,2.2,2.2,12.6,11.3,11.3,-3.0,25.7,12.8,1.9,20.2,3.0
Sean Couturier,,,C,6700,PHI,TOR,0,L2,P2,3.34,17.2,18.4,18.4,2.6,2.8,2.8,10.4,11.6,11.6,3.9,19.4,14.9,2.2,11.2,1.7
Elias Lindholm,,,C,6600,CGY,@CLS,1,L1,P1,3.15,21.2,19.7,19.7,2.4,2.5,2.5,19.1,14.3,14.3,6.2,22.4,12.2,1.8,17.6,2.7
Kyle Connor,,,W,6600,WPG,@VGK,0,L1,P1,2.70,20.3,19.7,19.7,4.2,4.1,4.1,14.3,12.6,12.6,5.4,19.7,13.6,2.1,33.3,5.0
Jonathan Audy-Marchessault,1,,W,6600,VGK,WPG,1,L1,P2,3.80,17.9,17.7,17.7,3.8,3.6,3.6,11.9,11.1,11.1,4.4,17.7,13.5,2.0,17.3,2.6
Brayden Schenn,,,C,6500,STL,@MIN,0,L1,P1,2.62,17.8,18.0,18.0,1.6,2.1,2.1,14.1,14.8,14.8,5.7,24.0,11.5,1.8,3.2,0.5
Dougie Hamilton,1,,D,6500,CAR,NJ,0,D1,P2,3.71,22.8,23.0,23.0,2.0,2.8,2.8,18.5,18.8,18.8,10.8,26.9,11.7,1.8,8.0,1.2
Mathew Barzal,,,C,6500,NYI,@BUF,0,L1,P1,2.69,19.3,19.1,19.1,2.6,2.6,2.6,16.5,15.0,15.0,4.6,25.4,13.0,2.0,1.6,0.2
Anthony Mantha,,,W,6500,DET,@FLA,0,L2,P1,2.56,18.6,19.0,19.0,3.2,4.1,4.1,12.3,17.9,17.9,1.1,34.8,13.0,2.0,3.2,0.5
Alexander Radulov,,,W,6500,DAL,MON,0,L2,P1,2.79,16.3,17.5,17.5,5.0,2.9,2.9,18.2,11.0,11.0,-4.5,26.5,14.2,2.2,18.9,2.9
Ryan O'Reilly,,,C,6400,STL,@MIN,0,L2,P2,2.62,20.8,20.2,20.2,2.2,1.6,1.6,18.0,12.6,12.6,-2.7,27.9,13.1,2.0,24.8,3.9
Tomas Hertl,1,,C,6400,SJ,VAN,0,L2,P1,3.44,18.3,19.7,19.7,2.2,2.4,2.4,16.1,13.1,13.1,2.3,23.9,13.2,2.1,1.6,0.3
Jonathan Toews,,,C,6400,CHI,@LA,3,L1,P2,2.86,19.5,19.8,19.8,1.4,1.9,1.9,3.5,5.9,5.9,0.5,11.3,13.9,2.2,18.4,2.9
Morgan Rielly,1,,D,6400,TOR,@PHI,3,D1,P1,3.66,26.5,25.4,25.4,0.8,2.1,2.1,9.8,14.7,14.7,1.0,28.5,13.4,2.1,12.8,2.0
Anders Lee,,,W,6400,NYI,@BUF,0,L1,P2,2.69,18.1,18.2,18.2,1.8,1.8,1.8,16.8,11.7,11.7,0.5,22.9,11.3,1.8,3.2,0.5
Vincent Trocheck,,Q,C,6400,FLA,DET,2,,,3.94,19.7,19.5,19.5,3.4,3.4,3.4,14.2,14.0,14.0,5.6,22.4,0.0,0.0,0.0,0.0
Evgeni Dadonov,1,,W,6400,FLA,DET,2,L1,P1,3.94,16.8,16.8,16.8,1.8,2.6,2.6,11.3,13.5,13.5,4.9,22.2,12.4,1.9,0.0,0.0
Mike Hoffman,1,,W,6300,FLA,DET,2,L2,P1,3.94,15.8,17.5,17.5,2.2,2.8,2.8,8.4,13.1,13.1,0.1,26.2,12.5,2.0,3.2,0.5
Matthew Tkachuk,1,,W,6300,CGY,@CLS,1,L2,P1,3.15,20.9,18.2,18.2,4.4,2.9,2.9,18.6,13.6,13.6,1.6,25.7,14.1,2.2,21.6,3.4
Max Domi,,,C,6300,MON,@DAL,1,L2,P2,2.71,18.1,17.0,17.0,2.8,2.6,2.6,12.1,13.5,13.5,4.1,22.8,11.9,1.9,1.6,0.3
William Karlsson,,,C,6300,VGK,WPG,1,L1,P2,3.80,19.2,18.5,18.5,2.8,2.7,2.7,14.1,13.4,13.4,6.8,20.0,11.8,1.9,19.7,3.1
Tomas Tatar,,,W,6300,MON,@DAL,1,L1,P2,2.71,16.6,16.8,16.8,2.8,2.8,2.8,15.1,12.5,12.5,3.4,21.5,10.7,1.7,6.4,1.0
Victor Olofsson,,,W,6300,BUF,NYI,0,L1,P1,2.81,16.8,17.3,17.3,2.0,2.1,2.1,6.9,11.4,11.4,2.3,20.5,8.7,1.4,1.6,0.3
Teuvo Teravainen,,,W,6300,CAR,NJ,0,L1,P2,3.71,20.1,18.9,18.9,2.4,2.3,2.3,11.2,12.8,12.8,5.4,20.1,12.4,2.0,17.3,2.7
Clayton Keller,,,W,6200,ARI,COL,2,L1,P1,3.20,17.8,17.9,17.9,3.0,2.7,2.7,8.8,10.2,10.2,5.2,15.1,12.1,2.0,13.3,2.1
Kyle Palmieri,,,W,6200,NJ,@CAR,0,L1,P1,2.79,16.8,17.1,17.1,3.4,2.8,2.8,18.9,14.0,14.0,-0.2,28.1,12.4,2.0,11.7,1.9
Sam Reinhart,,,W,6200,BUF,NYI,0,L1,P1,2.81,19.4,19.8,19.8,2.6,2.1,2.1,13.3,12.0,12.0,3.2,20.9,11.9,1.9,1.6,0.3
J.T. Miller,,,W,6200,VAN,@SJ,0,L1,P1,3.06,19.0,18.9,18.9,3.2,2.8,2.8,16.8,15.9,15.9,3.5,28.3,9.7,1.6,10.1,1.6
Eric Staal,,,C,6100,MIN,STL,2,L1,P2,2.88,16.5,16.3,16.3,2.2,1.9,1.9,18.1,10.3,10.3,-1.2,21.8,11.4,1.9,11.7,1.9
Mark Giordano,,,D,6100,CGY,@CLS,1,D1,P1,3.15,25.3,24.3,24.3,1.6,2.3,2.3,13.1,13.7,13.7,7.1,20.3,13.1,2.1,6.4,1.0
Alex DeBrincat,,,W,6100,CHI,@LA,3,L4,P1,2.86,17.2,17.3,17.3,3.0,2.9,2.9,11.7,11.8,11.8,1.9,21.7,14.1,2.3,4.8,0.8
Seth Jones,,,D,6100,CLS,CGY,0,D1,P1,2.85,25.3,24.8,24.8,1.4,2.3,2.3,11.3,11.7,11.7,5.5,17.8,12.9,2.1,9.6,1.6
Travis Konecny,,,W,6100,PHI,TOR,0,L2,P2,3.34,15.6,16.8,16.8,2.6,2.1,2.1,12.9,14.9,14.9,6.4,23.4,11.1,1.8,8.0,1.3
Bo Horvat,,,C,6100,VAN,@SJ,0,L2,P1,3.06,17.7,19.2,19.2,4.0,3.2,3.2,23.2,15.0,15.0,1.3,28.7,13.0,2.1,20.8,3.4
Alex Pietrangelo,,,D,6000,STL,@MIN,0,D1,P2,2.62,24.6,23.7,23.7,1.8,2.9,2.9,14.3,14.0,14.0,7.3,20.7,12.2,2.0,4.8,0.8
David Perron,,,W,6000,STL,@MIN,0,L2,P2,2.62,17.7,17.8,17.8,3.0,2.4,2.4,20.0,14.8,14.8,2.8,26.8,10.0,1.7,3.2,0.5
Dustin Brown,,,W,5900,LA,CHI,2,L3,P1,3.14,18.5,19.2,19.2,2.8,2.7,2.7,4.8,9.5,9.5,-1.9,21.0,10.0,1.7,24.0,4.1
Oliver Ekman-Larsson,,,D,5800,ARI,COL,2,D1,P1,3.20,26.0,25.0,25.0,2.2,1.9,1.9,10.7,10.4,10.4,2.5,18.4,10.3,1.8,4.8,0.8
Torey Krug,1,,D,5800,BOS,OTT,3,D2,P1,3.84,21.1,21.0,21.0,2.4,2.0,2.0,9.5,11.3,11.3,3.3,19.2,12.0,2.1,18.1,3.1
Gustav Nyquist,,,W,5800,CLS,CGY,0,L2,P1,2.85,17.7,17.4,17.4,2.6,2.4,2.4,10.1,9.4,9.4,3.1,15.6,10.8,1.9,8.0,1.4
Joe Pavelski,,,W,5800,DAL,MON,0,L2,P1,2.79,18.4,18.3,18.3,2.0,1.5,1.5,13.6,7.7,7.7,-1.9,17.2,12.3,2.1,13.3,2.3
Jaden Schwartz,,,W,5700,STL,@MIN,0,L1,P1,2.62,17.8,17.6,17.6,2.8,2.1,2.1,11.6,10.7,10.7,5.6,15.8,11.6,2.0,4.8,0.8
Kevin Hayes,,,C,5700,PHI,TOR,0,L3,,3.34,17.9,18.3,18.3,2.6,2.8,2.8,14.8,11.1,11.1,1.1,21.2,10.9,1.9,6.4,1.1
Drew Doughty,,,D,5700,LA,CHI,2,D1,P1,3.14,24.5,24.1,24.1,2.6,2.3,2.3,13.3,13.8,13.8,3.1,24.4,11.5,2.0,18.4,3.2
