Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
David Pastrnak,W,9200,BOS,OTT,1,17.6,33.8
Nathan MacKinnon,C,8700,COL,ARI,1,18.6,6.4
Brad Marchand,W,8700,BOS,OTT,1,16.4,23.7
Auston Matthews,C,8600,TOR,PHI,1,18.1,1.6
Jack Eichel,C,8500,BUF,NYI,1,17.5,9.6
Patrick Kane,W,7900,CHI,LA,2,17.5,11.2
Mitchell Marner,W,7800,TOR,PHI,2,15.3,18.4
Tyler Seguin,C,7800,DAL,MON,1,16.8,14.9
Mark Stone,W,7800,VGK,WPG,2,14.5,9.6
Aleksander Barkov,C,7800,FLA,DET,1,16.4,28.5
Mark Scheifele,C,7700,WPG,VGK,1,14.2,15.2
Anze Kopitar,C,7600,LA,CHI,1,13.1,4.8
Claude Giroux,C,7600,PHI,TOR,1,13.3,29.0
Jeff Skinner,W,7500,BUF,NYI,2,13.3,0.0
Taylor Hall,W,7500,NJ,CAR,1,16.5,10.1
Patrice Bergeron,C,7500,BOS,OTT,1,16.6,28.5
Cam Atkinson,W,7400,CLS,CGY,1,13.1,4.8
John Tavares,C,7400,TOR,PHI,2,0.0,0.0
Brock Boeser,W,7300,VAN,SJ,1,14.5,18.1
Jonathan Huberdeau,W,7300,FLA,DET,1,14.4,45.3
Evander Kane,W,7200,SJ,VAN,2,13.1,21.6
Johnny Gaudreau,W,7200,CGY,CLS,1,16.3,11.2
Brent Burns,D,7100,SJ,VAN,31,14.9,16.4
Blake Wheeler,W,7100,WPG,VGK,1,14.3,3.2
Elias Pettersson,C,7100,VAN,SJ,1,14.6,30.9
Brendan Gallagher,W,7100,MON,DAL,1,12.6,6.4
Sean Monahan,C,7100,CGY,CLS,1,14.7,15.2
Dylan Larkin,C,7100,DET,FLA,1,16.1,3.2
Phil Kessel,W,6900,ARI,COL,1,14.0,25.3
Jamie Benn,W,6900,DAL,MON,1,13.0,9.6
Logan Couture,C,6900,SJ,VAN,1,13.9,4.8
Sebastian Aho,C,6900,CAR,NJ,2,15.4,14.4
Max Pacioretty,W,6900,VGK,WPG,2,12.0,18.4
Erik Karlsson,D,6800,SJ,VAN,42,14.6,11.2
