Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,3,,C,9300,EDM,PHI,1,L1,P1,2.68,23.4,23.1,23.1,3.0,2.8,2.8,25.8,24.1,24.1,10.7,37.4,19.2,2.1,46.6,5.0
Auston Matthews,1,,C,8800,TOR,@WAS,0,L1,P1,,18.9,18.6,18.6,4.0,4.6,4.6,17.8,21.4,21.4,8.9,34.0,18.1,2.1,8.0,0.9
Sidney Crosby,1,,C,8700,PIT,COL,2,L1,P1,3.59,20.7,20.7,20.7,2.8,2.5,2.5,22.1,20.4,20.4,15.2,25.5,16.1,1.9,28.0,3.2
Alexander Ovechkin,1,,W,8700,WAS,TOR,1,L1,P1,2.96,21.0,21.3,21.3,4.6,4.3,4.3,21.3,18.5,18.5,9.3,27.8,17.0,2.0,11.7,1.3
Leon Draisaitl,2,,W,8600,EDM,PHI,1,L1,P1,2.68,24.7,25.1,25.1,3.8,4.2,4.2,23.2,25.6,25.6,15.3,35.9,16.4,1.9,39.4,4.6
Nathan MacKinnon,2,,C,8600,COL,@PIT,1,L1,P1,,21.2,21.2,21.2,3.6,3.6,3.6,21.5,21.5,21.5,16.7,26.4,18.6,2.2,21.6,2.5
Jack Eichel,,,C,8300,BUF,@ANH,1,L1,P1,,21.6,21.6,21.6,3.6,3.7,3.7,24.1,21.2,21.2,0.2,42.1,17.5,2.1,21.6,2.6
Evgeni Malkin,,,C,8000,PIT,COL,10,,,3.59,14.1,14.1,14.1,2.0,2.0,2.0,9.4,9.4,9.4,-3.9,22.8,0.0,0.0,0.0,0.0
Mikko Rantanen,2,,W,7900,COL,@PIT,1,L1,P1,,20.4,20.4,20.4,2.8,2.8,2.8,24.0,24.0,24.0,13.8,34.2,16.1,2.0,14.4,1.8
Tyler Seguin,0,,C,7800,DAL,@CLS,1,L1,P1,2.54,21.3,21.2,21.2,3.0,3.0,3.0,11.5,9.6,9.6,0.2,19.0,16.8,2.2,17.6,2.3
