Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Alexander Ovechkin,W,9000,WAS,PHI,1,17.0,6.4
Auston Matthews,C,8900,TOR,NYI,1,18.1,8.0
Patrick Kane,W,8100,CHI,VGK,2,17.5,34.4
Tyler Seguin,C,7700,DAL,CGY,1,16.8,6.4
Evgeny Kuznetsov,C,7700,WAS,PHI,2,13.1,3.2
Taylor Hall,W,7600,NJ,OTT,1,16.5,4.8
Mark Stone,W,7500,VGK,CHI,2,14.5,8.0
John Tavares,C,7400,TOR,NYI,2,16.9,23.2
Claude Giroux,C,7400,PHI,WAS,1,13.3,15.7
Johnny Gaudreau,W,7300,CGY,DAL,1,16.3,10.1
John Carlson,D,7200,WAS,PHI,16,13.8,16.0
Sean Monahan,C,7100,CGY,DAL,1,14.7,18.9
Max Pacioretty,W,7100,VGK,CHI,2,12.0,8.0
Sean Couturier,C,7000,PHI,WAS,2,14.9,8.0
Matthew Tkachuk,W,6900,CGY,DAL,2,14.1,16.5
Alexander Radulov,W,6800,DAL,CGY,2,14.2,4.8
Anders Lee,W,6700,NYI,TOR,1,11.3,1.6
Morgan Rielly,D,6600,TOR,NYI,23,13.4,11.2
Jakub Voracek,W,6600,PHI,WAS,3,12.8,10.1
Elias Lindholm,W,6600,CGY,DAL,1,12.2,1.6
Jonathan Audy-Marchessault,W,6500,VGK,CHI,1,13.5,14.9
Mathew Barzal,C,6500,NYI,TOR,1,13.0,25.3
William Karlsson,C,6400,VGK,CHI,1,11.8,28.5
Jonathan Toews,C,6400,CHI,VGK,1,13.9,4.8
Alex DeBrincat,W,6400,CHI,VGK,2,14.1,17.6
Travis Konecny,W,6400,PHI,WAS,2,11.1,4.8
T.J. Oshie,W,6300,WAS,PHI,1,10.8,4.8
Kyle Palmieri,W,6300,NJ,OTT,1,12.4,1.6
Jamie Benn,W,6200,DAL,CGY,1,13.0,3.2
Mark Giordano,D,6100,CGY,DAL,35,13.1,0.0
William Nylander,W,6000,TOR,NYI,1,11.7,15.2
Joe Pavelski,W,6000,DAL,CGY,3,12.3,32.5
Nicklas Backstrom,C,5900,WAS,PHI,1,12.0,1.6
Jakub Vrana,W,5800,WAS,PHI,2,9.9,1.6
Josh Bailey,W,5700,NYI,TOR,3,9.6,9.6
Reilly Smith,W,5700,VGK,CHI,1,11.3,4.8
Jordan Eberle,W,5500,NYI,TOR,1,9.5,12.8
Brady Tkachuk,W,5400,OTT,NJ,1,13.0,4.8
Thomas Chabot,D,5400,OTT,NJ,45,13.3,0.0
Brock Nelson,C,5300,NYI,TOR,2,9.8,16.0
James van Riemsdyk,W,5300,PHI,WAS,1,11.3,3.2
Andreas Johnson,W,5300,TOR,NYI,1,9.9,12.8
Kevin Hayes,C,5200,PHI,WAS,3,10.9,6.4
Jack Hughes,C,5100,NJ,OTT,2,12.2,4.8
Ivan Provorov,D,5000,PHI,WAS,51,10.3,16.5
Derick Brassard,W,4900,NYI,TOR,2,7.2,37.0
P.K. Subban,D,4800,NJ,OTT,54,11.7,6.4
Shayne Gostisbehere,D,4800,PHI,WAS,55,11.9,1.6
Paul Stastny,C,4700,VGK,CHI,2,10.3,1.6
Mikael Backlund,C,4700,CGY,DAL,2,10.1,3.2
Jean-Gabriel Pageau,C,4700,OTT,NJ,2,9.0,42.4
Brandon Saad,W,4700,CHI,VGK,1,10.1,1.6
Shea Theodore,D,4700,VGK,CHI,61,11.0,4.8
Oskar Lindblom,W,4700,PHI,WAS,2,9.7,4.8
Dylan Strome,C,4700,CHI,VGK,2,11.3,32.8
Lars Eller,C,4600,WAS,PHI,3,8.4,6.4
Miro Heiskanen,D,4600,DAL,CGY,65,10.7,14.9
Tom Wilson,W,4600,WAS,PHI,2,10.4,9.6
Duncan Keith,D,4600,CHI,VGK,67,9.1,3.2
Nico Hischier,C,4600,NJ,OTT,1,12.1,12.8
Colin White,C,4500,OTT,NJ,3,9.7,3.2
Anthony Beauvillier,W,4500,NYI,TOR,2,9.1,34.1
Devon Toews,D,4500,NYI,TOR,71,7.8,1.6
Vladislav Namestnikov,W,4500,OTT,NJ,3,8.3,0.0
Kasperi Kapanen,W,4400,TOR,NYI,2,9.3,18.4
Nate Schmidt,D,4400,VGK,CHI,74,9.6,21.6
Zach Hyman,W,4400,TOR,NYI,2,9.3,1.6
Tyson Barrie,D,4400,TOR,NYI,76,12.4,8.0
Alex Tuch,W,4400,VGK,CHI,3,11.1,14.9
Ryan Pulock,D,4300,NYI,TOR,78,11.3,21.8
Connor Brown,W,4300,OTT,NJ,2,6.7,16.0
Anthony Duclair,W,4300,OTT,NJ,1,8.7,3.2
Sami Vatanen,D,4300,NJ,OTT,82,0.0,0.0
Cody Glass,W,4300,VGK,CHI,3,6.8,4.8
Denis Gurianov,W,4300,DAL,CGY,3,5.1,11.7
Ilya Mikheyev,W,4200,TOR,NYI,3,9.1,1.6
Alexander Kerfoot,C,4200,TOR,NYI,3,7.6,1.6
Esa Lindell,D,4100,DAL,CGY,93,9.5,1.6
Andrew Shaw,W,4100,CHI,VGK,3,10.0,4.8
Samuel Bennett,W,4000,CGY,DAL,3,7.7,4.8
Matt Niskanen,D,4000,PHI,WAS,96,8.1,4.8
Dmitry Orlov,D,3900,WAS,PHI,99,7.6,3.2
Chris Tierney,C,3900,OTT,NJ,1,8.9,4.8
Casey Cizikas,C,3900,NYI,TOR,3,7.5,18.4
T.J. Brodie,D,3800,CGY,DAL,103,8.1,0.0
Corey Perry,W,3700,DAL,CGY,2,8.3,3.2
