Player Name,Pos,Salary,Team,Proj FP,Actual FP
Brandon Goodwin,PG,3500,ATL,11.4,20.6
Gabe Vincent,PG,3500,MIA,0.0,0.0
Bruno Fernando,PF,3500,ATL,0.0,0.0
Carsen Edwards,PG,3500,BOS,0.0,4.0
Ignas Brazdeikis,SF,3500,NYK,0.0,0.0
Jalen McDaniels,PF,3500,CHA,11.1,0.0
Miye Oni,SG,3500,UTA,0.0,0.0
KZ Okpala,SF,3500,MIA,0.0,0.0
Grant Williams,PF,3500,BOS,11.2,21.7
Tremont Waters,PG,3500,BOS,0.0,0.0
Cody Martin,SG,3500,CHA,0.0,4.4
Dakota Mathias,SG,3500,PHI,0.0,0.0
Garrison Mathews,SG,3500,WAS,0.0,0.0
Lamar Stevens,PF,3500,CLE,0.0,18.7
Moses Brown,C,3500,OKC,0.0,0.0
Thanasis Antetokounmpo,SF,3500,MIL,9.0,11.9
Amir Coffey,PF,3500,LAC,0.0,0.0
Marques Bolden,PF,3500,CLE,0.0,13.4
Devon Dotson,SG,3500,CHI,0.0,0.0
Josh Hall,SF,3500,OKC,0.0,0.0
Terence Davis,SG,3500,TOR,0.0,0.0
Adam Mokoka,SG,3500,CHI,0.0,0.0
Kelan Martin,SF,3500,IND,0.0,0.0
Dean Wade,PF,3500,CLE,9.7,2.0
Vincent Poirier,C,3500,PHI,0.0,0.0
Mychal Mulder,SF,3500,GSW,0.0,5.7
Naji Marshall,SF,3500,NOR,0.0,0.0
Jalen Harris,PG,3500,TOR,0.0,0.0
Ty-Shon Alexander,SG,3500,PHO,0.0,0.0
Malachi Flynn,PG,3500,TOR,7.3,0.0
Paul Reed,SF,3500,PHI,0.0,0.0
Nico Mannion,PG,3500,GSW,0.0,0.0
Karim Mane,PG,3500,ORL,0.0,1.0
Nicolo Melli,PF,3500,NOR,0.0,0.0
Mamadi Diakite,PF,3500,MIL,0.0,0.0
Jahmi'us Ramsey,PG,3500,SAC,0.0,0.0
Cassius Stanley,SG,3500,IND,0.0,0.0
Isaiah Joe,PG,3500,PHI,0.0,0.0
Anthony Gill,PF,3500,WAS,0.0,1.2
Tyrese Maxey,SG,3500,PHI,16.3,5.9
Jalen Smith,PF,3500,PHO,0.0,0.0
Daniel Oturu,C,3500,LAC,0.0,0.0
Robert Woodard,PF,3500,SAC,0.0,0.0
Saben Lee,PG,3500,DET,0.0,9.7
Anzejs Pasecniks,C,3500,WAS,0.0,0.0
Brodric Thomas,SG,3500,HOU,0.0,0.0
Kira Lewis,PG,3500,NOR,0.0,0.0
Jordan Nwora,PF,3500,MIL,9.0,21.8
Will Magnay,C,3500,NOR,0.0,0.0
Thon Maker,C,3500,CLE,10.6,16.2
Damian Jones,C,3500,PHO,0.0,0.0
Luke Kornet,PF,3500,CHI,0.0,0.0
Glenn Robinson III,SF,3500,SAC,0.0,20.6
Damyean Dotson,SG,3500,CLE,16.8,8.5
Bryn Forbes,SG,3500,MIL,13.4,11.7
DeAndre Bembry,SG,3500,TOR,0.0,0.0
Bruno Caboclo,PF,3500,HOU,14.1,0.0
Cristiano Felicio,C,3500,CHI,0.0,0.0
Stanley Johnson,SF,3500,TOR,0.0,0.0
Jahlil Okafor,C,3500,DET,0.0,9.6
Edmond Sumner,PG,3500,IND,0.0,0.0
D.J. Wilson,PF,3500,MIL,0.0,0.0
E'Twaun Moore,SF,3500,PHO,0.0,0.0
Patrick Patterson,PF,3500,LAC,0.0,0.0
Robin Lopez,C,3500,WAS,10.3,8.9
Garrett Temple,SF,3500,CHI,17.4,15.4
Rodney McGruder,SG,3500,DET,0.0,4.2
Darius Miller,SF,3500,OKC,0.0,0.0
Langston Galloway,SG,3500,PHO,0.0,0.2
Abdel Nader,SF,3500,PHO,0.0,0.0
Kent Bazemore,SF,3500,GSW,14.6,16.6
Brad Wanamaker,PG,3500,GSW,11.2,14.9
Frank Kaminsky,PF,3500,PHO,0.0,0.0
Alex Len,C,3500,TOR,0.0,4.2
Jakarr Sampson,PF,3500,IND,0.0,0.0
Terrance Ferguson,SG,3500,PHI,0.0,0.0
Justin James,SG,3500,SAC,0.0,0.0
Daniel Gafford,PF,3500,CHI,15.1,7.0
Matisse Thybulle,SF,3500,PHI,12.5,9.5
Kyle Guy,SG,3500,SAC,0.0,0.0
Deividas Sirvydis,SG,3500,DET,0.0,0.0
Mfiondu Kabengele,SF,3500,LAC,0.0,0.0
Jaxson Hayes,C,3500,NOR,14.7,6.4
Terance Mann,SG,3500,LAC,0.0,0.0
Moritz Wagner,C,3500,WAS,0.0,0.0
Aaron Holiday,PG,3500,IND,17.2,11.5
Jaylen Adams,PG,3500,MIL,0.0,0.0
Chimezie Metu,C,3500,SAC,0.0,0.0
Jevon Carter,PG,3500,PHO,8.4,12.2
Mohamed Bamba,C,3500,ORL,0.0,1.2
Jerome Robinson,PG,3500,WAS,6.7,0.0
Yuta Watanabe,SG,3500,TOR,0.0,8.6
Kenrich Williams,SF,3500,OKC,0.0,9.4
Jordan Bone,PG,3500,ORL,0.0,12.1
Paul Watson,SG,3500,TOR,0.0,0.0
Wenyen Gabriel,PF,3500,NOR,0.0,0.0
Sekou Doumbouya,PF,3500,DET,11.5,6.9
