Player Name,Pos,Salary,Team,Proj FP,Actual FP
Giannis Antetokounmpo,PF,11400,MIL,54.3,38.6
James Harden,SG,11200,HOU,57.0,42.8
Russell Westbrook,PG,10700,WAS,49.8,53.6
Brad Beal,SG,10000,WAS,44.0,74.9
Stephen Curry,PG,10000,GSW,49.0,28.3
Joel Embiid,C,9900,PHI,51.7,68.1
Kawhi Leonard,SF,9600,LAC,47.4,30.8
Andre Drummond,C,9500,CLE,47.2,39.5
Jayson Tatum,SF,9400,BOS,45.8,40.0
Trae Young,PG,9400,ATL,46.8,13.5
Julius Randle,PF,9000,NYK,45.5,54.7
Paul George,SG,9000,LAC,43.3,39.4
Brandon Ingram,SF,8800,NOR,42.6,41.2
Domas Sabonis,PF,8800,IND,47.0,40.4
Ben Simmons,PG,8700,PHI,44.9,45.2
Nikola Vucevic,C,8700,ORL,43.5,34.4
Bam Adebayo,C,8600,MIA,41.4,43.6
John Wall,PG,8500,HOU,38.3,43.7
Donovan Mitchell,SG,8200,UTA,36.0,27.8
Rudy Gobert,C,8200,UTA,40.1,45.4
Malcolm Brogdon,PG,8200,IND,41.3,55.9
Jimmy Butler,SF,8100,MIA,37.9,48.1
Zach LaVine,SG,8100,CHI,42.1,41.9
Jaylen Brown,SG,8000,BOS,37.7,53.9
Fred Van Vleet,SG,8000,TOR,37.5,36.3
Zion Williamson,PF,7900,NOR,39.1,44.7
Tobias Harris,SF,7900,PHI,38.2,29.9
De'Aaron Fox,PG,7800,SAC,41.6,4.5
Gordon Hayward,SF,7700,CHA,38.4,60.4
Khris Middleton,SF,7700,MIL,38.8,37.5
Devin Booker,SG,7600,PHO,36.1,33.2
Shai Gilgeous-Alexander,SG,7500,OKC,37.5,53.5
Pascal Siakam,PF,7500,TOR,35.2,52.3
Kyle Lowry,PG,7500,TOR,36.3,42.8
Myles Turner,C,7400,IND,34.4,41.0
Jerami Grant,SF,7300,DET,33.6,44.5
Chris Paul,PG,7300,PHO,36.9,34.8
Deandre Ayton,C,7200,PHO,35.4,29.7
Victor Oladipo,SG,7200,IND,36.3,32.8
Jrue Holiday,PG,7200,MIL,33.9,24.0
Terry Rozier,PG,7100,CHA,29.9,27.1
Collin Sexton,SG,7100,CLE,36.0,36.6
Mike Conley,PG,7000,UTA,31.8,22.8
Larry Nance Jr.,SF,7000,CLE,33.8,16.1
LaMelo Ball,PG,6900,CHA,35.3,32.1
John Collins,PF,6800,ATL,38.1,38.7
Thomas Bryant,C,6800,WAS,30.9,19.7
R.J. Barrett,SF,6500,NYK,34.0,26.5
Clint Capela,C,6500,ATL,38.8,34.3
Andrew Wiggins,SG,6500,GSW,31.3,26.7
Lonzo Ball,PG,6500,NOR,31.2,21.8
Aaron Gordon,PF,6400,ORL,30.4,30.1
Mason Plumlee,C,6300,DET,30.5,12.5
Blake Griffin,PF,6300,DET,29.6,19.7
Richaun Holmes,C,6300,SAC,31.9,43.1
Coby White,PG,6200,CHI,33.1,50.1
Chris Boucher,PF,6200,TOR,25.4,14.9
Goran Dragic,PG,6100,MIA,26.5,15.0
Harrison Barnes,SF,6100,SAC,29.1,27.5
De'Andre Hunter,SF,6000,ATL,26.0,34.7
Derrick Rose,SG,6000,DET,28.8,12.7
Steven Adams,C,6000,NOR,28.5,39.2
Darius Bazley,PF,6000,OKC,27.7,38.9
Marcus Smart,PG,5900,BOS,30.6,25.8
Markelle Fultz,PG,5800,ORL,32.8,6.0
Eric Gordon,SF,5800,HOU,22.1,28.7
O.G. Anunoby,SF,5800,TOR,27.3,31.6
George Hill,PG,5600,OKC,23.5,27.6
Otto Porter,SF,5600,CHI,30.0,14.7
Mitchell Robinson,C,5500,NYK,31.7,42.6
Mikal Bridges,SF,5500,PHO,27.5,24.3
Terrence Ross,SG,5500,ORL,28.9,30.4
Tyler Herro,SG,5400,MIA,27.0,15.9
Bojan Bogdanovic,PF,5300,UTA,23.7,10.3
Elfrid Payton,PG,5300,NYK,29.1,38.4
Jordan Clarkson,SG,5300,UTA,22.3,28.6
Al Horford,C,5300,OKC,26.8,25.9
Eric Bledsoe,SG,5300,NOR,26.7,25.1
Kelly Oubre,SF,5300,GSW,28.1,15.0
PJ Washington,PF,5200,CHA,27.0,39.0
Seth Curry,SG,5200,PHI,26.9,37.5
Cedi Osman,SF,5200,CLE,27.5,27.5
Buddy Hield,SG,5200,SAC,29.3,20.1
Devonte' Graham,SG,5100,CHA,25.8,36.3
Bismack Biyombo,C,5100,CHA,26.3,19.1
Draymond Green,PF,5100,GSW,25.5,23.2
Miles Bridges,SF,5000,CHA,23.7,21.2
Kelly Olynyk,PF,5000,MIA,25.5,17.0
Serge Ibaka,PF,5000,LAC,25.6,33.3
Rui Hachimura,SF,5000,WAS,23.9,10.4
Wendell Carter,C,4900,CHI,26.0,36.4
Tyrese Haliburton,SG,4900,SAC,22.7,46.4
Donte DiVincenzo,SG,4800,MIL,25.1,8.3
Marvin Bagley,PF,4800,SAC,26.3,45.4
James Wiseman,C,4800,GSW,23.8,17.8
Bogdan Bogdanovic,SF,4700,ATL,23.0,8.9
Payton Pritchard,PG,4700,BOS,20.1,19.2
Joe Ingles,SF,4700,UTA,21.1,18.9
Luguentz Dort,SG,4700,OKC,21.6,11.7
Bobby Portis,PF,4700,MIL,23.2,39.0
JaVale McGee,PF,4700,CLE,17.9,21.5
Brook Lopez,C,4700,MIL,22.7,35.3
Cam Reddish,SF,4600,ATL,23.7,17.8
Robert Williams,C,4600,BOS,21.5,17.8
Dave Bertans,PF,4600,WAS,22.7,27.3
Kevin Huerter,SG,4500,ATL,23.1,33.0
Royce O'Neale,PF,4500,UTA,20.8,23.8
Shake Milton,PG,4500,PHI,22.7,22.5
Tristan Thompson,PF,4400,BOS,22.8,17.9
Josh Hart,SG,4400,NOR,20.9,20.5
Nicolas Batum,PF,4400,LAC,20.2,21.0
Jae Crowder,PF,4400,PHO,23.0,27.1
Delon Wright,SG,4400,DET,18.4,11.7
Daniel Theis,C,4300,BOS,20.1,22.5
Patrick Williams,SF,4300,CHI,19.2,15.9
Raul Neto,PG,4200,WAS,11.8,11.0
P.J. Tucker,PF,4200,HOU,18.7,21.2
Cameron Johnson,SF,4200,PHO,17.9,21.6
Justin Jackson,SF,4200,OKC,9.7,0.0
Deni Avdija,SF,4200,WAS,18.6,4.0
Duncan Robinson,SG,4100,MIA,21.2,29.2
Thaddeus Young,PF,4100,CHI,22.4,7.4
Isaiah Roby,PF,4100,OKC,12.3,5.4
Saddiq Bey,SF,4100,DET,14.1,38.5
Hamidou Diallo,SG,4100,OKC,16.0,19.7
DeMarcus Cousins,C,4100,HOU,32.1,44.3
Derrick Favors,C,4000,UTA,16.2,21.1
Hassan Whiteside,C,4000,SAC,13.8,0.0
Eric Paschall,PF,4000,GSW,15.6,24.1
Louis Williams,PG,4000,LAC,19.4,10.7
Cole Anthony,PG,4000,ORL,19.5,17.3
Aron Baynes,C,4000,TOR,16.2,5.0
Justin Holiday,SF,4000,IND,22.2,28.0
Avery Bradley,SG,3900,MIA,12.5,14.4
Sterling Brown,SG,3900,HOU,11.0,6.4
Doug McDermott,PF,3900,IND,18.2,8.4
Danny Green,SF,3900,PHI,19.0,31.1
Luke Kennard,SG,3900,LAC,13.5,10.7
Dwayne Bacon,SG,3900,ORL,18.1,22.9
Ivica Zubac,C,3900,LAC,19.6,10.2
J.J. Redick,SG,3900,NOR,14.7,3.5
Andre Iguodala,SG,3800,MIA,12.1,11.7
Malik Monk,SG,3800,CHA,0.0,0.0
Marcus Morris,PF,3800,LAC,15.8,14.4
Patrick Beverley,PG,3800,LAC,19.7,18.7
Dwight Howard,C,3800,PHI,15.6,11.8
James Ennis,SF,3800,ORL,15.5,7.9
Reggie Jackson,SG,3800,LAC,11.0,12.9
Cory Joseph,PG,3800,SAC,16.4,13.9
Tony Bradley,PF,3800,PHI,0.0,0.0
Jae'Sean Tate,SF,3800,HOU,14.9,12.4
Wayne Ellington,SG,3800,DET,15.8,21.6
Gary Clark,PF,3800,ORL,16.6,9.3
Isaiah Stewart,PF,3800,DET,12.2,11.4
Dario Saric,PF,3800,PHO,15.2,22.5
Matt Thomas,SG,3800,TOR,0.0,0.0
Nickeil Alexander-Walker,SG,3800,NOR,9.7,25.5
Ishmael Smith,PG,3800,WAS,10.4,27.5
Cameron Payne,PG,3800,PHO,15.8,22.6
Mike Muscala,PF,3800,OKC,13.5,26.1
Precious Achiuwa,SF,3700,MIA,12.6,18.5
Austin Rivers,PG,3700,NYK,17.7,34.6
Immanuel Quickley,PG,3700,NYK,15.6,6.0
Damion Lee,SG,3700,GSW,14.1,17.1
Jordan Poole,PG,3700,GSW,0.0,0.0
Isaac Bonga,SF,3700,WAS,0.0,0.0
Nemanja Bjelica,PF,3700,SAC,15.3,24.3
Khem Birch,PF,3700,ORL,16.0,23.0
Kevon Looney,C,3700,GSW,10.9,14.1
David Nwaba,SG,3700,HOU,16.9,23.8
D.J. Augustin,PG,3700,MIL,15.0,23.8
Norman Powell,SF,3700,TOR,15.2,17.7
Theo Maledon,PG,3700,OKC,13.0,11.4
Caleb Martin,SF,3600,CHA,14.9,2.2
Kendrick Nunn,PG,3600,MIA,0.0,0.0
Reggie Bullock,SG,3600,NYK,17.4,23.4
Sviatoslav Mykhailiuk,SG,3600,DET,14.3,16.4
Isaac Okoro,SF,3600,CLE,16.9,13.0
Guillermo Hernangomez,C,3600,NOR,0.0,0.0
T.J. McConnell,PG,3600,IND,17.6,21.1
Denzel Valentine,SF,3600,CHI,16.2,28.3
Troy Brown,SF,3600,WAS,0.0,0.0
Chris Silva,PF,3500,MIA,0.0,0.0
Trent Forrest,SG,3500,UTA,0.0,0.0
Tacko Fall,C,3500,BOS,0.0,0.0
Max Strus,SF,3500,MIA,0.0,0.0
Nate Darling,SG,3500,CHA,0.0,0.0
Grant Riller,SG,3500,CHA,0.0,0.0
Elijah Hughes,SF,3500,UTA,0.0,0.0
Nathan Knight,PF,3500,ATL,0.0,0.0
Vernon Carey,PF,3500,CHA,0.0,0.0
Aaron Nesmith,SG,3500,BOS,0.0,0.0
Skylar Mays,SG,3500,ATL,0.0,0.0
Udoka Azubuike,C,3500,UTA,0.0,0.0
Jared Harper,PG,3500,NYK,0.0,0.0
Kevin Knox,SF,3500,NYK,12.5,11.2
Dennis Smith Jr.,PG,3500,NYK,0.0,0.0
Shaquille Harrison,PG,3500,UTA,0.0,0.0
Omari Spellman,PF,3500,NYK,0.0,0.0
Theo Pinson,SG,3500,NYK,0.0,0.0
Semi Ojeleye,SF,3500,BOS,11.7,9.8
Udonis Haslem,PF,3500,MIA,0.0,0.0
Solomon Hill,SF,3500,ATL,7.8,6.4
Meyers Leonard,C,3500,MIA,0.0,0.0
Georges Niang,PF,3500,UTA,0.0,9.9
