Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,5,,PF,11400,MIL,DET,1,119,34,28,103,112,12%,22,17,18,32,32,32,55.6,52.2,38.6,65.8,33.0,54.3,4.8,28.5,38.6,3.4
James Harden,5,,SG,11200,HOU,@IND,1,111,35,32,102,105,-10%,21,20,20,38,38,38,55.1,55.1,42.3,67.8,37.0,57.0,5.1,38.8,42.8,3.8
Russell Westbrook,7,,PG,10700,WAS,@PHI,2,114,32,15,104,98,-1%,22,20,20,39,38,38,50.5,50.5,48.8,52.3,36.5,49.8,4.7,39,53.6,5.0
Brad Beal,9,,SG,10000,WAS,@PHI,2,114,34,23,104,98,3%,23,23,23,32,35,35,45.9,47.2,41.2,53.2,36.0,44.0,4.4,38.3,74.9,7.5
Stephen Curry,8,,PG,10000,GSW,LAC,1,114,35,28,99,110,2%,25,22,21,34,34,33,52.3,48.3,36.9,59.7,35.0,49.0,4.9,35,28.3,2.8
Joel Embiid,16,,C,9900,PHI,WAS,1,121,27,28,108,112,9%,11,14,14,31,31,32,47.8,48.0,40.8,55.1,34.0,51.7,5.2,36.6,68.1,6.9
Kawhi Leonard,5,,SF,9600,LAC,@GSW,0,116,31,26,111,110,-5%,22,19,20,36,34,34,50.9,48.4,36.0,60.8,33.0,47.4,4.9,34.5,30.8,3.2
Andre Drummond,4,,C,9500,CLE,@ORL,1,104,30,21,104,103,-7%,13,13,15,26,27,30,43.7,45.7,28.1,63.3,31.0,47.2,5.0,26.3,39.5,4.2
Jayson Tatum,9,,SF,9400,BOS,@MIA,1,108,31,24,103,104,17%,21,19,21,34,34,35,46.7,45.1,35.2,55.1,36.0,45.8,4.9,37.5,40.0,4.3
Trae Young,12,,PG,9400,ATL,CHA,1,119,37,27,104,108,6%,19,18,18,37,34,33,42.0,44.5,37.3,51.7,34.0,46.8,5.0,35.1,13.5,1.4
Christian Wood,3,O,PF,9100,HOU,@IND,1,111,24,24,102,105,5%,15,17,17,33,36,36,45.4,45.4,37.4,53.4,0.0,0.0,0.0,0,0.0,0.0
Julius Randle,4,,PF,9000,NYK,UTA,1,103,28,19,102,108,-3%,18,16,16,40,40,38,48.6,45.1,34.8,55.5,40.0,45.5,5.1,39.5,54.7,6.1
Paul George,9,Q,SG,9000,LAC,@GSW,0,116,32,25,111,110,-5%,23,17,17,38,31,33,42.4,42.0,29.5,54.5,34.0,43.3,4.8,38.5,39.4,4.4
Brandon Ingram,9,,SF,8800,NOR,OKC,1,111,32,23,103,108,8%,24,20,19,38,33,34,42.6,43.4,30.8,56.0,35.0,42.6,4.8,35.9,41.2,4.7
Domas Sabonis,16,,PF,8800,IND,HOU,1,114,24,21,102,110,-18%,12,14,14,37,38,37,39.9,43.2,33.8,52.6,37.0,47.0,5.3,38.1,40.4,4.6
Ben Simmons,19,,PG,8700,PHI,WAS,1,121,22,17,108,112,10%,11,10,10,36,32,32,38.6,40.3,34.4,46.2,35.0,44.9,5.2,35.7,45.2,5.2
