Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Connor McDavid,C,9100,EDM,CGY,1,16.2,3.2
Patrick Kane,W,8600,CHI,CAR,1,14.0,34.9
Leon Draisaitl,C,8300,EDM,CGY,2,15.3,3.2
Sebastian Aho,C,7700,CAR,CHI,1,8.6,4.8
Johnny Gaudreau,W,7700,CGY,EDM,2,11.1,8.0
Mark Scheifele,C,7600,WPG,VAN,1,11.9,15.2
Jonathan Huberdeau,W,7300,FLA,DET,2,11.8,17.6
Brock Boeser,W,7200,VAN,WPG,2,10.6,1.6
Aleksander Barkov,C,6900,FLA,DET,1,11.8,34.9
Alex DeBrincat,W,6900,CHI,CAR,1,10.5,12.8
Nikolaj Ehlers,W,6900,WPG,VAN,2,10.5,4.8
Elias Pettersson,C,6600,VAN,WPG,2,0.0,8.0
Kyle Connor,W,6600,WPG,VAN,1,12.6,3.2
Andrei Svechnikov,W,6500,CAR,CHI,3,11.1,1.6
Sean Monahan,C,6500,CGY,EDM,2,10.0,0.0
Ryan Nugent-Hopkins,W,6400,EDM,CGY,1,10.9,3.2
Blake Wheeler,W,6400,WPG,VAN,1,10.8,9.6
Dylan Larkin,C,6300,DET,FLA,1,11.1,11.2
Elias Lindholm,C,6200,CGY,EDM,1,10.3,3.2
Mark Giordano,D,6100,CGY,EDM,24,10.0,14.4
Bo Horvat,C,5900,VAN,WPG,1,10.5,4.8
Anthony Mantha,W,5900,DET,FLA,1,11.3,6.4
J.T. Miller,W,5900,VAN,WPG,2,11.1,4.8
Teuvo Teravainen,W,5900,CAR,CHI,1,10.5,26.1
Darnell Nurse,D,5800,EDM,CGY,29,8.9,14.4
Patric Hornqvist,W,5700,FLA,DET,2,9.0,29.3
Dougie Hamilton,D,5600,CAR,CHI,31,11.5,16.0
Quinn Hughes,D,5600,VAN,WPG,32,9.2,3.2
Tyson Barrie,D,5500,EDM,CGY,33,10.2,11.2
Vincent Trocheck,C,5500,CAR,CHI,2,8.5,15.2
Matthew Tkachuk,W,5400,CGY,EDM,1,11.1,4.8
Aaron Ekblad,D,5400,FLA,DET,36,9.5,15.2
Jordan Staal,C,5200,CAR,CHI,3,6.3,4.8
Neal Pionk,D,5100,WPG,VAN,38,8.7,9.6
Dominik Kubalik,W,5000,CHI,CAR,2,8.6,3.2
Paul Stastny,C,5000,WPG,VAN,2,7.6,6.4
Duncan Keith,D,4800,CHI,CAR,41,7.6,8.0
Andrew Mangiapane,W,4700,CGY,EDM,1,7.7,1.6
Nino Niederreiter,W,4700,CAR,CHI,2,6.7,37.3
Dylan Strome,C,4600,CHI,CAR,2,8.8,1.6
Carter Verhaeghe,W,4600,FLA,DET,1,0.0,11.2
Nate Schmidt,D,4500,VAN,WPG,48,7.9,3.2
Jesse Puljujarvi,W,4500,EDM,CGY,1,6.5,16.8
Robby Fabbri,C,4400,DET,FLA,2,7.1,22.4
Alexander Wennberg,C,4400,FLA,DET,2,5.6,8.0
Mikael Backlund,C,4400,CGY,EDM,3,7.7,3.2
Anthony Duclair,W,4400,FLA,DET,1,7.6,26.4
Kailer Yamamoto,W,4400,EDM,CGY,2,9.2,1.6
Tanner Pearson,W,4300,VAN,WPG,1,8.2,1.6
Pius Suter,C,4300,CHI,CAR,1,10.1,3.2
Joshua Morrissey,D,4200,WPG,VAN,60,7.6,1.6
Brock McGinn,W,4200,CAR,CHI,1,4.9,1.6
Martin Necas,W,4100,CAR,CHI,2,6.9,29.0
Mattias Janmark,W,3900,CHI,CAR,3,5.2,6.4
Nils Hoglander,W,3800,VAN,WPG,1,8.4,4.8
Josh Archibald,W,3800,EDM,CGY,3,5.1,3.2
Bobby Ryan,W,3800,DET,FLA,2,7.2,18.4
Philipp Kurashev,C,3800,CHI,CAR,3,8.0,3.2
Andrew Copp,W,3800,WPG,VAN,2,6.2,9.6
Dillon Dube,W,3700,CGY,EDM,3,5.7,3.2
Filip Hronek,D,3700,DET,FLA,81,8.0,1.6
Adam Lowry,C,3700,WPG,VAN,3,4.8,3.2
Juuso Valimaki,D,3700,CGY,EDM,83,6.1,0.0
Frank Vatrano,W,3700,FLA,DET,3,8.8,6.4
Jake Gardiner,D,3600,CAR,CHI,90,5.6,10.1
Mason Appleton,W,3600,WPG,VAN,3,3.7,20.0
Anton Stralman,D,3600,FLA,DET,92,5.4,9.6
Dominik Kahun,W,3600,EDM,CGY,3,6.8,3.2
Jon Merrill,D,3500,DET,FLA,166,4.5,4.8
Filip Zadina,W,3400,DET,FLA,1,9.0,4.8
Frans Nielsen,C,3400,DET,FLA,3,4.4,1.6
Adam Gaudette,C,3300,VAN,WPG,3,5.8,6.4
Tyler Ennis,W,3300,EDM,CGY,2,6.6,1.6
Eetu Luostarinen,W,3200,FLA,DET,3,3.9,4.8
Milan Lucic,W,3200,CGY,EDM,3,4.2,0.0
Carl Soderberg,C,3200,CHI,CAR,3,7.1,14.1
Mathieu Perreault,W,3200,WPG,VAN,3,4.8,6.4
Valtteri Filppula,C,3200,DET,FLA,3,4.2,15.2
Warren Foegele,W,3200,CAR,CHI,3,6.2,1.6
Brandon Sutter,C,3200,VAN,WPG,3,5.1,1.6
Owen Tippett,W,3100,FLA,DET,3,6.0,1.6
Jujhar Khaira,W,3100,EDM,CGY,3,4.1,3.2
Mathias Brome,W,3100,DET,FLA,2,4.5,1.6
Antoine Roussel,W,3000,VAN,WPG,3,4.9,1.6
Brandon Hagel,W,3000,CHI,CAR,2,5.1,0.0
Sam Gagner,W,3000,DET,FLA,3,5.2,9.6
