Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Robin Lehner,,,G,8700,VGK,STL,3,59%,2.50,44.8,44.8,44.8,0.899,0.899,12.2,12.2,12.2,-1.8,26.2,19.0,2.2,0.8,0.1
Connor Hellebuyck,,,G,8500,WPG,EDM,2,48%,3.07,59.9,59.9,59.9,0.920,0.920,20.8,20.8,20.8,14.0,27.6,18.2,2.1,13.6,1.6
Tuukka Rask,,,G,8300,BOS,PIT,4,56%,2.57,62.8,62.8,62.8,0.892,0.892,14.1,14.1,14.1,8.5,19.8,18.7,2.3,26.4,3.2
Philipp Grubauer,,,G,8300,COL,SJ,1,68%,2.46,67.8,67.8,67.8,0.923,0.923,18.4,18.4,18.4,4.6,32.2,22.1,2.7,21.6,2.6
Kaapo Kahkonen,,,G,8100,MIN,LA,1,62%,2.43,52.8,52.8,52.8,0.921,0.921,18.7,18.7,18.7,9.9,27.4,NaN,NaN,7.2,0.9
Anton Khudobin,1,,G,8100,DAL,DET,1,69%,2.03,59.9,59.9,59.9,0.961,0.961,31.6,31.6,31.6,9.5,53.7,23.8,2.9,24.0,3.0
Semyon Varlamov,,,G,8000,NYI,@WAS,4,56%,2.60,59.9,59.9,59.9,0.988,0.988,34.9,34.9,34.9,29.1,40.7,19.7,2.5,15.2,1.9
Brian Elliott,,,G,7900,PHI,@NJ,6,62%,2.44,45.9,45.9,45.9,0.964,0.964,27.2,27.2,27.2,-7.9,62.3,20.5,2.6,18.4,2.3
Jacob Markstrom,,,G,7900,CGY,TOR,1,50%,3.01,59.7,59.7,59.7,0.928,0.928,22.2,22.2,22.2,5.1,39.3,17.0,2.2,-2.4,-0.3
Frederik Andersen,,,G,7800,TOR,@CGY,3,50%,2.99,65.1,65.1,65.1,0.898,0.898,15.7,15.7,15.7,1.2,30.2,18.1,2.3,18.4,2.4
Darcy Kuemper,,,G,7700,ARI,ANH,1,57%,2.32,60.3,60.3,60.3,0.906,0.906,12.8,12.8,12.8,2.3,23.3,21.6,2.8,14.4,1.9
Tristan Jarry,,,G,7600,PIT,@BOS,1,43%,2.93,39.3,39.3,39.3,0.828,0.828,4.3,4.3,4.3,-13.7,22.3,16.4,2.2,14.4,1.9
Vitek Vanecek,,,G,7500,WAS,NYI,1,44%,2.90,50.2,50.2,50.2,0.912,0.912,15.0,15.0,15.0,0.6,29.5,16.7,2.2,29.6,3.9
Mikko Koskinen,,,G,7500,EDM,@WPG,1,52%,2.93,59.3,62.1,62.1,0.907,0.907,16.3,17.1,17.1,4.5,29.8,18.1,2.4,-2.4,-0.3
Alexander Georgiev,,,G,7400,NYR,@BUF,6,49%,3.04,33.3,33.3,33.3,0.907,0.907,11.7,11.7,11.7,-11.4,34.9,19.6,2.6,4.8,0.6
Joonas Korpisalo,,,G,7300,CLS,FLA,4,53%,2.67,59.9,59.9,59.9,0.935,0.935,21.6,21.6,21.6,12.5,30.7,18.3,2.5,10.4,1.4
John Gibson,,,G,7300,ANH,@ARI,1,42%,2.68,59.7,59.7,59.7,0.932,0.932,21.6,21.6,21.6,2.7,40.5,18.6,2.5,44.8,6.1
Pekka Rinne,,,G,7200,NSH,CHI,3,64%,2.58,39.6,39.6,39.6,0.839,0.839,0.4,0.4,0.4,-4.7,5.5,20.1,2.8,18.4,2.6
Jordan Binnington,,,G,7200,STL,@VGK,2,41%,3.00,70.5,70.5,70.5,0.906,0.906,17.0,17.0,17.0,3.9,30.0,14.9,2.1,29.6,4.1
Scott Wedgewood,,,G,7100,NJ,PHI,1,38%,3.06,60.0,60.0,60.0,0.937,0.937,25.6,25.6,25.6,1.8,49.4,0.0,0.0,4.8,0.7
Sergei Bobrovsky,,,G,7000,FLA,@CLS,6,47%,2.83,62.8,62.8,62.8,0.882,0.882,20.0,20.0,20.0,20.0,20.0,18.3,2.6,15.2,2.2
Linus Ullmark,,,G,7000,BUF,NYR,1,51%,2.96,62.7,62.7,62.7,0.905,0.905,13.6,13.6,13.6,5.7,21.5,18.2,2.6,26.4,3.8
Martin Jones,,,G,6900,SJ,@COL,1,32%,3.54,47.0,47.0,47.0,0.903,0.903,15.5,15.5,15.5,2.1,29.0,11.2,1.6,-16.8,-2.4
Malcolm Subban,,,G,6700,CHI,@NSH,6,36%,3.42,14.7,14.7,14.7,0.848,0.848,0.6,0.6,0.6,-0.6,1.8,15.6,2.3,16.8,2.5
Cal Petersen,,,G,6700,LA,@MIN,2,38%,3.07,58.3,58.3,58.3,0.887,0.887,6.8,6.8,6.8,4.0,9.6,14.9,2.2,33.6,5.0
Thomas Greiss,,,G,6600,DET,@DAL,3,31%,2.97,58.4,58.4,58.4,0.918,0.918,13.3,13.3,13.3,4.1,22.6,16.5,2.5,8.0,1.2
