Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tuukka Rask,,,G,9100,BOS,TB,2,52%,2.94,59.9,59.9,59.9,0.957,0.957,33.3,33.3,33.3,23.0,43.7,16.3,1.8,14.4,1.6
Marc-Andre Fleury,1,,G,8900,VGK,OTT,1,73%,2.50,55.7,56.9,56.9,0.922,0.922,NaN,NaN,NaN,NaN,NaN,20.7,2.3,33.6,3.8
Andrei Vasilevskii,,,G,8700,TB,@BOS,1,48%,3.06,59.4,59.4,59.4,0.921,0.921,NaN,NaN,NaN,NaN,NaN,17.6,2.0,27.2,3.1
Carter Hutton,2,,G,8500,BUF,@LA,0,46%,3.11,60.3,60.3,60.3,0.931,0.931,25.8,25.8,25.8,14.1,37.5,17.5,2.1,57.6,6.8
Jordan Binnington,1,,G,8300,STL,VAN,2,64%,2.38,60.7,60.7,60.7,0.910,0.910,NaN,NaN,NaN,NaN,NaN,20.0,2.4,11.2,1.3
David Rittich,2,,G,8100,CGY,DET,1,69%,2.44,61.0,60.7,60.7,0.912,0.912,NaN,NaN,NaN,NaN,NaN,20.3,2.5,29.6,3.7
Darcy Kuemper,1,,G,8100,ARI,NSH,1,48%,2.82,59.3,59.3,59.3,0.955,0.955,NaN,NaN,NaN,NaN,NaN,18.3,2.3,22.4,2.8
Carey Price,2,,G,8000,MON,MIN,1,61%,2.67,61.2,61.2,61.2,0.896,0.896,NaN,NaN,NaN,NaN,NaN,20.1,2.5,33.6,4.2
Connor Hellebuyck,1,,G,7800,WPG,NYI,1,56%,2.81,59.5,59.5,59.5,0.919,0.919,NaN,NaN,NaN,NaN,NaN,19.6,2.5,10.4,1.3
Alexander Georgiev,2,,G,7700,NYR,@NJ,4,47%,3.35,60.0,60.0,60.0,0.969,0.969,32.8,32.8,32.8,32.8,32.8,17.1,2.2,10.4,1.4
Thatcher Demko,,,G,7600,VAN,@STL,1,36%,3.12,60.0,60.0,60.0,0.963,0.963,28.8,28.8,28.8,28.8,28.8,15.4,2.0,27.2,3.6
Semyon Varlamov,,,G,7500,NYI,@WPG,2,44%,3.19,50.7,50.7,50.7,0.905,0.905,NaN,NaN,NaN,NaN,NaN,16.8,2.2,33.6,4.5
Jack Campbell,1,,G,7500,LA,BUF,1,54%,2.89,59.5,59.5,59.5,0.904,0.904,17.3,17.3,17.3,13.2,21.4,17.5,2.3,4.8,0.6
Juuse Saros,,,G,7500,NSH,@ARI,1,52%,2.68,58.8,58.8,58.8,0.844,0.844,1.6,1.6,1.6,0.5,2.7,18.6,2.5,5.6,0.7
Alex Stalock,,,G,7300,MIN,@MON,1,39%,3.33,42.4,42.4,42.4,0.973,0.973,22.4,22.4,22.4,-3.6,48.4,13.7,1.9,7.2,1.0
Jimmy Howard,,,G,7200,DET,@CGY,1,31%,3.56,58.7,58.7,58.7,0.910,0.910,NaN,NaN,NaN,NaN,NaN,13.5,1.9,4.8,0.7
Anders Nilsson,,,G,7100,OTT,@VGK,2,27%,4.00,59.0,59.0,59.0,0.861,0.861,4.8,4.8,4.8,4.8,4.8,12.2,1.7,33.6,4.7
MacKenzie Blackwood,1,,G,7000,NJ,NYR,2,53%,3.15,48.9,48.9,48.9,0.821,0.821,NaN,NaN,NaN,NaN,NaN,17.3,2.5,27.2,3.9
