Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
David Pastrnak,W,8300,BOS,PHI,1,15.2,16.0
Patrice Bergeron,C,8200,BOS,PHI,1,12.4,1.6
Brad Marchand,W,8000,BOS,PHI,1,12.7,20.0
Steven Stamkos,W,7900,TB,DET,1,13.3,9.6
Mark Stone,W,7700,VGK,LA,1,11.6,24.8
Brayden Point,C,7500,TB,DET,1,11.5,11.2
Aleksander Barkov,C,7400,FLA,NSH,1,11.8,29.6
Filip Forsberg,W,7300,NSH,FLA,1,10.7,4.8
Logan Couture,C,7300,SJ,ANH,1,10.1,16.8
Dylan Larkin,C,7200,DET,TB,1,11.1,4.8
Jonathan Huberdeau,W,7200,FLA,NSH,2,11.8,4.8
Anze Kopitar,C,7100,LA,VGK,1,10.1,11.7
Victor Hedman,D,7100,TB,DET,18,10.7,3.2
Kevin Hayes,C,6800,PHI,BOS,1,8.4,4.8
Roman Josi,D,6600,NSH,FLA,22,12.3,17.6
Jakub Voracek,W,6600,PHI,BOS,1,8.6,3.2
Brent Burns,D,6500,SJ,ANH,24,11.0,31.2
Evander Kane,W,6400,SJ,ANH,1,10.4,30.0
Shea Theodore,D,6400,VGK,LA,26,9.2,12.8
Claude Giroux,W,6300,PHI,BOS,1,10.2,11.7
Anthony Mantha,W,6200,DET,TB,2,11.3,3.2
Viktor Arvidsson,W,5900,NSH,FLA,2,8.8,1.6
David Krejci,C,5900,BOS,PHI,2,7.7,8.0
Drew Doughty,D,5800,LA,VGK,33,8.3,4.8
Travis Konecny,W,5700,PHI,BOS,2,10.3,1.6
Tomas Hertl,C,5700,SJ,ANH,2,10.2,1.6
Rickard Rakell,W,5700,ANH,SJ,3,9.2,9.6
Aaron Ekblad,D,5600,FLA,NSH,37,9.5,1.6
Timo Meier,W,5600,SJ,ANH,3,10.1,1.6
Patric Hornqvist,W,5500,FLA,NSH,2,9.0,4.8
Ivan Provorov,D,5500,PHI,BOS,40,8.7,4.8
Anthony Cirelli,C,5400,TB,DET,2,0.0,3.2
Alex Killorn,W,5400,TB,DET,2,7.1,0.0
Jakob Silfverberg,W,5400,ANH,SJ,2,7.8,8.0
Ondrej Palat,W,5300,TB,DET,1,7.9,0.0
William Karlsson,C,5200,VGK,LA,2,9.0,34.9
Charles McAvoy,D,5200,BOS,PHI,46,8.9,16.0
Erik Karlsson,D,5200,SJ,ANH,48,0.0,3.2
Dustin Brown,W,5100,LA,VGK,1,7.6,23.7
Ryan Ellis,D,5100,NSH,FLA,50,10.4,12.8
Mikael Granlund,W,5100,NSH,FLA,1,8.0,4.8
Matt Duchene,C,5000,NSH,FLA,1,8.6,3.2
Ryan Getzlaf,C,5000,ANH,SJ,1,8.5,0.0
Joel Farabee,W,4900,PHI,BOS,3,6.3,6.4
Anthony Duclair,W,4800,FLA,NSH,1,7.6,8.0
Jeff Carter,W,4700,LA,VGK,2,7.2,4.8
Alex Iafallo,W,4600,LA,VGK,1,7.8,4.8
Kevin Labanc,W,4500,SJ,ANH,1,8.2,1.6
Carter Verhaeghe,W,4500,FLA,NSH,1,0.0,23.2
Bobby Ryan,W,4500,DET,TB,2,7.2,0.0
Alex Tuch,W,4500,VGK,LA,3,7.9,1.6
Cam Fowler,D,4400,ANH,SJ,64,7.5,14.4
Yanni Gourde,C,4400,TB,DET,3,6.4,4.8
Robby Fabbri,C,4400,DET,TB,2,7.1,3.2
Adam Henrique,C,4400,ANH,SJ,1,7.7,15.2
Blake Coleman,W,4400,TB,DET,3,6.9,12.8
Craig Smith,W,4400,BOS,PHI,2,6.0,6.4
Adrian Kempe,W,4400,LA,VGK,3,7.0,13.3
Nolan Patrick,C,4300,PHI,BOS,2,6.9,1.6
Charlie Coyle,C,4300,BOS,PHI,3,7.0,3.2
Hampus Lindholm,D,4300,ANH,SJ,76,7.3,12.8
Reilly Smith,W,4200,VGK,LA,2,9.1,4.8
Nick Ritchie,W,4200,BOS,PHI,2,6.3,0.0
Vladislav Namestnikov,W,4100,DET,TB,3,7.0,21.6
Alec Martinez,D,4100,VGK,LA,80,6.9,8.0
Mattias Ekholm,D,3900,NSH,FLA,85,7.8,1.6
Erik Haula,W,3800,NSH,FLA,3,6.5,6.4
Scott Laughton,W,3800,PHI,BOS,3,6.4,1.6
Filip Hronek,D,3800,DET,TB,89,8.0,4.8
Tyler Johnson,W,3800,TB,DET,2,6.2,1.6
Ryan Donato,W,3800,SJ,ANH,2,6.7,8.0
