Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Auston Matthews,2,,C,8800,TOR,MIN,2,L1,P1,3.56,18.8,18.8,18.8,4.2,4.8,4.8,19.2,22.2,22.2,8.6,35.8,18.1,2.1,16.8,1.9
Nikita Kucherov,1,,W,8700,TB,@MON,2,L1,P1,3.40,20.4,20.4,20.4,1.4,1.4,1.4,15.3,15.3,15.3,-3.8,34.4,18.8,2.2,19.7,2.3
Steven Stamkos,1,,W,8200,TB,@MON,2,L1,P1,3.40,20.3,20.3,20.3,3.2,3.2,3.2,18.2,18.2,18.2,2.5,33.8,15.9,1.9,25.3,3.1
Mark Scheifele,,,C,8100,WPG,ARI,1,L1,P1,3.15,20.3,21.1,21.1,1.6,1.7,1.7,16.4,16.6,16.6,9.5,23.8,14.2,1.8,29.0,3.6
Patrik Laine,,,W,8000,WPG,ARI,1,L1,P1,3.15,18.0,18.5,18.5,3.0,3.1,3.1,23.9,21.1,21.1,7.3,34.9,13.7,1.7,11.7,1.5
Filip Forsberg,,,W,7800,NSH,@VGK,2,L2,P1,3.07,18.4,18.4,18.4,4.6,4.6,4.6,21.8,21.8,21.8,16.4,27.1,14.6,1.9,18.4,2.4
Mitchell Marner,1,,W,7700,TOR,MIN,2,L2,P1,3.56,20.4,20.3,20.3,3.6,3.5,3.5,17.0,16.4,16.4,2.9,30.0,15.3,2.0,35.4,4.6
Johnny Gaudreau,1,,W,7600,CGY,PHI,1,L1,P1,3.21,20.0,20.1,20.1,2.8,2.7,2.7,14.1,15.8,15.8,3.9,27.6,16.3,2.1,4.8,0.6
Brayden Point,1,,C,7600,TB,@MON,2,L1,P1,3.40,19.2,19.2,19.2,4.0,4.0,4.0,22.6,22.6,22.6,-2.6,47.9,14.8,1.9,1.6,0.2
Mark Stone,2,,W,7500,VGK,NSH,1,L2,P2,3.43,19.7,19.6,19.6,3.2,2.8,2.8,20.0,20.6,20.6,11.0,30.2,14.5,1.9,20.5,2.7
Anze Kopitar,,,C,7500,LA,CAR,1,L1,P1,2.96,20.4,20.4,20.4,3.8,3.8,3.8,21.3,21.3,21.3,10.9,31.8,13.1,1.7,8.0,1.1
Viktor Arvidsson,0,,W,7400,NSH,@VGK,2,L1,P1,3.07,16.9,16.9,16.9,2.6,2.6,2.6,14.8,14.8,14.8,7.2,22.3,14.1,1.9,12.8,1.7
John Tavares,2,,C,7400,TOR,MIN,2,L2,P1,3.56,18.5,18.4,18.4,1.4,1.5,1.5,9.5,9.9,9.9,2.2,17.6,16.9,2.3,13.6,1.8
Blake Wheeler,0,,W,7300,WPG,ARI,1,L1,P1,3.15,19.4,20.1,20.1,1.4,2.7,2.7,10.7,14.1,14.1,0.2,27.9,14.3,2.0,8.0,1.1
Sebastian Aho,4,,C,7300,CAR,@LA,2,L1,P1,3.54,18.2,18.9,18.9,4.2,4.2,4.2,9.4,8.9,8.9,2.4,15.5,15.4,2.1,17.2,2.4
Claude Giroux,1,,W,7300,PHI,@CGY,2,L1,P1,2.79,18.4,18.4,18.4,3.3,3.3,3.3,8.2,8.2,8.2,3.6,12.7,13.3,1.8,1.6,0.2
Matt Duchene,1,,C,7300,NSH,@VGK,2,L2,P1,3.07,18.4,18.4,18.4,2.8,2.8,2.8,21.3,21.3,21.3,15.1,27.5,12.0,1.6,8.0,1.1
Dylan Larkin,1,,C,7200,DET,@VAN,2,L1,P1,2.76,21.6,21.6,21.6,2.4,2.4,2.4,16.5,16.5,16.5,9.4,23.6,16.1,2.2,16.8,2.3
Phil Kessel,1,,W,7100,ARI,@WPG,2,L1,P1,2.85,18.9,18.9,18.9,2.8,2.8,2.8,7.6,7.6,7.6,3.6,11.6,14.0,2.0,18.1,2.5
Brendan Gallagher,1,,W,7100,MON,TB,2,L1,P1,3.10,17.4,17.4,17.4,4.4,4.4,4.4,19.7,19.7,19.7,-0.1,39.5,12.6,1.8,3.2,0.5
Brock Boeser,1,,W,7000,VAN,DET,2,L1,P1,3.24,19.0,19.0,19.0,3.0,3.0,3.0,11.8,11.8,11.8,8.4,15.2,14.5,2.1,28.2,4.0
Sean Monahan,1,,C,7000,CGY,PHI,1,L1,P1,3.21,18.6,18.9,18.9,3.4,3.7,3.7,10.1,13.2,13.2,2.7,23.7,14.7,2.1,3.2,0.5
Sean Couturier,1,,C,6900,PHI,@CGY,2,L2,P2,2.79,19.0,19.0,19.0,3.0,3.0,3.0,9.3,9.3,9.3,-1.8,20.4,14.9,2.2,14.4,2.1
Jonathan Audy-Marchessault,,,W,6800,VGK,NSH,1,L1,P1,3.43,17.4,17.0,17.0,3.8,3.3,3.3,12.1,10.3,10.3,4.9,15.8,13.5,2.0,12.8,1.9
Roman Josi,0,,D,6700,NSH,@VGK,2,D1,P1,3.07,24.8,24.8,24.8,3.6,3.6,3.6,17.3,17.3,17.3,6.2,28.4,13.8,2.1,14.4,2.1
Anthony Mantha,1,,W,6700,DET,@VAN,2,L1,P1,2.76,19.7,19.7,19.7,4.6,4.6,4.6,26.4,26.4,26.4,3.1,49.8,13.0,1.9,14.4,2.1
Tomas Tatar,,,W,6600,MON,TB,2,L1,P2,3.10,17.0,17.0,17.0,3.4,3.4,3.4,14.0,14.0,14.0,4.2,23.7,10.7,1.6,4.8,0.7
Max Pacioretty,1,,W,6600,VGK,NSH,1,L2,P2,3.43,17.7,18.0,18.0,3.2,3.5,3.5,19.0,18.7,18.7,6.9,30.6,12.0,1.8,11.2,1.7
Max Domi,1,,C,6600,MON,TB,2,L2,P2,3.10,16.7,16.7,16.7,2.6,2.6,2.6,15.7,15.7,15.7,2.1,29.3,11.9,1.8,16.5,2.5
Elias Pettersson,2,,C,6500,VAN,DET,2,L1,P1,3.24,18.5,18.5,18.5,1.5,1.5,1.5,8.2,8.2,8.2,2.1,14.3,14.6,2.2,33.8,5.2
Jakub Voracek,1,,W,6500,PHI,@CGY,2,L1,P1,2.79,15.6,15.6,15.6,2.3,2.3,2.3,4.8,4.8,4.8,3.2,6.4,12.8,2.0,0.0,0.0
Matthew Tkachuk,0,,W,6500,CGY,PHI,1,L2,P1,3.21,16.8,17.0,17.0,2.2,2.3,2.3,13.8,13.7,13.7,2.0,25.4,14.1,2.2,3.2,0.5
Mark Giordano,1,,D,6500,CGY,PHI,1,D1,P1,3.21,24.6,24.6,24.6,2.6,2.8,2.8,11.6,13.8,13.8,7.5,20.1,13.1,2.0,14.4,2.2
William Karlsson,,,C,6400,VGK,NSH,1,L1,P1,3.43,17.5,17.3,17.3,2.0,2.7,2.7,10.0,13.2,13.2,5.1,21.3,11.8,1.8,9.6,1.5
