Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Malcolm Brogdon,PG,IND,vs MEM,25th,113.00,8500,11.1,54.8,38.2,8.2,1.24,44.42,9.25,12.47,7.77,27.5,15.0,30.9,30.25,29.84,29.84,100,,67,3.5,Y,30,33.20,3.9
Andrew Wiggins,SG,MIN,@ ATL,4th,120.00,8400,15.1,54.9,40.2,3.5,1.16,41.70,10.62,11.38,9.88,28.6,21.2,34.7,33.50,32.12,32.12,100,,72,3.8,Y,36,37.70,4.5
Kyle Lowry,PG,TOR,vs PHI,12th,105.75,8300,0,17,37.7,6.5,1.04,37.59,4.29,8.52,0,22.7,14.1,36.1,0.00,0.00,0.00,100,,77,0,,,,
Rudy Gobert,C,UTA,@ MIL,2nd,108.75,8300,0,24.4,38.4,1.1,1.10,39.66,11.50,12.22,0,15.3,7.3,34.9,0.00,0.00,0.00,100,,68,0,,,,
Nikola Vucevic,C,ORL,@ DET,10th,101.50,8200,0,23.1,39.8,3.5,1.29,46.47,11.04,11.56,0,25.1,15.1,30.9,0.00,0.00,0.00,100,,71,0,,,,
Jayson Tatum,PF,BOS,vs SAC,24th,106.00,8200,21.1,49.7,37.0,2.5,1.08,38.84,9.27,8.17,8.95,27.3,18.4,34.3,34.75,33.34,33.34,100,,78,4.1,Y,34,28.70,3.5
Hassan Whiteside,C,POR,@ CHI,25th,113.50,8100,25.6,57.8,35.1,0.9,1.25,44.99,10.46,9.18,8.06,20.4,10.2,28.1,27.75,39.40,39.40,100,,74,4.9,Y,23,35.90,4.4
Eric Bledsoe,PG,MIL,vs UTA,22nd,117.75,8000,19.5,54.7,32.8,5.3,1.20,43.37,11.99,10.06,9.99,27.3,13.9,27.3,30.00,34.57,34.57,100,,69,4.3,Y,27,23.10,2.9
Ja Morant,PG,MEM,@ IND,17th,104.00,7900,20.3,57.1,32.3,6.0,1.15,41.39,10.02,10.50,8.91,31.3,15.3,28.1,32.00,36.08,36.08,100,,67,4.6,Y,30,45.40,5.7
Victor Oladipo,SG,IND,vs MEM,25th,113.00,7900,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
De'Aaron Fox,PG,SAC,@ BOS,2nd,100.00,7900,0,20.4,33.2,6.9,1.03,37.27,8.23,10.20,0,28.4,14.2,32.1,0.00,0.00,0.00,100,,69,0,,,,
Tristan Thompson,C,CLE,vs BKN,23rd,109.00,7800,16.8,59.2,35.2,2.3,1.12,40.13,10.69,12.11,10.17,20.1,11.9,31.5,34.25,35.00,35.00,100,,66,4.5,Y,32,25.00,3.2
Spencer Dinwiddie,SG,BKN,@ CLE,20th,108.00,7800,17.1,55,31.4,5.1,1.11,39.98,8.82,10.83,8.39,29.0,14.4,28.3,34.25,33.35,33.35,100,,66,4.3,Y,33,45.70,5.9
Fred VanVleet,SG,TOR,vs PHI,12th,105.75,7700,18.7,50.1,37.2,7.7,0.98,35.20,7.98,8.97,8.59,21.9,14.9,38.0,38.75,32.17,32.17,100,,76,4.2,Y,38,42.60,5.5
C.J. McCollum,SG,POR,@ CHI,13th,113.50,7700,16.8,60.7,36.7,3.9,0.98,35.07,11.24,12.54,11.32,26.4,20.9,37.6,36.25,35.60,35.60,100,,66,4.6,Y,32,31.10,4
Kemba Walker,PG,BOS,vs SAC,13th,106.00,7600,0,24.6,35.8,4.7,1.11,39.90,11.48,12.29,0,26.7,16.7,32.3,0.00,0.00,0.00,100,,66,0,,,,
DeMar DeRozan,SG,SAS,vs LAL,2nd,109.25,7600,24.8,52.6,36.6,4.6,1.08,38.89,7.74,7.95,7.1,26.9,15.9,33.9,33.00,36.68,36.68,100,,78,4.8,Y,35,39.30,5.2
Chris Paul,PG,OKC,@ GSW,8th,109.75,7600,21.4,52.9,33.3,5.7,1.09,39.37,9.15,8.99,7.75,21.7,10.7,30.5,30.50,34.88,34.88,100,,73,4.6,Y,35,35.90,4.7
Marvin Bagley III,PF,SAC,@ BOS,2nd,100.00,7500,0,0,31.0,0.0,1.11,39.86,0.00,0.00,0,25.8,16.0,28.0,0.00,0.00,0.00,100,,0,0,,,,
LaMarcus Aldridge,PF,SAS,vs LAL,13th,109.25,7500,20.3,60.5,35.4,2.5,1.08,38.98,11.95,11.48,10.71,22.4,14.2,32.7,32.25,37.54,37.54,100,,68,5,Y,36,41.00,5.5
Zach LaVine,SG,CHI,vs POR,27th,112.50,7400,16,59.9,33.3,3.8,1.05,37.89,12.70,12.55,11.38,29.6,17.8,31.6,32.25,34.82,34.82,100,,62,4.7,Y,30,29.70,4
Blake Griffin,PF,DET,vs ORL,22nd,105.50,7300,31.5,42.2,31.3,4.0,1.07,38.52,6.35,3.03,5.56,33.0,15.5,29.3,31.50,36.09,36.09,100,,90,4.9,Y,31,23.00,3.2
Devonte' Graham,SG,CHA,@ MIA,7th,101.25,7300,15.3,50,32.4,7.1,0.98,35.38,9.96,9.93,9.96,24.6,14.2,33.0,36.00,30.17,30.17,100,,69,4.1,Y,34,25.60,3.5
Tobias Harris,SF,PHI,@ TOR,29th,106.75,7300,20.2,49.5,36.0,3.5,1.06,38.27,10.18,8.38,9.26,21.8,14.1,33.9,32.75,32.75,32.75,100,,77,4.5,Y,38,28.00,3.8
Al Horford,PF,PHI,@ TOR,11th,106.75,7300,20.3,50.8,33.9,4.1,1.09,39.38,9.07,8.71,7.68,20.5,13.1,31.0,30.50,33.38,33.38,100,,74,4.6,Y,32,34.00,4.7
Myles Turner,C,IND,vs MEM,18th,113.00,7200,18.9,60.5,29.6,1.0,0.94,33.95,8.91,11.87,7.92,18.5,10.6,31.4,32.00,36.71,36.71,100,,60,5.1,Y,30,28.80,4
Buddy Hield,SG,SAC,@ BOS,18th,100.00,7200,16,53.7,28.3,2.3,0.88,31.68,10.47,10.76,9.89,27.4,16.5,32.2,34.00,32.13,32.13,100,,62,4.5,Y,42,49.00,6.8
Mike Conley,PG,UTA,@ MIL,24th,108.75,7200,18.2,55,26.8,4.4,0.88,31.49,11.44,10.52,10.01,24.5,13.1,30.6,31.50,33.95,33.95,100,,61,4.7,Y,29,18.90,2.6
Bogdan Bogdanovic,SG,SAC,@ BOS,18th,100.00,7100,10.1,54.3,28.7,4.7,1.03,37.20,12.01,12.63,10.59,23.7,12.1,27.8,31.75,29.01,29.01,100,,56,4.1,,29,27.20,3.8
Jaylen Brown,SF,BOS,vs SAC,14th,106.00,7100,16.3,51.9,33.6,2.3,1.01,36.43,9.41,10.16,9.41,23.4,15.0,33.2,36.00,31.53,31.53,100,,70,4.4,Y,34,31.80,4.5
Lauri Markkanen,PF,CHI,vs POR,25th,112.50,7100,11.8,51.1,27.5,1.6,0.93,33.42,11.83,11.22,9.12,22.3,11.6,29.6,27.75,28.63,28.63,100,,59,4,Y,27,18.70,2.6
Jonathan Isaac,SF,ORL,@ DET,23rd,101.50,7000,11,55,35.8,1.7,1.16,41.92,14.41,12.57,13.51,17.6,10.0,30.8,33.75,29.88,29.88,100,,65,4.3,Y,31,32.70,4.7
Wendell Carter Jr.,C,CHI,vs POR,13th,112.50,7000,16.5,51.3,28.7,0.9,1.01,36.55,9.64,9.93,8.23,16.8,8.2,28.3,30.75,31.40,31.40,100,,65,4.5,Y,31,28.30,4
Shai Gilgeous-Alexander,SG,OKC,@ GSW,8th,109.75,7000,14.1,53.3,32.7,3.0,0.93,33.62,11.01,11.19,10.78,25.3,16.1,35.0,35.25,30.93,30.93,100,,66,4.4,Y,31,28.50,4.1
Jonas Valanciunas,C,MEM,@ IND,19th,104.00,6900,20.6,50,25.8,1.9,1.11,39.73,14.24,8.40,10.28,22.2,9.4,23.3,26.00,33.18,33.18,100,,67,4.8,Y,26,36.20,5.2
Jabari Parker,PF,ATL,vs MIN,7th,116.00,6900,12.8,54.3,30.7,1.9,1.12,40.22,9.73,11.86,7.91,24.5,13.4,27.4,29.25,30.61,30.61,100,,61,4.4,Y,34,39.40,5.7
Terry Rozier,PG,CHA,@ MIA,7th,101.25,6900,15.1,50.4,29.3,4.4,0.91,32.95,10.83,10.08,10.3,25.4,14.4,32.1,34.25,30.20,30.20,100,,66,4.4,Y,32,34.30,5
Jarrett Allen,PF,BKN,@ CLE,22nd,108.00,6800,18.6,54.4,28.1,0.9,1.08,38.87,10.72,10.23,9.45,15.5,6.4,26.0,31.75,33.91,33.91,100,,64,5,Y,34,63.70,9.4
Draymond Green,PF,GSW,vs OKC,11th,102.75,6800,0,21.9,29.1,5.4,0.99,35.49,8.85,10.93,0,15.7,8.7,29.5,0.00,0.00,0.00,100,,62,0,,,,
Bojan Bogdanovic,SF,UTA,@ MIL,9th,108.75,6700,17.2,45.7,29.3,2.1,0.89,32.10,8.49,8.15,8.2,26.5,15.5,32.9,34.75,29.39,29.39,100,,72,4.4,Y,34,35.60,5.3
Dejounte Murray,PG,SAS,vs LAL,3rd,109.25,6700,12.4,49.2,28.5,4.4,1.27,45.75,15.05,10.51,9.51,23.0,8.7,22.4,22.75,28.20,28.20,100,,63,4.2,,21,15.10,2.3
Brook Lopez,C,MIL,vs UTA,27th,117.75,6600,7.6,51.4,27.7,1.4,1.03,36.98,14.23,12.50,10.57,16.7,8.9,26.9,26.75,26.36,26.36,100,,55,4,Y,33,29.40,4.5
Khris Middleton,SG,MIL,vs UTA,5th,117.75,6500,0,12.9,30.1,2.9,0.98,35.28,7.59,6.47,0,23.4,13.9,30.7,0.00,0.00,0.00,100,,79,0,,,,
Marcus Smart,PG,BOS,vs SAC,14th,106.00,6400,20.7,41.5,28.3,5.0,0.88,31.68,6.49,5.93,6.44,17.2,11.2,32.2,35.75,29.63,29.63,100,,79,4.6,Y,37,49.10,7.7
Jeremy Lamb,SG,IND,vs MEM,25th,113.00,6300,18.4,43.9,32.1,2.0,1.00,35.89,5.50,7.28,4.43,21.6,13.2,32.2,29.00,29.29,29.29,100,,77,4.6,Y,31,31.80,5
Robert Covington,PF,MIN,@ ATL,4th,120.00,6300,15.2,45.2,27.0,0.9,0.99,35.54,9.12,8.57,7.22,17.9,9.4,27.3,28.50,28.09,28.09,100,,68,4.5,Y,24,20.00,3.2
Larry Nance Jr.,PF,CLE,vs BKN,16th,109.00,6200,20.3,48.3,23.6,1.3,0.93,33.62,10.42,8.00,9.05,15.0,7.2,25.3,31.25,32.28,32.28,100,,66,5.2,Y,33,43.60,7
Richaun Holmes,PF,SAC,@ BOS,23rd,100.00,6200,15.2,57.2,28.6,0.8,1.06,37.95,10.09,11.98,8.55,15.5,7.5,27.1,30.50,33.20,33.20,100,,58,5.4,Y,28,26.00,4.2
Jeff Teague,PG,MIN,@ ATL,4th,120.00,6100,17.1,44.6,29.4,7.7,1.02,36.67,9.91,7.86,7.71,20.1,9.6,28.8,28.00,28.89,28.89,100,,73,4.7,,31,27.40,4.5
Cody Zeller,C,CHA,@ MIA,3rd,101.25,6100,6.9,46.2,24.5,1.3,0.98,35.08,11.12,11.23,7.72,19.9,8.6,25.1,25.00,23.72,23.72,100,,54,3.9,Y,17,16.90,2.8
Danilo Gallinari,SF,OKC,@ GSW,6th,109.75,6100,23.8,43.9,28.1,1.7,0.94,33.93,5.98,5.74,5.07,24.1,12.4,29.8,30.50,32.39,32.39,100,,80,5.3,Y,34,33.40,5.5
Caris LeVert,SG,BKN,@ CLE,15th,108.00,6000,0,15.3,27.7,4.0,0.88,31.67,5.18,7.64,0,25.4,15.6,31.4,0.00,0.00,0.00,100,,72,0,,,,
Jaren Jackson Jr.,PF,MEM,@ IND,10th,104.00,6000,12.5,50.8,24.6,1.1,0.92,33.31,9.75,10.95,8.06,22.3,11.4,26.6,29.75,28.88,28.88,100,,55,4.8,Y,23,34.50,5.8
Justise Winslow,SF,MIA,vs CHA,27th,111.25,6000,0,27.4,32.2,4.8,0.89,32.02,10.71,13.69,0,20.7,14.4,36.2,0.00,0.00,0.00,100,,57,0,,,,
Josh Richardson,SG,PHI,@ TOR,8th,106.75,6000,16,44.5,29.1,3.9,0.89,31.91,10.78,8.14,9.73,21.6,12.8,32.8,32.50,28.21,28.21,100,,72,4.7,Y,37,35.70,6
Eric Paschall,PF,GSW,vs OKC,11th,102.75,6000,11.5,49.8,26.2,1.6,0.84,30.28,9.12,10.94,8.93,21.2,12.6,31.2,35.25,27.93,27.93,100,,58,4.7,Y,31,24.50,4.1
Evan Fournier,SG,ORL,@ DET,23rd,101.50,5900,12.3,44.1,27.8,3.5,0.95,34.22,11.08,9.07,10.16,24.4,13.1,29.2,33.00,25.95,25.95,100,,67,4.4,Y,37,27.40,4.6
Aaron Holiday,PG,IND,vs MEM,18th,113.00,5900,0,38.2,21.3,3.9,0.91,32.60,9.73,11.23,4.8,22.4,9.7,23.5,17.75,15.73,15.73,100,,47,2.7,,18,26.10,4.4
OG Anunoby,SF,TOR,vs PHI,17th,105.75,5900,0.4,46.7,25.4,1.5,0.87,31.27,14.22,13.24,11.26,15.2,8.4,29.2,28.50,20.22,20.22,100,,48,3.4,Y,35,22.60,3.8
Alec Burks,SF,GSW,vs OKC,22nd,102.75,5900,9.6,51.7,26.3,2.5,0.95,34.12,10.17,12.03,9.46,21.6,11.1,27.7,33.50,27.64,27.64,100,,54,4.7,Y,33,16.30,2.8
Aaron Gordon,PF,ORL,@ DET,20th,101.50,5800,0,19.4,27.0,2.9,0.89,31.91,8.90,9.71,0,19.7,11.4,30.4,0.00,0.00,0.00,100,,64,0,,,,
T.J. Warren,SF,IND,vs MEM,26th,113.00,5800,8.7,54.7,25.7,1.1,0.77,27.65,12.19,13.16,10.84,21.5,14.5,33.5,32.00,28.39,28.39,100,,49,4.9,Y,34,26.80,4.6
PJ Washington,PF,CHA,@ MIA,28th,101.25,5800,10.1,37.6,24.5,1.6,0.87,31.29,7.76,7.87,5.55,16.7,8.6,28.2,25.75,21.87,21.87,100,,68,3.8,Y,23,18.80,3.2
Kendrick Nunn,PG,MIA,vs CHA,28th,111.25,5800,12.8,45,27.0,3.2,0.92,33.19,7.73,9.22,5.85,25.4,14.1,29.3,27.25,26.60,26.60,100,,66,4.6,Y,31,29.40,5.1
Goran Dragic,PG,MIA,vs CHA,28th,111.25,5700,14.1,44.5,27.3,5.0,0.96,34.66,8.65,8.68,6.97,24.1,11.3,28.4,29.00,27.15,27.15,100,,68,4.8,,28,24.10,4.2
Serge Ibaka,PF,TOR,vs PHI,12th,105.75,5700,0,15.8,26.4,0.8,1.15,41.59,10.64,7.88,0,26.1,10.5,22.9,0.00,0.00,0.00,100,,70,0,,,,
Willie Cauley-Stein,C,GSW,vs OKC,5th,102.75,5700,20.3,40.6,23.4,1.7,1.05,37.85,11.63,5.81,8.96,14.5,5.9,22.3,27.75,28.99,28.99,100,,75,5.1,Y,29,18.70,3.3
Derrick Rose,PG,DET,vs ORL,26th,105.50,5600,11.8,45,28.8,5.1,1.20,43.09,12.46,9.47,8.65,31.5,13.0,24.1,25.00,26.05,26.05,100,,67,4.7,,20,15.40,2.8
Nemanja Bjelica,PF,SAC,@ BOS,23rd,100.00,5600,14.8,45.1,25.0,2.3,0.96,34.38,6.55,8.66,5.5,16.4,8.2,26.1,30.25,27.81,27.81,100,,65,5,Y,26,19.70,3.5
Miles Bridges,SF,CHA,@ MIA,7th,101.25,5600,11.8,45.5,24.4,1.9,0.77,27.73,9.83,9.63,9.22,18.6,11.1,31.6,33.75,26.22,26.22,100,,61,4.7,Y,31,17.40,3.1
Steven Adams,C,OKC,@ GSW,20th,109.75,5600,16,39.8,25.5,2.8,0.97,35.01,8.50,6.80,6.26,16.7,7.3,26.3,26.50,26.19,26.19,100,,73,4.7,Y,28,36.50,6.5
Kevon Looney,C,GSW,vs OKC,11th,102.75,5600,0,0,14.3,1.0,1.43,51.48,0.00,0.00,0,19.2,4.0,10.0,0.00,0.00,0.00,100,,0,0,,,,
Khem Birch,PF,ORL,@ DET,20th,101.50,5500,15.6,34.4,7.4,0.2,0.48,17.07,9.28,5.37,6.9,7.7,2.7,15.5,26.75,23.67,23.67,100,,27,4.3,Y,27,13.20,2.4
Luke Kennard,SF,DET,vs ORL,11th,105.50,5500,11.2,41,27.7,4.4,0.82,29.50,8.31,8.51,7.56,20.2,12.8,33.8,32.75,23.98,23.98,100,,69,4.4,Y,34,40.30,7.3
De'Andre Hunter,SF,ATL,vs MIN,28th,116.00,5500,10.1,41,21.4,1.8,0.70,25.18,9.13,8.84,8.24,18.0,10.8,30.6,32.50,23.33,23.33,100,,59,4.2,Y,37,11.60,2.1
Harrison Barnes,SF,SAC,@ BOS,19th,100.00,5500,15.2,39.6,26.8,2.0,0.79,28.42,4.95,6.97,4.78,18.0,10.9,34.0,34.75,25.67,25.67,100,,74,4.7,Y,35,27.10,4.9
Marc Gasol,C,TOR,vs PHI,14th,105.75,5500,19,43.6,21.4,3.1,0.76,27.26,7.75,7.05,6.4,12.5,6.2,28.3,29.75,29.53,29.53,100,,67,5.4,Y,35,28.70,5.2
Taurean Prince,SF,BKN,@ CLE,7th,108.00,5400,8.3,48.3,24.4,1.7,0.82,29.50,9.30,11.42,8.01,19.7,11.3,29.8,31.00,25.45,25.45,100,,53,4.7,Y,33,32.20,6
Collin Sexton,PG,CLE,vs BKN,30th,109.00,5400,14.7,36.7,25.5,2.1,0.85,30.59,6.78,6.29,5.93,27.1,15.4,30.1,31.50,24.12,24.12,100,,75,4.5,Y,33,24.60,4.6
DeAndre Jordan,C,BKN,@ CLE,22nd,108.00,5400,0,22.1,25.2,2.1,1.19,42.78,11.30,11.06,0,12.4,4.6,21.2,0.00,0.00,0.00,100,,56,0,,,,
Brandon Clarke,PF,MEM,@ IND,10th,104.00,5400,16.8,40.3,26.0,1.2,1.18,42.35,9.84,6.71,6.15,19.3,8.6,22.1,22.50,26.86,26.86,100,,74,5,,25,25.30,4.7
Dennis Schroder,SG,OKC,@ GSW,8th,109.75,5400,8.4,49.8,26.5,4.0,0.92,33.18,15.15,11.84,12.1,26.5,13.1,28.7,28.75,26.15,26.15,100,,55,4.8,,34,28.70,5.3
Garrett Temple,SG,BKN,@ CLE,15th,108.00,5300,7.5,38.5,18.4,1.6,0.74,26.55,11.27,8.85,10.33,14.4,7.4,24.9,33.00,20.82,20.82,100,,52,3.9,Y,36,21.50,4.1
Dillon Brooks,SG,MEM,@ IND,21st,104.00,5300,8.4,39.6,23.7,2.0,0.87,31.40,8.54,8.92,6.76,21.6,11.9,27.1,28.50,21.78,21.78,100,,62,4.1,Y,32,26.90,5.1
Rudy Gay,SF,SAS,vs LAL,2nd,109.25,5300,14.3,36.5,23.6,2.1,1.03,37.14,8.74,6.35,5.64,21.2,8.9,22.9,23.25,23.83,23.83,100,,73,4.5,,18,7.20,1.4
Jae Crowder,SF,MEM,@ IND,21st,104.00,5200,12.6,44.8,25.1,3.0,0.82,29.55,9.50,9.20,8.51,14.9,8.5,30.6,32.25,26.37,26.37,100,,63,5.1,Y,32,15.60,3
Rondae Hollis-Jefferson,PF,TOR,vs PHI,10th,105.75,5200,8.4,44.5,21.4,1.5,1.00,36.17,13.39,10.30,9.21,17.3,6.3,21.3,24.75,23.85,23.85,100,,52,4.6,,31,32.50,6.3
Coby White,PG,CHI,vs POR,27th,112.50,5200,8.5,45.2,22.6,2.3,0.89,32.07,10.95,10.50,7.91,25.0,13.1,25.4,26.00,24.21,24.21,100,,54,4.7,,28,20.60,4
Dwight Howard,C,LAL,@ SAS,7th,113.25,5200,12.7,41,22.3,0.9,1.10,39.66,12.32,8.08,7.53,13.1,3.8,20.3,22.00,24.85,24.85,100,,64,4.8,,18,4.20,0.8
Nerlens Noel,PF,OKC,@ GSW,2nd,109.75,5200,7.2,45.4,22.5,1.7,1.23,44.33,11.27,10.90,6.18,15.5,4.6,18.3,19.75,23.57,23.57,100,,52,4.5,,20,28.00,5.4
Joe Harris,SF,BKN,@ CLE,15th,108.00,5100,9.2,42.9,21.8,1.8,0.68,24.56,10.12,9.63,9.28,16.6,10.6,31.9,33.00,23.60,23.60,100,,56,4.6,Y,33,33.70,6.6
Norman Powell,SG,TOR,vs PHI,10th,105.75,5100,13.5,42,20.8,1.6,0.75,27.11,9.82,8.15,9.14,18.1,9.3,27.6,33.50,25.70,25.70,100,,61,5,Y,28,18.50,3.6
Otto Porter,SF,CHI,vs POR,18th,112.50,5100,0,16.4,20.9,1.6,0.84,30.11,21.50,8.20,0,18.9,9.3,25.0,0.00,0.00,0.00,100,,61,0,,,,
Donte DiVincenzo,SG,MIL,vs UTA,5th,117.75,5100,6.4,46,19.1,1.5,0.99,35.74,21.45,11.32,16.09,18.2,7.3,19.2,27.00,23.36,23.36,100,,41,4.6,Y,33,19.00,3.7
Terrence Ross,SG,ORL,@ DET,23rd,101.50,5000,16,36,18.4,1.0,0.78,27.97,8.87,5.71,6.96,23.3,10.5,23.7,28.25,24.60,24.60,100,,69,4.9,,30,20.40,4.1
Markelle Fultz,PG,ORL,@ DET,29th,101.50,5000,17.3,33.7,21.6,3.5,0.90,32.47,5.13,4.68,4.06,20.6,9.1,24.0,28.50,24.34,24.34,100,,78,4.9,Y,30,33.30,6.7
Daniel Theis,PF,BOS,vs SAC,5th,106.00,5000,0,16.2,23.3,1.3,1.02,36.81,7.38,8.11,0,13.9,5.5,22.8,0.00,0.00,0.00,100,,65,0,,,,
Tomas Satoransky,PG,CHI,vs POR,24th,112.50,5000,6.5,43.1,22.8,5.0,0.90,32.32,12.98,10.45,9.28,15.4,7.0,25.4,25.75,22.17,22.17,100,,54,4.4,Y,27,21.50,4.3
D.J. Augustin,PG,ORL,@ DET,29th,101.50,4900,12.6,30.8,18.8,4.4,0.74,26.58,7.08,5.20,5.16,18.1,8.6,25.5,26.25,20.36,20.36,100,,72,4.2,,22,18.10,3.7
Kelly Olynyk,C,MIA,vs CHA,30th,111.25,4900,10.5,38.5,19.6,1.7,0.86,30.69,14.21,8.02,10.07,15.4,6.3,22.9,25.50,22.48,22.48,100,,59,4.6,,32,37.70,7.7
Chris Boucher,PF,TOR,vs PHI,12th,105.75,4900,8.5,47.1,16.1,0.4,1.30,46.67,16.31,11.04,8.16,17.9,4.9,12.4,18.00,25.06,25.06,100,,31,5.1,,13,3.60,0.7
Derrick White,PG,SAS,vs LAL,3rd,109.25,4900,8.1,38.2,19.8,2.7,0.84,30.10,9.74,8.61,6.29,17.2,7.3,23.7,23.25,20.99,20.99,100,,57,4.3,Y,25,17.00,3.5
Marquese Chriss,PF,GSW,vs OKC,11th,102.75,4900,8.3,39.7,18.9,1.8,1.11,40.01,11.97,8.98,7.56,19.5,5.6,17.0,22.75,21.73,21.73,100,,52,4.4,,23,31.50,6.4
Tyler Herro,SG,MIA,vs CHA,21st,111.25,4800,11.4,39.5,23.0,2.4,0.78,28.20,7.82,8.02,6.25,21.6,11.3,29.4,28.75,23.46,23.46,100,,65,4.9,,30,21.90,4.6
Carmelo Anthony,SF,POR,@ CHI,8th,113.50,4800,13.8,37.5,21.0,1.7,0.72,25.81,7.67,6.78,6.5,27.3,14.7,29.3,30.50,23.98,23.98,100,,68,5,Y,31,38.60,8
Kevin Huerter,SG,ATL,vs MIN,21st,116.00,4700,0,9.3,18.7,2.8,0.83,29.92,7.26,4.64,0,18.3,7.5,22.5,0.00,0.00,0.00,100,,75,0,,,,
Cory Joseph,PG,SAC,@ BOS,2nd,100.00,4700,7.7,42,16.5,3.7,0.73,26.33,11.79,9.78,9.91,17.1,6.3,22.6,30.25,22.40,22.40,100,,41,4.8,Y,35,22.00,4.7
Malik Monk,SG,CHA,@ MIA,7th,101.25,4700,4.3,39.8,17.1,2.2,0.80,28.88,13.38,10.14,8.83,21.4,8.5,21.4,23.75,19.53,19.53,100,,41,4.2,,20,21.40,4.6
