Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,13,,PG,11600,DAL,ORL,1,112,38,26,103,106,12%,24,19,20,41,33,34,52.4,50.4,34.8,66.0,36.5,58.0,5.0,34.6,51.2,4.4
Giannis Antetokounmpo,3,O,PF,11200,MIL,CLE,0,114,35,28,100,101,-6%,20,20,18,31,33,31,56.0,50.6,38.0,63.2,0.0,0.0,0.0,,0.0,0.0
Russell Westbrook,,O,PG,10300,WAS,MIA,0,108,31,13,102,105,2%,17,19,19,36,38,37,45.7,47.3,37.2,57.4,0.0,0.0,0.0,0,0.0,0.0
Karl-Anthony Towns,3,Q,C,10200,MIN,SAS,1,115,28,25,104,111,-5%,15,15,15,30,30,30,49.3,49.3,47.3,51.3,27.0,40.5,4.0,37,52.6,5.2
Brad Beal,3,O,SG,10100,WAS,MIA,0,108,36,26,102,105,-1%,32,26,25,38,35,36,52.4,50.3,39.7,60.9,0.0,0.0,0.0,0,0.0,0.0
Damian Lillard,17,,PG,9700,POR,@SAC,1,121,31,25,103,115,15%,19,19,19,33,34,35,46.2,43.9,31.8,55.9,35.5,46.9,4.8,29.7,33.8,3.5
Trae Young,8,,PG,9400,ATL,@CHA,2,117,35,23,103,106,-5%,16,17,17,37,35,33,37.0,40.7,27.8,53.5,34.0,44.0,4.7,37.1,28.4,3.0
Andre Drummond,15,,C,9200,CLE,@MIL,1,105,31,20,106,107,-9%,18,14,16,32,28,30,35.7,44.9,29.5,60.2,34.0,52.8,5.7,41.3,59.3,6.4
Nikola Vucevic,7,,C,8800,ORL,@DAL,0,106,26,26,101,104,-4%,19,18,17,32,31,31,42.4,42.7,35.9,49.6,32.5,43.3,4.9,33.5,57.0,6.5
C.J. McCollum,14,,SG,8800,POR,@SAC,1,121,29,25,103,115,5%,18,19,21,31,32,35,41.1,44.2,34.0,54.4,35.5,40.6,4.6,29.3,50.1,5.7
Domas Sabonis,13,,PF,8800,IND,PHO,2,110,24,21,98,104,-4%,15,13,14,37,37,37,42.9,42.8,34.1,51.6,37.0,44.5,5.1,41.5,57.4,6.5
Bam Adebayo,11,,C,8500,MIA,@WAS,2,119,23,23,109,113,-4%,10,10,11,31,32,32,40.4,39.0,29.8,48.3,34.0,42.9,5.0,21.4,33.2,3.9
Malcolm Brogdon,5,,PG,8400,IND,PHO,2,110,24,24,98,104,-11%,22,18,17,42,40,39,46.4,42.9,31.5,54.3,37.5,40.1,4.8,39.2,40.7,4.8
DeMar DeRozan,15,,SG,8300,SAS,@MIN,1,120,24,22,105,115,18%,11,13,14,32,33,33,38.2,40.6,28.9,52.3,34.0,41.6,5.0,43.8,50.5,6.1
Jimmy Butler,15,,SF,8100,MIA,@WAS,2,119,26,18,109,113,5%,16,12,12,29,28,28,32.4,32.4,16.1,48.7,32.5,41.1,5.1,36,60.5,7.5
Kristaps Porzingis,,O,PF,8000,DAL,ORL,1,112,,,103,106,-7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Gordon Hayward,8,,SF,8000,CHA,ATL,0,112,25,19,104,107,10%,22,17,17,39,35,35,41.0,39.5,26.4,52.5,36.5,41.2,5.2,35.9,19.7,2.5
De'Aaron Fox,5,,PG,7800,SAC,POR,0,116,30,19,105,112,16%,7,14,15,15,26,30,33.6,34.7,19.0,50.4,28.0,33.3,4.3,25.4,12.4,1.6
D'Angelo Russell,9,,SG,7800,MIN,SAS,1,115,30,17,104,111,-15%,19,17,16,33,31,30,36.9,32.5,18.7,46.4,32.0,36.0,4.6,37.7,33.6,4.3
Devin Booker,4,,SG,7500,PHO,@IND,0,108,29,14,103,105,-6%,16,16,16,36,38,36,32.2,31.6,24.7,38.4,36.0,35.6,4.7,36.1,45.1,6.0
Khris Middleton,13,,SF,7400,MIL,CLE,0,114,25,25,100,101,1%,17,14,15,34,33,32,36.1,39.4,31.2,47.6,35.0,45.5,6.1,35.5,41.0,5.5
Myles Turner,4,,C,7300,IND,PHO,2,110,16,18,98,104,-6%,9,10,10,27,30,29,34.2,34.7,27.8,41.5,31.0,32.2,4.4,36.1,43.5,6.0
