Player Name,Pos,Salary,Team,Proj FP,Actual FP
Luka Doncic,PG,11600,DAL,58.0,51.2
Karl-Anthony Towns,C,10200,MIN,40.5,52.6
Damian Lillard,PG,9700,POR,46.9,33.8
Trae Young,PG,9400,ATL,44.0,28.4
Andre Drummond,C,9200,CLE,52.8,59.3
Nikola Vucevic,C,8800,ORL,43.3,57.0
C.J. McCollum,SG,8800,POR,40.6,50.1
Domas Sabonis,PF,8800,IND,44.5,57.4
Bam Adebayo,C,8500,MIA,42.9,33.2
Malcolm Brogdon,PG,8400,IND,40.1,40.7
DeMar DeRozan,SG,8300,SAS,41.6,50.5
Jimmy Butler,SF,8100,MIA,41.1,60.5
Gordon Hayward,SF,8000,CHA,41.2,19.7
De'Aaron Fox,PG,7800,SAC,33.3,12.4
D'Angelo Russell,SG,7800,MIN,36.0,33.6
Devin Booker,SG,7500,PHO,35.6,45.1
Khris Middleton,SF,7400,MIL,45.5,41.0
Myles Turner,C,7300,IND,32.2,43.5
Chris Paul,PG,7300,PHO,36.5,31.4
Jrue Holiday,PG,7200,MIL,40.1,42.2
Victor Oladipo,SG,7200,IND,34.3,30.2
Dejounte Murray,PG,7100,SAS,38.0,48.8
Deandre Ayton,C,7000,PHO,35.8,29.3
LaMelo Ball,PG,6900,CHA,31.4,54.9
Larry Nance Jr.,PF,6900,CLE,33.1,35.6
John Collins,PF,6800,ATL,37.2,27.0
Aaron Gordon,PF,6800,ORL,30.6,32.3
Terry Rozier,PG,6500,CHA,29.1,39.8
Clint Capela,C,6500,ATL,36.8,25.1
Thomas Bryant,C,6400,WAS,34.5,0.0
LaMarcus Aldridge,PF,6400,SAS,32.6,24.1
Harrison Barnes,SF,6300,SAC,30.0,23.4
Jusuf Nurkic,C,6200,POR,33.2,37.1
Keldon Johnson,SF,6200,SAS,30.9,36.8
De'Andre Hunter,SF,6100,ATL,26.4,39.1
PJ Washington,PF,5800,CHA,28.4,48.9
Marvin Bagley,PF,5800,SAC,29.9,22.6
Terrence Ross,SG,5700,ORL,27.5,20.3
Goran Dragic,PG,5700,MIA,27.2,27.9
Tim Hardaway Jr.,SF,5500,DAL,29.3,41.0
Malik Beasley,SG,5500,MIN,30.1,34.8
Tyrese Haliburton,SG,5400,SAC,26.1,26.4
Tyler Herro,SG,5400,MIA,28.2,41.8
Cedi Osman,SF,5400,CLE,33.5,13.0
Mikal Bridges,SF,5300,PHO,26.0,43.6
Enes Kanter,C,5300,POR,21.7,28.0
Devonte' Graham,SG,5200,CHA,30.0,28.5
Buddy Hield,SG,5200,SAC,28.6,16.5
Bobby Portis,PF,5100,MIL,28.4,41.7
Dave Bertans,PF,5100,WAS,27.0,16.1
Kelly Olynyk,PF,5000,MIA,25.6,36.7
Bismack Biyombo,C,4900,CHA,24.7,13.4
Kevin Huerter,SG,4900,ATL,24.2,24.8
Robert Covington,PF,4800,POR,24.3,24.6
Anthony Edwards,SF,4800,MIN,21.5,20.8
Rui Hachimura,SF,4800,WAS,29.0,26.0
JaVale McGee,PF,4800,CLE,19.5,10.0
Cole Anthony,PG,4800,ORL,25.0,12.9
Ricky Rubio,PG,4800,MIN,21.9,22.0
Brook Lopez,C,4700,MIL,27.5,22.6
Jarred Vanderbilt,SF,4700,MIN,12.8,4.9
Rudy Gay,SF,4600,SAS,25.2,20.3
Miles Bridges,SF,4600,CHA,23.2,7.3
Juan Hernangomez,PF,4600,MIN,19.8,12.4
Lonnie Walker,SG,4500,SAS,22.2,15.4
Donte DiVincenzo,SG,4500,MIL,28.2,26.8
Khem Birch,PF,4500,ORL,13.9,30.6
Naz Reid,PF,4400,MIN,12.6,32.9
Justin Holiday,SF,4400,IND,21.8,23.0
Jae Crowder,PF,4400,PHO,21.7,28.6
Dario Saric,PF,4300,PHO,14.9,9.4
Duncan Robinson,SG,4300,MIA,22.3,19.0
Carmelo Anthony,SF,4200,POR,19.0,18.4
Jarrett Culver,SF,4200,MIN,19.5,23.1
Maxi Kleber,PF,4200,DAL,23.2,16.1
Cameron Johnson,SF,4200,PHO,19.3,25.8
Raul Neto,PG,4200,WAS,25.5,18.1
Deni Avdija,SF,4200,WAS,20.7,39.5
Patrick Mills,PG,4100,SAS,21.1,22.5
Cam Reddish,SF,4100,ATL,21.8,37.5
Willie Cauley-Stein,C,4100,DAL,22.6,15.2
Trey Burke,PG,4100,DAL,21.2,37.0
Hassan Whiteside,C,4000,SAC,22.8,29.6
Dwayne Bacon,SG,3900,ORL,18.2,17.1
Derrick Jones Jr.,SF,3900,POR,20.6,16.4
Bogdan Bogdanovic,SF,3900,ATL,23.0,4.2
Jakob Poeltl,C,3900,SAS,21.0,11.9
James Ennis,SF,3800,ORL,16.0,15.9
Avery Bradley,SG,3800,MIA,13.7,9.1
Ishmael Smith,PG,3800,WAS,26.9,22.1
Gary Clark,PF,3800,ORL,12.0,12.8
Dwight Powell,C,3800,DAL,13.2,18.0
Damyean Dotson,SG,3800,CLE,23.6,41.4
Malik Monk,SG,3800,CHA,0.0,0.0
Cory Joseph,PG,3800,SAC,17.1,12.7
Isaac Bonga,SF,3700,WAS,9.4,0.0
Isaac Okoro,SF,3700,CLE,21.1,6.9
Precious Achiuwa,SF,3700,MIA,13.8,7.4
Nemanja Bjelica,PF,3700,SAC,19.7,7.1
D.J. Augustin,PG,3700,MIL,13.9,13.9
Doug McDermott,PF,3700,IND,16.8,16.2
Gary Trent,SG,3600,POR,17.3,12.9
Pat Connaughton,SG,3600,MIL,17.6,10.8
Maurice Harkless,SF,3600,MIA,0.0,0.0
Tony Snell,SG,3600,ATL,0.0,0.0
Kendrick Nunn,PG,3600,MIA,0.0,0.0
Caleb Martin,SF,3600,CHA,11.9,23.4
Troy Brown,SF,3600,WAS,14.1,21.7
Andre Iguodala,SG,3600,MIA,13.5,11.4
Devin Vassell,SG,3600,SAS,13.6,12.3
Anzejs Pasecniks,C,3500,WAS,0.0,0.0
Skylar Mays,SG,3500,ATL,0.0,0.0
Max Strus,SF,3500,MIA,0.0,0.0
Garrison Mathews,SG,3500,WAS,0.0,30.9
Thanasis Antetokounmpo,SF,3500,MIL,11.8,3.4
Dean Wade,PF,3500,CLE,12.0,10.6
Kelan Martin,SF,3500,IND,0.0,0.0
Marques Bolden,PF,3500,CLE,0.0,0.0
Chris Silva,PF,3500,MIA,0.0,0.0
Keljin Blevins,PG,3500,POR,0.0,0.0
Nate Darling,SG,3500,CHA,0.0,0.0
Mamadi Diakite,PF,3500,MIL,0.0,0.0
Cassius Stanley,SG,3500,IND,0.0,1.2
Jahmi'us Ramsey,PG,3500,SAC,0.0,0.0
Ty-Shon Alexander,SG,3500,PHO,0.0,0.0
Tyler Bey,SF,3500,DAL,0.0,0.0
Robert Woodard,PF,3500,SAC,0.0,3.0
Nathan Knight,PF,3500,ATL,0.0,4.2
