Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,10,,PF,11400,MIL,CHI,1,124,37,32,102,108,1%,14,16,16,31,32,32,48.0,48.0,34.0,62.1,32.0,57.5,5.0,27.8,65.4,5.7
Luka Doncic,4,,PG,11300,DAL,MIA,1,111,38,28,101,107,-3%,14,18,18,25,30,30,40.8,40.8,29.9,51.7,34.0,50.5,4.5,35.8,53.5,4.7
Russell Westbrook,,O,PG,11200,WAS,@MIN,0,117,35,21,106,110,4%,18,19,19,39,37,37,50.9,50.9,49.1,52.7,0.0,0.0,0.0,,0.0,0.0
Anthony Davis,8,,PF,10500,LAL,@SAS,1,118,29,28,103,111,-1%,15,15,15,35,33,33,36.5,36.5,26.4,46.6,33.0,47.7,4.5,35,59.7,5.7
LeBron James,7,,SF,10400,LAL,@SAS,1,118,34,26,103,111,2%,22,18,18,36,31,31,42.8,42.8,33.3,52.3,34.0,48.4,4.7,35.7,56.2,5.4
Karl-Anthony Towns,,O,C,10200,MIN,WAS,5,118,29,27,105,113,3%,15,15,15,30,30,30,49.3,49.3,47.3,51.3,0.0,0.0,0.0,,0.0,0.0
Nikola Jokic,14,,C,10200,DEN,PHO,2,112,28,25,104,108,2%,13,14,14,36,38,38,60.4,60.4,48.7,72.0,35.5,52.6,5.2,29.5,46.3,4.5
Stephen Curry,9,,PG,9900,GSW,POR,2,117,,,103,112,6%,21,20,20,36,33,33,44.0,44.0,35.1,52.9,34.5,47.6,4.8,33.6,42.1,4.3
Kawhi Leonard,4,,SF,9800,LAC,@UTA,1,112,33,27,101,107,-7%,16,19,19,30,32,32,46.8,46.8,37.2,56.5,33.0,44.4,4.5,38.7,61.7,6.3
Trae Young,11,,PG,9700,ATL,@BKN,1,119,36,24,104,107,4%,16,17,17,32,32,32,47.3,47.3,41.4,53.2,34.5,47.7,4.9,32.4,40.5,4.2
Jayson Tatum,9,,PF,9500,BOS,@DET,1,111,28,20,100,110,7%,15,20,20,32,34,34,41.4,41.4,32.0,50.9,34.0,43.3,4.6,37.1,41.2,4.3
Brad Beal,16,,SG,9500,WAS,@MIN,0,117,35,23,106,110,6%,20,23,23,36,37,37,46.2,46.2,39.6,52.7,37.0,50.7,5.3,28,46.1,4.9
Kevin Durant,11,,SF,9400,BKN,ATL,1,125,,,106,112,16%,19,17,17,36,32,32,46.2,46.2,36.6,55.7,34.5,48.1,5.1,37.5,47.6,5.1
Kyrie Irving,9,,PG,9300,BKN,ATL,1,125,33,26,106,112,2%,22,20,20,35,32,32,43.0,43.0,32.6,53.4,34.0,47.0,5.1,33.1,42.2,4.5
Damian Lillard,9,,PG,9300,POR,@GSW,1,120,31,27,103,111,6%,15,18,18,33,35,35,37.8,37.8,28.3,47.2,35.5,46.3,5.0,35.4,52.8,5.7
Bam Adebayo,5,,C,8700,MIA,@DAL,1,113,22,20,102,110,2%,10,11,11,30,31,31,37.7,37.7,25.6,49.8,33.5,41.0,4.7,36.5,44.2,5.1
Ja Morant,,O,PG,8500,MEM,@CHA,3,108,27,17,98,111,-4%,14,18,18,23,27,27,40.3,40.3,11.2,69.4,0.0,0.0,0.0,,0.0,0.0
DeMar DeRozan,6,,SG,8300,SAS,LAL,1,111,27,22,103,104,4%,12,14,14,34,35,35,44.0,44.0,31.4,56.6,34.5,39.9,4.8,36.7,47.3,5.7
Gordon Hayward,6,,SF,8100,CHA,MEM,1,113,22,18,105,108,2%,18,17,17,33,34,34,37.5,37.5,26.7,48.4,34.0,38.1,4.7,27,19.1,2.4
Jimmy Butler,6,,SG,8100,MIA,@DAL,6,113,26,24,102,110,-3%,11,11,11,26,26,26,34.4,34.4,15.0,53.8,32.5,40.5,5.0,26.8,11.6,1.4
Kristaps Porzingis,,O,PF,8000,DAL,MIA,n/a,111,26,20,101,107,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
C.J. McCollum,11,,SG,8000,POR,@GSW,1,120,26,17,103,111,8%,20,22,22,33,36,36,46.1,46.1,33.2,59.0,35.5,37.6,4.7,33.6,44.2,5.5
Donovan Mitchell,5,,SG,8000,UTA,LAC,0,109,30,19,104,105,-4%,23,21,21,36,35,35,34.9,34.9,29.2,40.6,34.5,36.3,4.5,35.2,22.3,2.8
Zach LaVine,5,,SG,7900,CHI,@MIL,0,109,32,20,107,101,-5%,16,17,17,37,32,32,36.5,36.5,23.1,50.0,35.0,38.9,4.9,27.2,27.2,3.4
Rudy Gobert,6,,C,7900,UTA,LAC,0,109,16,22,104,105,4%,9,9,9,36,32,32,42.1,42.1,39.8,44.5,32.5,38.1,4.8,24.4,30.3,3.8
Jaylen Brown,6,,SF,7900,BOS,@DET,1,111,24,17,100,110,-5%,17,19,19,32,33,33,43.8,43.8,34.4,53.2,33.5,37.5,4.7,37.6,49.8,6.3
Khris Middleton,10,,SG,7900,MIL,CHI,1,124,26,21,102,108,-2%,14,16,16,31,32,32,40.9,40.9,31.5,50.4,32.5,40.6,5.1,25.3,35.4,4.5
Paul George,9,,SG,7800,LAC,@UTA,1,112,30,21,101,107,-7%,14,14,14,29,31,31,37.0,37.0,25.9,48.0,34.0,39.6,5.1,37.7,56.6,7.3
Devin Booker,5,,SG,7700,PHO,@DEN,0,108,30,21,100,109,-1%,13,16,16,30,34,34,31.8,31.8,26.0,37.6,34.5,35.8,4.6,34.9,19.4,2.5
Jonas Valanciunas,8,,C,7700,MEM,@CHA,1,108,21,22,98,111,6%,11,10,10,32,30,30,37.1,37.1,30.8,43.4,31.0,41.7,5.4,25.8,28.5,3.7
D'Angelo Russell,8,,SG,7500,MIN,WAS,2,118,33,19,105,113,5%,13,16,16,26,30,30,27.6,27.6,14.0,41.3,34.0,41.7,5.6,25.9,21.3,2.8
Chris Paul,5,,PG,7400,PHO,@DEN,0,108,24,22,100,109,-5%,9,11,11,27,28,28,31.0,31.0,17.3,44.6,30.0,33.9,4.6,32.5,37.0,5.0
Dejounte Murray,5,,PG,7400,SAS,LAL,1,111,21,16,103,104,-1%,14,15,15,33,32,32,38.4,38.4,28.8,47.9,31.0,36.5,4.9,29.7,24.1,3.3
Deandre Ayton,4,,C,7100,PHO,@DEN,0,108,23,20,100,109,-5%,10,9,9,27,28,28,30.0,30.0,27.2,32.8,31.0,33.0,4.6,37.5,38.7,5.5
John Collins,12,,PF,7000,ATL,@BKN,1,119,22,24,104,107,-2%,14,12,12,28,26,26,32.6,32.6,23.5,41.7,31.0,36.9,5.3,25.4,35.6,5.1
