Player Name,Pos,Salary,Team,Proj FP,Actual FP
Giannis Antetokounmpo,PF,11400,MIL,57.5,65.4
Luka Doncic,PG,11300,DAL,50.5,53.5
Anthony Davis,PF,10500,LAL,47.7,59.7
LeBron James,SF,10400,LAL,48.4,56.2
Nikola Jokic,C,10200,DEN,52.6,46.3
Stephen Curry,PG,9900,GSW,47.6,42.1
Kawhi Leonard,SF,9800,LAC,44.4,61.7
Trae Young,PG,9700,ATL,47.7,40.5
Jayson Tatum,PF,9500,BOS,43.3,41.2
Brad Beal,SG,9500,WAS,50.7,46.1
Kevin Durant,SF,9400,BKN,48.1,47.6
Kyrie Irving,PG,9300,BKN,47.0,42.2
Damian Lillard,PG,9300,POR,46.3,52.8
Bam Adebayo,C,8700,MIA,41.0,44.2
DeMar DeRozan,SG,8300,SAS,39.9,47.3
Gordon Hayward,SF,8100,CHA,38.1,19.1
Jimmy Butler,SG,8100,MIA,40.5,11.6
C.J. McCollum,SG,8000,POR,37.6,44.2
Donovan Mitchell,SG,8000,UTA,36.3,22.3
Zach LaVine,SG,7900,CHI,38.9,27.2
Rudy Gobert,C,7900,UTA,38.1,30.3
Jaylen Brown,SF,7900,BOS,37.5,49.8
Khris Middleton,SG,7900,MIL,40.6,35.4
Paul George,SG,7800,LAC,39.6,56.6
Devin Booker,SG,7700,PHO,35.8,19.4
Jonas Valanciunas,C,7700,MEM,41.7,28.5
D'Angelo Russell,SG,7500,MIN,41.7,21.3
Chris Paul,PG,7400,PHO,33.9,37.0
Dejounte Murray,PG,7400,SAS,36.5,24.1
Deandre Ayton,C,7100,PHO,33.0,38.7
John Collins,PF,7000,ATL,36.9,35.6
Jusuf Nurkic,C,7000,POR,35.6,22.6
Terry Rozier,PG,6900,CHA,29.7,10.4
Jamal Murray,PG,6800,DEN,33.4,46.3
Jerami Grant,SF,6700,DET,32.4,30.8
Dillon Brooks,SG,6600,MEM,32.1,34.6
Jrue Holiday,PG,6600,MIL,34.2,27.2
Caris LeVert,SG,6500,BKN,31.1,15.9
Kyle Anderson,SF,6400,MEM,33.5,47.7
Derrick White,PG,6400,SAS,20.3,15.7
Andrew Wiggins,SG,6400,GSW,33.4,24.3
PJ Washington,PF,6300,CHA,28.6,11.8
Dennis Schroder,SG,6200,LAL,30.7,27.3
Mason Plumlee,C,6200,DET,31.2,37.9
Mike Conley,PG,6200,UTA,30.1,46.9
Coby White,PG,6100,CHI,32.9,17.3
Devonte' Graham,SG,6100,CHA,30.7,18.9
Marcus Smart,SG,6100,BOS,29.1,35.1
Goran Dragic,PG,6100,MIA,26.9,22.5
Clint Capela,C,6100,ATL,25.2,33.2
Draymond Green,PF,6000,GSW,20.6,12.8
Mikal Bridges,SF,5900,PHO,26.8,21.2
Kelly Oubre,SF,5800,GSW,29.1,15.8
Keldon Johnson,SF,5800,SAS,25.4,44.5
Thomas Bryant,C,5800,WAS,36.6,27.4
Montrezl Harrell,C,5700,LAL,28.3,19.7
Derrick Rose,SG,5700,DET,27.8,31.0
Tyus Jones,PG,5700,MEM,30.0,30.2
Jarrett Allen,C,5600,BKN,26.8,12.8
Wendell Carter,C,5500,CHI,29.4,24.5
Josh Richardson,SG,5400,DAL,26.3,17.1
Bogdan Bogdanovic,SF,5400,ATL,27.7,8.9
Robert Covington,PF,5400,POR,27.8,29.2
James Wiseman,C,5400,GSW,25.6,19.0
Ricky Rubio,PG,5300,MIN,30.0,15.9
Tyler Herro,SF,5300,MIA,27.8,17.6
Bojan Bogdanovic,PF,5200,UTA,24.2,11.1
Tim Hardaway Jr.,SF,5200,DAL,24.0,31.9
Malik Beasley,SG,5200,MIN,28.4,23.6
Serge Ibaka,C,5100,LAC,25.9,24.3
Rudy Gay,SF,5100,SAS,23.5,23.6
Anthony Edwards,SF,5100,MIN,26.4,23.6
Rui Hachimura,SF,5000,WAS,22.2,17.8
Miles Bridges,SF,5000,CHA,24.9,21.4
Lonnie Walker,SG,5000,SAS,19.9,13.7
Will Barton,SF,5000,DEN,27.5,20.0
Bismack Biyombo,C,5000,CHA,26.4,36.4
LaMelo Ball,PG,5000,CHA,26.0,31.6
Jordan Clarkson,SG,4900,UTA,22.0,21.0
Josh Jackson,SF,4800,DET,27.4,18.4
Dave Bertans,PF,4800,WAS,21.8,13.9
Donte DiVincenzo,SF,4800,MIL,24.9,15.7
Brandon Clarke,PF,4800,MEM,28.6,28.3
Paul Millsap,PF,4700,DEN,24.2,24.5
Enes Kanter,C,4700,POR,23.9,5.4
Brook Lopez,C,4700,MIL,23.7,17.1
Bobby Portis,C,4700,MIL,21.1,32.9
Joe Ingles,SF,4700,UTA,19.1,30.1
Nicolas Batum,PF,4700,LAC,21.1,17.4
Naz Reid,PF,4700,MIN,30.6,32.7
Cam Reddish,SF,4600,ATL,25.4,23.9
Jae Crowder,PF,4600,PHO,23.9,12.6
Jakob Poeltl,C,4600,SAS,28.0,8.5
Louis Williams,PG,4500,LAC,21.7,14.5
Duncan Robinson,SG,4500,MIA,21.1,17.7
Raul Neto,PG,4500,WAS,25.3,20.0
Joe Harris,SF,4500,BKN,22.9,30.9
Dorian Finney-Smith,SF,4400,DAL,22.9,18.0
Deni Avdija,SF,4400,WAS,21.0,31.9
Delon Wright,SG,4400,DET,21.2,5.4
Otto Porter,SF,4400,CHI,28.4,19.8
Ivica Zubac,C,4400,LAC,21.5,14.4
DeAndre Jordan,C,4400,BKN,21.1,16.5
Tristan Thompson,C,4300,BOS,21.3,24.8
Cameron Payne,PG,4300,PHO,17.8,12.3
Daniel Theis,C,4300,BOS,20.4,16.2
Jarrett Culver,SF,4300,MIN,22.9,4.4
Cameron Johnson,SF,4300,PHO,18.8,16.8
De'Andre Hunter,SF,4200,ATL,23.8,31.7
Robert Williams,C,4200,BOS,20.4,9.0
Jeff Teague,PG,4100,BOS,18.6,22.7
Kyle Kuzma,PF,4100,LAL,19.2,20.3
Patrick Williams,SF,4100,CHI,18.5,15.2
Timothe Luwawu,SG,4100,BKN,18.6,2.7
Eric Paschall,PF,4100,GSW,11.6,21.3
Maxi Kleber,PF,4000,DAL,19.0,16.3
Kevin Huerter,SG,4000,ATL,19.6,24.2
Derrick Jones Jr.,SF,4000,POR,23.8,37.1
Patrick Mills,PG,4000,SAS,15.0,18.6
Monte Morris,PG,4000,DEN,17.5,15.6
Carmelo Anthony,SF,4000,POR,22.0,26.5
Gary Harris,SG,4000,DEN,19.6,13.2
Dwight Powell,C,4000,DAL,20.7,19.1
Derrick Favors,C,4000,UTA,15.3,32.2
Avery Bradley,SG,3900,MIA,14.5,17.7
Kevon Looney,C,3900,GSW,13.5,8.0
Royce O'Neale,PF,3900,UTA,19.7,12.8
Luke Kennard,SG,3900,LAC,15.0,8.4
Killian Hayes,PG,3900,DET,15.9,8.2
Taurean Waller-Prince,SF,3800,BKN,14.2,10.6
Brad Wanamaker,PG,3800,GSW,12.1,8.9
Kelly Olynyk,C,3800,MIA,18.3,26.6
John Konchar,SG,3800,MEM,18.0,28.3
Reggie Jackson,SG,3800,LAC,12.5,-1.0
Andre Iguodala,SG,3800,MIA,13.2,8.4
Malik Monk,SG,3800,CHA,0.0,0.0
Patrick Beverley,PG,3800,LAC,18.2,13.2
Ishmael Smith,PG,3800,WAS,17.9,23.7
Landry Shamet,SG,3800,BKN,10.1,3.7
Damion Lee,SG,3800,GSW,14.3,11.9
Gorgui Dieng,C,3700,MEM,18.8,30.1
Shaquille Harrison,PG,3700,UTA,0.0,0.0
Payton Pritchard,PG,3700,BOS,17.3,10.0
Trey Burke,PG,3700,DAL,16.4,10.6
Marc Gasol,C,3700,LAL,17.7,20.1
Desmond Bane,SG,3700,MEM,19.1,19.4
JaMychal Green,PF,3700,DEN,13.9,15.8
Jordan Poole,PG,3700,GSW,8.4,10.7
Jarred Vanderbilt,SF,3700,MIN,11.4,12.3
Thaddeus Young,PF,3700,CHI,21.8,15.2
Willie Cauley-Stein,C,3700,DAL,12.0,1.6
Isaac Bonga,SF,3700,WAS,0.0,1.2
D.J. Augustin,PG,3700,MIL,14.4,5.2
Kendrick Nunn,PG,3600,MIA,0.0,-1.0
Sviatoslav Mykhailiuk,SG,3600,DET,10.0,12.0
Jalen Brunson,PG,3600,DAL,12.6,13.6
Bol Bol,C,3600,DEN,0.0,0.0
Troy Brown,SF,3600,WAS,15.8,12.1
Chris Chiozza,PG,3600,BKN,0.0,1.0
Bruce Brown,SG,3600,BKN,0.0,3.2
Kentavious Caldwell-Pope,SG,3600,LAL,17.0,14.9
Maurice Harkless,SF,3600,MIA,0.0,1.2
Isaiah Hartenstein,PF,3600,DEN,10.8,10.6
Pat Connaughton,SG,3600,MIL,14.0,21.5
Denzel Valentine,SF,3600,CHI,13.6,25.0
Isaiah Stewart,PF,3500,DET,0.0,13.0
Zeke Nnaji,PF,3500,DEN,0.0,0.0
Skylar Mays,SG,3500,ATL,0.0,0.0
CJ Elleby,SF,3500,POR,0.0,1.5
Udoka Azubuike,C,3500,UTA,0.0,0.0
Precious Achiuwa,SF,3500,MIA,12.0,17.7
Elijah Hughes,SF,3500,UTA,0.0,0.0
Jordan Nwora,PF,3500,MIL,0.0,15.6
Vernon Carey,PF,3500,CHA,0.0,0.0
Grant Riller,SG,3500,CHA,0.0,0.0
Saben Lee,PG,3500,DET,0.0,0.0
Keljin Blevins,PG,3500,POR,0.0,-1.0
Max Strus,SF,3500,MIA,0.0,0.0
Tacko Fall,C,3500,BOS,0.0,0.0
Garrison Mathews,SG,3500,WAS,0.0,7.2
Amir Coffey,PF,3500,LAC,0.0,0.0
Thanasis Antetokounmpo,SF,3500,MIL,10.3,5.2
E'Twaun Moore,SF,3500,PHO,0.0,0.0
Caleb Martin,SF,3500,CHA,0.0,21.4
Mychal Mulder,SF,3500,GSW,7.7,3.5
Juan Toscano-Anderson,SF,3500,GSW,8.7,15.1
Sam Merrill,PG,3500,MIL,0.0,-0.8
Devontae Cacok,PF,3500,LAL,0.0,0.0
Juwan Morgan,PF,3500,UTA,0.0,0.0
Chris Silva,PF,3500,MIA,0.0,0.0
Vlatko Cancar,SF,3500,DEN,0.0,0.0
Anzejs Pasecniks,C,3500,WAS,0.0,-2.3
Daniel Oturu,C,3500,LAC,0.0,0.0
Nathan Knight,PF,3500,ATL,0.0,0.0
Meyers Leonard,C,3500,MIA,0.0,0.0
Markus Howard,PG,3500,DEN,0.0,0.0
Devon Dotson,SG,3500,CHI,0.0,5.2
Ashton Hagans,SG,3500,MIN,0.0,0.0
Sean McDermott,SF,3500,MEM,9.4,2.5
RJ Hampton,PG,3500,DEN,0.0,0.0
Facundo Campazzo,PG,3500,DEN,0.0,0.0
Nate Darling,SG,3500,CHA,0.0,0.0
Nate Hinton,SG,3500,DAL,0.0,0.0
Ty-Shon Alexander,SG,3500,PHO,0.0,0.0
Anthony Gill,PF,3500,WAS,0.0,3.0
Mamadi Diakite,PF,3500,MIL,0.0,0.0
Trent Forrest,SG,3500,UTA,0.0,0.0
Devin Vassell,SG,3500,SAS,0.0,0.0
Josh Green,SG,3500,DAL,0.0,0.0
Tyrell Terry,PG,3500,DAL,0.0,0.0
Tre Jones,PG,3500,SAS,0.0,0.0
Jaden McDaniels,SF,3500,MIN,0.0,2.7
Frank Kaminsky,PF,3500,PHO,10.1,10.8
Saddiq Bey,SF,3500,DET,17.4,30.9
Tyler Bey,SF,3500,DAL,0.0,0.0
Reggie Perry,PF,3500,BKN,0.0,2.7
Nico Mannion,PG,3500,GSW,0.0,0.0
Rodney McGruder,SG,3500,DET,0.0,0.0
Solomon Hill,SF,3500,ATL,11.4,18.3
Aaron Nesmith,SG,3500,BOS,0.0,0.0
Rodney Hood,SF,3500,POR,10.7,1.2
Nick Richards,C,3500,CHA,0.0,3.2
Deividas Sirvydis,SG,3500,DET,0.0,0.0
Jahlil Okafor,C,3500,DET,13.4,0.0
Patrick Patterson,PF,3500,LAC,7.0,0.0
Moritz Wagner,C,3500,WAS,0.0,0.0
Garrett Temple,SF,3500,CHI,18.2,11.4
D.J. Wilson,PF,3500,MIL,0.0,8.9
Trey Lyles,PF,3500,SAS,0.0,0.0
James Johnson,PF,3500,DAL,14.9,17.1
Anfernee Simons,PG,3500,POR,8.0,18.2
Ed Davis,C,3500,MIN,11.9,16.5
Luke Kornet,PF,3500,CHI,0.0,5.2
Jordan McLaughlin,PG,3500,MIN,13.1,17.8
Brandon Goodwin,PG,3500,ATL,10.6,14.1
Jaylen Adams,PG,3500,MIL,0.0,0.0
Kostas Antetokounmpo,PF,3500,LAL,0.0,0.0
Wesley Iwundu,SG,3500,DAL,0.0,0.0
Semi Ojeleye,SF,3500,BOS,6.3,1.2
Wayne Ellington,SG,3500,DET,0.0,0.0
Robin Lopez,C,3500,WAS,11.1,29.2
Juan Hernangomez,PF,3500,MIN,11.0,8.6
Jared Dudley,SF,3500,LAL,0.0,0.0
PJ Dozier,SG,3500,DEN,16.8,11.3
Jerome Robinson,PG,3500,WAS,0.0,22.9
Jeff Green,PF,3500,BKN,10.7,8.5
Harry Giles,PF,3500,POR,0.0,13.0
Udonis Haslem,PF,3500,MIA,0.0,0.0
Keita Bates-Diop,SF,3500,SAS,0.0,0.0
Jevon Carter,PG,3500,PHO,7.5,5.4
Rodions Kurucs,PF,3500,BKN,0.0,1.2
Cristiano Felicio,C,3500,CHI,0.0,6.6
Quinn Cook,PG,3500,LAL,0.0,0.0
Wesley Matthews,SF,3500,LAL,9.2,9.9
Boban Marjanovic,C,3500,DAL,0.0,0.0
Damian Jones,C,3500,PHO,0.0,0.0
Drew Eubanks,C,3500,SAS,17.4,15.5
Tyler Johnson,PG,3500,BKN,0.0,0.0
Kent Bazemore,SF,3500,GSW,0.0,9.9
Georges Niang,PF,3500,UTA,0.0,1.5
Talen Horton-Tucker,SG,3500,LAL,0.0,15.2
Alfonzo McKinnie,SF,3500,LAL,0.0,0.0
Jalen McDaniels,PF,3500,CHA,0.0,15.0
Sekou Doumbouya,PF,3500,DET,10.1,8.0
Luka Samanic,PF,3500,SAS,0.0,0.0
Mfiondu Kabengele,SF,3500,LAC,0.0,0.0
Cody Martin,SG,3500,CHA,9.1,9.7
Langston Galloway,SG,3500,PHO,6.7,10.2
Carsen Edwards,PG,3500,BOS,0.0,0.0
Bruno Fernando,PF,3500,ATL,0.0,1.2
Terance Mann,SG,3500,LAC,0.0,4.6
Markieff Morris,PF,3500,LAL,13.9,7.8
KZ Okpala,SF,3500,MIA,0.0,0.0
Jarrell Brantley,SF,3500,UTA,0.0,0.0
Grant Williams,PF,3500,BOS,10.5,14.0
Tremont Waters,PG,3500,BOS,0.0,0.0
Daniel Gafford,PF,3500,CHI,15.0,19.1
Miye Oni,SG,3500,UTA,0.0,0.0
Jake Layman,SF,3500,MIN,9.7,22.7
Bryn Forbes,SG,3500,MIL,11.0,19.0
Adam Mokoka,SG,3500,CHI,0.0,9.7
