Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nathan MacKinnon,,,C,9000,COL,@DAL,0,L1,P1,2.66,21.5,21.0,21.0,3.2,4.6,4.6,16.0,22.3,22.3,10.7,33.9,18.6,2.1,0.0,0.0
Auston Matthews,,,C,8600,TOR,NYR,0,L2,P1,3.79,20.8,19.9,19.9,3.0,3.6,3.6,24.4,18.2,18.2,5.7,30.6,18.1,2.1,0.0,0.0
Steven Stamkos,,,W,8600,TB,MON,4,L2,P1,3.70,20.1,18.3,18.3,3.4,3.2,3.2,11.4,15.9,15.9,5.1,26.8,15.9,1.8,0.0,0.0
Evgeni Malkin,,,C,8500,PIT,NSH,0,L1,P1,3.11,20.4,19.1,19.1,3.2,3.4,3.4,15.7,18.5,18.5,6.2,30.8,15.4,1.8,0.0,0.0
Artemi Panarin,,,W,8300,NYR,@TOR,0,L2,P1,2.71,20.5,20.5,20.5,2.8,2.9,2.9,16.4,17.9,17.9,8.2,27.5,13.9,1.7,0.0,0.0
Nikita Kucherov,1,,W,8300,TB,MON,4,L1,P1,3.70,17.1,18.5,18.5,3.2,2.9,2.9,19.3,16.4,16.4,4.4,28.5,18.8,2.3,0.0,0.0
Alexander Ovechkin,,,W,8200,WAS,@CAR,0,L1,P1,2.90,21.5,20.8,20.8,6.6,4.8,4.8,18.7,18.4,18.4,4.9,31.9,17.0,2.1,0.0,0.0
Sidney Crosby,,,C,8000,PIT,NSH,42,,,3.11,19.0,20.5,20.5,3.4,2.7,2.7,12.0,14.3,14.3,3.3,25.3,0.0,0.0,0.0,0.0
Jake Guentzel,,,W,8000,PIT,NSH,0,L1,P1,3.11,20.7,20.8,20.8,2.6,3.1,3.1,15.1,16.1,16.1,5.5,26.7,15.1,1.9,0.0,0.0
Tyler Seguin,,,C,8000,DAL,COL,5,L1,P1,2.84,19.9,19.0,19.0,3.0,3.5,3.5,18.8,13.8,13.8,3.6,23.9,16.8,2.1,0.0,0.0
