Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Evgeni Malkin,C,8600,PIT,CGY,1,15.4,3.2
Artemi Panarin,W,8400,NYR,MIN,1,13.9,26.1
Nikita Kucherov,W,8200,TB,BUF,1,18.8,18.4
Jack Eichel,C,8000,BUF,TB,1,17.5,16.0
Claude Giroux,W,7900,PHI,VAN,2,13.3,4.8
Tyler Seguin,C,7900,DAL,VGK,1,16.8,24.5
Anze Kopitar,C,7700,LA,SJ,1,13.1,28.0
Jake Guentzel,W,7600,PIT,CGY,1,15.1,23.2
Evander Kane,W,7500,SJ,LA,1,13.1,8.0
Elias Pettersson,C,7400,VAN,PHI,1,14.6,3.2
Filip Forsberg,W,7400,NSH,STL,1,14.6,14.4
Mark Stone,W,7300,VGK,DAL,2,14.5,20.8
Brayden Point,C,7300,TB,BUF,1,14.8,6.4
Brock Boeser,W,7300,VAN,PHI,1,14.5,3.2
Jeff Skinner,W,7100,BUF,TB,2,13.3,6.4
Brent Burns,D,7100,SJ,LA,22,14.9,1.6
Johnny Gaudreau,W,7100,CGY,PIT,1,16.3,18.1
Logan Couture,C,7100,SJ,LA,1,13.9,11.2
Ryan O'Reilly,C,7100,STL,NSH,2,13.1,12.8
Cam Atkinson,W,7000,CLS,OTT,1,13.1,1.6
Sean Couturier,C,6900,PHI,VAN,1,14.9,23.2
Matt Duchene,C,6900,NSH,STL,2,12.0,3.2
Jamie Benn,W,6800,DAL,VGK,1,13.0,6.4
Erik Karlsson,D,6700,SJ,LA,31,14.6,29.6
Sean Monahan,C,6700,CGY,PIT,1,14.7,15.7
Alexander Radulov,W,6700,DAL,VGK,2,14.2,42.6
Mathew Barzal,C,6700,NYI,ANH,1,13.0,0.0
Jonathan Audy-Marchessault,W,6700,VGK,DAL,2,13.5,6.4
Max Pacioretty,W,6600,VGK,DAL,1,12.0,14.4
David Perron,W,6600,STL,NSH,2,10.0,16.8
William Karlsson,C,6600,VGK,DAL,1,11.8,6.4
Jakob Silfverberg,W,6600,ANH,NYI,2,10.9,3.2
Travis Konecny,W,6500,PHI,VAN,2,11.1,0.0
Victor Hedman,D,6400,TB,BUF,43,13.2,6.4
Kris Letang,D,6400,PIT,CGY,44,13.3,9.6
Joe Pavelski,C,6400,DAL,VGK,2,12.3,3.2
Drew Doughty,D,6400,LA,SJ,46,11.5,4.8
Brady Tkachuk,W,6400,OTT,CLS,2,13.0,6.4
Roman Josi,D,6300,NSH,STL,48,13.8,8.0
Victor Olofsson,W,6200,BUF,TB,3,8.7,12.8
Bo Horvat,C,6100,VAN,PHI,2,13.0,12.8
Brayden Schenn,C,6100,STL,NSH,1,11.5,15.2
Matthew Tkachuk,W,6100,CGY,PIT,2,14.1,11.7
Ryan Getzlaf,C,6000,ANH,NYI,1,11.5,28.0
Eric Staal,C,6000,MIN,NYR,1,11.4,0.0
Elias Lindholm,W,6000,CGY,PIT,1,12.2,1.6
Zachary Werenski,D,6000,CLS,OTT,56,10.9,12.8
Rickard Rakell,W,6000,ANH,NYI,1,13.4,6.4
Alex Pietrangelo,D,6000,STL,NSH,58,12.2,6.4
Jean-Gabriel Pageau,C,5900,OTT,CLS,1,9.0,11.2
Derick Brassard,W,5900,NYI,ANH,2,7.2,4.8
Zach Parise,W,5900,MIN,NYR,2,13.0,18.4
Jakub Voracek,W,5900,PHI,VAN,1,12.8,28.0
Brock Nelson,C,5900,NYI,ANH,2,9.8,3.2
Patric Hornqvist,W,5800,PIT,CGY,3,10.5,6.4
Pierre-Luc Dubois,C,5700,CLS,OTT,3,11.4,1.6
Timo Meier,W,5600,SJ,LA,2,14.9,33.6
Anthony Beauvillier,W,5600,NYI,ANH,2,9.1,1.6
Mark Giordano,D,5600,CGY,PIT,69,13.1,16.0
Adam Henrique,C,5600,ANH,NYI,2,9.2,1.6
Dustin Brown,W,5600,LA,SJ,1,10.0,18.4
Gustav Nyquist,W,5500,CLS,OTT,2,10.8,1.6
Ondrej Palat,W,5500,TB,BUF,1,9.0,33.7
Ryan Johansen,C,5500,NSH,STL,1,10.5,20.0
Ryan Strome,C,5500,NYR,MIN,1,7.8,9.6
Jason Zucker,W,5500,MIN,NYR,1,11.5,11.2
Chris Kreider,W,5500,NYR,MIN,2,11.3,20.5
Thomas Chabot,D,5500,OTT,CLS,78,13.3,4.8
Miro Heiskanen,D,5500,DAL,VGK,79,10.7,6.4
Pavel Buchnevich,W,5500,NYR,MIN,2,10.3,4.8
Sam Reinhart,W,5500,BUF,TB,1,11.9,13.6
Jaden Schwartz,W,5400,STL,NSH,1,11.6,9.6
Mats Zuccarello,W,5400,MIN,NYR,1,11.5,4.8
Alexander Edler,D,5400,VAN,PHI,84,12.2,9.6
Kaapo Kakko,W,5400,NYR,MIN,3,12.5,3.2
Reilly Smith,W,5400,VGK,DAL,1,11.3,4.8
Seth Jones,D,5400,CLS,OTT,87,12.9,8.0
Josh Bailey,W,5400,NYI,ANH,3,9.6,3.2
Anders Lee,W,5400,NYI,ANH,1,11.3,6.4
Jeff Carter,W,5300,LA,SJ,2,11.2,6.4
Jordan Eberle,W,5300,NYI,ANH,1,9.5,4.8
J.T. Miller,W,5300,VAN,PHI,2,9.7,15.2
Ivan Provorov,D,5200,PHI,VAN,94,10.3,4.8
Kevin Hayes,C,5200,PHI,VAN,3,10.9,1.6
Kevin Shattenkirk,D,5200,TB,BUF,96,8.4,10.1
Oliver Bjorkstrand,W,5200,CLS,OTT,2,9.6,18.4
Anthony Duclair,W,5100,OTT,CLS,2,8.7,4.8
Rasmus Dahlin,D,5100,BUF,TB,99,11.1,0.0
Mikael Granlund,W,5000,NSH,STL,2,11.6,8.0
Bryan Rust,W,5000,PIT,CGY,1,9.0,9.6
Alex Galchenyuk,W,5000,PIT,CGY,2,11.1,22.1
Mikko Koivu,C,4900,MIN,NYR,2,8.5,1.6
Cam Fowler,D,4900,ANH,NYI,106,8.7,26.4
Ryan Ellis,D,4800,NSH,STL,107,11.4,6.4
Tyler Toffoli,W,4800,LA,SJ,2,10.4,3.2
Alex Killorn,W,4800,TB,BUF,3,8.1,3.2
Nick Foligno,W,4800,CLS,OTT,1,9.1,4.8
Ryan Suter,D,4800,MIN,NYR,111,9.3,3.2
Rasmus Ristolainen,D,4800,BUF,TB,112,11.5,1.6
Kevin Labanc,W,4700,SJ,LA,1,9.8,19.2
Tyler Johnson,W,4700,TB,BUF,2,9.7,1.6
Jared Spurgeon,D,4700,MIN,NYR,115,10.4,19.2
Anthony Cirelli,C,4700,TB,BUF,3,8.5,13.2
Shayne Gostisbehere,D,4600,PHI,VAN,118,11.9,0.0
Nate Schmidt,D,4600,VGK,DAL,119,9.6,1.6
Filip Chytil,C,4600,NYR,MIN,2,7.9,4.8
Quinn Hughes,D,4600,VAN,PHI,122,7.2,1.6
Tanner Pearson,W,4600,VAN,PHI,1,8.5,0.0
Connor Brown,W,4600,OTT,CLS,1,6.7,1.6
Ryan Pulock,D,4500,NYI,ANH,127,11.3,6.4
Paul Stastny,C,4500,VGK,DAL,3,10.3,28.0
Jared McCann,C,4500,PIT,CGY,2,9.8,36.5
Boone Jenner,C,4500,CLS,OTT,2,10.4,8.0
Alex Iafallo,W,4400,LA,SJ,1,8.0,24.0
Mikael Backlund,C,4400,CGY,PIT,2,10.1,6.4
Oskar Lindblom,W,4400,PHI,VAN,1,9.7,6.4
Sam Steel,C,4400,ANH,NYI,3,8.0,1.6
Kevin Fiala,W,4300,MIN,NYR,2,10.1,8.0
Conor Sheary,W,4300,BUF,TB,2,7.9,1.6
Hampus Lindholm,D,4300,ANH,NYI,140,9.5,6.4
Colin White,W,4300,OTT,CLS,3,9.7,3.2
