Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Karl-Anthony Towns,C,MIN,@ PHI,9th,107.50,11800,30.7,80.1,68.2,5.0,2.01,72.18,23.59,14.10,22.77,30.7,20.3,34.0,34.75,51.88,51.88,100,,79,4.4,Y,23,27.70,2.3
Giannis Antetokounmpo,SF,MIL,@ BOS,15th,113.75,11600,37.4,82.4,58.5,9.0,1.87,67.21,13.65,12.88,12.32,33.1,17.7,31.3,32.50,56.67,56.67,100,,78,4.9,Y,35,52.30,4.5
Joel Embiid,C,PHI,vs MIN,29th,114.50,11200,35.9,70.9,54.1,4.0,1.93,69.56,0.45,10.00,0.4,34.2,16.5,28.0,32.00,50.88,50.88,100,,0,4.5,Y,20,33.00,2.9
James Harden,SG,HOU,@ WAS,26th,121.00,11000,47.4,75.8,46.6,8.7,1.28,46.17,7.52,8.10,7.52,37.2,21.0,36.3,36.00,59.55,59.55,100,,83,5.4,Y,37,75.10,6.8
Russell Westbrook,PG,HOU,@ WAS,23rd,121.00,10600,46.2,66.4,55.0,9.7,1.62,58.27,7.33,5.77,7.08,28.2,16.7,34.0,34.75,54.90,54.90,100,,90,5.2,Y,35,52.00,4.9
Kawhi Leonard,SF,LAC,@ UTA,13th,104.75,10300,0,17.9,52.1,7.5,1.81,65.18,7.09,8.93,0,37.8,19.3,28.8,0.00,0.00,0.00,100,,83,0,,,,
Kyrie Irving,PG,BKN,vs IND,20th,112.00,10200,22.8,69.8,59.0,6.3,1.72,61.83,9.69,13.44,8.82,35.6,26.3,34.3,32.75,42.96,42.96,100,,77,4.2,Y,31,50.40,4.9
Andre Drummond,C,DET,@ TOR,12th,102.50,10000,20,84.7,51.3,1.5,1.45,52.34,12.17,18.47,12,25.6,13.8,35.3,35.50,47.72,47.72,100,,64,4.8,Y,35,49.90,5
Damian Lillard,PG,POR,@ OKC,18th,111.25,9900,37,53.4,50.2,6.3,1.35,48.49,6.15,4.68,6.15,31.5,22.3,37.3,36.00,44.04,44.04,100,,91,4.4,Y,38,55.90,5.6
Paul George,SF,LAC,@ UTA,13th,104.75,9600,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Stephen Curry,PG,GSW,vs PHX,6th,117.75,9600,29.3,65.9,40.3,6.7,1.33,47.87,11.62,10.45,11.06,30.9,18.3,30.3,34.25,44.97,44.97,100,,74,4.7,Y,21,29.00,3
Ben Simmons,PG,PHI,vs MIN,4th,114.50,9500,32.4,58,41.0,8.3,1.14,41.03,8.68,7.33,8.56,22.2,13.3,36.0,35.50,43.38,43.38,100,,82,4.6,Y,33,39.10,4.1
Bradley Beal,SG,WAS,vs HOU,29th,113.00,9500,32.3,57.7,42.0,7.7,1.20,43.17,8.22,7.27,8.28,34.0,24.0,35.0,36.25,43.18,43.18,100,,83,4.5,Y,40,69.20,7.3
Blake Griffin,PF,DET,@ TOR,29th,102.50,8900,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Rudy Gobert,C,UTA,vs LAC,21st,111.75,8900,25.9,60.3,26.6,1.5,0.81,29.24,8.32,9.81,7.34,15.0,5.3,32.8,31.75,40.65,40.65,100,,63,4.6,Y,33,29.40,3.3
Kevin Love,PF,CLE,vs CHI,21st,107.75,8600,27.9,55.9,41.1,4.7,1.21,43.55,9.31,8.01,8.73,19.2,9.7,34.0,33.75,39.87,39.87,100,,81,4.6,Y,31,50.00,5.8
Pascal Siakam,SF,TOR,vs DET,25th,111.50,8600,18.1,59.3,42.6,3.5,1.23,44.40,8.75,11.77,8.51,31.4,19.8,34.5,35.00,35.80,35.80,100,,72,4.2,Y,30,47.50,5.5
Nikola Vucevic,C,ORL,vs NYK,17th,109.25,8500,32.9,57.7,31.8,2.0,1.06,38.16,4.00,7.08,3.5,25.6,16.0,30.0,31.50,43.52,43.52,100,,78,5.1,Y,34,47.60,5.6
Devin Booker,SG,PHX,@ GSW,5th,112.75,8500,30.9,54.8,36.4,6.3,1.04,37.47,6.06,6.82,5.89,28.6,18.5,35.0,35.00,41.13,41.13,100,,81,4.8,Y,36,43.30,5.1
Kemba Walker,PG,BOS,vs MIL,15th,110.75,8400,18.4,71.8,35.5,2.7,1.07,38.38,18.40,15.28,17.76,27.0,19.0,33.3,34.75,41.27,41.27,100,,57,4.9,Y,38,45.20,5.4
Domantas Sabonis,PF,IND,@ BKN,17th,109.00,8400,29.2,58.2,35.3,1.7,0.98,35.30,7.11,8.28,6.76,23.9,15.3,36.0,34.25,41.59,41.59,100,,77,5,Y,36,44.60,5.3
D'Angelo Russell,SG,GSW,vs PHX,6th,117.75,8400,23.8,70.8,27.2,6.0,0.92,33.01,11.93,13.42,11.68,23.4,15.7,29.7,35.25,43.91,43.91,100,,51,5.2,Y,30,29.40,3.5
