Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Nikola Jokic,7,,C,11200,DEN,@PHO,2,110,31,32,99,107,-4%,22,18,17,34,34,35,60.4,57.4,46.0,68.9,34.5,52.0,4.6,39.7,61.0,5.4
Luka Doncic,10,,PG,11000,DAL,@SAS,1,113,36,25,103,107,-9%,13,21,21,36,36,35,58.1,53.4,37.1,69.7,36.0,53.6,4.9,36.5,61.3,5.6
Karl-Anthony Towns,,O,C,10800,MIN,ATL,8,110,27,27,103,106,-6%,17,16,16,36,33,33,50.6,50.6,48.6,52.6,0.0,0.0,0.0,,0.0,0.0
James Harden,13,,SG,10700,BKN,@CLE,1,115,30,23,99,104,2%,20,17,18,46,40,38,50.9,50.8,37.9,63.8,37.0,57.3,5.4,37,38.5,3.6
Kevin Durant,1,O,SF,10500,BKN,@CLE,1,115,31,28,99,104,-1%,23,22,20,43,38,36,58.3,52.0,41.1,62.8,0.0,0.0,0.0,,0.0,0.0
Joel Embiid,6,,C,10000,PHI,BOS,1,113,30,30,102,108,2%,14,16,16,28,30,31,48.3,49.8,32.1,67.4,33.0,48.1,4.8,30.2,53.7,5.4
Trae Young,12,,PG,9900,ATL,@MIN,1,116,34,21,104,110,3%,17,17,17,38,33,34,46.1,41.7,28.3,55.2,34.5,43.9,4.4,31,48.3,4.9
Nikola Vucevic,6,,C,9900,ORL,@IND,1,106,27,28,103,108,3%,22,21,19,40,35,33,49.4,45.9,36.4,55.4,35.5,47.1,4.8,41.2,44.4,4.5
Jayson Tatum,,O,PF,9600,BOS,@PHI,13,109,31,23,105,104,-5%,24,23,21,36,36,35,46.8,44.1,35.1,53.2,0.0,0.0,0.0,,0.0,0.0
Christian Wood,,O,PF,9500,HOU,@DET,1,106,26,23,101,111,-4%,17,18,18,32,33,34,44.6,44.0,34.6,53.5,0.0,0.0,0.0,,0.0,0.0
Kawhi Leonard,7,,SF,9500,LAC,OKC,1,117,30,27,103,108,10%,18,18,18,33,34,34,47.2,45.8,34.5,57.0,34.5,47.3,5.0,37.1,56.6,6.0
Zach LaVine,4,,SG,9300,CHI,@CHA,3,113,29,21,102,106,-5%,12,18,19,34,38,36,50.3,42.9,29.9,55.9,36.0,43.9,4.7,36.2,49.7,5.3
Domas Sabonis,19,,PF,9300,IND,ORL,1,111,25,21,102,108,1%,15,17,16,38,38,38,45.8,44.9,37.0,52.8,37.5,47.9,5.2,44.9,56.7,6.1
Clint Capela,9,,C,9200,ATL,@MIN,1,116,19,23,104,110,14%,17,14,11,39,34,29,49.8,38.9,21.9,55.9,33.5,42.9,4.7,30.1,68.8,7.5
Kyrie Irving,12,,PG,9200,BKN,@CLE,1,115,30,26,99,104,-12%,24,23,21,39,37,35,48.8,46.9,37.8,55.9,35.5,47.6,5.2,30.8,47.7,5.2
Julius Randle,13,,PF,8900,NYK,@SAC,0,108,28,20,103,118,14%,15,18,17,38,37,37,46.7,44.8,35.6,54.0,37.0,42.5,4.8,35.9,48.0,5.4
Bam Adebayo,11,,PF,8800,MIA,@TOR,1,109,24,24,103,107,6%,15,11,11,35,32,32,43.6,40.7,31.6,49.8,34.0,45.9,5.2,34,25.6,2.9
Paul George,11,,SG,8700,LAC,OKC,1,117,28,24,103,108,10%,13,15,16,33,35,34,42.1,41.7,31.6,51.7,35.5,43.5,5.0,34.7,42.9,4.9
Andre Drummond,9,,C,8600,CLE,BKN,1,109,31,21,105,108,9%,16,18,16,33,36,32,49.8,46.8,30.1,63.5,28.5,42.9,5.0,27.5,49.2,5.7
Jimmy Butler,,O,SF,8600,MIA,@TOR,7,109,26,22,103,107,7%,19,12,13,35,28,29,34.9,37.1,18.5,55.7,0.0,0.0,0.0,,0.0,0.0
Malcolm Brogdon,6,,PG,8500,IND,ORL,1,111,26,21,102,108,8%,21,19,18,36,35,38,39.3,41.5,32.2,50.8,36.0,40.7,4.8,37.4,31.6,3.7
Victor Oladipo,12,,SG,8500,HOU,@DET,1,106,40,18,101,111,1%,23,21,18,32,34,33,41.2,39.2,32.5,45.9,32.5,40.1,4.7,35.5,23.9,2.8
Kristaps Porzingis,8,,PF,8400,DAL,@SAS,1,113,26,23,103,107,-2%,15,17,17,32,30,30,37.0,37.0,27.3,46.6,33.0,41.1,4.9,33.4,41.1,4.9
Jerami Grant,10,,SF,8400,DET,HOU,1,109,26,22,104,107,-2%,21,20,19,37,36,37,45.5,41.5,31.1,52.0,35.5,39.2,4.7,34.5,38.1,4.5
D'Angelo Russell,5,,SG,8400,MIN,ATL,1,110,31,18,103,106,-7%,20,21,19,32,34,32,41.2,38.3,28.4,48.1,32.5,40.6,4.8,20.6,15.4,1.8
Shai Gilgeous-Alexander,8,,SG,8200,OKC,@LAC,2,104,26,21,100,108,1%,15,14,15,35,34,33,38.4,38.0,25.4,50.7,32.0,36.0,4.4,38.6,48.6,5.9
