Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ben Bishop,,,G,8900,DAL,STL,2,59%,2.28,52.6,55.3,55.3,0.926,0.926,20.3,18.7,18.7,4.7,32.7,21.2,2.4,21.6,2.4
Andrei Vasilevskii,,,G,8800,TB,@WAS,1,47%,3.33,58.8,59.5,59.5,0.908,0.908,17.9,17.9,17.9,4.6,31.1,16.4,1.9,8.8,1.0
Anders Nilsson,,,G,8600,OTT,@MIN,1,37%,3.09,54.1,55.4,55.4,0.927,0.927,18.4,21.0,21.0,5.9,36.1,17.0,2.0,-5.6,-0.7
Braden Holtby,,,G,8500,WAS,TB,1,53%,3.17,61.5,58.5,58.5,0.909,0.909,21.4,18.8,18.8,6.3,31.3,16.9,2.0,21.6,2.5
Darcy Kuemper,,,G,8300,ARI,@VGK,1,42%,2.96,62.8,60.8,60.8,0.932,0.932,26.4,22.5,22.5,8.6,36.4,17.0,2.0,25.6,3.1
Connor Hellebuyck,,,G,8300,WPG,@ANH,1,47%,2.82,50.0,56.3,56.3,0.932,0.932,24.3,22.6,22.6,7.8,37.3,18.5,2.2,39.2,4.7
Petr Mrazek,,,G,8300,CAR,NSH,1,55%,3.08,59.7,55.1,55.1,0.901,0.901,14.4,16.3,16.3,0.5,32.1,15.6,1.9,8.0,1.0
Tristan Jarry,,,G,8100,PIT,@CLS,1,53%,2.91,47.9,52.2,52.2,0.938,0.938,22.1,21.6,21.6,9.1,34.1,19.0,2.3,4.0,0.5
Martin Jones,,,G,8000,SJ,LA,1,60%,2.72,61.9,57.5,57.5,0.891,0.891,19.7,13.8,13.8,1.9,25.7,17.9,2.2,34.4,4.3
John Gibson,,,G,7800,ANH,WPG,1,53%,2.68,61.0,58.8,58.8,0.911,0.911,17.9,17.0,17.0,1.3,32.7,20.1,2.6,1.6,0.2
Joonas Korpisalo,,,G,7700,CLS,PIT,1,47%,3.09,60.1,58.2,58.2,0.901,0.901,21.8,15.8,15.8,4.1,27.5,15.2,2.0,27.2,3.5
Pavel Francouz,,,G,7600,COL,@CHI,1,48%,3.04,43.4,49.9,49.9,0.920,0.920,13.0,17.1,17.1,1.5,32.7,17.5,2.3,31.2,4.1
Alex Stalock,,,G,7600,MIN,OTT,2,63%,2.41,52.5,52.7,52.7,0.907,0.907,12.8,14.6,14.6,-0.5,29.8,20.3,2.7,30.4,4.0
Corey Crawford,,,G,7600,CHI,COL,2,52%,2.96,60.5,59.6,59.6,0.920,0.920,27.8,20.1,20.1,6.1,34.1,19.4,2.6,-5.6,-0.7
Malcolm Subban,,,G,7600,VGK,ARI,1,57%,2.54,59.7,54.6,54.6,0.888,0.888,9.9,9.0,9.0,-1.0,19.0,18.3,2.4,36.0,4.7
Jake Allen,,,G,7500,STL,@DAL,1,41%,2.72,61.1,60.9,60.9,0.904,0.904,16.8,16.7,16.7,7.0,26.4,15.6,2.1,32.8,4.4
Carter Hart,,,G,7400,PHI,DET,1,71%,2.36,55.2,53.2,53.2,0.900,0.900,11.5,13.0,13.0,-2.4,28.4,22.2,3.0,33.6,4.5
Linus Ullmark,,,G,7400,BUF,TOR,1,41%,3.54,59.4,60.0,60.0,0.914,0.914,16.2,18.8,18.8,2.4,35.2,15.1,2.0,16.0,2.2
Jon Quick,,,G,7400,LA,@SJ,1,40%,3.28,60.0,59.4,59.4,0.885,0.885,16.6,12.1,12.1,-1.7,25.9,14.4,1.9,-1.6,-0.2
Pekka Rinne,,,G,7400,NSH,@CAR,1,45%,3.42,43.1,54.6,54.6,0.889,0.889,0.5,14.7,14.7,-3.5,32.9,15.0,2.0,44.8,6.1
Michael Hutchinson,,,G,7000,TOR,@BUF,1,59%,2.96,49.2,51.9,51.9,0.879,0.879,6.4,6.9,6.9,3.6,10.3,19.3,2.8,4.0,0.6
Calvin Pickard,,,G,7000,DET,@PHI,n/a,28%,3.64,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,2.2,0.3,-0.8,-0.1
