Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Andrei Vasilevskii,,,G,8600,TB,@NYI,1,53%,2.92,60.6,60.0,60.0,0.910,0.910,20.8,19.9,19.9,4.1,35.7,18.7,2.2,0.8,0.1
Jordan Binnington,1,,G,8100,STL,CLS,1,61%,2.45,59.8,60.7,60.7,0.918,0.918,23.2,19.3,19.3,9.2,29.4,19.3,2.4,21.6,2.7
Jacob Markstrom,,,G,8000,VAN,@ANH,1,49%,3.02,61.9,60.8,60.8,0.915,0.915,21.4,19.7,19.7,6.1,33.3,17.4,2.2,13.6,1.7
Philipp Grubauer,,,G,8000,COL,DAL,1,56%,2.57,61.4,60.7,60.7,0.917,0.917,17.0,21.3,21.3,11.6,31.1,20.7,2.6,13.6,1.7
Braden Holtby,,,G,7900,WAS,BUF,2,64%,2.82,61.1,55.8,55.8,0.888,0.888,23.7,13.8,13.8,-0.1,27.6,19.6,2.5,31.2,3.9
John Gibson,1,,G,7900,ANH,VAN,2,51%,2.98,55.2,57.5,57.5,0.920,0.920,12.6,18.8,18.8,5.1,32.4,18.6,2.4,39.2,5.0
Thomas Greiss,,,G,7700,NYI,TB,4,47%,3.08,54.2,55.2,55.2,0.931,0.931,18.7,21.6,21.6,8.7,34.5,17.4,2.3,30.4,3.9
Carter Hart,,,G,7500,PHI,@NJ,2,48%,3.32,41.1,46.5,46.5,0.864,0.864,-2.2,7.3,7.3,-11.2,25.8,15.6,2.1,18.4,2.5
Anton Khudobin,1,,G,7500,DAL,@COL,2,43%,2.93,55.1,55.1,55.1,0.901,0.901,12.6,12.6,12.6,5.2,20.1,16.4,2.2,38.4,5.1
Petr Mrazek,2,,G,7500,CAR,DET,2,71%,2.39,53.7,50.7,50.7,0.917,0.917,23.5,18.8,18.8,-0.5,38.2,20.3,2.7,23.2,3.1
Linus Ullmark,,,G,7500,BUF,@WAS,3,36%,3.68,61.0,61.0,61.0,0.932,0.932,26.7,26.7,26.7,8.1,45.4,13.9,1.9,-1.6,-0.2
Connor Hellebuyck,,,G,7400,WPG,@SJ,2,41%,3.52,54.5,57.0,57.0,0.924,0.924,19.5,20.5,20.5,4.2,36.7,15.0,2.0,44.8,6.1
Martin Jones,,,G,7300,SJ,WPG,2,59%,2.98,51.9,53.8,53.8,0.890,0.890,5.9,10.4,10.4,-2.1,22.9,16.7,2.3,0.8,0.1
Jimmy Howard,,,G,7300,DET,@CAR,2,28%,3.61,58.9,58.7,58.7,0.910,0.910,14.7,16.2,16.2,5.1,27.3,12.9,1.8,-7.2,-1.0
Elvis Merzlikins,,,G,7100,CLS,@STL,1,39%,3.05,51.8,51.8,51.8,0.891,0.891,8.5,8.5,8.5,-0.4,17.5,14.9,2.1,2.4,0.3
MacKenzie Blackwood,,,G,7100,NJ,PHI,1,52%,3.18,60.7,54.3,54.3,0.871,0.871,11.8,9.5,9.5,-9.9,28.9,17.1,2.4,10.4,1.5
