Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Nikola Jokic,17,,C,10500,DEN,MIN,1,119,29,30,105,113,17%,13,13,14,31,35,36,52.2,55.3,43.5,67.2,34.0,55.2,5.3,36.6,70.0,6.7
Karl-Anthony Towns,,O,C,10200,MIN,@DEN,1,108,28,26,101,114,-12%,15,15,15,30,30,30,49.3,49.3,47.3,51.3,0.0,0.0,0.0,,0.0,0.0
LeBron James,6,Q,SF,10200,LAL,@MEM,1,114,33,25,104,109,20%,19,19,18,34,33,32,49.0,45.8,36.4,55.3,33.5,47.3,4.6,34.1,49.7,4.9
Kawhi Leonard,13,,SF,10100,LAC,SAS,1,119,32,23,105,110,23%,20,19,19,36,34,34,46.6,46.6,33.7,59.5,34.5,53.0,5.2,37.2,57.6,5.7
Anthony Davis,7,,PF,10000,LAL,@MEM,1,114,27,23,104,109,-1%,21,17,17,34,33,33,44.9,41.7,29.5,53.9,33.0,46.4,4.6,34.4,58.0,5.8
Kevin Durant,,O,SF,9800,BKN,UTA,1,111,30,27,102,105,21%,18,18,18,38,36,34,46.9,46.3,38.9,53.8,0.0,0.0,0.0,,0.0,0.0
Kyrie Irving,12,,PG,9700,BKN,UTA,1,111,31,26,102,105,-18%,21,21,20,36,35,34,47.3,45.4,35.2,55.5,35.0,47.8,4.9,29.6,50.7,5.2
Damian Lillard,9,,PG,9200,POR,CHI,1,121,31,21,110,111,18%,23,21,19,37,36,36,42.5,40.3,30.7,49.8,36.0,46.5,5.1,36.7,43.5,4.7
C.J. McCollum,14,,SG,8900,POR,CHI,1,121,29,27,110,111,8%,22,23,22,36,36,36,48.9,46.6,36.3,56.9,36.0,40.1,4.5,35.9,42.0,4.7
Paul George,8,O,SG,8800,LAC,SAS,1,119,32,25,105,110,23%,23,17,17,38,31,33,42.4,42.0,29.5,54.5,0.0,0.0,0.0,0,0.0,0.0
Ja Morant,,O,PG,8500,MEM,LAL,1,105,38,32,103,103,-10%,14,18,18,23,27,27,40.3,40.3,11.2,69.4,0.0,0.0,0.0,,0.0,0.0
DeMar DeRozan,6,,SG,8400,SAS,@LAC,1,109,25,24,99,110,-5%,17,15,15,32,33,34,40.2,43.0,32.4,53.6,35.0,39.8,4.7,28.5,22.0,2.6
Rudy Gobert,8,,C,8200,UTA,@BKN,1,115,19,23,106,105,4%,9,9,9,26,30,30,39.2,40.1,35.0,45.2,32.5,41.0,5.0,27.2,33.7,4.1
Zach LaVine,10,,SG,8100,CHI,@POR,1,112,31,18,104,114,-2%,21,19,18,33,35,33,44.7,38.4,23.8,53.0,35.5,41.5,5.1,42.6,38.3,4.7
Jamal Murray,15,,PG,7900,DEN,MIN,1,119,26,20,105,113,0%,21,17,17,38,36,36,36.2,36.2,23.6,48.9,35.0,38.4,4.9,31.8,16.7,2.1
Donovan Mitchell,5,,SG,7800,UTA,@BKN,1,115,31,13,106,105,-2%,16,20,19,32,34,34,33.2,33.0,26.2,39.9,35.0,37.2,4.8,29.9,38.8,5.0
D'Angelo Russell,6,,SG,7400,MIN,@DEN,1,108,29,13,101,114,-6%,16,16,16,28,28,29,28.0,28.5,16.4,40.6,31.5,35.1,4.7,37.4,55.1,7.4
Mike Conley,11,,PG,7000,UTA,@BKN,1,115,26,21,106,105,-5%,16,14,15,30,32,32,36.1,33.9,21.7,46.0,33.0,33.1,4.7,26.9,20.1,2.9
Dejounte Murray,6,,PG,7000,SAS,@LAC,1,109,26,15,99,110,1%,13,14,14,28,30,30,31.4,33.6,23.2,44.1,31.0,33.7,4.8,36.7,38.5,5.5
Jonas Valanciunas,1,,C,6800,MEM,LAL,1,105,21,19,103,103,-9%,12,10,10,26,29,29,33.4,34.3,27.6,40.9,27.0,32.8,4.8,25.7,31.2,4.6
Michael Porter,,O,SF,6700,DEN,MIN,1,119,21,27,105,113,-5%,15,13,13,32,29,29,37.2,37.2,24.5,49.9,0.0,0.0,0.0,,0.0,0.0
Keldon Johnson,7,,SF,6500,SAS,@LAC,1,109,22,18,99,110,-5%,14,12,12,31,29,30,32.5,32.7,21.2,44.1,32.5,30.9,4.8,30.3,31.2,4.8
Lauri Markkanen,,O,PF,6400,CHI,@POR,1,112,22,20,104,114,-20%,11,11,11,24,27,27,27.7,27.7,16.3,39.1,0.0,0.0,0.0,,0.0,0.0
Kyle Anderson,6,,SF,6300,MEM,LAL,1,105,25,14,103,103,6%,17,15,14,31,33,32,34.8,32.3,20.1,44.5,30.5,31.2,5.0,29,21.0,3.3
Coby White,16,,PG,6200,CHI,@POR,1,112,23,10,104,114,17%,14,15,14,31,35,33,30.0,27.1,19.3,34.9,35.0,32.0,5.2,38.6,38.5,6.2
LaMarcus Aldridge,1,Q,PF,6200,SAS,@LAC,1,109,23,10,99,110,-22%,11,13,13,25,26,26,22.9,22.9,15.4,30.4,27.5,27.8,4.5,25.2,26.2,4.2
Dillon Brooks,3,,SG,6100,MEM,LAL,1,105,29,12,103,103,6%,16,18,18,29,30,31,30.8,31.3,24.2,38.3,30.5,29.1,4.8,29.2,28.0,4.6
Caris LeVert,11,,SG,6100,BKN,UTA,1,111,29,14,102,105,12%,12,15,15,26,28,26,31.9,30.9,13.8,48.1,30.0,34.5,5.7,21.4,36.7,6.0
Jusuf Nurkic,6,,C,6000,POR,CHI,1,121,20,13,110,111,2%,9,8,8,21,25,24,25.9,25.3,17.3,33.3,25.0,30.9,5.2,28,36.2,6.0
Derrick White,,O,PG,6000,SAS,@LAC,1,109,,,99,110,1%,9,9,9,23,23,23,15.7,15.7,15.7,15.7,0.0,0.0,0.0,,0.0,0.0
Jarrett Allen,3,,C,5800,BKN,UTA,1,111,15,23,102,105,-12%,5,5,4,23,24,23,27.0,28.0,19.7,36.3,27.0,29.3,5.1,31.9,57.1,9.8
Tyus Jones,6,,PG,5700,MEM,LAL,1,105,16,11,103,103,-10%,9,8,8,30,27,25,22.4,19.9,10.2,29.7,30.5,26.4,4.6,32.2,28.0,4.9
Dennis Schroder,7,,SG,5700,LAL,@MEM,1,114,25,15,104,109,-6%,14,14,14,32,32,30,26.9,28.5,21.3,35.6,32.5,29.9,5.2,36.1,19.4,3.4
Malik Beasley,8,,SG,5600,MIN,@DEN,1,108,23,18,101,114,-6%,15,14,15,32,31,30,28.3,29.1,18.4,39.7,32.5,28.5,5.1,37.6,27.2,4.9
Will Barton,18,,SF,5400,DEN,MIN,1,119,20,11,105,113,28%,9,10,11,29,26,27,21.4,23.4,15.4,31.3,30.5,29.2,5.4,35.9,36.9,6.8
Jordan Clarkson,2,,SG,5300,UTA,@BKN,1,115,27,22,106,105,-2%,10,12,12,22,23,23,25.1,25.4,22.8,28.0,23.5,23.2,4.4,19.9,16.4,3.1
Montrezl Harrell,4,,C,5300,LAL,@MEM,1,114,19,22,104,109,-1%,9,7,8,22,23,25,21.9,25.7,17.7,33.6,25.0,26.2,4.9,20.1,20.9,3.9
Bojan Bogdanovic,10,,PF,5300,UTA,@BKN,1,115,20,10,106,105,12%,13,13,13,30,32,32,20.9,21.1,8.5,33.7,33.0,25.3,4.8,26.7,9.1,1.7
Otto Porter,8,,SF,5300,CHI,@POR,1,112,21,20,104,114,9%,11,10,10,25,26,25,29.2,27.2,13.8,40.6,29.5,30.2,5.7,28.2,36.1,6.8
Enes Kanter,6,,C,5200,POR,CHI,1,121,18,27,110,111,2%,7,7,7,18,20,21,24.6,24.4,12.0,36.9,21.5,24.7,4.8,15.6,16.0,3.1
Brandon Clarke,4,,PF,5100,MEM,LAL,1,105,19,11,103,103,1%,11,11,10,30,27,27,22.2,21.1,12.9,29.3,28.5,26.1,5.1,28.5,29.1,5.7
Robert Covington,11,,PF,5000,POR,CHI,1,121,10,7,110,111,1%,6,6,6,32,33,31,22.4,20.9,14.0,27.8,31.5,26.0,5.2,36.5,28.7,5.7
Wendell Carter,10,,C,4900,CHI,@POR,1,112,18,14,104,114,8%,8,9,8,24,27,27,27.7,25.1,16.6,33.6,26.5,26.4,5.4,25.2,29.1,5.9
Naz Reid,2,,PF,4800,MIN,@DEN,1,108,20,18,101,114,-5%,10,9,9,24,23,22,22.5,22.8,16.0,29.7,24.0,25.2,5.2,10.2,0.0,0.0
Rudy Gay,2,,SF,4800,SAS,@LAC,1,109,23,13,99,110,-16%,13,12,12,24,26,25,24.9,25.4,15.4,35.4,25.0,23.9,5.0,24.7,24.9,5.2
Joe Ingles,1,,SF,4700,UTA,@BKN,1,115,16,14,106,105,12%,8,7,8,27,26,27,18.0,20.9,10.5,31.3,28.0,22.3,4.7,22.7,11.6,2.5
Justise Winslow,,O,SF,4700,MEM,LAL,1,105,,,103,103,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jarrett Culver,4,,SF,4600,MIN,@DEN,1,108,19,11,101,114,-6%,9,9,9,25,25,24,18.7,19.8,9.4,30.1,28.0,22.1,4.8,22.2,10.7,2.3
Joe Harris,10,,SF,4600,BKN,UTA,1,111,16,15,102,105,21%,11,11,10,28,32,30,26.3,23.5,14.8,32.1,28.0,21.5,4.7,23.1,12.5,2.7
Monte Morris,7,,PG,4500,DEN,MIN,1,119,17,16,105,113,28%,9,9,9,29,30,28,25.8,22.1,10.1,34.0,28.0,24.1,5.4,25,17.2,3.8
Royce O'Neale,7,,PF,4500,UTA,@BKN,1,115,9,9,106,105,12%,6,5,5,31,33,32,21.8,20.1,12.6,27.6,33.0,21.8,4.8,25.3,15.0,3.3
Serge Ibaka,8,,C,4500,LAC,SAS,1,119,22,20,105,110,14%,9,10,10,29,25,24,27.0,26.0,19.4,32.5,24.0,26.5,5.9,25.3,18.5,4.1
Ricky Rubio,1,,PG,4500,MIN,@DEN,1,108,17,13,101,114,14%,6,7,7,22,23,23,19.7,18.7,13.5,23.8,22.0,20.8,4.6,21.4,9.8,2.2
Lonnie Walker,2,,SG,4400,SAS,@LAC,1,109,19,11,99,110,-5%,10,12,12,23,28,29,18.8,20.9,14.8,26.9,29.5,20.8,4.7,30.1,19.7,4.5
Paul Millsap,3,,PF,4400,DEN,MIN,1,119,17,15,105,113,-8%,8,7,8,22,24,26,16.8,18.6,11.4,25.9,25.5,22.9,5.2,15.5,13.1,3.0
John Konchar,,O,SG,4400,MEM,LAL,1,105,13,18,103,103,2%,5,5,5,22,20,20,20.7,20.7,12.7,28.8,0.0,0.0,0.0,0,0.0,0.0
Anthony Edwards,5,,SF,4400,MIN,@DEN,1,108,24,13,101,114,-6%,10,13,13,25,25,25,20.2,21.0,14.6,27.4,25.0,22.1,5.0,25.6,17.1,3.9
Nicolas Batum,8,,PF,4400,LAC,SAS,1,119,12,15,105,110,23%,7,6,6,33,27,29,19.2,22.1,14.9,29.4,32.5,25.8,5.9,35.8,40.3,9.2
