Player Name,Pos,Salary,Team,Proj FP,Actual FP
Nikola Jokic,C,10500,DEN,55.2,70.0
LeBron James,SF,10200,LAL,47.3,49.7
Kawhi Leonard,SF,10100,LAC,53.0,57.6
Anthony Davis,PF,10000,LAL,46.4,58.0
Kyrie Irving,PG,9700,BKN,47.8,50.7
Damian Lillard,PG,9200,POR,46.5,43.5
C.J. McCollum,SG,8900,POR,40.1,42.0
DeMar DeRozan,SG,8400,SAS,39.8,22.0
Rudy Gobert,C,8200,UTA,41.0,33.7
Zach LaVine,SG,8100,CHI,41.5,38.3
Jamal Murray,PG,7900,DEN,38.4,16.7
Donovan Mitchell,SG,7800,UTA,37.2,38.8
D'Angelo Russell,SG,7400,MIN,35.1,55.1
Mike Conley,PG,7000,UTA,33.1,20.1
Dejounte Murray,PG,7000,SAS,33.7,38.5
Jonas Valanciunas,C,6800,MEM,32.8,31.2
Keldon Johnson,SF,6500,SAS,30.9,31.2
Kyle Anderson,SF,6300,MEM,31.2,21.0
Coby White,PG,6200,CHI,32.0,38.5
LaMarcus Aldridge,PF,6200,SAS,27.8,26.2
Dillon Brooks,SG,6100,MEM,29.1,28.0
Caris LeVert,SG,6100,BKN,34.5,36.7
Jusuf Nurkic,C,6000,POR,30.9,36.2
Jarrett Allen,C,5800,BKN,29.3,57.1
Tyus Jones,PG,5700,MEM,26.4,28.0
Dennis Schroder,SG,5700,LAL,29.9,19.4
Malik Beasley,SG,5600,MIN,28.5,27.2
Will Barton,SF,5400,DEN,29.2,36.9
Jordan Clarkson,SG,5300,UTA,23.2,16.4
Montrezl Harrell,C,5300,LAL,26.2,20.9
Bojan Bogdanovic,PF,5300,UTA,25.3,9.1
Otto Porter,SF,5300,CHI,30.2,36.1
Enes Kanter,C,5200,POR,24.7,16.0
Brandon Clarke,PF,5100,MEM,26.1,29.1
Robert Covington,PF,5000,POR,26.0,28.7
Wendell Carter,C,4900,CHI,26.4,29.1
Naz Reid,PF,4800,MIN,25.2,0.0
Rudy Gay,SF,4800,SAS,23.9,24.9
Joe Ingles,SF,4700,UTA,22.3,11.6
Jarrett Culver,SF,4600,MIN,22.1,10.7
Joe Harris,SF,4600,BKN,21.5,12.5
Monte Morris,PG,4500,DEN,24.1,17.2
Royce O'Neale,PF,4500,UTA,21.8,15.0
Serge Ibaka,C,4500,LAC,26.5,18.5
Ricky Rubio,PG,4500,MIN,20.8,9.8
Lonnie Walker,SG,4400,SAS,20.8,19.7
Paul Millsap,PF,4400,DEN,22.9,13.1
Anthony Edwards,SF,4400,MIN,22.1,17.1
Nicolas Batum,PF,4400,LAC,25.8,40.3
Patrick Williams,SF,4300,CHI,19.3,17.1
Jakob Poeltl,C,4300,SAS,20.1,17.7
Gorgui Dieng,C,4200,MEM,22.2,23.3
Carmelo Anthony,SF,4200,POR,19.6,17.8
Jarred Vanderbilt,SF,4100,MIN,0.0,35.0
Timothe Luwawu,SG,4100,BKN,13.0,15.1
Thaddeus Young,PF,4100,CHI,23.0,22.6
Kyle Kuzma,PF,4100,LAL,23.1,12.4
Louis Williams,PG,4000,LAC,24.9,22.4
Derrick Favors,C,4000,UTA,16.7,9.8
Marc Gasol,C,4000,LAL,18.6,18.8
Luke Kennard,SG,3900,LAC,22.1,19.2
DeAndre Jordan,C,3900,BKN,18.5,13.3
Ivica Zubac,C,3900,LAC,24.0,12.6
Patrick Mills,PG,3900,SAS,16.5,31.7
JaMychal Green,PF,3900,DEN,17.1,24.7
Gary Trent,SG,3800,POR,17.6,13.2
De'Anthony Melton,PG,3800,MEM,16.4,18.9
Reggie Jackson,SG,3800,LAC,14.9,8.7
Facundo Campazzo,PG,3800,DEN,12.6,15.2
Desmond Bane,SG,3800,MEM,14.9,13.1
Patrick Beverley,PG,3800,LAC,20.1,46.6
Gary Harris,SG,3800,DEN,20.2,20.1
Taurean Waller-Prince,SF,3700,BKN,18.4,14.0
Ed Davis,C,3700,MIN,21.8,11.2
Devin Vassell,SG,3600,SAS,12.3,17.4
Wesley Matthews,SF,3600,LAL,13.6,12.1
Isaiah Hartenstein,PF,3600,DEN,0.0,0.0
Bol Bol,C,3600,DEN,0.0,0.0
Chris Chiozza,PG,3600,BKN,0.0,2.7
Bruce Brown,SG,3600,BKN,15.7,19.7
Derrick Jones Jr.,SF,3600,POR,21.3,21.1
Denzel Valentine,SF,3600,CHI,15.0,14.6
Vlatko Cancar,SF,3500,DEN,0.0,0.0
Keljin Blevins,PG,3500,POR,0.0,0.0
Devontae Cacok,PF,3500,LAL,0.0,0.0
Amir Coffey,PF,3500,LAC,0.0,0.0
