Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Auston Matthews,,,C,8700,TOR,@MON,1,L1,P1,3.25,21.2,20.5,20.5,4.2,4.3,4.3,25.2,22.2,22.2,14.6,29.8,16.0,1.8,16.0,1.8
David Pastrnak,,,W,8600,BOS,@NYR,4,L1,P1,3.06,19.8,19.8,19.8,5.5,5.5,5.5,31.0,31.0,31.0,11.6,50.4,15.2,1.8,6.4,0.7
Mitchell Marner,,,W,8100,TOR,@MON,1,L1,P1,3.25,22.5,21.8,21.8,3.2,2.5,2.5,22.3,19.9,19.9,8.5,31.3,12.6,1.6,3.2,0.4
Patrice Bergeron,,,C,8100,BOS,@NYR,4,L1,P1,3.06,19.0,18.6,18.6,2.6,3.8,3.8,22.4,20.8,20.8,5.5,36.1,12.4,1.5,11.2,1.4
Brad Marchand,,,W,7900,BOS,@NYR,4,L1,P1,3.06,20.3,19.9,19.9,3.2,2.9,2.9,17.6,19.1,19.1,9.2,28.9,12.7,1.6,15.2,1.9
Artemi Panarin,,,W,7700,NYR,BOS,1,L2,P1,2.44,20.5,21.3,21.3,3.6,3.0,3.0,22.8,17.8,17.8,6.3,29.3,13.3,1.7,3.2,0.4
John Tavares,,,C,7100,TOR,@MON,1,L2,P2,3.25,17.1,16.8,16.8,2.0,2.8,2.8,12.7,14.1,14.1,3.4,24.7,11.9,1.7,20.8,2.9
Brendan Gallagher,,,W,6900,MON,TOR,3,L1,P2,3.25,14.9,14.3,14.3,3.6,3.8,3.8,11.8,13.3,13.3,4.8,21.8,10.5,1.5,0.0,0.0
Tyler Toffoli,,,W,6700,MON,TOR,3,L3,P1,3.25,16.9,15.7,15.7,3.8,3.5,3.5,15.3,18.3,18.3,1.0,35.6,8.7,1.3,6.4,1.0
William Nylander,,,W,6400,TOR,@MON,1,L2,P2,3.25,15.3,15.1,15.1,2.2,1.8,1.8,13.9,12.5,12.5,1.4,23.6,10.4,1.6,3.2,0.5
Mika Zibanejad,,,C,6200,NYR,BOS,1,L1,P1,2.44,21.0,20.3,20.3,3.0,3.2,3.2,7.4,8.3,8.3,4.4,12.1,14.2,2.3,9.6,1.5
Jeff Petry,,,D,6100,MON,TOR,3,D2,P1,3.25,21.7,20.4,20.4,3.2,2.7,2.7,20.0,18.2,18.2,6.6,29.7,8.0,1.3,6.4,1.0
Nick Suzuki,,,C,6100,MON,TOR,3,L2,P1,3.25,19.3,17.3,17.3,1.0,1.8,1.8,11.0,13.1,13.1,6.9,19.2,8.2,1.3,4.8,0.8
Tomas Tatar,,,W,5800,MON,TOR,3,L1,P2,3.25,15.3,14.4,14.4,1.8,1.6,1.6,5.4,9.2,9.2,0.6,17.8,9.5,1.6,21.6,3.7
David Krejci,,,C,5800,BOS,@NYR,4,L2,P1,3.06,17.2,18.1,18.1,2.0,1.8,1.8,10.8,10.6,10.6,4.2,16.9,7.7,1.3,0.0,0.0
Chris Kreider,,,W,5600,NYR,BOS,1,L1,P1,2.44,16.6,17.3,17.3,2.4,2.1,2.1,11.0,9.4,9.4,0.5,18.3,9.3,1.7,3.2,0.6
Pavel Buchnevich,,,W,5400,NYR,BOS,1,L1,P1,2.44,20.1,19.8,19.8,3.4,2.7,2.7,12.1,12.1,12.1,0.7,23.5,8.7,1.6,1.6,0.3
Shea Weber,,,D,5400,MON,TOR,3,D1,P2,3.25,24.0,22.6,22.6,1.0,1.7,1.7,6.8,10.1,10.1,4.3,15.9,9.6,1.8,4.8,0.9
Morgan Rielly,,,D,5300,TOR,@MON,1,D1,P1,3.25,23.3,22.0,22.0,1.6,2.0,2.0,13.2,11.6,11.6,2.9,20.3,10.2,1.9,3.2,0.6
