Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Auston Matthews,C,8700,TOR,MON,1,16.0,16.0
David Pastrnak,W,8600,BOS,NYR,1,15.2,6.4
Mitchell Marner,W,8100,TOR,MON,1,12.6,3.2
Patrice Bergeron,C,8100,BOS,NYR,1,12.4,11.2
Brad Marchand,W,7900,BOS,NYR,1,12.7,15.2
Artemi Panarin,W,7700,NYR,BOS,2,13.3,3.2
John Tavares,C,7100,TOR,MON,2,11.9,20.8
Brendan Gallagher,W,6900,MON,TOR,1,10.5,0.0
Tyler Toffoli,W,6700,MON,TOR,3,8.7,6.4
William Nylander,W,6400,TOR,MON,2,10.4,3.2
Mika Zibanejad,C,6200,NYR,BOS,1,14.2,9.6
Jeff Petry,D,6100,MON,TOR,16,8.0,6.4
Nick Suzuki,C,6100,MON,TOR,2,8.2,4.8
Tomas Tatar,W,5800,MON,TOR,1,9.5,21.6
David Krejci,C,5800,BOS,NYR,2,7.7,0.0
Chris Kreider,W,5600,NYR,BOS,1,9.3,3.2
Pavel Buchnevich,W,5400,NYR,BOS,1,8.7,1.6
Shea Weber,D,5400,MON,TOR,22,9.6,4.8
Morgan Rielly,D,5300,TOR,MON,23,10.2,3.2
Charles McAvoy,D,5200,BOS,NYR,24,8.9,19.2
Josh Anderson,W,5000,MON,TOR,2,6.7,0.0
Ryan Strome,C,4900,NYR,BOS,2,8.6,9.6
Zach Hyman,W,4900,TOR,MON,1,8.5,28.0
Jesperi Kotkaniemi,C,4700,MON,TOR,3,6.3,6.4
Jonathan Drouin,W,4600,MON,TOR,2,7.8,9.6
Adam Fox,D,4500,NYR,BOS,30,8.5,12.8
Craig Smith,W,4400,BOS,NYR,2,6.0,4.8
Nick Ritchie,W,4200,BOS,NYR,2,6.3,0.0
Jake DeBrusk,W,4100,BOS,NYR,3,8.4,19.2
Charlie Coyle,C,4100,BOS,NYR,3,7.0,1.6
Jacob Trouba,D,4100,NYR,BOS,37,8.7,6.4
Joel Armia,W,4000,MON,TOR,3,7.1,0.0
Phillip Danault,C,4000,MON,TOR,1,7.8,3.2
Alexander Kerfoot,C,3900,TOR,MON,3,6.4,14.4
Matthew Grzelcyk,D,3900,BOS,NYR,41,7.6,1.6
Alexis Lafreniere,W,3800,NYR,BOS,3,8.5,1.6
Kaapo Kakko,W,3700,NYR,BOS,2,7.4,4.8
T.J. Brodie,D,3600,TOR,MON,57,5.7,1.6
Phil Di Giuseppe,W,3500,NYR,BOS,3,3.1,0.0
Ilya Mikheyev,W,3300,TOR,MON,2,8.2,16.8
Jimmy Vesey,W,3300,TOR,MON,3,5.4,0.0
Brett Howden,C,3200,NYR,BOS,3,0.0,3.2
Pierre Engvall,W,3100,TOR,MON,3,4.4,0.0
Anders Bjork,W,3000,BOS,NYR,3,5.2,13.6
