Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Alexander Ovechkin,1,,W,9000,WAS,VGK,1,L1,P1,3.36,20.9,21.0,21.0,5.0,4.9,4.9,24.9,22.1,22.1,7.3,36.9,17.0,1.9,11.2,1.2
Auston Matthews,1,,C,8900,TOR,PHI,1,L1,P1,3.59,20.7,19.8,19.8,3.4,3.9,3.9,21.0,19.3,19.3,6.9,31.7,18.1,2.0,19.2,2.2
Nathan MacKinnon,1,Q,C,8600,COL,CLS,1,L1,P1,3.19,20.1,21.0,21.0,8.0,5.1,5.1,26.9,22.1,22.1,11.3,32.9,18.6,2.2,6.4,0.7
Sidney Crosby,1,,C,8300,PIT,CHI,1,L1,P1,3.46,19.8,20.9,20.9,3.2,2.8,2.8,11.0,14.8,14.8,3.8,25.9,16.1,1.9,4.8,0.6
Mikko Rantanen,,,W,8000,COL,CLS,1,,,3.19,18.0,18.9,18.9,2.2,2.7,2.7,15.6,18.3,18.3,7.9,28.6,0.0,0.0,0.0,0.0
Mark Stone,,,W,7900,VGK,@WAS,1,L2,P1,3.14,20.6,19.8,19.8,2.4,2.8,2.8,12.6,15.9,15.9,7.6,24.3,14.5,1.8,3.2,0.4
Evgeni Malkin,1,,C,7800,PIT,CHI,1,L2,P2,3.46,16.1,16.1,16.1,3.0,3.0,3.0,13.2,13.2,13.2,2.6,23.8,15.4,2.0,22.4,2.9
Mitchell Marner,,,W,7800,TOR,PHI,1,L2,P1,3.59,21.6,20.4,20.4,2.2,2.8,2.8,11.8,15.2,15.2,4.7,25.8,15.3,2.0,3.2,0.4
Patrick Kane,1,,W,7700,CHI,@PIT,1,L2,P1,2.54,21.2,21.1,21.1,2.6,3.1,3.1,17.9,15.2,15.2,3.9,26.4,17.5,2.3,16.8,2.2
Anze Kopitar,,,C,7600,LA,@MON,1,L1,P1,2.79,20.9,20.3,20.3,1.0,2.3,2.3,8.8,13.6,13.6,4.1,23.1,13.1,1.7,17.3,2.3
Evander Kane,1,,W,7500,SJ,NSH,1,L1,P1,2.88,19.2,19.6,19.6,3.8,4.0,4.0,17.6,18.9,18.9,4.7,33.2,13.1,1.7,4.8,0.6
Claude Giroux,1,,C,7500,PHI,@TOR,1,L1,P1,2.91,19.7,19.4,19.4,3.8,3.5,3.5,16.2,13.7,13.7,5.3,22.2,13.3,1.8,11.2,1.5
Evgeny Kuznetsov,,,C,7500,WAS,VGK,1,L2,P1,3.36,18.8,17.0,17.0,3.2,2.5,2.5,18.0,13.9,13.9,3.2,24.5,13.1,1.7,30.1,4.0
Filip Forsberg,1,,W,7400,NSH,@SJ,1,L1,P1,3.12,16.5,17.5,17.5,3.4,4.0,4.0,16.5,19.1,19.1,12.8,25.4,14.6,2.0,23.2,3.1
Jake Guentzel,,,W,7400,PIT,CHI,1,L1,P1,3.46,20.5,21.2,21.2,3.0,3.3,3.3,9.4,14.0,14.0,5.6,22.4,15.1,2.0,18.4,2.5
Johnny Gaudreau,1,,W,7300,CGY,STL,1,L1,P1,3.22,20.3,19.6,19.6,3.4,2.9,2.9,16.7,13.1,13.1,3.7,22.4,16.3,2.2,1.6,0.2
Brendan Gallagher,1,,W,7300,MON,LA,1,L1,P2,3.71,16.2,16.8,16.8,3.6,3.8,3.8,14.4,15.8,15.8,3.5,28.1,12.6,1.7,4.8,0.7
John Tavares,1,,C,7300,TOR,PHI,1,L2,P1,3.59,17.3,18.0,18.0,2.2,2.0,2.0,15.0,12.6,12.6,4.0,21.2,16.9,2.3,4.8,0.7
Brent Burns,,,D,7200,SJ,NSH,1,D1,P2,2.88,25.3,26.2,26.2,3.2,2.9,2.9,14.3,14.9,14.9,7.2,22.6,14.9,2.1,12.8,1.8
Sean Monahan,,,C,7100,CGY,STL,1,L1,P1,3.22,19.8,18.6,18.6,1.2,2.4,2.4,17.1,12.1,12.1,3.1,21.1,14.7,2.1,3.2,0.5
John Carlson,2,,D,7100,WAS,VGK,1,D1,P1,3.36,25.2,25.5,25.5,4.2,2.8,2.8,20.2,21.9,21.9,10.3,33.4,13.8,1.9,22.9,3.2
Sebastian Aho,1,,C,7000,CAR,@OTT,1,L1,P1,3.65,19.4,19.6,19.6,3.2,3.2,3.2,15.9,12.8,12.8,3.2,22.3,15.4,2.2,4.8,0.7
Phil Kessel,1,,W,7000,ARI,MIN,1,L1,P1,2.95,17.6,17.8,17.8,2.6,2.8,2.8,11.5,10.7,10.7,2.9,18.5,14.0,2.0,6.4,0.9
Gabriel Landeskog,,,W,7000,COL,CLS,1,,,3.19,19.2,20.4,20.4,2.4,2.4,2.4,6.6,10.9,10.9,1.6,20.3,0.0,0.0,0.0,0.0
Max Pacioretty,,,W,7000,VGK,@WAS,1,L2,P1,3.14,18.1,17.8,17.8,4.2,4.0,4.0,16.1,15.2,15.2,6.6,23.7,12.0,1.7,23.2,3.3
Matthew Tkachuk,,,W,6900,CGY,STL,1,L2,P1,3.22,19.3,18.2,18.2,3.2,2.9,2.9,22.8,14.6,14.6,2.2,27.0,14.1,2.0,18.4,2.7
Viktor Arvidsson,1,,W,6900,NSH,@SJ,1,L1,P1,3.12,18.0,17.6,17.6,2.2,2.3,2.3,9.6,11.6,11.6,3.3,19.9,14.1,2.0,3.2,0.5
Sean Couturier,1,,C,6900,PHI,@TOR,1,L2,P2,2.91,19.1,18.7,18.7,2.2,2.7,2.7,17.9,12.8,12.8,5.1,20.6,14.9,2.2,1.6,0.2
Matt Duchene,,,C,6800,NSH,@SJ,1,L2,P1,3.12,17.4,16.9,16.9,2.4,2.3,2.3,11.9,13.2,13.2,2.5,23.9,12.0,1.8,0.0,0.0
Ryan O'Reilly,1,,C,6800,STL,@CGY,2,L2,P2,2.78,20.6,20.3,20.3,1.4,1.7,1.7,12.5,12.9,12.9,-1.5,27.3,13.1,1.9,29.0,4.3
Cam Atkinson,,,W,6800,CLS,@COL,1,L3,P2,2.81,18.4,18.9,18.9,3.4,3.9,3.9,10.8,12.0,12.0,4.9,19.0,13.1,1.9,12.8,1.9
Roman Josi,1,,D,6700,NSH,@SJ,1,D1,P1,3.12,23.5,24.2,24.2,3.0,3.3,3.3,13.5,17.6,17.6,7.0,28.1,13.8,2.1,8.0,1.2
Tomas Hertl,1,,C,6600,SJ,NSH,1,L2,P1,2.88,17.9,19.3,19.3,2.4,2.2,2.2,18.6,14.1,14.1,2.8,25.5,13.2,2.0,21.6,3.3
Elias Lindholm,1,,W,6600,CGY,STL,1,L1,P1,3.22,20.8,19.8,19.8,2.2,2.4,2.4,18.0,14.6,14.6,7.4,21.9,12.2,1.8,6.4,1.0
William Karlsson,,,C,6600,VGK,@WAS,1,L1,P2,3.14,20.0,19.0,19.0,2.8,2.7,2.7,16.6,13.9,13.9,6.9,21.0,11.8,1.8,1.6,0.2
Jakub Voracek,,,W,6600,PHI,@TOR,1,L3,P1,2.91,17.2,16.5,16.5,2.4,2.3,2.3,9.2,11.7,11.7,-1.5,24.9,12.8,1.9,6.4,1.0
Brayden Schenn,,,C,6500,STL,@CGY,2,L1,P1,2.78,18.5,18.2,18.2,1.8,1.9,1.9,8.7,13.6,13.6,4.7,22.4,11.5,1.8,4.8,0.7
Dougie Hamilton,1,,D,6500,CAR,@OTT,1,D1,P2,3.65,22.3,22.9,22.9,3.2,3.1,3.1,15.4,17.7,17.7,9.3,26.0,11.7,1.8,19.7,3.0
Logan Couture,2,,C,6400,SJ,NSH,1,L1,P1,2.88,18.7,18.5,18.5,2.8,2.3,2.3,12.5,12.2,12.2,1.5,22.9,13.9,2.2,4.8,0.8
Tomas Tatar,1,,W,6400,MON,LA,1,L1,P2,3.71,15.0,16.2,16.2,2.4,2.7,2.7,14.4,12.1,12.1,3.0,21.2,10.7,1.7,12.8,2.0
Eric Staal,,,C,6400,MIN,@ARI,1,L1,P2,2.55,16.5,16.4,16.4,1.8,2.0,2.0,18.3,12.1,12.1,0.3,23.9,11.4,1.8,3.2,0.5
Kris Letang,,Q,D,6400,PIT,CHI,1,,,3.46,24.0,25.0,25.0,3.6,3.7,3.7,11.5,15.1,15.1,6.8,23.5,0.0,0.0,0.0,0.0
Jonathan Audy-Marchessault,,,W,6400,VGK,@WAS,1,L1,P2,3.14,18.5,17.9,17.9,2.8,3.4,3.4,12.2,11.1,11.1,4.6,17.6,13.5,2.1,11.7,1.8
Morgan Rielly,1,,D,6400,TOR,PHI,1,D1,P1,3.59,26.6,25.5,25.5,2.2,2.4,2.4,12.3,14.5,14.5,1.9,27.1,13.4,2.1,9.6,1.5
Erik Karlsson,,,D,6300,SJ,NSH,1,D2,P1,2.88,23.8,25.2,25.2,0.6,1.6,1.6,8.1,10.6,10.6,3.8,17.3,14.6,2.3,6.4,1.0
T.J. Oshie,,,W,6300,WAS,VGK,1,L1,P1,3.36,19.8,19.2,19.2,1.2,1.7,1.7,6.9,12.1,12.1,3.8,20.4,10.8,1.7,9.6,1.5
Teuvo Teravainen,1,,W,6300,CAR,@OTT,1,L2,P2,3.65,20.7,19.4,19.4,3.2,2.5,2.5,13.6,12.6,12.6,5.7,19.5,12.4,2.0,14.9,2.4
David Perron,,,W,6200,STL,@CGY,2,L2,P2,2.78,17.8,17.8,17.8,4.2,2.7,2.7,14.2,13.8,13.8,2.6,25.0,10.0,1.6,24.2,3.9
Travis Konecny,,,W,6200,PHI,@TOR,1,L2,P2,2.91,18.5,17.3,17.3,3.0,2.3,2.3,11.4,14.4,14.4,6.6,22.2,11.1,1.8,14.9,2.4
Andrei Svechnikov,1,,W,6200,CAR,@OTT,1,L1,P2,3.65,15.7,16.3,16.3,2.8,2.8,2.8,15.7,14.0,14.0,1.9,26.0,11.1,1.8,22.1,3.6
Alex Pietrangelo,,,D,6100,STL,@CGY,2,D1,P2,2.78,24.0,23.7,23.7,1.8,2.7,2.7,18.6,14.7,14.7,6.5,22.9,12.2,2.0,21.8,3.6
Alex DeBrincat,1,,W,6100,CHI,@PIT,1,L2,P1,2.54,18.0,17.6,17.6,2.4,2.8,2.8,11.6,12.2,12.2,3.4,21.0,14.1,2.3,3.2,0.5
Max Domi,1,,C,6100,MON,LA,1,L2,P1,3.71,17.1,17.0,17.0,1.2,2.3,2.3,6.2,11.4,11.4,1.8,20.9,11.9,2.0,11.7,1.9
Dustin Brown,,,W,6100,LA,@MON,1,L2,P1,2.79,19.6,19.3,19.3,3.2,2.8,2.8,12.7,10.9,10.9,-0.1,22.0,10.0,1.6,4.8,0.8
Jonathan Toews,,,C,6100,CHI,@PIT,1,L1,P2,2.54,19.3,19.7,19.7,2.8,2.3,2.3,12.6,8.2,8.2,1.6,14.9,13.9,2.3,3.2,0.5
Mark Giordano,1,,D,6000,CGY,STL,1,D1,P1,3.22,24.7,24.4,24.4,3.4,2.6,2.6,13.4,13.6,13.6,5.2,22.0,13.1,2.2,16.0,2.7
Seth Jones,,,D,6000,CLS,@COL,1,D1,P2,2.81,25.2,24.9,24.9,1.6,2.3,2.3,8.6,11.4,11.4,5.6,17.1,12.9,2.1,14.9,2.5
