Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Marc-Andre Fleury,,,G,9000,VGK,@WAS,1,47%,3.36,55.5,57.2,57.2,0.924,0.924,16.0,21.3,21.3,6.4,36.2,14.2,1.6,7.2,0.8
David Rittich,,,G,8700,CGY,STL,1,57%,2.78,61.4,59.9,59.9,0.915,0.915,26.4,21.0,21.0,4.8,37.1,17.5,2.0,8.0,0.9
Matthew Murray,1,,G,8600,PIT,CHI,1,66%,2.54,54.0,57.8,57.8,0.914,0.914,18.9,18.3,18.3,4.7,31.9,22.0,2.6,27.2,3.2
Carey Price,2,,G,8600,MON,LA,1,65%,2.79,59.5,60.1,60.1,0.912,0.912,22.1,19.0,19.0,8.4,29.5,20.1,2.3,28.8,3.3
Frederik Andersen,1,,G,8500,TOR,PHI,1,61%,2.91,62.3,60.1,60.1,0.914,0.914,24.5,20.4,20.4,7.0,33.7,20.6,2.4,16.0,1.9
Jordan Binnington,1,,G,8400,STL,@CGY,2,42%,3.22,60.6,60.8,60.8,0.921,0.921,24.0,20.6,20.6,10.5,30.8,14.0,1.7,25.6,3.0
Darcy Kuemper,1,,G,8400,ARI,MIN,1,56%,2.55,60.5,60.0,60.0,0.937,0.937,21.8,22.8,22.8,10.1,35.4,20.3,2.4,0.0,0.0
Braden Holtby,1,,G,8000,WAS,VGK,1,53%,3.14,61.1,56.5,56.5,0.895,0.895,22.7,15.9,15.9,2.2,29.5,17.0,2.1,28.0,3.5
Joonas Korpisalo,,,G,7500,CLS,@COL,1,43%,3.19,52.3,57.5,57.5,0.896,0.896,9.8,14.0,14.0,3.1,24.8,14.4,1.9,9.6,1.3
Juuse Saros,1,,G,7400,NSH,@SJ,1,54%,2.88,54.8,55.3,55.3,0.876,0.876,9.3,8.1,8.1,-2.3,18.6,18.0,2.4,20.8,2.8
Martin Jones,,,G,7400,SJ,NSH,1,46%,3.12,51.7,55.1,55.1,0.883,0.883,7.8,10.2,10.2,-1.3,21.7,14.6,2.0,27.2,3.7
Brian Elliott,,,G,7400,PHI,@TOR,1,39%,3.59,50.5,49.2,49.2,0.901,0.901,11.0,12.8,12.8,-0.4,26.0,13.4,1.8,34.4,4.6
Pavel Francouz,,,G,7400,COL,CLS,1,56%,2.81,60.3,60.3,60.3,0.906,0.906,18.4,18.4,18.4,2.4,34.4,19.4,2.6,35.2,4.8
Corey Crawford,,,G,7400,CHI,@PIT,1,34%,3.46,59.1,58.9,58.9,0.901,0.901,17.6,14.6,14.6,2.4,26.8,15.2,2.1,15.2,2.1
Anders Nilsson,1,,G,7300,OTT,CAR,1,37%,3.65,53.3,55.8,55.8,0.923,0.923,20.8,20.3,20.3,5.2,35.5,14.8,2.0,38.4,5.3
Devan Dubnyk,1,,G,7300,MIN,@ARI,1,43%,2.95,48.2,51.1,51.1,0.883,0.883,12.8,8.8,8.8,0.6,17.0,16.0,2.2,25.6,3.5
James Reimer,1,,G,7200,CAR,@OTT,1,63%,2.85,52.7,54.6,54.6,0.907,0.907,11.0,14.1,14.1,-2.1,30.3,17.5,2.4,4.8,0.7
Jon Quick,,,G,7200,LA,@MON,1,35%,3.71,59.0,59.1,59.1,0.859,0.859,9.9,6.5,6.5,-7.8,20.8,12.1,1.7,15.2,2.1
