Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Alexander Ovechkin,1,,W,8600,WAS,@VAN,0,L1,P1,3.25,20.5,21.0,21.0,5.8,4.9,4.9,24.2,20.9,20.9,11.3,30.5,17.0,2.0,1.6,0.2
Jack Eichel,1,,C,8500,BUF,@DET,0,L1,P1,3.05,20.3,21.0,21.0,3.4,3.5,3.5,18.2,19.8,19.8,0.6,39.0,17.5,2.1,21.3,2.5
Auston Matthews,2,,C,8400,TOR,SJ,2,L1,P1,3.69,20.5,19.6,19.6,2.8,3.9,3.9,13.8,18.4,18.4,6.1,30.6,18.1,2.2,21.6,2.6
Mitchell Marner,1,,W,7800,TOR,SJ,2,L2,P1,3.69,19.4,19.9,19.9,2.8,3.2,3.2,16.1,16.3,16.3,3.9,28.7,15.3,2.0,20.8,2.7
Evgeny Kuznetsov,,,C,7500,WAS,@VAN,0,L2,P1,3.25,15.4,16.0,16.0,1.4,2.1,2.1,7.0,11.6,11.6,3.7,19.5,13.1,1.7,35.2,4.7
Taylor Hall,1,,W,7500,NJ,ARI,5,L1,P1,2.83,18.4,18.9,18.9,3.6,4.0,4.0,13.1,13.4,13.4,7.5,19.2,16.5,2.2,14.9,2.0
Jeff Skinner,1,,W,7500,BUF,@DET,0,L2,P1,3.05,18.7,18.3,18.3,4.6,4.5,4.5,13.9,15.8,15.8,5.5,26.1,13.3,1.8,0.0,0.0
John Tavares,,,C,7400,TOR,SJ,2,,,3.69,17.8,18.2,18.2,1.6,1.8,1.8,11.4,11.4,11.4,4.2,18.6,0.0,0.0,0.0,0.0
John Carlson,,,D,7300,WAS,@VAN,0,D1,P1,3.25,25.4,25.6,25.6,2.4,2.2,2.2,25.3,22.5,22.5,12.7,32.4,13.8,1.9,11.2,1.5
Erik Karlsson,1,,D,7200,SJ,@TOR,0,D2,P2,2.81,26.2,26.4,26.4,1.2,1.9,1.9,16.0,13.2,13.2,6.2,20.3,14.6,2.0,4.8,0.7
Logan Couture,1,,C,7200,SJ,@TOR,0,L1,P1,2.81,19.1,18.4,18.4,1.2,2.0,2.0,11.5,12.3,12.3,5.8,18.9,13.9,1.9,3.2,0.4
Evander Kane,1,,W,7000,SJ,@TOR,0,L2,P1,2.81,19.9,20.3,20.3,4.0,4.0,4.0,22.3,21.2,21.2,2.5,40.0,13.1,1.9,6.4,0.9
