Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Auston Matthews,C,8800,TOR,CLS,1,18.1,29.6
Nathan MacKinnon,C,8600,COL,STL,1,18.6,15.7
Mikko Rantanen,W,8200,COL,STL,1,16.1,10.1
Mitchell Marner,W,7900,TOR,CLS,2,15.3,13.2
Mark Stone,W,7700,VGK,PHI,2,14.5,8.5
Tyler Seguin,C,7700,DAL,OTT,1,16.8,14.9
Vladimir Tarasenko,W,7600,STL,COL,1,15.2,30.1
Claude Giroux,W,7500,PHI,VGK,1,13.3,8.0
Cam Atkinson,W,7200,CLS,TOR,1,13.1,11.2
Gabriel Landeskog,W,7100,COL,STL,1,14.7,0.0
Max Pacioretty,W,7000,VGK,PHI,2,12.0,8.0
Sean Couturier,C,7000,PHI,VGK,2,14.9,8.5
Jamie Benn,W,6900,DAL,OTT,2,13.0,13.3
Jonathan Audy-Marchessault,W,6600,VGK,PHI,1,13.5,23.7
Jakub Voracek,W,6600,PHI,VGK,1,12.8,11.2
Morgan Rielly,D,6500,TOR,CLS,21,13.4,3.2
Ryan O'Reilly,C,6500,STL,COL,2,13.1,1.6
Alexander Radulov,W,6400,DAL,OTT,3,14.2,9.6
Travis Konecny,W,6300,PHI,VGK,2,11.1,25.8
Brayden Schenn,C,6300,STL,COL,1,11.5,15.7
William Karlsson,C,6300,VGK,PHI,1,11.8,13.3
Alex Pietrangelo,D,6000,STL,COL,27,12.2,8.0
Reilly Smith,W,6000,VGK,PHI,1,11.3,20.0
Joe Pavelski,W,5900,DAL,OTT,1,12.3,15.7
Seth Jones,D,5800,CLS,TOR,30,12.9,18.1
William Nylander,W,5800,TOR,CLS,1,11.7,15.2
Gustav Nyquist,W,5800,CLS,TOR,2,10.8,20.0
James van Riemsdyk,W,5700,PHI,VGK,1,11.3,6.4
Tyson Barrie,D,5600,TOR,CLS,34,12.4,8.0
David Perron,W,5600,STL,COL,2,10.0,15.2
Roope Hintz,C,5600,DAL,OTT,2,8.5,3.2
Kevin Hayes,C,5600,PHI,VGK,3,10.9,18.4
John Klingberg,D,5500,DAL,OTT,38,12.5,9.6
Jaden Schwartz,W,5500,STL,COL,1,11.6,16.0
Zachary Werenski,D,5300,CLS,TOR,40,10.9,18.1
Thomas Chabot,D,5300,OTT,DAL,41,13.3,14.4
Paul Stastny,C,5300,VGK,PHI,2,10.3,4.8
Brady Tkachuk,W,5200,OTT,DAL,1,13.0,9.6
Shea Theodore,D,5100,VGK,PHI,44,11.0,4.8
Vladislav Namestnikov,W,5100,OTT,DAL,2,8.3,16.8
Pierre-Luc Dubois,C,5000,CLS,TOR,1,11.4,23.2
Nick Foligno,W,5000,CLS,TOR,1,9.1,22.8
Nazem Kadri,C,5000,COL,STL,2,11.0,4.8
Andreas Johnson,W,5000,TOR,CLS,1,9.9,19.2
Oliver Bjorkstrand,W,4800,CLS,TOR,2,9.6,4.8
Kasperi Kapanen,W,4700,TOR,CLS,3,9.3,15.6
Oskar Lindblom,W,4700,PHI,VGK,2,9.7,26.9
Alexander Kerfoot,C,4600,TOR,CLS,2,7.6,1.6
Cale Makar,D,4600,COL,STL,58,9.0,10.1
J.T. Compher,C,4600,COL,STL,3,9.7,0.0
Andre Burakovsky,W,4600,COL,STL,2,7.8,4.8
Ivan Provorov,D,4500,PHI,VGK,62,10.3,11.2
Bobby Ryan,W,4500,OTT,DAL,3,9.1,1.6
Colin White,C,4500,OTT,DAL,2,9.7,4.8
Miro Heiskanen,D,4500,DAL,OTT,66,10.7,8.0
Cody Glass,W,4400,VGK,PHI,3,6.8,1.6
Alexander Wennberg,C,4400,CLS,TOR,2,7.0,15.7
Connor Brown,W,4300,OTT,DAL,1,6.7,9.6
Tyler Bozak,C,4300,STL,COL,3,8.5,6.4
Scott Laughton,C,4200,PHI,VGK,3,7.0,8.0
Ilya Mikheyev,W,4200,TOR,CLS,2,9.1,3.2
Corey Perry,W,4200,DAL,OTT,2,8.3,1.6
Samuel Girard,D,4200,COL,STL,77,7.9,1.6
Josh Anderson,W,4200,CLS,TOR,3,11.1,0.0
Boone Jenner,C,4100,CLS,TOR,3,10.4,4.8
Chris Tierney,C,4000,OTT,DAL,3,8.9,3.2
Tyson Jost,W,3900,COL,STL,3,8.0,8.0
Matt Niskanen,D,3800,PHI,VGK,85,8.1,20.5
Mattias Janmark,W,3700,DAL,OTT,3,6.8,12.8
Samuel Blais,W,3700,STL,COL,3,5.2,3.2
Esa Lindell,D,3700,DAL,OTT,96,9.5,6.4
Alexander Steen,W,3600,STL,COL,2,7.4,4.8
Colin Wilson,W,3600,COL,STL,3,7.0,3.2
Erik Brannstrom,D,3500,OTT,DAL,103,7.9,3.2
Alexandre Texier,W,3500,CLS,TOR,3,8.6,1.6
Radek Faksa,C,3500,DAL,OTT,3,7.7,15.2
Jean-Gabriel Pageau,C,3500,OTT,DAL,1,9.0,3.2
Brandon Pirri,W,3500,VGK,PHI,3,8.2,1.6
Jon Merrill,D,3500,VGK,PHI,150,4.8,9.6
Anthony Duclair,W,3500,OTT,DAL,2,8.7,1.6
Robert Thomas,W,3400,STL,COL,3,7.8,4.8
Trevor Moore,W,3400,TOR,CLS,3,5.6,3.2
Jason Dickinson,W,3400,DAL,OTT,1,6.6,3.2
