Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Auston Matthews,1,,C,8800,TOR,CLS,1,L1,P1,3.71,19.9,19.4,19.4,3.2,3.9,3.9,14.2,18.6,18.6,6.4,30.8,18.1,2.1,29.6,3.4
Nathan MacKinnon,3,Q,C,8600,COL,@STL,1,L1,P1,2.82,22.2,21.5,21.5,3.8,4.0,4.0,18.5,20.3,20.3,15.5,25.0,18.6,2.2,15.7,1.8
Mikko Rantanen,3,,W,8200,COL,@STL,1,L1,P1,2.82,20.3,20.2,20.2,2.8,2.9,2.9,16.7,19.3,19.3,8.7,29.8,16.1,2.0,10.1,1.2
Mitchell Marner,2,,W,7900,TOR,CLS,1,L2,P1,3.71,18.9,19.9,19.9,3.0,3.3,3.3,16.5,17.9,17.9,4.8,31.0,15.3,1.9,13.2,1.7
Mark Stone,2,,W,7700,VGK,@PHI,1,L2,P1,3.29,18.7,19.0,19.0,4.0,3.2,3.2,20.4,19.9,19.9,12.1,27.7,14.5,1.9,8.5,1.1
Tyler Seguin,1,,C,7700,DAL,OTT,1,L1,P1,3.47,19.9,20.8,20.8,2.0,2.8,2.8,6.7,9.6,9.6,1.2,18.0,16.8,2.2,14.9,1.9
Vladimir Tarasenko,3,,W,7600,STL,COL,1,L1,P1,3.18,17.7,17.6,17.6,3.0,2.9,2.9,15.6,14.1,14.1,7.9,20.3,15.2,2.0,30.1,4.0
Claude Giroux,1,,W,7500,PHI,VGK,1,L1,P1,3.21,20.2,19.8,19.8,3.4,3.3,3.3,12.5,11.2,11.2,3.0,19.4,13.3,1.8,8.0,1.1
John Tavares,,Q,C,7400,TOR,CLS,1,,,3.71,17.8,18.2,18.2,1.6,1.8,1.8,11.4,11.4,11.4,4.2,18.6,0.0,0.0,0.0,0.0
Cam Atkinson,,,W,7200,CLS,@TOR,1,L1,P1,2.79,19.8,19.6,19.6,4.4,4.5,4.5,9.6,12.3,12.3,4.5,20.1,13.1,1.8,11.2,1.6
Gabriel Landeskog,1,,W,7100,COL,@STL,1,L1,P1,2.82,20.9,20.7,20.7,2.4,2.6,2.6,10.2,13.8,13.8,4.5,23.2,14.7,2.1,0.0,0.0
Max Pacioretty,2,,W,7000,VGK,@PHI,1,L2,P1,3.29,17.0,17.4,17.4,4.4,4.1,4.1,20.4,17.6,17.6,7.9,27.3,12.0,1.7,8.0,1.1
Sean Couturier,,,C,7000,PHI,VGK,1,L2,P2,3.21,19.6,19.6,19.6,3.6,3.5,3.5,14.5,13.2,13.2,4.6,21.7,14.9,2.1,8.5,1.2
Jamie Benn,1,,W,6900,DAL,OTT,1,L2,P1,3.47,16.5,17.1,17.1,1.6,2.1,2.1,6.7,8.1,8.1,2.3,13.9,13.0,1.9,13.3,1.9
Jonathan Audy-Marchessault,1,,W,6600,VGK,@PHI,1,L1,P2,3.29,18.0,17.5,17.5,3.6,3.4,3.4,10.7,10.6,10.6,5.0,16.3,13.5,2.0,23.7,3.6
Jakub Voracek,2,,W,6600,PHI,VGK,1,L1,P1,3.21,16.4,16.3,16.3,2.4,2.5,2.5,11.4,10.3,10.3,-6.4,27.0,12.8,1.9,11.2,1.7
Morgan Rielly,2,,D,6500,TOR,CLS,1,D1,P1,3.71,24.7,24.8,24.8,3.4,2.9,2.9,18.8,17.5,17.5,1.5,33.4,13.4,2.1,3.2,0.5
Ryan O'Reilly,1,,C,6500,STL,COL,1,L2,P2,3.18,20.0,20.1,20.1,1.2,1.4,1.4,10.2,10.6,10.6,-2.8,24.1,13.1,2.0,1.6,0.2
Alexander Radulov,1,,W,6400,DAL,OTT,1,L3,P1,3.47,17.8,18.2,18.2,1.4,1.8,1.8,6.4,7.4,7.4,0.1,14.8,14.2,2.2,9.6,1.5
Travis Konecny,,,W,6300,PHI,VGK,1,L2,P2,3.21,18.1,17.9,17.9,1.4,1.7,1.7,11.6,14.7,14.7,4.4,25.0,11.1,1.8,25.8,4.1
Brayden Schenn,3,,C,6300,STL,COL,1,L1,P1,3.18,18.6,18.2,18.2,2.2,2.4,2.4,16.4,15.2,15.2,6.2,24.3,11.5,1.8,15.7,2.5
William Karlsson,1,,C,6300,VGK,@PHI,1,L1,P2,3.29,19.2,18.2,18.2,2.2,2.7,2.7,11.8,13.0,13.0,6.1,19.9,11.8,1.9,13.3,2.1
Alex Pietrangelo,1,,D,6000,STL,COL,1,D1,P2,3.18,22.7,23.0,23.0,3.6,3.5,3.5,14.3,14.6,14.6,7.6,21.7,12.2,2.0,8.0,1.3
Reilly Smith,,,W,6000,VGK,@PHI,1,L1,P2,3.29,18.4,17.6,17.6,2.4,2.8,2.8,11.7,14.3,14.3,3.7,24.9,11.3,1.9,20.0,3.3
Joe Pavelski,1,,W,5900,DAL,OTT,1,L1,P1,3.47,17.7,18.3,18.3,1.4,1.3,1.3,5.0,4.7,4.7,-0.3,9.7,12.3,2.1,15.7,2.7
Seth Jones,2,,D,5800,CLS,@TOR,1,D1,P1,2.79,23.7,24.5,24.5,2.8,2.9,2.9,12.3,11.9,11.9,4.8,19.0,12.9,2.2,18.1,3.1
William Nylander,1,,W,5800,TOR,CLS,1,L1,P1,3.71,17.0,16.7,16.7,1.6,2.3,2.3,4.8,9.5,9.5,2.9,16.1,11.7,2.0,15.2,2.6
Gustav Nyquist,1,,W,5800,CLS,@TOR,1,L2,P1,2.79,18.0,17.2,17.2,2.8,2.3,2.3,9.9,8.9,8.9,3.1,14.7,10.8,1.9,20.0,3.4
James van Riemsdyk,,,W,5700,PHI,VGK,1,L1,P1,3.21,17.9,17.4,17.4,6.0,5.3,5.3,9.6,8.8,8.8,4.1,13.5,11.3,2.0,6.4,1.1
Tyson Barrie,1,,D,5600,TOR,CLS,1,D2,P2,3.71,22.0,22.3,22.3,1.8,2.3,2.3,5.1,9.4,9.4,0.1,18.6,12.4,2.2,8.0,1.4
David Perron,,,W,5600,STL,COL,1,L2,P2,3.18,18.1,18.1,18.1,1.6,2.1,2.1,9.9,11.5,11.5,0.8,22.1,10.0,1.8,15.2,2.7
Roope Hintz,1,,C,5600,DAL,OTT,1,L2,P2,3.47,15.4,16.5,16.5,2.2,2.1,2.1,9.0,11.9,11.9,3.5,20.3,8.5,1.5,3.2,0.6
Kevin Hayes,2,,C,5600,PHI,VGK,1,L3,,3.21,19.2,19.1,19.1,3.2,2.8,2.8,7.9,6.9,6.9,1.5,12.3,10.9,1.9,18.4,3.3
John Klingberg,1,,D,5500,DAL,OTT,1,D1,P1,3.47,23.1,23.9,23.9,1.8,2.3,2.3,9.1,8.9,8.9,0.9,17.0,12.5,2.3,9.6,1.7
Jaden Schwartz,3,,W,5500,STL,COL,1,L1,P1,3.18,17.9,17.4,17.4,1.4,1.4,1.4,10.4,9.5,9.5,4.3,14.7,11.6,2.1,16.0,2.9
Zachary Werenski,,,D,5300,CLS,@TOR,1,D2,P2,2.79,23.2,22.7,22.7,2.4,2.4,2.4,7.2,9.0,9.0,3.2,14.8,10.9,2.1,18.1,3.4
Thomas Chabot,2,,D,5300,OTT,@DAL,1,D1,P1,2.53,26.2,26.6,26.6,3.0,3.3,3.3,13.4,13.2,13.2,4.3,22.1,13.3,2.5,14.4,2.7
Paul Stastny,1,,C,5300,VGK,@PHI,1,L2,P1,3.29,17.9,17.4,17.4,2.0,1.7,1.7,19.1,11.5,11.5,-2.9,25.8,10.3,1.9,4.8,0.9
Brady Tkachuk,,,W,5200,OTT,@DAL,1,L1,P1,2.53,18.6,18.8,18.8,4.0,3.9,3.9,8.0,11.0,11.0,4.4,17.6,13.0,2.5,9.6,1.8
